panel,kind,ladder,q,draw,k,Ebar,breadth,Emed,Ebar_IS,breadth_IS,selectivity20,EW_Sharpe,EW_OOS_Sharpe,ADAPT_Sharpe,S1_rho_n_OOS,S2_overlap,S3_reversal,S4_argmax_n,S5_fix_minus_adapt,best_prem,spy_OOS_S,spy_OOS_CAGR,spy_OOS_DD,v2_OOS_S,v2_OOS_CAGR,v2_OOS_DD
MIX q=1.00 k=40 d0,mix,lad,1.0,0,40.0,10.867469879518072,0.27168674698795187,10.5,8.910769230769231,0.22276923076923077,1.8403547671840355,0.39818093356449447,0.4164058045708532,0.39828255569803256,-0.9999999999999999,0.9684210526315793,0.0,5.0,-0.037870915420679385,0.21516694620111254,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.7808524144316686,0.061056145331843226,-0.14440717986563734
MIX q=1.00 k=40 d1,mix,lad,1.0,1,40.0,13.337349397590362,0.33343373493975903,14.0,12.436923076923076,0.31092307692307697,1.4995483288166214,0.041479218176634046,0.1383015758346555,0.0586470926633673,-0.6,0.9813186813186815,0.5,15.0,0.20840960083437432,0.26488346116135,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.42458506081762704,0.030992528312619116,-0.21593197592728863
MIX q=1.00 k=40 d2,mix,lad,1.0,2,40.0,14.1,0.35250000000000004,14.5,14.418461538461539,0.3604615384615385,1.4184397163120568,0.31038060076182217,0.22416603685268663,0.3401673534535354,0.3,0.9671874999999999,0.3,20.0,0.03526434533714823,0.06505109802886144,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.6680319593768097,0.05219521705033636,-0.18315601033605622
MIX q=1.00 k=40 d3,mix,lad,1.0,3,40.0,12.916867469879518,0.3229216867469879,13.0,11.68923076923077,0.29223076923076924,1.5483630258371421,0.25545220555463627,0.20861708808977086,0.24849375348729547,-0.7,0.9732954545454546,0.0,5.0,-0.08056078073991185,0.06423244186274318,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.3720100164084282,0.02687658250321512,-0.1469412832420105
MIX q=1.00 k=40 d4,mix,lad,1.0,4,40.0,13.640963855421687,0.3410240963855421,14.0,13.492307692307692,0.3373076923076923,1.4661720544073487,0.3551899932780112,0.3406058288716805,0.3646267080008254,-0.6,0.9793478260869566,0.3,5.0,-0.046292558401397066,0.14390013753449593,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5286916803729645,0.04014364757397604,-0.1712113874453065
MIX q=1.00 k=40 d5,mix,lad,1.0,5,40.0,14.628915662650602,0.3657228915662651,15.0,14.150769230769232,0.3537692307692307,1.3671553286114315,0.2647490371852607,0.23990454260803118,0.26744591869471485,0.19999999999999998,0.971923076923077,0.3,15.0,0.05278447714519713,0.19616342595548025,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5309865293887819,0.039939565135319155,-0.14237577130186008
MIX q=1.00 k=40 d6,mix,lad,1.0,6,40.0,12.675903614457832,0.31689759036144577,13.0,11.830769230769231,0.2957692307692308,1.5777967873776255,0.003237649153792487,0.0061703165994609266,0.001785051973581481,-0.7,0.9864583333333333,0.1,5.0,-0.013740461389288632,0.18532535646909254,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.262067408709064,0.01813216992296507,-0.19508541126349443
MIX q=1.00 k=40 d7,mix,lad,1.0,7,40.0,12.548192771084338,0.3137048192771084,13.0,12.409230769230769,0.31023076923076925,1.5938550168026884,0.33306086709734495,0.4044975400618767,0.34389744211342727,-0.8999999999999998,0.9830882352941178,0.1,5.0,-0.09953544783466545,0.13732369399736583,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.25098195165767084,0.016331705001950914,-0.22777589192658643
MIX q=1.00 k=60 d0,mix,lad,1.0,0,60.0,16.50602409638554,0.2751004016064257,17.0,15.68923076923077,0.2614871794871794,1.2116788321167884,0.25610455518663383,0.22479624620972674,0.25193219122757926,-0.7,0.9516187050359715,0.2,15.0,-0.0179480339523779,0.013571521982679802,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.45657341217062386,0.033216105086104175,-0.14520993481451827
MIX q=1.00 k=60 d1,mix,lad,1.0,1,60.0,18.357831325301206,0.30596385542168675,19.0,16.676923076923078,0.277948717948718,1.0894533044562578,0.27015832801579703,0.2854597320519124,0.2595774676039126,0.39999999999999997,0.9383631713554986,0.1,20.0,0.20170123053158784,0.1911203701197034,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.47462628870835005,0.03602159301335428,-0.1748148887887211
MIX q=1.00 k=60 d2,mix,lad,1.0,2,60.0,20.26987951807229,0.3378313253012048,21.0,18.181538461538462,0.303025641025641,0.9866856871136471,0.4932067283867912,0.4696233470043724,0.48649476494324445,-0.6,0.9247942386831277,0.3,10.0,-0.10097665737020678,-0.018136997909464936,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5622039462773781,0.0407378050982421,-0.14862963244101357
MIX q=1.00 k=60 d3,mix,lad,1.0,3,60.0,18.40843373493976,0.30680722891566264,19.0,16.58153846153846,0.27635897435897433,1.0864585378624256,0.3332459127470958,0.2632915625313362,0.32554148411482237,0.8999999999999998,0.9361788617886179,0.6,20.0,0.10258270114081353,0.09487827250854008,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.4631361964216975,0.032430734139047734,-0.1601566151038949
MIX q=1.00 k=60 d4,mix,lad,1.0,4,60.0,20.90120481927711,0.34835341365461847,21.0,21.406153846153845,0.3567692307692308,0.9568826377680424,0.2594721878972079,0.23007478991106448,0.2573857374121757,-0.39999999999999997,0.9148846960167715,0.6,30.0,0.011759983509259109,0.019495496880642615,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.588489874847753,0.042762993846030994,-0.1538010997264423
MIX q=1.00 k=60 d5,mix,lad,1.0,5,60.0,20.666265060240963,0.3444377510040161,21.0,20.427692307692308,0.3404615384615385,0.9677607415612429,0.3394917164885034,0.3212935522754153,0.3276801208421587,0.7,0.9083148558758314,0.6,30.0,0.01146446018639502,0.05085154633694644,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.6007491775144614,0.04105879901571363,-0.15724017632363418
MIX q=1.00 k=60 d6,mix,lad,1.0,6,60.0,20.110843373493974,0.33518072289156625,21.0,19.689230769230768,0.3281538461538462,0.9944883776659479,0.22085337477723574,0.16163045949396912,0.22363456693373293,-0.09999999999999999,0.9282655246252676,0.2,20.0,0.14096989893951598,0.14375109109601317,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5451707763182968,0.03957864231717578,-0.1794824386428462
MIX q=1.00 k=60 d7,mix,lad,1.0,7,60.0,18.94578313253012,0.3157630522088354,20.0,17.45846153846154,0.29097435897435897,1.055643879173291,0.02574934562588317,-0.0444778828267986,0.020651584322967344,-0.9999999999999999,0.9328817733990148,0.0,5.0,0.040844326310533544,0.29811788130999967,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.39942967925755624,0.028109305980857258,-0.12829982006605578
MIX q=1.00 k=80 d0,mix,lad,1.0,0,80.0,28.363855421686747,0.3545481927710843,29.0,28.40923076923077,0.3551153846153846,0.7051227593237618,0.17185425817094435,0.184546968698287,0.17601231334068987,0.8999999999999998,0.8475155279503105,0.0,30.0,-0.021679076831039285,-0.013046464739543656,0.8820239235972316,0.1545044425578177,-0.3371595330739301,0.5060779065436873,0.03808755470469949,-0.17222829857366428
