screen,metric,n,gap,t,K_Sharpe,K_Calmar,K_MaxDD,K_CAGR,K_Random
S0,OOS Sharpe,48,-0.020143149165104915,-1.7817378335872278,0.8722771532650536,0.8890304484631452,0.8920863630508107,0.8521340040999487,0.8505498472277991
S0,OOS MaxDD pp,48,-1.0099226574035927,-3.3758781537573297,-28.2520343950313,-24.58586958644695,-20.56543549863996,-29.26195705243489,-25.68070906702211
S0,OOS CAGR pp,48,0.659567724891041,2.796393096824315,11.877319799445829,11.324695253953209,8.53485495511985,12.536887524336867,10.388950131344094
S0,4b pass phi=0.70,48,-0.10416666666666667,-2.3377588154191113,0.1875,0.3333333333333333,0.4166666666666667,0.08333333333333333,0.3125
S0,4b pass phi=0.00,48,-0.14583333333333334,-2.8327354701599723,0.22916666666666666,0.375,0.6666666666666666,0.08333333333333333,0.4375
S1,OOS Sharpe,22,0.008716627406036454,1.814484035470023,1.1063429045135273,1.1124003584657738,1.11329460312684,1.115059531919564,1.1103477188188307
S1,OOS MaxDD pp,22,0.01749833363664505,1.0695242945307315,-20.63623866239939,-20.12860331325454,-18.664715790633053,-20.61874032876274,-19.394550439081556
S1,OOS CAGR pp,22,0.10900068267241805,1.8079422754793817,13.230869800204532,13.225481169062743,12.492412089758716,13.339870482876945,12.708575278421081
S1,4b pass phi=0.70,22,0.0,,0.45454545454545453,0.5454545454545454,0.7727272727272727,0.45454545454545453,0.6818181818181818
S1,4b pass phi=0.00,22,0.0,,0.45454545454545453,0.5454545454545454,0.7727272727272727,0.45454545454545453,0.6818181818181818
S2,OOS Sharpe,25,0.0076706321173120795,1.802781646057965,1.1178318097891586,1.124943972796307,1.1268740337010401,1.1255024419064708,1.1198933233032948
S2,OOS MaxDD pp,25,0.015398533600247646,1.0690873876048468,-20.086541074640287,-19.621377556070918,-15.726166019269588,-20.071142541040043,-17.92268387962745
S2,OOS CAGR pp,25,0.09592060075172788,1.7964014615651676,13.159005279896817,13.169036011168703,10.637915632782553,13.254925880648546,11.910687806148067
S2,4b pass phi=0.70,25,0.0,,0.52,0.64,0.68,0.52,0.6
S2,4b pass phi=0.00,25,0.0,,0.52,0.64,0.88,0.52,0.72
