panel,family,gross,cadence,keep4a,keep4b,fail4b,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe
U56,BAND-DG,0.5,W,False,False,CAGR,0.05733457831336031,1.2069523833304316,-0.08009405329976271,1.2393478094170267,1.1812076685592576,1.2840012516468897
U56,BAND-DG,0.5,M,False,False,CAGR,0.05896790484771852,1.1773951642743998,-0.09646215263984126,1.2240027589538947,1.1394388016063268,1.2304084936348485
U56,BAND-DG,0.75,W,False,False,CAGR,0.0863466277658489,1.20691186854518,-0.11896567846859007,1.240011367644835,1.180591351660817,1.2834365112057167
U56,BAND-DG,0.75,M,False,False,CAGR,0.08896816706091881,1.178974073738869,-0.14189123783035706,1.2260996627386453,1.1405740134055213,1.2314902560580234
U56,BAND-DG,1.0,W,False,True,-,0.11554030620111133,1.206731922215266,-0.15704953945571754,1.2405410883695904,1.1798341284798817,1.2827249689407199
U56,BAND-DG,1.0,M,False,True,-,0.11928718159950513,1.1804598916822733,-0.18555490631242633,1.2280801816035107,1.1416397257974413,1.2324804732353012
U56,MA-RS,0.5,W,False,False,CAGR,0.07685481740688616,1.091251187402833,-0.12691709586450628,1.1802212252583062,1.0260146368344323,1.1078597586252963
U56,MA-RS,0.5,M,False,False,CAGR,0.08341814757924526,1.1577272546018436,-0.12420551301004246,1.2179637083483172,1.1142895226857659,1.1924125888202133
U56,MA-RS,0.75,W,False,True,-,0.11551466393347187,1.0913835754263106,-0.186230414928777,1.1807114195285642,1.025985714122393,1.1077813550589952
U56,MA-RS,0.75,M,False,True,-,0.1260094314002118,1.1593950929595145,-0.1820781888734183,1.2207120270382843,1.115130782316963,1.193048216778216
U56,MA-RS,1.0,W,False,False,DD,0.15420136108489446,1.091447495232596,-0.24285458426962814,1.1811382664162622,1.0259004639112905,1.107632100461794
U56,MA-RS,1.0,M,False,False,DD,0.16911595836308457,1.1609819736474987,-0.23730396705009604,1.22339163965592,1.1159055721052413,1.1935727459296295
U56,CAND20,0.5,W,False,False,CAGR,0.07103475606954013,1.0365067836111541,-0.11962290588301572,1.0836238877199569,1.0039892114912408,1.0840187658634362
U56,CAND20,0.5,M,False,False,CAGR,0.07563194342017665,1.0602028520278215,-0.12795335648805617,1.1414535072276426,0.9989845455939361,1.0707989688956534
U56,CAND20,0.75,W,False,True,-,0.10650547511568775,1.0361177005063587,-0.17583477483031607,1.0840887640521815,1.002968176632915,1.0830557343308573
U56,CAND20,0.75,M,False,True,-,0.11384365422899445,1.0617062364873875,-0.18692608296016777,1.1437953931802782,0.9997926788207124,1.0715391330297357
U56,CAND20,1.0,W,False,False,DD,0.14178772597007527,1.0354531613959135,-0.2297125054002923,1.084267049912874,1.0016915860210787,1.081823084924447
U56,CAND20,1.0,M,False,False,DD,0.1522249348871989,1.0630920018016385,-0.24280838547302597,1.1459942787361739,1.0005244623310061,1.072165163775926
U56,EWALL,0.5,W,False,False,CAGR,0.08787581658627475,1.1225615674521916,-0.1540613386852545,1.200418710414303,1.060119520773849,1.1313976894738589
U56,EWALL,0.5,M,False,False,CAGR,0.08782974761305495,1.1333494603457737,-0.15165159915670912,1.1972007334333448,1.081816993081574,1.1531879584359663
U56,EWALL,0.75,W,False,False,DD,0.1323141888137611,1.123261780586864,-0.22456687664384056,1.202146476571811,1.0601222935838512,1.1312617928450484
U56,EWALL,0.75,M,False,False,DD,0.13249977399054647,1.1334226281398196,-0.22208494960118297,1.2010033203765265,1.0791636583194626,1.1501277358865563
U56,EWALL,1.0,W,False,False,DD,0.17689355868855672,1.123687552028514,-0.2909289185181174,1.2036386334333384,1.0598419703984816,1.1308279501643184
U56,EWALL,1.0,M,False,False,DD,0.17755324461156796,1.1332224216975748,-0.2891321388860082,1.2045601528076244,1.0763032038741907,1.146788362185825
B136,BAND-DG,0.5,W,False,False,CAGR,0.053445880111218536,1.1077632711139798,-0.08199084501569609,1.2300792253894937,0.9870391770337544,1.121563969660283
B136,BAND-DG,0.5,M,False,False,CAGR,0.05576507026794553,1.0932774527689053,-0.10617722332533253,1.2146449563178738,0.976536954718267,1.0980355004434716
B136,BAND-DG,0.75,W,False,False,CAGR,0.08034199584015167,1.1078049683658702,-0.12178128651163933,1.23124936086813,0.986083419602645,1.12060446918127
B136,BAND-DG,0.75,M,False,False,CAGR,0.08402972418688326,1.0949523584077343,-0.1560917061849717,1.2171552857310464,0.977552997120107,1.0987172650755046
B136,BAND-DG,1.0,W,False,True,-,0.10730181668524397,1.107706567375259,-0.16076362728629368,1.2322831844435533,0.9849908831555924,1.1195000250557174
B136,BAND-DG,1.0,M,False,False,DD,0.11252114163195515,1.0965549755768602,-0.20399781081914214,1.219572575161848,0.9785276378387828,1.0993280948887045
B136,MA-RS,0.5,W,False,False,CAGR,0.07760834878325351,1.0580713647497209,-0.13729006346930606,1.1585807074458685,0.9711547181247613,1.0665751646664003
B136,MA-RS,0.5,M,False,False,CAGR,0.08250218645102936,1.095103877308985,-0.14881664393832994,1.1948420288987673,1.012049325301551,1.1026156241659588
B136,MA-RS,0.75,W,False,True,-,0.11659734787379539,1.0585329145142401,-0.20116704846935785,1.1603438392888514,0.9706900214487699,1.0659505550392185
B136,MA-RS,0.75,M,False,False,DD,0.12452107215452846,1.0965065982009379,-0.21784582165082433,1.1981615187456383,1.0122230895745765,1.1021577111383531
B136,MA-RS,1.0,W,False,False,DD,0.15557083250772208,1.0589153782896805,-0.26194522611585735,1.162054047241032,0.9701542503491374,1.0652281411171494
B136,MA-RS,1.0,M,False,False,DD,0.16697378830310883,1.0978154842342016,-0.2834895475381357,1.2014448461847138,1.0123384406560731,1.101561412642663
B136,CAND20,0.5,W,False,False,"H2,OOS,CAGR",0.06049500412100928,0.8617581572349573,-0.13577146075581958,1.0713266392108245,0.6921239641539876,0.7710427653181906
B136,CAND20,0.5,M,False,False,CAGR,0.07502464976990852,1.0240313401092085,-0.12680340304826576,1.1514363477684073,0.9185700625245264,0.9852357120647066
B136,CAND20,0.75,W,False,False,"H2,OOS,CAGR",0.09014232253112242,0.8619310831914994,-0.1990841976493548,1.0727611149524223,0.6915813864222586,0.7705212334727944
B136,CAND20,0.75,M,False,True,-,0.11297541655294618,1.0279518383411987,-0.1856656191823679,1.155220880624899,0.9225841935977228,0.9891155909435778
B136,CAND20,1.0,W,False,False,"H2,OOS,DD",0.11923257503106122,0.8618558708274963,-0.2594246375925151,1.0739597008215986,0.6908156537879928,0.7697624121173899
B136,CAND20,1.0,M,False,False,DD,0.15113652763303742,1.031768093840889,-0.24167973926931186,1.1588827634557257,0.9265274421206745,0.9928993393261367
B136,EWALL,0.5,W,False,False,CAGR,0.09416055879554985,1.1233359088670403,-0.17479227981668488,1.2310147037131458,1.0264876528356202,1.1050757751728948
B136,EWALL,0.5,M,False,False,CAGR,0.09307139975402512,1.1239576497813966,-0.170829799552625,1.222261634901935,1.033719488089268,1.1143783759677122
B136,EWALL,0.75,W,False,False,DD,0.14178077774478903,1.1237184720356246,-0.2536484248157904,1.2333188917394562,1.0254052355515195,1.1038155359718695
B136,EWALL,0.75,M,False,False,DD,0.14051143389732923,1.124085126647221,-0.24989934048374207,1.2263848317759976,1.0310143579281126,1.1108871415787471
B136,EWALL,1.0,W,False,False,DD,0.18952378323674135,1.1237724524902892,-0.3271396216573823,1.2353712591167294,1.0239713880108943,1.1021764558468699
B136,EWALL,1.0,M,False,False,DD,0.1884214214967297,1.1237993336337333,-0.3249685278931973,1.2301800356514911,1.0279872677817694,1.106959638998298
SMALL439,BAND-DG,0.5,W,False,False,"H1,H2,OOS,CAGR",0.025748939766630174,0.5710340108053034,-0.10002259679368086,0.5670747220276072,0.5767822184150181,0.5672558424911561
SMALL439,BAND-DG,0.5,M,True,False,"H1,H2,OOS,CAGR",0.03116147068320929,0.6611684789513541,-0.1141143762175103,0.7181548449698982,0.6130954608887518,0.6177812918951634
SMALL439,BAND-DG,0.75,W,False,False,"H1,H2,OOS,CAGR",0.03803686076484847,0.5710244752159079,-0.1470362580000909,0.5682458981113391,0.5757362229674686,0.5664863714962137
SMALL439,BAND-DG,0.75,M,False,False,"H1,H2,OOS,CAGR",0.046350794706122356,0.6633824622793437,-0.16758438140185794,0.7206621619407131,0.6148243916534671,0.6193961019606445
SMALL439,BAND-DG,1.0,W,False,False,"H1,H2,OOS,CAGR",0.04990552804098458,0.5709763560607395,-0.19212348873798146,0.5693698919985719,0.5746592874331456,0.565683593232371
SMALL439,BAND-DG,1.0,M,False,False,"H1,H2,OOS,DD,CAGR",0.061260713630983066,0.6655598434990523,-0.21874066250906965,0.723170645406329,0.6164935284065922,0.6209492309036694
SMALL439,MA-RS,0.5,W,False,False,"H1,H2,OOS,DD,CAGR",0.04509993082258035,0.5027471716794911,-0.2699489133168226,0.4955551571232714,0.5181443829108625,0.5357275317094526
SMALL439,MA-RS,0.5,M,False,False,"H1,H2,OOS,DD,CAGR",0.058891933193619295,0.6306605756340735,-0.27499710259953936,0.6731358567554921,0.6130859412047659,0.6355776495867385
SMALL439,MA-RS,0.75,W,False,False,"H1,H2,OOS,DD,CAGR",0.06478682046825734,0.5033872943946726,-0.38239943767382534,0.49768164644656343,0.5177740654303229,0.535474046054103
SMALL439,MA-RS,0.75,M,False,False,"H1,H2,OOS,DD,CAGR",0.08615983450417919,0.630662780588819,-0.39436414443317025,0.6772390202992641,0.6105560088607724,0.6329681136360448
SMALL439,MA-RS,1.0,W,False,False,"H1,H2,OOS,DD,CAGR",0.0823500941758164,0.5040228799735411,-0.48128090621995157,0.4998344507023665,0.517392324906976,0.5351983780207353
SMALL439,MA-RS,1.0,M,False,False,"H1,H2,OOS,DD",0.11177106334233944,0.6307371727753454,-0.5021271609327665,0.6814466557339938,0.6083176776252623,0.6304782536569784
SMALL439,CAND20,0.5,W,False,False,"H1,H2,OOS,DD,CAGR",0.03872492346122458,0.477899268449778,-0.23285274251202037,0.7919477463043684,0.22892043212902227,0.3139665111338087
SMALL439,CAND20,0.5,M,False,False,"H1,H2,OOS,DD,CAGR",0.04192829062390335,0.5026247298494395,-0.2493839014392366,0.6905804059712118,0.3590304630928889,0.41576982819744074
SMALL439,CAND20,0.75,W,False,False,"H1,H2,OOS,DD,CAGR",0.055555665361421314,0.47731637335326454,-0.33329274130621034,0.7923577187002003,0.22782764407224793,0.31320587009178497
SMALL439,CAND20,0.75,M,False,False,"H1,H2,OOS,DD,CAGR",0.06062642638225868,0.502914419557546,-0.3587461366221848,0.6951258775163925,0.3570788814725355,0.41443923931523036
SMALL439,CAND20,1.0,W,False,False,"H1,H2,OOS,DD,CAGR",0.07052417205639783,0.4766037421476347,-0.42382128812006026,0.7926082675118198,0.22666977403576005,0.31234706011396496
SMALL439,CAND20,1.0,M,False,False,"H1,H2,OOS,DD,CAGR",0.07768872238163427,0.5034075607253771,-0.4584684779908479,0.6997271253983437,0.3558261399829492,0.41358547894191405
SMALL439,EWALL,0.5,W,False,False,"H1,H2,OOS,DD,CAGR",0.06994207130721075,0.6790598275986033,-0.25214413642471223,0.7969956676819625,0.6154181993905303,0.6380414257814951
SMALL439,EWALL,0.5,M,False,False,"H1,H2,OOS,DD,CAGR",0.06693602567193913,0.6624547612602079,-0.2363882248926631,0.7763110763282024,0.5992491238730144,0.6269942883096565
SMALL439,EWALL,0.75,W,False,False,"H1,H2,OOS,DD",0.1018177783174512,0.678135269658678,-0.3616637358208413,0.7970199840580422,0.6139801956312066,0.6366624355474833
SMALL439,EWALL,0.75,M,False,False,"H1,H2,OOS,DD,CAGR",0.09756071669611144,0.6606192319497557,-0.3476061094999652,0.7766615946286013,0.5963665514200113,0.6238458517363085
SMALL439,EWALL,1.0,W,False,False,"H1,H2,OOS,DD",0.13122175544841364,0.6770308933152683,-0.46032779538269797,0.7968992103547006,0.6123984905213491,0.6351153641844326
SMALL439,EWALL,1.0,M,False,False,"H1,H2,OOS,DD",0.12596736622106142,0.658581793986655,-0.45295196823820694,0.7769840599330307,0.593493223234275,0.6205397357484597
