book,IS_lo,IS_hi,IS_width,IS_lower,IS_upper,OOS_lo,OOS_hi,OOS_width,OOS_lower,OOS_upper,g_isbest,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_CAGR_spy,OOS_Sharpe_spy,OOS_MaxDD_spy,OOS_CAGR_base,OOS_Sharpe_base,OOS_MaxDD_base
ETF36/EWALL/W,,,0,,,,,0,,,1.0,0.7641511192826557,0.11257500594528813,0.8622494435415767,-0.2888244004093128,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.05422899646640711,0.9184745659467928,-0.10485837186489888
ETF36/EWALL/M,,,0,,,,,0,,,1.0,0.7622370078414354,0.11185902224383226,0.8650040365316533,-0.2852293049115111,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.05422899646640711,0.9184745659467928,-0.10485837186489888
ETF36/MA-DG/W,,,0,,,,,0,,,1.0,0.6455259446618276,0.06827328903887508,0.9010865053579558,-0.13093617402946445,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.05422899646640711,0.9184745659467928,-0.10485837186489888
ETF36/MA-DG/M,,,0,,,,,0,,,1.0,0.7914568439691619,0.07293602902117335,0.938648422889357,-0.12449625943113007,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.05422899646640711,0.9184745659467928,-0.10485837186489888
ETF36/MA-RS/W,,,0,,,,,0,,,1.0,0.5703027135372905,0.07287425467579345,0.6419115427019715,-0.2601519615711534,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.05422899646640711,0.9184745659467928,-0.10485837186489888
ETF36/MA-RS/M,,,0,,,,,0,,,1.0,0.70490373415896,0.08296177143215289,0.7025305387585621,-0.30304041618853816,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.05422899646640711,0.9184745659467928,-0.10485837186489888
ETF36/CAND20/W,,,0,,,,,0,,,0.95,0.6877522086112918,0.08516083832094234,0.8479071863369406,-0.18660423927242187,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.05422899646640711,0.9184745659467928,-0.10485837186489888
ETF36/CAND20/M,,,0,,,,,0,,,1.0,0.8975586419521231,0.10045507171401402,0.9108704080921084,-0.18201417837131062,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.05422899646640711,0.9184745659467928,-0.10485837186489888
ETF36/R620/W,,,0,,,,,0,,,1.0,0.8845334973255469,0.1135831446298674,0.8569418491417703,-0.2710475263195399,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.05422899646640711,0.9184745659467928,-0.10485837186489888
ETF36/R620/M,0.85,0.95,3,CAGR,DD,,,0,,,1.0,0.9396888748852399,0.12710507649817937,0.9316819648864275,-0.24523048593650898,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.05422899646640711,0.9184745659467928,-0.10485837186489888
B136/EWALL/W,0.55,0.6,2,CAGR,DD,,,0,,,1.0,1.1480533223119427,0.18387692910888553,1.090675723899892,-0.32721807417003745,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
B136/EWALL/M,0.6,0.6,1,CAGR,DD,,,0,,,1.0,1.142240186514241,0.18333079167352562,1.0954250159128645,-0.32506351471025163,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
B136/MA-DG/W,,,0,,,,,0,,,1.0,1.0566120124398404,0.10400057860559109,1.1142238409596295,-0.16630686129757144,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
B136/MA-DG/M,0.95,1.0,2,CAGR,GRID-HI,1.0,1.0,1,CAGR,GRID-HI,1.0,1.1151731574430976,0.11002909455004284,1.1423778541038794,-0.16080107447993497,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
B136/MA-RS/W,0.7,0.85,4,CAGR,DD,0.7,0.75,2,CAGR,DD,1.0,1.0479013773243593,0.15785504042262266,1.055007180709106,-0.2620286894921944,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
B136/MA-RS/M,0.7,0.9,5,CAGR,DD,0.65,0.65,1,CAGR,DD,1.0,1.09160685691427,0.1704398406637495,1.090313789511164,-0.2835530041601101,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
B136/CAND20/W,,,0,,,,,0,,,1.0,0.9846581054654295,0.09963214159984668,0.7342546826730794,-0.22876574761531943,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
B136/CAND20/M,0.75,1.0,6,CAGR,GRID-HI,,,0,,,1.0,1.0801157586915087,0.13503848801570428,0.9195312202892436,-0.2416898602283205,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
B136/R620/W,0.45,0.85,9,CAGR,DD,0.5,0.65,4,CAGR,DD,1.0,1.2561756766563363,0.22325156164524707,1.043876334815193,-0.287520283917748,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
B136/R620/M,0.45,0.7,6,CAGR,DD,0.45,0.55,3,CAGR,DD,1.0,1.2590395240467744,0.2597085689295886,1.1215401799350437,-0.32056600580101935,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019
BSTK100/EWALL/W,0.5,0.55,2,CAGR,DD,0.55,0.55,1,CAGR,DD,1.0,1.231914382565975,0.2102432149875848,1.1371435910481935,-0.34101141824423864,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08766528208701874,1.1243458512686457,-0.12959670036122994
BSTK100/EWALL/M,0.5,0.55,2,CAGR,DD,0.55,0.55,1,CAGR,DD,1.0,1.2248471687676061,0.2098887549701376,1.1418868128801412,-0.339258810761224,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08766528208701874,1.1243458512686457,-0.12959670036122994
BSTK100/MA-DG/W,0.9,1.0,3,CAGR,GRID-HI,0.95,1.0,2,CAGR,GRID-HI,1.0,1.1413710678354312,0.11691044474954637,1.1383588238042426,-0.17909181051396117,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08766528208701874,1.1243458512686457,-0.12959670036122994
BSTK100/MA-DG/M,0.8,1.0,5,CAGR,GRID-HI,0.9,1.0,3,CAGR,GRID-HI,1.0,1.1805757751072006,0.12354082734886296,1.1643092373493162,-0.1763255134108348,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08766528208701874,1.1243458512686457,-0.12959670036122994
BSTK100/MA-RS/W,,,0,,,0.6,0.65,2,CAGR,DD,1.0,1.0785930224955613,0.1904590977127012,1.117346902673674,-0.28778705940164284,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08766528208701874,1.1243458512686457,-0.12959670036122994
BSTK100/MA-RS/M,0.55,0.55,1,CAGR,DD,0.55,0.6,2,CAGR,DD,1.0,1.093303691650719,0.19889634741339934,1.1205881357983438,-0.3174180521987702,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08766528208701874,1.1243458512686457,-0.12959670036122994
BSTK100/CAND20/W,0.6,0.8,5,CAGR,DD,,,0,,,1.0,1.1578495441472452,0.11344379848204977,0.7448466841813152,-0.26587532711492967,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08766528208701874,1.1243458512686457,-0.12959670036122994
BSTK100/CAND20/M,0.6,0.85,6,CAGR,DD,,,0,,,1.0,1.1946321659195238,0.1455846607441782,0.8530634707640101,-0.3281893237019564,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08766528208701874,1.1243458512686457,-0.12959670036122994
BSTK100/R620/W,0.45,0.6,4,CAGR,DD,0.5,0.6,3,CAGR,DD,1.0,1.2122503371348061,0.22958708722768106,1.0618346754292594,-0.3040742832626656,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08766528208701874,1.1243458512686457,-0.12959670036122994
BSTK100/R620/M,0.45,0.65,5,CAGR,DD,0.45,0.55,3,CAGR,DD,1.0,1.2503210526101465,0.2709910799012385,1.1758126307990888,-0.32113038530412286,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08766528208701874,1.1243458512686457,-0.12959670036122994
SMALL/EWALL/W,,,0,,,,,0,,,1.0,0.9742564702150461,0.11813188050170353,0.607030569013372,-0.4418372181752246,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
SMALL/EWALL/M,,,0,,,,,0,,,1.0,0.938281069536255,0.11384054068091976,0.5927240601679977,-0.4333773420318928,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
SMALL/MA-DG/W,,,0,,,,,0,,,1.0,0.7498217592317993,0.04652752618404876,0.5351466939264301,-0.1759280555541104,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
SMALL/MA-DG/M,,,0,,,,,0,,,1.0,0.9432414603442688,0.052701209513139835,0.5858331689523946,-0.20517916908306255,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
SMALL/MA-RS/W,,,0,,,,,0,,,1.0,0.6374569045010464,0.08901787680124951,0.5369477580942406,-0.4592912293220325,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
SMALL/MA-RS/M,,,0,,,,,0,,,1.0,0.8564749728921123,0.11391125856638884,0.6411111422571187,-0.4813568801256831,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
SMALL/CAND20/W,,,0,,,,,0,,,0.2,0.9134465573816448,0.011988545616313573,0.41697911836487883,-0.08745758847986151,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
SMALL/CAND20/M,0.6,0.8,5,CAGR,DD,,,0,,,1.0,1.179625876079944,0.04446084798017158,0.3480354682327737,-0.4751508742321271,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
SMALL/R620/W,,,0,,,,,0,,,1.0,0.3999928629083037,0.2653693143365048,0.8825622765405298,-0.49113776695579026,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
SMALL/R620/M,,,0,,,,,0,,,1.0,0.6579391825879836,0.28811047365531817,0.9161992430081852,-0.4299230585205822,0.15331699963496637,0.876714419369064,-0.33717235283398306,0.037524053136749336,0.5600309411718114,-0.13891550797734953
