panel,window,family,mode,theta,gross,jaccard,book_len,spy_len,contained
B136,FULL,VOL,HYB,0.2,1.0,0.7083333333333334,17,24,1.0
B136,FULL,VOL,HYB,0.4,0.25,0.7083333333333334,17,24,1.0
B136,FULL,VOL,HYB,0.4,0.5,0.7083333333333334,17,24,1.0
B136,FULL,VOL,HYB,0.4,0.75,0.7083333333333334,17,24,1.0
B136,FULL,VOL,HYB,0.4,1.0,0.7083333333333334,17,24,1.0
B136,FULL,VOL,HYB,0.6,0.25,0.7083333333333334,17,24,1.0
B136,FULL,VOL,HYB,0.6,0.5,0.7083333333333334,17,24,1.0
B136,FULL,VOL,HYB,0.6,0.75,0.7083333333333334,17,24,1.0
B136,FULL,VOL,HYB,0.6,1.0,0.7083333333333334,17,24,1.0
B136,FULL,MOM,ROW,,0.25,1.0,24,24,1.0
B136,FULL,MOM,ROW,,0.5,1.0,24,24,1.0
B136,FULL,MOM,ROW,,0.75,1.0,24,24,1.0
B136,FULL,MOM,ROW,,1.0,1.0,24,24,1.0
B136,FULL,MOM,AGG,0.2,0.25,1.0,24,24,1.0
B136,FULL,MOM,AGG,0.2,0.5,1.0,24,24,1.0
B136,FULL,MOM,AGG,0.2,0.75,1.0,24,24,1.0
B136,FULL,MOM,AGG,0.2,1.0,1.0,24,24,1.0
B136,FULL,MOM,AGG,0.4,0.25,1.0,24,24,1.0
B136,FULL,MOM,AGG,0.4,0.5,1.0,24,24,1.0
B136,FULL,MOM,AGG,0.4,0.75,1.0,24,24,1.0
B136,FULL,MOM,AGG,0.4,1.0,1.0,24,24,1.0
B136,FULL,MOM,AGG,0.6,0.25,1.0,24,24,1.0
B136,FULL,MOM,AGG,0.6,0.5,1.0,24,24,1.0
B136,FULL,MOM,AGG,0.6,0.75,1.0,24,24,1.0
B136,FULL,MOM,AGG,0.6,1.0,1.0,24,24,1.0
B136,FULL,MOM,HYB,0.2,0.25,1.0,24,24,1.0
B136,FULL,MOM,HYB,0.2,0.5,1.0,24,24,1.0
B136,FULL,MOM,HYB,0.2,0.75,1.0,24,24,1.0
B136,FULL,MOM,HYB,0.2,1.0,1.0,24,24,1.0
B136,FULL,MOM,HYB,0.4,0.25,1.0,24,24,1.0
B136,FULL,MOM,HYB,0.4,0.5,1.0,24,24,1.0
B136,FULL,MOM,HYB,0.4,0.75,1.0,24,24,1.0
B136,FULL,MOM,HYB,0.4,1.0,1.0,24,24,1.0
B136,FULL,MOM,HYB,0.6,0.25,1.0,24,24,1.0
B136,FULL,MOM,HYB,0.6,0.5,1.0,24,24,1.0
B136,FULL,MOM,HYB,0.6,0.75,1.0,24,24,1.0
B136,FULL,MOM,HYB,0.6,1.0,1.0,24,24,1.0
B136,FULL,DISP,ROW,,0.25,1.0,24,24,1.0
B136,FULL,DISP,ROW,,0.5,1.0,24,24,1.0
B136,FULL,DISP,ROW,,0.75,1.0,24,24,1.0
B136,FULL,DISP,ROW,,1.0,1.0,24,24,1.0
B136,FULL,DISP,AGG,0.2,0.25,1.0,24,24,1.0
B136,FULL,DISP,AGG,0.2,0.5,1.0,24,24,1.0
B136,FULL,DISP,AGG,0.2,0.75,1.0,24,24,1.0
B136,FULL,DISP,AGG,0.2,1.0,1.0,24,24,1.0
B136,FULL,DISP,AGG,0.4,0.25,1.0,24,24,1.0
B136,FULL,DISP,AGG,0.4,0.5,1.0,24,24,1.0
B136,FULL,DISP,AGG,0.4,0.75,1.0,24,24,1.0
B136,FULL,DISP,AGG,0.4,1.0,1.0,24,24,1.0
B136,FULL,DISP,AGG,0.6,0.25,0.04428044280442804,542,24,0.0
B136,FULL,DISP,AGG,0.6,0.5,0.04428044280442804,542,24,0.0
B136,FULL,DISP,AGG,0.6,0.75,0.04428044280442804,542,24,0.0
B136,FULL,DISP,AGG,0.6,1.0,0.04428044280442804,542,24,0.0
B136,FULL,DISP,HYB,0.2,0.25,1.0,24,24,1.0
B136,FULL,DISP,HYB,0.2,0.5,1.0,24,24,1.0
B136,FULL,DISP,HYB,0.2,0.75,1.0,24,24,1.0
B136,FULL,DISP,HYB,0.2,1.0,1.0,24,24,1.0
B136,FULL,DISP,HYB,0.4,0.25,1.0,24,24,1.0
B136,FULL,DISP,HYB,0.4,0.5,1.0,24,24,1.0
B136,FULL,DISP,HYB,0.4,0.75,1.0,24,24,1.0
B136,FULL,DISP,HYB,0.4,1.0,1.0,24,24,1.0
B136,FULL,DISP,HYB,0.6,0.25,0.5833333333333334,14,24,1.0
B136,FULL,DISP,HYB,0.6,0.5,0.5833333333333334,14,24,1.0
B136,FULL,DISP,HYB,0.6,0.75,0.5833333333333334,14,24,1.0
B136,FULL,DISP,HYB,0.6,1.0,0.5833333333333334,14,24,1.0
B136,IS,TREND,ROW,,0.25,0.0,51,28,0.0
B136,IS,TREND,ROW,,0.5,0.0,51,28,0.0
B136,IS,TREND,ROW,,0.75,0.0,51,28,0.0
B136,IS,TREND,ROW,,1.0,0.0,51,28,0.0
B136,IS,TREND,AGG,0.2,0.25,0.0,110,28,0.0
B136,IS,TREND,AGG,0.2,0.5,0.0,110,28,0.0
B136,IS,TREND,AGG,0.2,0.75,0.0,110,28,0.0
B136,IS,TREND,AGG,0.2,1.0,0.0,110,28,0.0
B136,IS,TREND,AGG,0.4,0.25,0.0,164,28,0.0
B136,IS,TREND,AGG,0.4,0.5,0.0,164,28,0.0
B136,IS,TREND,AGG,0.4,0.75,0.0,164,28,0.0
B136,IS,TREND,AGG,0.4,1.0,0.0,164,28,0.0
B136,IS,TREND,AGG,0.6,0.25,0.0,71,28,0.0
B136,IS,TREND,AGG,0.6,0.5,0.0,71,28,0.0
B136,IS,TREND,AGG,0.6,0.75,0.0,71,28,0.0
B136,IS,TREND,AGG,0.6,1.0,0.0,71,28,0.0
B136,IS,TREND,HYB,0.2,0.25,0.0,51,28,0.0
B136,IS,TREND,HYB,0.2,0.5,0.0,51,28,0.0
B136,IS,TREND,HYB,0.2,0.75,0.0,51,28,0.0
B136,IS,TREND,HYB,0.2,1.0,0.0,51,28,0.0
B136,IS,TREND,HYB,0.4,0.25,0.0,86,28,0.0
B136,IS,TREND,HYB,0.4,0.5,0.0,86,28,0.0
B136,IS,TREND,HYB,0.4,0.75,0.0,86,28,0.0
B136,IS,TREND,HYB,0.4,1.0,0.0,86,28,0.0
B136,IS,TREND,HYB,0.6,0.25,0.0,20,28,0.0
B136,IS,TREND,HYB,0.6,0.5,0.0,20,28,0.0
B136,IS,TREND,HYB,0.6,0.75,0.0,20,28,0.0
B136,IS,TREND,HYB,0.6,1.0,0.0,20,28,0.0
B136,IS,VOL,ROW,,0.25,0.0,71,28,0.0
B136,IS,VOL,ROW,,0.5,0.0,71,28,0.0
B136,IS,VOL,ROW,,0.75,0.0,71,28,0.0
B136,IS,VOL,ROW,,1.0,0.0,71,28,0.0
B136,IS,VOL,AGG,0.2,0.25,0.75,21,28,1.0
B136,IS,VOL,AGG,0.2,0.5,0.75,21,28,1.0
B136,IS,VOL,AGG,0.2,0.75,0.75,21,28,1.0
B136,IS,VOL,AGG,0.2,1.0,0.75,21,28,1.0
B136,IS,VOL,AGG,0.4,0.25,0.75,21,28,1.0
B136,IS,VOL,AGG,0.4,0.5,0.75,21,28,1.0
B136,IS,VOL,AGG,0.4,0.75,0.75,21,28,1.0
B136,IS,VOL,AGG,0.4,1.0,0.75,21,28,1.0
B136,IS,VOL,AGG,0.6,0.25,0.75,21,28,1.0
B136,IS,VOL,AGG,0.6,0.5,0.75,21,28,1.0
B136,IS,VOL,AGG,0.6,0.75,0.75,21,28,1.0
B136,IS,VOL,AGG,0.6,1.0,0.75,21,28,1.0
B136,IS,VOL,HYB,0.2,0.25,0.0,71,28,0.0
B136,IS,VOL,HYB,0.2,0.5,0.0,71,28,0.0
B136,IS,VOL,HYB,0.2,0.75,0.0,71,28,0.0
B136,IS,VOL,HYB,0.2,1.0,0.0,71,28,0.0
B136,IS,VOL,HYB,0.4,0.25,0.0,71,28,0.0
B136,IS,VOL,HYB,0.4,0.5,0.0,71,28,0.0
B136,IS,VOL,HYB,0.4,0.75,0.0,71,28,0.0
B136,IS,VOL,HYB,0.4,1.0,0.0,71,28,0.0
B136,IS,VOL,HYB,0.6,0.25,0.0,71,28,0.0
B136,IS,VOL,HYB,0.6,0.5,0.0,71,28,0.0
B136,IS,VOL,HYB,0.6,0.75,0.0,71,28,0.0
B136,IS,VOL,HYB,0.6,1.0,0.0,71,28,0.0
B136,IS,MOM,ROW,,0.25,0.0,23,28,0.0
B136,IS,MOM,ROW,,0.5,0.0,23,28,0.0
B136,IS,MOM,ROW,,0.75,0.0,23,28,0.0
B136,IS,MOM,ROW,,1.0,0.0,23,28,0.0
B136,IS,MOM,AGG,0.2,0.25,0.0,110,28,0.0
B136,IS,MOM,AGG,0.2,0.5,0.0,110,28,0.0
B136,IS,MOM,AGG,0.2,0.75,0.0,110,28,0.0
B136,IS,MOM,AGG,0.2,1.0,0.0,110,28,0.0
B136,IS,MOM,AGG,0.4,0.25,0.0,110,28,0.0
B136,IS,MOM,AGG,0.4,0.5,0.0,110,28,0.0
B136,IS,MOM,AGG,0.4,0.75,0.0,110,28,0.0
B136,IS,MOM,AGG,0.4,1.0,0.0,110,28,0.0
B136,IS,MOM,AGG,0.6,0.25,0.0,110,28,0.0
B136,IS,MOM,AGG,0.6,0.5,0.0,110,28,0.0
B136,IS,MOM,AGG,0.6,0.75,0.0,110,28,0.0
B136,IS,MOM,AGG,0.6,1.0,0.0,110,28,0.0
B136,IS,MOM,HYB,0.2,0.25,0.0,23,28,0.0
B136,IS,MOM,HYB,0.2,0.5,0.0,23,28,0.0
B136,IS,MOM,HYB,0.2,0.75,0.0,23,28,0.0
B136,IS,MOM,HYB,0.2,1.0,0.0,23,28,0.0
B136,IS,MOM,HYB,0.4,0.25,0.0,23,28,0.0
B136,IS,MOM,HYB,0.4,0.5,0.0,23,28,0.0
B136,IS,MOM,HYB,0.4,0.75,0.0,23,28,0.0
B136,IS,MOM,HYB,0.4,1.0,0.0,23,28,0.0
B136,IS,MOM,HYB,0.6,0.25,0.0,23,28,0.0
B136,IS,MOM,HYB,0.6,0.5,0.0,23,28,0.0
B136,IS,MOM,HYB,0.6,0.75,0.0,23,28,0.0
B136,IS,MOM,HYB,0.6,1.0,0.0,23,28,0.0
B136,IS,DISP,ROW,,0.25,0.75,21,28,1.0
B136,IS,DISP,ROW,,0.5,0.75,21,28,1.0
B136,IS,DISP,ROW,,0.75,0.75,21,28,1.0
B136,IS,DISP,ROW,,1.0,0.75,21,28,1.0
B136,IS,DISP,AGG,0.2,0.25,0.75,21,28,1.0
B136,IS,DISP,AGG,0.2,0.5,0.75,21,28,1.0
B136,IS,DISP,AGG,0.2,0.75,0.75,21,28,1.0
B136,IS,DISP,AGG,0.2,1.0,0.75,21,28,1.0
B136,IS,DISP,AGG,0.4,0.25,0.75,21,28,1.0
B136,IS,DISP,AGG,0.4,0.5,0.75,21,28,1.0
B136,IS,DISP,AGG,0.4,0.75,0.75,21,28,1.0
B136,IS,DISP,AGG,0.4,1.0,0.75,21,28,1.0
B136,IS,DISP,AGG,0.6,0.25,0.75,21,28,1.0
B136,IS,DISP,AGG,0.6,0.5,0.75,21,28,1.0
B136,IS,DISP,AGG,0.6,0.75,0.75,21,28,1.0
B136,IS,DISP,AGG,0.6,1.0,0.75,21,28,1.0
B136,IS,DISP,HYB,0.2,0.25,0.75,21,28,1.0
B136,IS,DISP,HYB,0.2,0.5,0.75,21,28,1.0
B136,IS,DISP,HYB,0.2,0.75,0.75,21,28,1.0
B136,IS,DISP,HYB,0.2,1.0,0.75,21,28,1.0
B136,IS,DISP,HYB,0.4,0.25,0.75,21,28,1.0
B136,IS,DISP,HYB,0.4,0.5,0.75,21,28,1.0
B136,IS,DISP,HYB,0.4,0.75,0.75,21,28,1.0
B136,IS,DISP,HYB,0.4,1.0,0.75,21,28,1.0
B136,IS,DISP,HYB,0.6,0.25,0.75,21,28,1.0
B136,IS,DISP,HYB,0.6,0.5,0.75,21,28,1.0
B136,IS,DISP,HYB,0.6,0.75,0.75,21,28,1.0
B136,IS,DISP,HYB,0.6,1.0,0.75,21,28,1.0
B136,OOS,TREND,ROW,,0.25,0.7083333333333334,17,24,1.0
B136,OOS,TREND,ROW,,0.5,0.7083333333333334,17,24,1.0
B136,OOS,TREND,ROW,,0.75,0.7083333333333334,17,24,1.0
B136,OOS,TREND,ROW,,1.0,0.7083333333333334,17,24,1.0
B136,OOS,TREND,AGG,0.2,0.25,0.7083333333333334,17,24,1.0
B136,OOS,TREND,AGG,0.2,0.5,0.7083333333333334,17,24,1.0
B136,OOS,TREND,AGG,0.2,0.75,0.7083333333333334,17,24,1.0
B136,OOS,TREND,AGG,0.2,1.0,0.7083333333333334,17,24,1.0
B136,OOS,TREND,AGG,0.4,0.25,0.7083333333333334,17,24,1.0
B136,OOS,TREND,AGG,0.4,0.5,0.7083333333333334,17,24,1.0
B136,OOS,TREND,AGG,0.4,0.75,0.7083333333333334,17,24,1.0
B136,OOS,TREND,AGG,0.4,1.0,0.7083333333333334,17,24,1.0
B136,OOS,TREND,AGG,0.6,0.25,0.3,80,24,0.0
B136,OOS,TREND,AGG,0.6,0.5,0.3,80,24,0.0
B136,OOS,TREND,AGG,0.6,0.75,0.3,80,24,0.0
B136,OOS,TREND,AGG,0.6,1.0,0.3,80,24,0.0
B136,OOS,TREND,HYB,0.2,0.25,0.7083333333333334,17,24,1.0
B136,OOS,TREND,HYB,0.2,0.5,0.7083333333333334,17,24,1.0
B136,OOS,TREND,HYB,0.2,0.75,0.7083333333333334,17,24,1.0
B136,OOS,TREND,HYB,0.2,1.0,0.7083333333333334,17,24,1.0
B136,OOS,TREND,HYB,0.4,0.25,0.7083333333333334,17,24,1.0
B136,OOS,TREND,HYB,0.4,0.5,0.7083333333333334,17,24,1.0
B136,OOS,TREND,HYB,0.4,0.75,0.7083333333333334,17,24,1.0
B136,OOS,TREND,HYB,0.4,1.0,0.7083333333333334,17,24,1.0
B136,OOS,TREND,HYB,0.6,0.25,0.3,80,24,0.0
B136,OOS,TREND,HYB,0.6,0.5,0.3,80,24,0.0
B136,OOS,TREND,HYB,0.6,0.75,0.3,80,24,0.0
B136,OOS,TREND,HYB,0.6,1.0,0.3,80,24,0.0
B136,OOS,VOL,ROW,,0.25,0.7083333333333334,17,24,1.0
B136,OOS,VOL,ROW,,0.5,0.7083333333333334,17,24,1.0
B136,OOS,VOL,ROW,,0.75,0.7083333333333334,17,24,1.0
B136,OOS,VOL,ROW,,1.0,0.7083333333333334,17,24,1.0
B136,OOS,VOL,AGG,0.2,0.25,0.7083333333333334,17,24,1.0
B136,OOS,VOL,AGG,0.2,0.5,0.7083333333333334,17,24,1.0
B136,OOS,VOL,AGG,0.2,0.75,0.7083333333333334,17,24,1.0
B136,OOS,VOL,AGG,0.2,1.0,0.7083333333333334,17,24,1.0
B136,OOS,VOL,AGG,0.4,0.25,0.7083333333333334,17,24,1.0
B136,OOS,VOL,AGG,0.4,0.5,0.7083333333333334,17,24,1.0
B136,OOS,VOL,AGG,0.4,0.75,0.7083333333333334,17,24,1.0
B136,OOS,VOL,AGG,0.4,1.0,0.7083333333333334,17,24,1.0
B136,OOS,VOL,AGG,0.6,0.25,0.7083333333333334,17,24,1.0
B136,OOS,VOL,AGG,0.6,0.5,0.7083333333333334,17,24,1.0
B136,OOS,VOL,AGG,0.6,0.75,0.7083333333333334,17,24,1.0
B136,OOS,VOL,AGG,0.6,1.0,0.7083333333333334,17,24,1.0
B136,OOS,VOL,HYB,0.2,0.25,0.7083333333333334,17,24,1.0
B136,OOS,VOL,HYB,0.2,0.5,0.7083333333333334,17,24,1.0
B136,OOS,VOL,HYB,0.2,0.75,0.7083333333333334,17,24,1.0
B136,OOS,VOL,HYB,0.2,1.0,0.7083333333333334,17,24,1.0
B136,OOS,VOL,HYB,0.4,0.25,0.7083333333333334,17,24,1.0
B136,OOS,VOL,HYB,0.4,0.5,0.7083333333333334,17,24,1.0
B136,OOS,VOL,HYB,0.4,0.75,0.7083333333333334,17,24,1.0
B136,OOS,VOL,HYB,0.4,1.0,0.7083333333333334,17,24,1.0
B136,OOS,VOL,HYB,0.6,0.25,0.7083333333333334,17,24,1.0
B136,OOS,VOL,HYB,0.6,0.5,0.7083333333333334,17,24,1.0
B136,OOS,VOL,HYB,0.6,0.75,0.7083333333333334,17,24,1.0
B136,OOS,VOL,HYB,0.6,1.0,0.7083333333333334,17,24,1.0
B136,OOS,MOM,ROW,,0.25,1.0,24,24,1.0
B136,OOS,MOM,ROW,,0.5,1.0,24,24,1.0
B136,OOS,MOM,ROW,,0.75,1.0,24,24,1.0
B136,OOS,MOM,ROW,,1.0,1.0,24,24,1.0
B136,OOS,MOM,AGG,0.2,0.25,1.0,24,24,1.0
B136,OOS,MOM,AGG,0.2,0.5,1.0,24,24,1.0
B136,OOS,MOM,AGG,0.2,0.75,1.0,24,24,1.0
B136,OOS,MOM,AGG,0.2,1.0,1.0,24,24,1.0
B136,OOS,MOM,AGG,0.4,0.25,1.0,24,24,1.0
B136,OOS,MOM,AGG,0.4,0.5,1.0,24,24,1.0
B136,OOS,MOM,AGG,0.4,0.75,1.0,24,24,1.0
B136,OOS,MOM,AGG,0.4,1.0,1.0,24,24,1.0
B136,OOS,MOM,AGG,0.6,0.25,1.0,24,24,1.0
B136,OOS,MOM,AGG,0.6,0.5,1.0,24,24,1.0
B136,OOS,MOM,AGG,0.6,0.75,1.0,24,24,1.0
B136,OOS,MOM,AGG,0.6,1.0,1.0,24,24,1.0
B136,OOS,MOM,HYB,0.2,0.25,1.0,24,24,1.0
B136,OOS,MOM,HYB,0.2,0.5,1.0,24,24,1.0
B136,OOS,MOM,HYB,0.2,0.75,1.0,24,24,1.0
B136,OOS,MOM,HYB,0.2,1.0,1.0,24,24,1.0
B136,OOS,MOM,HYB,0.4,0.25,1.0,24,24,1.0
B136,OOS,MOM,HYB,0.4,0.5,1.0,24,24,1.0
B136,OOS,MOM,HYB,0.4,0.75,1.0,24,24,1.0
B136,OOS,MOM,HYB,0.4,1.0,1.0,24,24,1.0
B136,OOS,MOM,HYB,0.6,0.25,1.0,24,24,1.0
B136,OOS,MOM,HYB,0.6,0.5,1.0,24,24,1.0
B136,OOS,MOM,HYB,0.6,0.75,1.0,24,24,1.0
B136,OOS,MOM,HYB,0.6,1.0,1.0,24,24,1.0
B136,OOS,DISP,ROW,,0.25,1.0,24,24,1.0
B136,OOS,DISP,ROW,,0.5,1.0,24,24,1.0
B136,OOS,DISP,ROW,,0.75,1.0,24,24,1.0
B136,OOS,DISP,ROW,,1.0,1.0,24,24,1.0
B136,OOS,DISP,AGG,0.2,0.25,1.0,24,24,1.0
B136,OOS,DISP,AGG,0.2,0.5,1.0,24,24,1.0
B136,OOS,DISP,AGG,0.2,0.75,1.0,24,24,1.0
B136,OOS,DISP,AGG,0.2,1.0,1.0,24,24,1.0
B136,OOS,DISP,AGG,0.4,0.25,1.0,24,24,1.0
B136,OOS,DISP,AGG,0.4,0.5,1.0,24,24,1.0
B136,OOS,DISP,AGG,0.4,0.75,1.0,24,24,1.0
B136,OOS,DISP,AGG,0.4,1.0,1.0,24,24,1.0
B136,OOS,DISP,AGG,0.6,0.25,0.04428044280442804,542,24,0.0
B136,OOS,DISP,AGG,0.6,0.5,0.04428044280442804,542,24,0.0
B136,OOS,DISP,AGG,0.6,0.75,0.04428044280442804,542,24,0.0
B136,OOS,DISP,AGG,0.6,1.0,0.04428044280442804,542,24,0.0
B136,OOS,DISP,HYB,0.2,0.25,1.0,24,24,1.0
B136,OOS,DISP,HYB,0.2,0.5,1.0,24,24,1.0
B136,OOS,DISP,HYB,0.2,0.75,1.0,24,24,1.0
B136,OOS,DISP,HYB,0.2,1.0,1.0,24,24,1.0
B136,OOS,DISP,HYB,0.4,0.25,1.0,24,24,1.0
B136,OOS,DISP,HYB,0.4,0.5,1.0,24,24,1.0
B136,OOS,DISP,HYB,0.4,0.75,1.0,24,24,1.0
B136,OOS,DISP,HYB,0.4,1.0,1.0,24,24,1.0
B136,OOS,DISP,HYB,0.6,0.25,0.5833333333333334,14,24,1.0
B136,OOS,DISP,HYB,0.6,0.5,0.5833333333333334,14,24,1.0
B136,OOS,DISP,HYB,0.6,0.75,0.5833333333333334,14,24,1.0
B136,OOS,DISP,HYB,0.6,1.0,0.5833333333333334,14,24,1.0
SMALL,FULL,TREND,ROW,,0.25,0.043478260869565216,384,24,0.0
SMALL,FULL,TREND,ROW,,0.5,0.043478260869565216,384,24,0.0
SMALL,FULL,TREND,ROW,,0.75,0.043478260869565216,384,24,0.0
SMALL,FULL,TREND,ROW,,1.0,0.043478260869565216,384,24,0.0
SMALL,FULL,TREND,AGG,0.2,0.25,0.0,505,24,0.0
SMALL,FULL,TREND,AGG,0.2,0.5,0.0,505,24,0.0
SMALL,FULL,TREND,AGG,0.2,0.75,0.0,505,24,0.0
SMALL,FULL,TREND,AGG,0.2,1.0,0.043478260869565216,384,24,0.0
SMALL,FULL,TREND,AGG,0.4,0.25,0.04395604395604396,546,24,0.0
SMALL,FULL,TREND,AGG,0.4,0.5,0.04395604395604396,546,24,0.0
SMALL,FULL,TREND,AGG,0.4,0.75,0.04395604395604396,546,24,0.0
SMALL,FULL,TREND,AGG,0.4,1.0,0.04395604395604396,546,24,0.0
SMALL,FULL,TREND,AGG,0.6,0.25,0.0,1263,24,0.0
SMALL,FULL,TREND,AGG,0.6,0.5,0.0,1263,24,0.0
SMALL,FULL,TREND,AGG,0.6,0.75,0.0,1263,24,0.0
SMALL,FULL,TREND,AGG,0.6,1.0,0.0,1263,24,0.0
SMALL,FULL,TREND,HYB,0.2,0.25,0.043478260869565216,384,24,0.0
SMALL,FULL,TREND,HYB,0.2,0.5,0.043478260869565216,384,24,0.0
SMALL,FULL,TREND,HYB,0.2,0.75,0.043478260869565216,384,24,0.0
SMALL,FULL,TREND,HYB,0.2,1.0,0.043478260869565216,384,24,0.0
SMALL,FULL,TREND,HYB,0.4,0.25,0.04395604395604396,546,24,0.0
SMALL,FULL,TREND,HYB,0.4,0.5,0.04395604395604396,546,24,0.0
SMALL,FULL,TREND,HYB,0.4,0.75,0.04395604395604396,546,24,0.0
SMALL,FULL,TREND,HYB,0.4,1.0,0.04395604395604396,546,24,0.0
SMALL,FULL,TREND,HYB,0.6,0.25,0.0,1263,24,0.0
SMALL,FULL,TREND,HYB,0.6,0.5,0.0,1263,24,0.0
SMALL,FULL,TREND,HYB,0.6,0.75,0.0,1263,24,0.0
SMALL,FULL,TREND,HYB,0.6,1.0,0.0,1263,24,0.0
SMALL,FULL,VOL,ROW,,0.25,0.3695652173913043,39,24,0.0
SMALL,FULL,VOL,ROW,,0.5,0.3695652173913043,39,24,0.0
SMALL,FULL,VOL,ROW,,0.75,0.3695652173913043,39,24,0.0
SMALL,FULL,VOL,ROW,,1.0,0.3695652173913043,39,24,0.0
SMALL,FULL,VOL,AGG,0.2,0.25,0.2926829268292683,82,24,0.0
SMALL,FULL,VOL,AGG,0.2,0.5,0.2926829268292683,82,24,0.0
SMALL,FULL,VOL,AGG,0.2,0.75,0.2926829268292683,82,24,0.0
SMALL,FULL,VOL,AGG,0.2,1.0,0.2926829268292683,82,24,0.0
SMALL,FULL,VOL,AGG,0.4,0.25,0.3695652173913043,39,24,0.0
SMALL,FULL,VOL,AGG,0.4,0.5,0.3695652173913043,39,24,0.0
SMALL,FULL,VOL,AGG,0.4,0.75,0.3695652173913043,39,24,0.0
SMALL,FULL,VOL,AGG,0.4,1.0,0.3695652173913043,39,24,0.0
SMALL,FULL,VOL,AGG,0.6,0.25,0.0,226,24,0.0
SMALL,FULL,VOL,AGG,0.6,0.5,0.0,226,24,0.0
SMALL,FULL,VOL,AGG,0.6,0.75,0.0,496,24,0.0
SMALL,FULL,VOL,AGG,0.6,1.0,0.0,496,24,0.0
SMALL,FULL,VOL,HYB,0.2,0.25,0.3695652173913043,39,24,0.0
SMALL,FULL,VOL,HYB,0.2,0.5,0.3695652173913043,39,24,0.0
SMALL,FULL,VOL,HYB,0.2,0.75,0.3695652173913043,39,24,0.0
SMALL,FULL,VOL,HYB,0.2,1.0,0.3695652173913043,39,24,0.0
SMALL,FULL,VOL,HYB,0.4,0.25,0.3695652173913043,39,24,0.0
SMALL,FULL,VOL,HYB,0.4,0.5,0.3695652173913043,39,24,0.0
SMALL,FULL,VOL,HYB,0.4,0.75,0.3695652173913043,39,24,0.0
SMALL,FULL,VOL,HYB,0.4,1.0,0.3695652173913043,39,24,0.0
SMALL,FULL,VOL,HYB,0.6,0.25,0.0,496,24,0.0
SMALL,FULL,VOL,HYB,0.6,0.5,0.0,496,24,0.0
SMALL,FULL,VOL,HYB,0.6,0.75,0.0,496,24,0.0
SMALL,FULL,VOL,HYB,0.6,1.0,0.0,496,24,0.0
SMALL,FULL,MOM,ROW,,0.25,0.45652173913043476,43,24,0.0
SMALL,FULL,MOM,ROW,,0.5,0.05370843989769821,388,24,0.0
SMALL,FULL,MOM,ROW,,0.75,0.05370843989769821,388,24,0.0
SMALL,FULL,MOM,ROW,,1.0,0.05370843989769821,388,24,0.0
SMALL,FULL,MOM,AGG,0.2,0.25,0.45652173913043476,43,24,0.0
SMALL,FULL,MOM,AGG,0.2,0.5,0.45652173913043476,43,24,0.0
SMALL,FULL,MOM,AGG,0.2,0.75,0.45652173913043476,43,24,0.0
SMALL,FULL,MOM,AGG,0.2,1.0,0.45652173913043476,43,24,0.0
SMALL,FULL,MOM,AGG,0.4,0.25,0.45652173913043476,43,24,0.0
SMALL,FULL,MOM,AGG,0.4,0.5,0.05370843989769821,388,24,0.0
SMALL,FULL,MOM,AGG,0.4,0.75,0.05370843989769821,388,24,0.0
SMALL,FULL,MOM,AGG,0.4,1.0,0.05370843989769821,388,24,0.0
SMALL,FULL,MOM,AGG,0.6,0.25,0.0,96,24,0.0
SMALL,FULL,MOM,AGG,0.6,0.5,0.0,96,24,0.0
SMALL,FULL,MOM,AGG,0.6,0.75,0.0,96,24,0.0
SMALL,FULL,MOM,AGG,0.6,1.0,0.0,96,24,0.0
SMALL,FULL,MOM,HYB,0.2,0.25,0.45652173913043476,43,24,0.0
SMALL,FULL,MOM,HYB,0.2,0.5,0.05370843989769821,388,24,0.0
SMALL,FULL,MOM,HYB,0.2,0.75,0.05370843989769821,388,24,0.0
SMALL,FULL,MOM,HYB,0.2,1.0,0.05370843989769821,388,24,0.0
SMALL,FULL,MOM,HYB,0.4,0.25,0.05370843989769821,388,24,0.0
SMALL,FULL,MOM,HYB,0.4,0.5,0.05370843989769821,388,24,0.0
SMALL,FULL,MOM,HYB,0.4,0.75,0.05370843989769821,388,24,0.0
SMALL,FULL,MOM,HYB,0.4,1.0,0.05370843989769821,388,24,0.0
SMALL,FULL,MOM,HYB,0.6,0.25,0.0,96,24,0.0
SMALL,FULL,MOM,HYB,0.6,0.5,0.0,96,24,0.0
SMALL,FULL,MOM,HYB,0.6,0.75,0.0,96,24,0.0
SMALL,FULL,MOM,HYB,0.6,1.0,0.0,96,24,0.0
SMALL,FULL,DISP,ROW,,0.25,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,ROW,,0.5,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,ROW,,0.75,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,ROW,,1.0,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,AGG,0.2,0.25,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,AGG,0.2,0.5,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,AGG,0.2,0.75,0.45652173913043476,43,24,0.0
SMALL,FULL,DISP,AGG,0.2,1.0,0.45652173913043476,43,24,0.0
