pointer_rows,at_risk,key_unique_multi,dark,rowid_bytes,add_MB,corpus_MB,pct_corpus,instances_with_rowid,rows_with_rowid
1088554,958586,198265,760321,6,6.531324,599.36119,1.0897142005474194,41,112906
