panel,book,cost,family,budget,reachable,max_bought,level,paid_pp,bought_pp,xrate,reach_EXT,reach_PUB_mine,unreach_PUB,unreach_EXT
broad,CAND20,10,200d,2.0,True,4.067192007129982,100.0,1.042514855661092,3.0841317191191875,0.3380253992390535,5.948896019992144,4.067192007129982,False,False
broad,CAND20,10,200d,4.0,True,4.067192007129982,75.0,1.4955046643834402,4.067192007129982,0.3676995484259777,5.948896019992144,4.067192007129982,False,False
broad,CAND20,10,200d,6.0,False,4.067192007129982,,,,,5.948896019992144,4.067192007129982,True,True
broad,CAND20,10,200d,8.0,False,4.067192007129982,,,,,5.948896019992144,4.067192007129982,True,True
broad,CAND20,10,200d,10.0,False,4.067192007129982,,,,,5.948896019992144,4.067192007129982,True,True
broad,CAND20,10,abs,2.0,True,2.6003505828176565,63.0,0.6363199770839323,2.031821393573796,0.3131771223083251,5.11505239130906,2.6003505828176565,False,False
broad,CAND20,10,abs,4.0,False,2.6003505828176565,,,,,5.11505239130906,2.6003505828176565,True,False
broad,CAND20,10,abs,6.0,False,2.6003505828176565,,,,,5.11505239130906,2.6003505828176565,True,True
broad,CAND20,10,abs,8.0,False,2.6003505828176565,,,,,5.11505239130906,2.6003505828176565,True,True
broad,CAND20,10,abs,10.0,False,2.6003505828176565,,,,,5.11505239130906,2.6003505828176565,True,True
broad,CAND20,10,band,2.0,False,1.0971133764323682,,,,,1.0971133764323682,1.0971133764323682,True,True
broad,CAND20,10,band,4.0,False,1.0971133764323682,,,,,1.0971133764323682,1.0971133764323682,True,True
broad,CAND20,10,band,6.0,False,1.0971133764323682,,,,,1.0971133764323682,1.0971133764323682,True,True
broad,CAND20,10,band,8.0,False,1.0971133764323682,,,,,1.0971133764323682,1.0971133764323682,True,True
broad,CAND20,10,band,10.0,False,1.0971133764323682,,,,,1.0971133764323682,1.0971133764323682,True,True
broad,CAND20,10,ddctl,2.0,True,9.421563192787286,0.16,0.6647094011129395,2.472075439322019,0.2688871830283788,10.931391776861698,9.421563192787286,False,False
broad,CAND20,10,ddctl,4.0,True,9.421563192787286,0.12,1.5936111402615305,5.43640767812712,0.2931367981605347,10.931391776861698,9.421563192787286,False,False
broad,CAND20,10,ddctl,6.0,True,9.421563192787286,0.08,4.684177822895741,6.866510185398211,0.6821773646905455,10.931391776861698,9.421563192787286,False,False
broad,CAND20,10,ddctl,8.0,True,9.421563192787286,0.05,5.294119541740927,9.421563192787286,0.5619151974476869,10.931391776861698,9.421563192787286,False,False
broad,CAND20,10,ddctl,10.0,False,9.421563192787286,,,,,10.931391776861698,9.421563192787286,True,False
broad,CAND20,10,dg,2.0,True,14.857702225913703,0.9,1.4534477615922636,2.359985542208898,0.6158714685310599,25.683762548780887,14.857702225913705,False,False
broad,CAND20,10,dg,4.0,True,14.857702225913703,0.8,2.914762762854073,4.766593382489348,0.6114980928647707,25.683762548780887,14.857702225913705,False,False
