G,cost,w,dSharpe,dCAGR,dMaxDD,dOOS_Sharpe,dOOS_CAGR,dgross
0.5,0.0,0.0,-0.6144851678276465,-4.61651103765186,-12.070782859362861,-0.7434707198506122,-6.581679083465231,-0.00026874089125383804
0.5,0.0,0.1,-0.5554234760643829,-4.132306065688951,-10.414875144212289,-0.6733827419587731,-5.903542850811649,-0.00023947592398321227
0.5,0.0,0.2,-0.4928761430293913,-3.652894948769503,-8.733307203198148,-0.598610429929551,-5.2294962719820814,-0.00021074389935160642
0.5,0.0,0.3,-0.4273653478608488,-3.178360236247113,-7.416024394291143,-0.5197759336279337,-4.559669743804995,-0.00018254415563689896
0.5,0.0,0.4,-0.35974441170717397,-2.70878406837054,-6.366645009007921,-0.4379523205635967,-3.8941937091361734,-0.00015487605890573963
0.5,0.0,0.5,-0.2912476625927042,-2.2442481572021222,-5.308281859900732,-0.3547311599402656,-3.233198623468292,-0.00012773900274076766
0.5,0.0,0.6,-0.22349733896156887,-1.7848337675483217,-4.240890253175056,-0.2722212763816456,-2.5768149212975544,-0.00010113240797804401
0.5,0.0,0.7,-0.1584397710611416,-1.330621697907608,-3.1644253981708115,-0.1929378952511691,-1.9251729822588048,-7.505572245936065e-05
0.5,0.0,0.8,-0.09819231676176843,-0.8816922614402811,-2.078842407364434,-0.11956214748024108,-1.2784030970357296,-4.950842079642914e-05
0.5,0.0,0.9,-0.04480789423628817,-0.4381252669670488,-0.9840962963716948,-0.054596925745094005,-0.6366354330587409,-2.4490004146393574e-05
0.5,10.0,0.0,-0.6162277689696195,-4.694121008600982,-12.335968127729446,-0.7457762155220825,-6.661369250031468,-0.00026874089125383804
0.5,10.0,0.1,-0.5575534069914281,-4.203097538769729,-10.677599431631046,-0.6760977992483891,-5.976529021696941,-0.00023947592398321227
0.5,10.0,0.2,-0.49533470456525364,-3.716636746828361,-8.993146731113267,-0.6016696278881897,-5.295477000512427,-0.00021074389935160642
0.5,10.0,0.3,-0.43007039734008623,-3.234825589698853,-7.440637894603497,-0.5230859673998924,-4.618347001095113,-0.00018254415563689896
0.5,10.0,0.4,-0.36258683754479126,-2.757753493086823,-6.387297706126094,-0.4413874723498399,-3.9452744073851687,-0.00015487605890573963
0.5,10.0,0.5,-0.29408966733630004,-2.2855161242044897,-5.324825962423619,-0.35813174265562986,-3.2764066645710743,-0.00012773900274076766
0.5,10.0,0.6,-0.226172057728248,-1.8182007656158072,-4.253187913923195,-0.27539368430469713,-2.611878376126553,-0.00010113240797804401
0.5,10.0,0.7,-0.16075522741371706,-1.3558936054999027,-3.172328430419147,-0.19566101864875352,-1.9518249550622757,-7.505572245936065e-05
0.5,10.0,0.8,-0.09994106726727225,-0.8986904969478182,-2.0822109328020755,-0.12160115072733535,-1.2963952437301085,-4.950842079642914e-05
0.5,10.0,0.9,-0.04578044878173548,-0.4466927444190638,-0.9827878487638997,-0.055720467320279576,-0.6457363832314877,-2.4490004146393574e-05
0.5,25.0,0.0,-0.6188593112922389,-4.8100923215982805,-12.731750831845856,-0.7492502103196534,-6.78042018485312,-0.00026874089125383804
0.5,25.0,0.1,-0.5607670228406694,-4.308860038320961,-11.069720681795058,-0.680188986936341,-6.085544431498269,-0.00023947592398321227
0.5,25.0,0.2,-0.4990402409837691,-3.811849683014046,-9.380979119384458,-0.6062774051243586,-5.394011329232962,-0.00021074389935160642
0.5,25.0,0.3,-0.4341424489442688,-3.319154712926542,-7.665346663913741,-0.5280676962675682,-4.7059597024934785,-0.00018254415563689896
0.5,25.0,0.4,-0.3668597439055197,-2.8308753437749523,-6.418267762519458,-0.4465520207920485,-4.021532211701251,-0.00015487605890573963
0.5,25.0,0.5,-0.29835535239589506,-2.3471279863031436,-5.349634182525865,-0.36323765936656427,-3.340901548801223,-0.00012773900274076766
0.5,25.0,0.6,-0.2301799534446275,-1.8680088379436466,-4.271629392729337,-0.2801498912153223,-2.664208456854822,-0.00010113240797804401
0.5,25.0,0.7,-0.16421870108990255,-1.3936120686589337,-3.1841827997358685,-0.19973703000407905,-1.991595780214106,-7.505572245936065e-05
0.5,25.0,0.8,-0.10255219018967887,-0.9240566645972725,-2.087270296379762,-0.12464806158156794,-1.3232399674950601,-4.950842079642914e-05
0.5,25.0,0.9,-0.04723007020746928,-0.45947596657671674,-0.9808404682178362,-0.05739663559366659,-0.6593134264175626,-2.4490004146393574e-05
0.5,50.0,0.0,-0.6232423902891846,-5.002198247522283,-13.38609502215531,-0.7550329700410505,-6.97755089582599,-0.00026874089125383804
0.5,50.0,0.1,-0.5661288118316842,-4.484002015133748,-11.718042611033031,-0.6870132465297203,-6.266004111667245,-0.00023947592398321227
0.5,50.0,0.2,-0.5052255999064307,-3.969475688392854,-10.022254829039968,-0.6139697175062553,-5.557074857389543,-0.00021074389935160642
0.5,50.0,0.3,-0.440937080566292,-3.458723266949648,-8.298517945796968,-0.5363838497139208,-4.850910000664754,-0.00018254415563689896
0.5,50.0,0.4,-0.37398249663798744,-2.951862586948706,-6.546522394361231,-0.4551670281746303,-4.1476639751973465,-0.00015487605890573963
0.5,50.0,0.5,-0.3054555976449318,-2.4490441338918867,-5.390960030731417,-0.371743926669853,-3.44755092507667,-0.00012773900274076766
0.5,50.0,0.6,-0.2368386830069512,-1.950378671354569,-4.302351794181048,-0.2880599031611025,-2.7507215294748644,-0.00010113240797804401
0.5,50.0,0.7,-0.16996052617019586,-1.4559734046393435,-3.203939571499259,-0.206501944013474,-2.0573307094660542,-7.505572245936065e-05
0.5,50.0,0.8,-0.10687084031826,-0.9659854110585231,-2.0957200670371767,-0.12969364674338557,-1.3676003437341766,-4.950842079642914e-05
0.5,50.0,0.9,-0.04962190194729865,-0.4806008812997309,-0.9776355687966309,-0.060165923701661184,-0.6817444435562203,-2.4490004146393574e-05
0.75,0.0,0.0,-0.6140542467249192,-7.424961732479907,-17.02404223529833,-0.7431200257554229,-10.506638757725128,-0.00021161364278743378
0.75,0.0,0.1,-0.5550956684935309,-6.63200342749326,-14.803680719861855,-0.6731593872866177,-9.41262641417282,-0.0001877450139976533
0.75,0.0,0.2,-0.49264710100349596,-5.8494788732648795,-12.5286610133854,-0.5985076163840992,-8.327020327086787,-0.0001644813617169838
0.75,0.0,0.3,-0.42722879591803853,-5.077684041409958,-10.393746766783629,-0.5197839013505786,-7.25027960544784,-0.00014182129373019325
0.75,0.0,0.4,-0.35969108217751034,-4.3169131132414496,-8.94350883598375,-0.438056642839449,-6.1828641955846475,-0.00011976349452136326
0.75,0.0,0.5,-0.29126415749117684,-3.567458328590578,-7.474068959284108,-0.3549109358067245,-5.125234622714481,-9.830672385524597e-05
0.75,0.0,0.6,-0.22356519914755302,-2.8296098345755416,-5.985280302251239,-0.27244774068829003,-4.077851729284898,-7.74498154458847e-05
0.75,0.0,0.7,-0.158535167065333,-2.1036555344099206,-4.47699554073141,-0.1931741883014615,-3.041176410276547,-5.719167571982542e-05
0.75,0.0,0.8,-0.0982867945975976,-1.389880936342891,-2.949066860863392,-0.11976494682285344,-2.0156693456378383,-3.753128266592576e-05
0.75,0.0,0.9,-0.04487040452568358,-0.6885690028261671,-1.4013459590908828,-0.054720157874583064,-1.0017907300210238,-1.8467684765099968e-05
0.75,10.0,0.0,-0.6158895911598494,-7.537652486168822,-17.3653834190564,-0.7455171978002908,-10.618931014418909,-0.00021161364278743378
0.75,10.0,0.1,-0.557323465618364,-6.7356009719084176,-15.146479888317543,-0.6759714534838892,-9.516559270788893,-0.0001877450139976533
0.75,10.0,0.2,-0.49520374432092407,-5.943434807457848,-12.872232433353458,-0.6016649393123787,-8.421916302319454,-0.0001644813617169838
0.75,10.0,0.3,-0.4300277616802979,-5.161471654259486,-10.541968971807092,-0.5231885819367734,-7.3354602110236256,-0.00014182129373019325
0.75,10.0,0.4,-0.3626179327624145,-4.390003184544766,-8.97756450555367,-0.44157717689130294,-6.257635743774426,-0.00011976349452136326
0.75,10.0,0.5,-0.29417655899403217,-3.629359104281238,-7.503111779135596,-0.35838262246314834,-5.188941300300054,-9.830672385524597e-05
0.75,10.0,0.6,-0.22629340570457634,-2.879863265764415,-6.009048667818506,-0.2756737295210042,-4.129867993336478,-7.74498154458847e-05
0.75,10.0,0.7,-0.16088669425799684,-2.141845057321179,-4.495230449484211,-0.1959333119283575,-3.0809291180861953,-5.719167571982542e-05
0.75,10.0,0.8,-0.10005549060027463,-1.4156339509102889,-2.9615109734317913,-0.12182329674671144,-2.0426197212539465,-3.753128266592576e-05
0.75,10.0,0.9,-0.04584956723714728,-0.7015623445547625,-1.407732661137795,-0.05584910511379104,-1.0154477888598024,-1.8467684765099968e-05
0.75,25.0,0.0,-0.6186612916101063,-7.705710581908831,-17.873574142634673,-0.7491300336077369,-10.78632099297019,-0.00021161364278743378
0.75,25.0,0.1,-0.5606848723430384,-6.890051066983505,-15.656869289235598,-0.6802094443673448,-9.671441083451304,-0.0001877450139976533
0.75,25.0,0.2,-0.499057339682324,-6.083470294584026,-13.3838104530557,-0.6064211442677723,-8.563291240480053,-0.0001644813617169838
0.75,25.0,0.3,-0.43424156208223585,-5.286317957163722,-11.053552658214528,-0.5283134556219073,-7.462327860671203,-0.00014182129373019325
0.75,25.0,0.4,-0.36701827321077507,-4.498881796649878,-9.028579921881786,-0.4468708788485173,-6.368972862506528,-0.00011976349452136326
0.75,25.0,0.5,-0.2985485445769446,-3.7215470134864814,-7.546608818290701,-0.36359614807410645,-5.283780677978167,-9.830672385524597e-05
0.75,25.0,0.6,-0.23038212326182084,-2.9546874108671073,-6.044638940014268,-0.28051109782315664,-4.207287196727982,-7.74498154458847e-05
0.75,25.0,0.7,-0.16440473587818283,-2.1986939557745444,-4.52252958111945,-0.2000639297185337,-3.1400834673017686,-5.719167571982542e-05
0.75,25.0,0.8,-0.10269685033916365,-1.4539614387666155,-2.9801372053803843,-0.12489963707997265,-2.082715517988576,-3.753128266592576e-05
0.75,25.0,0.9,-0.04730926047041173,-0.7208957715277187,-1.4172905008724035,-0.0575335854321406,-1.035762324994982,-1.8467684765099968e-05
0.75,50.0,0.0,-0.6232812477759555,-7.983210514614525,-18.71038475109338,-0.7551482772414314,-11.062521257877101,-0.00021161364278743378
0.75,50.0,0.1,-0.5662960351660726,-7.144956879745323,-16.497376892699933,-0.6872822741809864,-9.9268780430243,-0.0001877450139976533
0.75,50.0,0.2,-0.5054922959164443,-6.314479751916702,-14.226380139712813,-0.6143645247231466,-8.796346484820328,-0.0001644813617169838
0.75,50.0,0.3,-0.44127504031810016,-5.492180883572284,-11.896268054889836,-0.5368716265989356,-7.671379629928565,-0.00014182129373019325
0.75,50.0,0.4,-0.37435574572974084,-4.6783410357936095,-9.50624946774269,-0.45570426831825883,-6.552361284169317,-0.00011976349452136326
0.75,50.0,0.5,-0.30582798428090696,-3.8734360486026853,-7.618865120233109,-0.3722844894452163,-5.4399372202914575,-9.830672385524597e-05
0.75,50.0,0.6,-0.23717722034657618,-3.077921386534288,-6.10373039825165,-0.2885586106910757,-4.334716312128739,-7.74498154458847e-05
0.75,50.0,0.7,-0.17023877948358535,-2.292288947436205,-4.567826584190804,-0.20692153919714074,-3.2374169772226624,-5.719167571982542e-05
0.75,50.0,0.8,-0.10706674823905482,-1.5170407454643708,-3.0110148188383534,-0.12999538649703757,-2.1486687319411057,-3.753128266592576e-05
0.75,50.0,0.9,-0.049718293195261,-0.7527035412737471,-1.4331013786461289,-0.060317269536532825,-1.0691670502484207,-1.8467684765099968e-05
1.0,0.0,0.0,-0.6134922680213665,-10.578260682734575,-21.214108295206024,-0.7425909551241194,-14.860264131254697,0.0
1.0,0.0,0.1,-0.554659868855017,-9.431657668623439,-18.59119498119438,-0.6727899434373487,-13.300530685582125,0.0
1.0,0.0,0.2,-0.49233055275418436,-8.302831113304855,-15.877130363418313,-0.5982873816872575,-11.754148370946371,0.0
1.0,0.0,0.3,-0.42702281925577357,-7.192522497043585,-13.070475236569855,-0.5196997209222386,-10.222246952484792,0.0
1.0,0.0,0.4,-0.35958416429302564,-6.1014686246875005,-11.141436226829137,-0.438090883472703,-8.705960863062124,0.0
1.0,0.0,0.5,-0.2912407914449977,-5.03040096389249,-9.332330692473413,-0.35503963168117436,-7.2064280983055395,0.0
1.0,0.0,0.6,-0.2236049229973348,-3.9800449819223926,-7.490502110421016,-0.2726391485519698,-5.724789091127147,0.0
1.0,0.0,0.7,-0.1586122220982631,-2.951119481730391,-5.615610352393363,-0.19338850687458398,-4.262185566954568,0.0
1.0,0.0,0.8,-0.0983708468623079,-1.9443359380341363,-3.707313744703644,-0.1199559263118597,-2.819759380931708,0.0
1.0,0.0,0.9,-0.04492857382679549,-0.9603978341053532,-1.7652690682861238,-0.05483884465974387,-1.398651338397916,0.0
1.0,10.0,0.0,-0.6153649561768272,-10.721796892709312,-21.595497336647597,-0.7450280187539235,-14.998064179002624,0.0
