panel,ladder,chooser,stat,pick,runner_up,default,moved,margin,spread,n_rungs,margin_over_spread,IS_stat,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass_4b_full,pass_4b_oos,pass_4a,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,live_OOS_Sharpe,live_MaxDD
U56,N,C_ISSHARPE,IS_Sharpe,40,12,20,True,0.010077615517875893,0.15176183784115138,9,0.06640414784923797,1.1761943091849962,0.13457634739318403,1.126761290242574,-0.229841888535963,1.2715954869397383,1.0254030641968146,0.13996738679597365,1.0983460997969055,-0.2298418885359632,False,False,False,0.15210156343930548,0.8711297579081264,-0.3371725677562022,1.2762297973468628,-0.12054949323437114
U56,N,C_ISCAGR,IS_CAGR,5,10,20,True,0.023520488134305406,0.06602294917534235,9,0.356247159935861,0.1876467906540611,0.17827666701103606,0.9859644343185225,-0.25853596305636206,1.1972157872354316,0.826898186545906,0.1706185380438232,0.9002767132439443,-0.2585359630563616,False,False,False,0.15210156343930548,0.8711297579081264,-0.3371725677562022,1.2762297973468628,-0.12054949323437114
U56,N,C_ISDD,IS_MaxDD,40,20,20,True,0.013708304391296444,0.11656855453742199,9,0.11759864781454135,-0.12581425090959486,0.13457634739318403,1.126761290242574,-0.229841888535963,1.2715954869397383,1.0254030641968146,0.13996738679597365,1.0983460997969055,-0.2298418885359632,False,False,False,0.15210156343930548,0.8711297579081264,-0.3371725677562022,1.2762297973468628,-0.12054949323437114
U56,GROSS,C_ISSHARPE,IS_Sharpe,0.75,0.7,0.75,False,0.00010870912050653381,0.0013944423901530723,10,0.07795884668609399,1.111898434102762,0.15578668168705812,1.139700973748421,-0.19127568902302328,1.203742907417884,1.0970651527689368,0.1696947758085483,1.1643314948267134,-0.19127568902302317,True,True,False,0.15210156343930548,0.8711297579081264,-0.3371725677562022,1.2762297973468628,-0.12054949323437114
U56,GROSS,C_ISCAGR,IS_CAGR,0.75,0.7,0.75,False,0.009332335567530103,0.08379590119260416,10,0.11136983354448102,0.13911411272723173,0.15578668168705812,1.139700973748421,-0.19127568902302328,1.203742907417884,1.0970651527689368,0.1696947758085483,1.1643314948267134,-0.19127568902302317,True,True,False,0.15210156343930548,0.8711297579081264,-0.3371725677562022,1.2762297973468628,-0.12054949323437114
U56,GROSS,C_ISDD,IS_MaxDD,0.3,0.35,0.75,True,0.00934348957780684,0.08268911515257682,10,0.11299539921991379,-0.056833440148314485,0.06176977027085084,1.1379126985991532,-0.07990333698484353,1.2021189307239875,1.0949660199988558,0.06711038275279413,1.1622160035760587,-0.0799033369848432,False,False,False,0.15210156343930548,0.8711297579081264,-0.3371725677562022,1.2762297973468628,-0.12054949323437114
B136,N,C_ISSHARPE,IS_Sharpe,8,5,20,True,0.009369302261435175,0.1870058979110616,9,0.05010164046211599,1.2950986667099715,0.1782211925038646,0.9883520420625724,-0.24535256443898135,1.369320557424036,0.7066621559053999,0.1455591690419591,0.7866466863657643,-0.24535256443898168,False,False,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,-0.12240985403190008
B136,N,C_ISCAGR,IS_CAGR,5,8,20,True,0.018795664533841183,0.08966305657956641,9,0.20962551635926033,0.23791409235330785,0.18905908768145907,0.9776027635417431,-0.281238810087446,1.3071352694307312,0.72568322978275,0.150259915145035,0.7686882215621813,-0.2812388100874458,False,False,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,-0.12240985403190008
B136,N,C_ISDD,IS_MaxDD,30,40,20,True,0.0007983238369267953,0.13607760120636447,9,0.005866680701669048,-0.1318403191007732,0.1601345108161336,1.0981338933042264,-0.24354358049436975,1.2732684511921244,0.9689318299894406,0.1661079493963833,1.0695530808226905,-0.24354358049436964,False,False,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,-0.12240985403190008
B136,GROSS,C_ISSHARPE,IS_Sharpe,0.75,0.7,0.75,False,0.000332938823043083,0.003384122485352581,10,0.0983826160205886,1.1441918935936697,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16023726571201902,1.0100346106764955,-0.20740302267849475,False,False,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,-0.12240985403190008
B136,GROSS,C_ISCAGR,IS_CAGR,0.75,0.7,0.75,False,0.01084004186969545,0.09700817731889533,10,0.1117435887292361,0.16061313997190863,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16023726571201902,1.0100346106764955,-0.20740302267849475,False,False,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,-0.12240985403190008
B136,GROSS,C_ISDD,IS_MaxDD,0.3,0.35,0.75,True,0.009800324617187939,0.08685697914224566,10,0.11283289741332068,-0.059505431935822584,0.06388483980525494,1.0594428126149014,-0.08672096624141135,1.2859408329469937,0.8800717116702663,0.06411548358053709,1.0054987279847747,-0.08672096624141135,False,False,False,0.15331427255204866,0.8767278433896203,-0.3371595330739301,1.105887869727878,-0.12240985403190008
