panel,B,L,H,slope_ols,slope_ols_se,slope_ols_med,slope_c50,slope_c50_se,slope_c50_med,degenerate_c50,p_argmin,d_vs_126,d_vs_126_se,t_vs_126,frac_126_steeper,n_ok
U56,126,21,100,-0.7178244256768022,1.2756794534187732,-0.5188975392498698,-1.219059552427166,3.660366484470867,-0.745780152026191,0,0.0975,-0.09209227910548062,0.9137445981803562,-0.10078557978769392,0.51,400
U56,126,21,112,-0.39496664734952525,0.8985318470181106,-0.327178896171301,-0.7257666208632862,1.1422310571582432,-0.5200636099801876,0,0.0325,-0.4149500574327577,1.0351501569169337,-0.40085977349279933,0.69,400
U56,126,21,126,-0.8099167047822831,1.4748736136203098,-0.5684225395240929,-1.2849481031377559,2.1162716885032276,-0.8600269039916183,0,0.08,0.0,0.0,,0.0,400
U56,126,21,142,-1.6933569011832157,6.429922743769497,-0.9978894901213704,-1.3817431475287345,15.5829799759044,-1.2885512959011094,0,0.5525,0.883440196400933,6.426099815522074,0.13747688672171052,0.2,400
U56,126,21,160,-1.0235357618386893,3.0326828006580318,-0.756741262246768,-1.6749352760277123,3.84360287567515,-1.043695379495114,0,0.2375,0.2136190570564064,3.1029036429820365,0.06884488905724073,0.3475,400
U56,252,21,100,-0.9891250347099211,1.7411502082175863,-0.6423357862272185,-1.4621541422995898,2.3510722060049742,-0.937973063561931,0,0.1725,0.17451410849103932,1.1132532059361229,0.1567604814075449,0.3925,400
U56,252,21,112,-0.43671813310173213,0.9082700103779142,-0.38996943957817465,-0.7529927410830574,1.0858010948482222,-0.5632738428366314,0,0.0325,-0.37789279311714935,1.1832435807238433,-0.31937024571557393,0.68,400
U56,252,21,126,-0.8146109262188815,1.6559928188902227,-0.5839275582233443,-1.268991180705041,1.9695135432729165,-0.8814372847521166,0,0.085,0.0,0.0,,0.0,400
U56,252,21,142,-1.2228077949244613,6.789641111555435,-0.9109683921938263,-5.7861607053059005,80.8343638876064,-1.201344350646501,0,0.4325,0.40819686870557986,7.255653662653688,0.056259144618030964,0.24,400
U56,252,21,160,-1.098261035718235,3.892736371899536,-0.7421240951270315,-1.7908871943568376,5.214873139917054,-1.0409744305723412,0,0.2775,0.2836501094993533,4.214419066477301,0.06730467592926097,0.2925,400
U56,126,63,100,-0.9030373999743695,1.279401017251556,-0.6697922192365531,-1.3305374466017532,2.863367012071912,-0.8456336981079802,0,0.11,0.032659173043701924,1.2020102889741135,0.02717046047216096,0.5825,400
U56,126,63,112,-0.40217145298977014,0.7000984526146611,-0.38097611086466404,-0.7670485586946273,2.6821377783358313,-0.5083217911038707,0,0.01,-0.46820677394089727,0.921439239252182,-0.5081254997571871,0.825,400
U56,126,63,126,-0.8703782269306675,1.0086945519495862,-0.710684040419903,-1.3110436175522133,1.9414715328911047,-0.9416999049272405,0,0.0525,0.0,0.0,,0.0,400
U56,126,63,142,-2.1276192610102838,6.696712849865236,-1.2124737671131693,-1.8470201754795597,7.283330196800647,-1.408770037060851,0,0.6475,1.2572410340796167,6.385068596089447,0.19690329323158995,0.145,400
U56,126,63,160,-1.1863444335027027,2.694324585781425,-0.8849170018863146,-2.027016052681801,8.081471099341815,-1.0466640299853307,0,0.18,0.3159662065720351,2.1057981048539243,0.1500458215076384,0.34,400
U56,252,63,100,-1.1622761390538379,2.3932159451841986,-0.8378800371292675,-2.003142795123651,11.598342588712427,-0.9987260324834651,0,0.21,0.49486263708351363,6.893178008133962,0.07179020134103238,0.4,400
U56,252,63,112,-0.41735290089598676,0.7732133888747162,-0.45585614505434824,-0.22421344437560994,8.788030245071523,-0.5578561081370228,0,0.0125,-0.25006060107433725,5.039630201442051,-0.04961883929554679,0.8575,400
U56,252,63,126,-0.667413501970324,4.958127091528226,-0.7274073090527409,-0.9885353392788414,5.193136811029794,-0.9705875518944922,0,0.045,0.0,0.0,,0.0,400
U56,252,63,142,-1.4646590831086745,2.4093725318174033,-1.0973569705833244,-2.1753385819537043,4.91127066319112,-1.2900768529845106,0,0.52,0.7972455811383508,4.599645641965333,0.17332760894982863,0.1925,400
U56,252,63,160,-1.0127515563881844,3.7383838543035193,-0.9127320760709962,-1.5000590895137202,3.1946897194405857,-1.1093649754990098,0,0.2125,0.3453380544178603,1.6023105136162326,0.21552505053372684,0.3025,400
U56,126,126,100,-0.9829128609133414,0.9948275573466421,-0.7561852126105919,-1.1377501408665633,1.8122548551690913,-0.8347492887019021,0,0.08,0.020138000443330285,0.9201175524274567,0.02188633440390541,0.58,400
