statistic,window,panel,family,pick,pick_OOS_adv,median_OOS_adv,best_OOS_adv,worst_OOS_adv,beat_median,rank_of_pick
DROP,FULL_IS,U56,MA-DIST,0.12,3.0440747704172377,-0.9023277795762397,3.0440747704172377,-5.753173018959634,True,1
DROP,FULL_IS,U56,MOM12_1,0.12,-0.08455961635402964,-0.447774674636503,0.5285281849755297,-0.8542422653441406,True,3
DROP,FULL_IS,U56,LOWVOL,-0.25,-1.9675812303461049,-1.2836255215589398,-0.6151641915184802,-2.1793617211932848,False,7
DROP,FULL_IS,B136,MA-DIST,0.12,0.08945834409186393,-0.4938346280835004,0.7252176188164983,-1.6635194129973385,True,3
DROP,FULL_IS,B136,MOM12_1,0.3,1.1460940114941254,-0.19832835173383412,1.1460940114941254,-0.3817009824854445,True,1
DROP,FULL_IS,B136,LOWVOL,-0.2,-1.5735268140524727,-1.286381068091269,-0.580274196787145,-2.304567834327176,False,6
DROP,FULL_IS,SMALL439,MA-DIST,0.2,4.862798890778763,-0.38804826595237873,8.463437504537797,-1.1452983146468032,True,2
DROP,FULL_IS,SMALL439,MOM12_1,0.0,1.1381741887427355,1.0766681477736961,2.274805843561123,-0.4006212046159696,True,4
DROP,FULL_IS,SMALL439,LOWVOL,-0.35,-2.0270077221495653,-2.1206561916570887,1.1729127336492118,-3.4179955582853028,True,4
DROP,TRAIL3Y,U56,MA-DIST,-0.25,-0.319263586936791,-0.9023277795762397,3.0440747704172377,-5.753173018959634,True,4
DROP,TRAIL3Y,U56,MOM12_1,-0.4,-0.4466572978764516,-0.447774674636503,0.5285281849755297,-0.8542422653441406,True,4
DROP,TRAIL3Y,U56,LOWVOL,-0.35,-1.2836255215589398,-1.2836255215589398,-0.6151641915184802,-2.1793617211932848,False,5
DROP,TRAIL3Y,B136,MA-DIST,0.12,0.08945834409186393,-0.4938346280835004,0.7252176188164983,-1.6635194129973385,True,3
DROP,TRAIL3Y,B136,MOM12_1,0.2,0.39103432608498245,-0.19832835173383412,1.1460940114941254,-0.3817009824854445,True,2
DROP,TRAIL3Y,B136,LOWVOL,-0.3,-1.788103408014674,-1.286381068091269,-0.580274196787145,-2.304567834327176,False,7
DROP,TRAIL3Y,SMALL439,MA-DIST,0.2,4.862798890778763,-0.38804826595237873,8.463437504537797,-1.1452983146468032,True,2
DROP,TRAIL3Y,SMALL439,MOM12_1,0.3,-0.4006212046159696,1.0766681477736961,2.274805843561123,-0.4006212046159696,False,9
DROP,TRAIL3Y,SMALL439,LOWVOL,-0.2,-1.3738924975669642,-2.1206561916570887,1.1729127336492118,-3.4179955582853028,True,3
DROP,TRAIL1Y,U56,MA-DIST,0.2,-5.753173018959634,-0.9023277795762397,3.0440747704172377,-5.753173018959634,False,9
DROP,TRAIL1Y,U56,MOM12_1,0.2,0.5285281849755297,-0.447774674636503,0.5285281849755297,-0.8542422653441406,True,1
DROP,TRAIL1Y,U56,LOWVOL,-0.35,-1.2836255215589398,-1.2836255215589398,-0.6151641915184802,-2.1793617211932848,False,5
DROP,TRAIL1Y,B136,MA-DIST,0.06,0.3226718068119361,-0.4938346280835004,0.7252176188164983,-1.6635194129973385,True,2
DROP,TRAIL1Y,B136,MOM12_1,0.3,1.1460940114941254,-0.19832835173383412,1.1460940114941254,-0.3817009824854445,True,1
DROP,TRAIL1Y,B136,LOWVOL,-0.2,-1.5735268140524727,-1.286381068091269,-0.580274196787145,-2.304567834327176,False,6
DROP,TRAIL1Y,SMALL439,MA-DIST,0.12,3.5261759020665195,-0.38804826595237873,8.463437504537797,-1.1452983146468032,True,3
DROP,TRAIL1Y,SMALL439,MOM12_1,0.3,-0.4006212046159696,1.0766681477736961,2.274805843561123,-0.4006212046159696,False,9
DROP,TRAIL1Y,SMALL439,LOWVOL,-0.2,-1.3738924975669642,-2.1206561916570887,1.1729127336492118,-3.4179955582853028,True,3
SPREAD,FULL_IS,U56,MA-DIST,0.12,3.0440747704172377,-0.9023277795762397,3.0440747704172377,-5.753173018959634,True,1
SPREAD,FULL_IS,U56,MOM12_1,0.12,-0.08455961635402964,-0.447774674636503,0.5285281849755297,-0.8542422653441406,True,3
SPREAD,FULL_IS,U56,LOWVOL,-0.25,-1.9675812303461049,-1.2836255215589398,-0.6151641915184802,-2.1793617211932848,False,7
SPREAD,FULL_IS,B136,MA-DIST,0.12,0.08945834409186393,-0.4938346280835004,0.7252176188164983,-1.6635194129973385,True,3
SPREAD,FULL_IS,B136,MOM12_1,0.3,1.1460940114941254,-0.19832835173383412,1.1460940114941254,-0.3817009824854445,True,1
SPREAD,FULL_IS,B136,LOWVOL,-0.3,-1.788103408014674,-1.286381068091269,-0.580274196787145,-2.304567834327176,False,7
SPREAD,FULL_IS,SMALL439,MA-DIST,0.2,4.862798890778763,-0.38804826595237873,8.463437504537797,-1.1452983146468032,True,2
SPREAD,FULL_IS,SMALL439,MOM12_1,0.3,-0.4006212046159696,1.0766681477736961,2.274805843561123,-0.4006212046159696,False,9
