book,kind,CAGR_old,CAGR_new,Sharpe_old,Sharpe_new,MaxDD_old,MaxDD_new,dSharpe,dCAGR_pp
RULES v1 (scale-invariant),invariant,0.06453053483847215,0.06458507306778283,0.6641804017269177,0.6647072611095126,-0.13827796154480831,-0.13827814258121418,0.0005268593825948908,0.005453822931067442
RULES v2 (scale-invariant),invariant,0.08660009294734339,0.08660060029784411,1.2056219490390438,1.2056281407093048,-0.12054942313126804,-0.1205494676867116,6.19167026094658e-06,5.07350500722481e-05
PRICE/NEG m=1.00 (LEVEL key),level,0.13148876507452156,0.13148886408160254,1.1729108181530252,1.172911060003237,-0.17651725940888185,-0.17651724541601987,2.418502118572974e-07,9.90070809780974e-06
