panel,R_p,sd,lo,hi,c_bar,c_sd,kind,etf_share,width,seed,q_target,mean_vol,xs_disp,mean_rho,n_live,yrs,spy_CAGR,spy_Sharpe,spy_MaxDD,R_p_W,R_p_M,R_p_Q,R_p_IS,R_p_OOS,g2_ok
B60q25s0,-0.3690292413025376,0.3526851218419376,-1.2615154593026645,0.17436662904804123,0.589792398392324,0.11459725262325772,cut,0.25,60,0,0.25,0.2741095734536904,0.21914608400369429,0.34448957780816675,58.43793647217842,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.3865366541574456,-0.3312094703701727,-0.3893415993799947,-0.19179968591651675,-0.5082190985450201,True
B60q25s1,-0.46321125439244454,0.4978370807655879,-1.7185563265807788,0.13801485849029937,0.5842868788482849,0.11807760320183268,cut,0.25,60,1,0.25,0.28427840240678387,0.22409294757750042,0.35961299518756557,57.20860554178869,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.5141977995249657,-0.37066810116281385,-0.504767862489554,-0.20861040709412904,-0.6987798184192976,True
B60q25s2,-0.4589265588096391,0.47999611818354604,-1.5420596940115558,0.24969196161628204,0.588325004300376,0.11816175675269236,cut,0.25,60,2,0.25,0.29372822140525773,0.23165041809878384,0.3370122679931307,55.9049335435909,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.49251473322035405,-0.34217352831758724,-0.542091414890976,-0.06374568928113424,-0.8270634297168757,True
B60q25s3,-0.4723914499527929,0.4641060638825484,-1.2612216914777967,0.3157901674441419,0.5931813994416207,0.12414984576956864,cut,0.25,60,3,0.25,0.29380100445799057,0.23613101479803517,0.3223535462007889,58.64136066681685,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.4357885740732329,-0.38085802033119975,-0.600527755453946,-0.32052024383426203,-0.598848425401699,True
B60q25s4,-0.36193593531638985,0.293957853186588,-0.9729605930521856,0.15753381379528442,0.5871557440115209,0.11473019329149496,cut,0.25,60,4,0.25,0.26708123214370044,0.2064916239332783,0.3494558551721945,57.23789141698581,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.3630538501712503,-0.32534534517035457,-0.3974086106075648,-0.2335905480574199,-0.4658186151317515,True
B60q25s5,-0.611515791951581,0.49911438307501405,-1.7878205091306896,-0.019995447654341802,0.5918197292073197,0.1169840723395079,cut,0.25,60,5,0.25,0.2917481421515567,0.23683682654440738,0.3215730995357177,57.40955170083352,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.6757618565732905,-0.6087795276082572,-0.5500059916731954,-0.4684990703674893,-0.7296002094892697,True
B30q50s0,-0.4021534224743836,0.5571156681642794,-1.536071844930854,0.32180934224050795,0.586928398047149,0.11819621806992865,cut,0.5,30,0,0.5,0.24064180173708158,0.18642853449640095,0.3815712858465181,29.769993241721107,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.37260543647346595,-0.3895059913715525,-0.44434883957813237,-0.2570859091029477,-0.5097541168309587,True
B30q50s1,-0.2842972433681358,0.3577623577286217,-1.3119659083557167,0.27944091719680486,0.5809211560264034,0.12172032737153914,cut,0.5,30,1,0.5,0.25638096277066275,0.2062513890132721,0.3531966366826059,29.414507772020727,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.3534933533541087,-0.3429846244986014,-0.15641375225169726,-0.2670616152716987,-0.2887624044248714,True
B30q50s2,-0.0191804836986211,0.32383042614590624,-0.7430859576904592,0.5767529061740291,0.5744605787599483,0.11983636419374594,cut,0.5,30,2,0.5,0.27245311385471,0.21617675661155475,0.3206717541350193,27.526469925658933,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.04198807383626314,-0.08266239232863132,0.06710901506903116,0.027207046728470793,-0.1348434034004731,True
B30q50s3,-0.13073289259793924,0.40325139914731833,-1.2826528669720672,0.6908082861581732,0.5733921176767837,0.12372737838360927,cut,0.5,30,3,0.5,0.23999616303561258,0.18345233998187285,0.42350347554270007,29.08267627844109,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.12319535258793479,-0.14187139326466733,-0.12713193194121564,0.17121988804057578,-0.38345446305480063,True
B30q50s4,-0.11046418444575681,0.2520726575780915,-0.6455909892356662,0.3611513607254757,0.5881412780249773,0.11895383055686849,cut,0.5,30,4,0.5,0.230916634896439,0.17255553452681405,0.3338763538205061,28.806938499662085,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.12790855044115565,-0.16644735985860373,-0.03703664303751106,-0.06969912659421944,-0.14275914608322626,True
B30q50s5,-0.1814921224730071,0.2661172064495557,-0.8402908811484977,0.2892034749209387,0.5848535134560862,0.12184838818920456,cut,0.5,30,5,0.5,0.25158991729165675,0.20249141532436515,0.3068986119755387,30.0,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.31660957678497037,-0.08032296788706993,-0.14754382274698102,-0.15746104069529143,-0.23488740308541375,True
B60q50s0,-0.29119850886496657,0.2776904218028268,-1.0421598482072145,0.14307190398186087,0.5814065812986362,0.11213922744895413,cut,0.5,60,0,0.5,0.2559540694676104,0.2077760605513758,0.3445248117886548,58.335210633025454,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.3607402465751973,-0.2694754473714712,-0.24337983264823107,-0.201691557220319,-0.37008665769073723,True
B60q50s1,-0.40110968993652496,0.26841935634553077,-1.0776382503439716,-0.013860233809803724,0.5777711751448331,0.10943722627706372,cut,0.5,60,1,0.5,0.2580125881282844,0.2143693998324698,0.3027613234999765,57.19283622437486,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.5316529107829403,-0.3510641083276954,-0.32061205069893933,-0.38673724912297053,-0.4063067312388175,True
B60q50s2,-0.17362433528681206,0.17946341616988842,-0.6576330606133496,0.09267957011005468,0.5784850503573309,0.11004936884951781,cut,0.5,60,2,0.5,0.2587122841719244,0.21574307045880312,0.3082386498450957,57.80063077269655,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.21544492235613008,-0.14410840853926515,-0.16131967496504096,0.0488863887722463,-0.3455264051708238,True
B60q50s3,-0.11267939169724113,0.2854313269456657,-0.6732150649343627,0.6164291225431828,0.5746539997602376,0.11689622905764908,cut,0.5,60,3,0.5,0.2632177126060341,0.21371375322746844,0.3458448117988006,57.49042577157017,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.21400091023178922,-0.07833632072034015,-0.04570094413959404,0.06001018659887964,-0.2532053587228814,True
B60q50s4,-0.3054847506144387,0.3028639582403237,-1.240079162880381,0.14210764004658571,0.5803001645452853,0.11904827793144349,cut,0.5,60,4,0.5,0.2658477170722413,0.21127008705248765,0.35277692863278987,57.995494480738905,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.3401056770835671,-0.2836367252595383,-0.2927118495002106,-0.34321879810876893,-0.26169180793161423,True
B60q50s5,-0.14370024686615798,0.2722223448789611,-0.6729332923517184,0.3955120053700458,0.5801787655603494,0.114302355024574,cut,0.5,60,5,0.5,0.25227199118228394,0.20761751986473756,0.3310199849724303,58.23586393331831,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.2021621450480431,-0.11240885121762813,-0.11652974433280268,-0.010502686512616157,-0.2515461425920275,True
