panel,R_p,sd,lo,hi,c_bar,c_sd,kind,etf_share,width,seed,q_target,mean_vol,xs_disp,mean_rho,n_live,yrs,spy_CAGR,spy_Sharpe,spy_MaxDD,R_p_W,R_p_M,R_p_Q,R_p_IS,R_p_OOS,g2_ok
U56,-0.33746918249215496,0.28921222520566625,-1.2816093810244382,0.06840483910857387,0.5818562869837111,0.11488073832071576,anchor,0.6363636363636364,55,-1,,0.26642935912748095,0.22585776850754308,0.3322942550572522,53.113063063063066,17.61904761904762,0.15188355769560324,0.8871396799528589,-0.33717289200673806,-0.4438544599387947,-0.2957138481532535,-0.27283923938441684,-0.3161627705143242,-0.3377357074249565,True
B136,-0.4231395838853239,0.30428335730010836,-0.9817161081324244,0.0022712290239432775,0.5901727383390406,0.11544456800977236,anchor,0.25925925925925924,135,-1,,0.2824378249150118,0.22826274304766014,0.3363895171901825,130.3687767515206,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.46876839778084034,-0.37225696960268223,-0.42839338427244933,-0.2864119443231231,-0.5287278473518969,True
SMALL439,-0.3816890755808907,0.31991132047823817,-1.1598037625590862,0.044272524952983616,0.5102454662740463,0.12382167671477139,anchor,0.0,439,-1,,0.5617824192879587,0.4905665122429552,0.17855893408054266,347.862735129639,15.61111111111111,0.14129862948357252,0.8615356138948208,-0.33717289200673795,-0.2163716470825026,-0.2415504502351752,-0.6871451294249944,-0.02008761359706645,-0.5917511576366216,True
B30q00s0,-0.2854589857249154,0.42730493133596337,-1.4713785116138967,0.36662545139492053,0.5999490872045817,0.12155798421438489,cut,0.0,30,0,0.0,0.28962877260950987,0.22789050207453698,0.35450461825873,29.151835999098896,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.39672518599365664,-0.19811498238840722,-0.2615367887926824,0.07072553791786824,-0.5718915110704205,True
B30q00s1,-0.5434745584715102,0.5343693412923258,-1.8606851452274356,0.35705068426205955,0.5989602351024251,0.12292242571798652,cut,0.0,30,1,0.0,0.3201886646596466,0.24233544951223854,0.3135196688873996,28.12300067582789,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.6658273901854064,-0.45408771570969,-0.5105085695194341,-0.23495429999954598,-0.8058535220350096,False
B30q00s2,-0.3738772839880892,0.5513928936323161,-1.8574849524926274,0.5090116412179713,0.595768136135341,0.13499509749430832,cut,0.0,30,2,0.0,0.30294129793631963,0.21244185093597642,0.3660480646494799,28.33543590898851,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.29186710597763393,-0.2955356587857605,-0.5342290872008733,-0.06751257484490089,-0.6432661072696468,True
B30q00s3,-0.33433554563592094,0.4547497961712239,-1.1937940549313852,0.4505808799300173,0.6016340001836532,0.12776063763363862,cut,0.0,30,3,0.0,0.3005366386889914,0.2219915768279647,0.34728782009556364,29.10835773822933,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.3625063331424343,-0.33928554931490507,-0.3012147544504235,-0.3444075819961776,-0.32231316790038916,True
B30q00s4,-0.43512759243475635,0.5860502603083556,-1.395234408648971,0.7849369609641563,0.6073846150815728,0.12300866906224318,cut,0.0,30,4,0.0,0.3158541737176153,0.24796009105256742,0.3146466957091607,29.10633025456184,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.45715446250858754,-0.39586359380868863,-0.4523647209869927,-0.16173503671669712,-0.6621627917986838,True
B30q00s5,-0.3444911971426658,0.5380206533152126,-1.8493117106612722,0.5039939864308831,0.5982908136939541,0.12220434214363814,cut,0.0,30,5,0.0,0.27708724140896307,0.20885380067802606,0.3673426462676665,29.917098445595855,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.32786057207350905,-0.2539555400292739,-0.4516574793252144,0.0052987698539488535,-0.6444423699340726,True
B60q00s0,-0.7153211428860905,0.6520947828423562,-1.9604296383424424,0.026644830685373933,0.605340146815284,0.12316552110013133,cut,0.0,60,0,0.0,0.31392634108125705,0.2410171981251323,0.34095448285315455,56.931741383194414,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.7492041868089052,-0.6590006130534325,-0.7377586287959335,-0.49781652052512365,-0.8981649227485816,True
B60q00s1,-0.6660981205919145,0.5606005195978542,-2.079035176859767,-0.04771384950168489,0.5999879308286126,0.12108997695979146,cut,0.0,60,1,0.0,0.3035741644732026,0.2356517204434478,0.3285531519490481,58.63685514755576,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.7878213022399623,-0.5778692935552487,-0.6326037659805326,-0.5281607905382252,-0.775701553394328,True
B60q00s2,-0.7071314022173446,0.5593228717227906,-1.851576144137935,-0.026669652625635365,0.6081757846499727,0.12514889086171127,cut,0.0,60,2,0.0,0.31376025696355153,0.24206844373950018,0.34808178270729095,58.103852218968235,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.8618635320580456,-0.5951962070862897,-0.6643344675076983,-0.5572985092779631,-0.8334272916085964,True
B60q00s3,-0.4238401136677671,0.5076449392400227,-1.3375734199315037,0.421263816296527,0.6051832490700683,0.12321585140079001,cut,0.0,60,3,0.0,0.3067122897004959,0.24256475818813567,0.33582428582252793,58.304573102050014,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.42519233750632535,-0.3240731423649901,-0.5222548611319859,-0.1652840966249199,-0.6353789947669634,True
B60q00s4,-0.6194591991599289,0.5288829728895184,-1.6100263269093853,-0.00906263199829116,0.5997379844946202,0.12087636630714609,cut,0.0,60,4,0.0,0.30295610102340204,0.23178046609420597,0.3497545450535893,58.45100247803559,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.6366486130766842,-0.5436869779753355,-0.6780420064277668,-0.3346159992358397,-0.8638054355416412,True
B60q00s5,-0.7399090189543062,0.5938259863108936,-2.167793416210607,-0.031967776897934286,0.6012287519368582,0.11535388782911904,cut,0.0,60,5,0.0,0.310577591515015,0.24395293168865434,0.33796381051412583,57.79229556206353,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.8745702478323296,-0.7126784194589111,-0.6324783895716777,-0.5347180834077998,-0.9124837022121801,True
B30q25s0,-0.34442622910465964,0.5545391074775919,-1.2701237333472504,0.5837781525333643,0.583592224262369,0.1359908972708612,cut,0.26666666666666666,30,0,0.25,0.27922108332315515,0.21138951783509807,0.35132046232979147,29.769993241721107,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.28696575755004816,-0.38157361606085466,-0.3647393137030762,-0.32744478481620026,-0.3584426108012347,True
B30q25s1,-0.24634456415960174,0.4363432625403846,-1.4198606686464768,0.20779790992033753,0.5836650270055621,0.12104996888493463,cut,0.26666666666666666,30,1,0.25,0.2605049322224436,0.1965892236768612,0.3600034646381351,29.31155665690471,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.20844283846490125,-0.18488899888600377,-0.3457018551279002,0.13662902377987318,-0.5839152654358415,True
B30q25s2,-0.15109634658348398,0.361230625937543,-1.1213023073427522,0.6604243337612772,0.5866067167308052,0.11270225615777331,cut,0.26666666666666666,30,2,0.25,0.2711369168289558,0.2200353980194904,0.31382661904446485,28.33160621761658,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.27170913430526106,-0.08547971029133589,-0.096100195153855,0.23110394260994804,-0.4682230752760297,True
B30q25s3,-0.26105427704462364,0.4121867685381881,-1.1170214832316958,0.39395665037318395,0.5969165020740613,0.12354539006287438,cut,0.26666666666666666,30,3,0.25,0.2700806351387527,0.21411929051489242,0.32700104740074953,30.0,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.4587524581754204,-0.1510332600177452,-0.17337711294070543,0.07653803705178434,-0.5606001721361918,True
B30q25s4,0.0514018410331007,0.3206255393110391,-0.5350277399831072,0.7716976275642828,0.5899050684898002,0.12830359752811774,cut,0.26666666666666666,30,4,0.25,0.2922328501947712,0.2412569815168551,0.28947756038361355,29.967785537283174,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.11487775203198798,0.1363405436617865,0.1327427314695036,0.1925370218327029,-0.07127872634506896,True
B30q25s5,-0.3838230741523087,0.3740766478674153,-1.1647145895424131,0.27133664803713486,0.5829486682422724,0.12244297950500745,cut,0.26666666666666666,30,5,0.25,0.2798227354435916,0.2175865150019832,0.35288924993718823,29.304798378013064,17.615079365079364,0.15228333786002324,0.8890499106949826,-0.3371595330739301,-0.538033956796524,-0.284413692634507,-0.3290215730258952,-0.164095875149642,-0.5611755786582259,True
