tape,n,wins,share,mean_dS,med_dS,mean_dDD,mean_dCAGR,inside
FULL,263,263,1.0,0.059579046553914425,0.04003949225868597,0.040695060843350894,0.0031049059995265247,263
CRASH_PT,263,188,0.714828897338403,0.006550700666731673,0.006784023264718497,0.0065675879565370325,-0.0026147281753543315,261
CRASH_WIDE,263,210,0.7984790874524715,0.012574601350726232,0.008731021686461449,0.006545515744473519,-0.0005943041173593126,262
