panel,stat,frozen,resolved,both,rel_gap,lands,both_rel_gap,both_lands
U56,CAGR,3.2043376643336035,3.176591363067447,4.806506496500406,0.008734614589949508,True,0.5131019218849244,False
U56,VOL,3.2788029129456415,4.828193750803119,2.153551207364488,0.32090485962783755,False,0.5539633828890426,False
U56,SHARPE,49.12043648776099,5.813049631065163,73.6806547316415,7.450028746573824,False,11.675043119860737,False
U56,MAXDD,1.1495202632163464,1.73218113055968,1.6883490889640442,0.3363740991423176,False,0.025304537050044675,True
U56,ULCER,2.995138714662263,2.999279640773039,2.201152871274268,0.001380640222566513,True,0.2661061538406805,False
U56,CALMAR,1.1585474543435863,2.5558934948725165,1.7378211815153795,0.5467152850195847,False,0.320072927529377,False
B136,CAGR,3.360334886706321,3.845683652888669,4.9501247686575836,0.1262061079355241,True,0.2871897991243555,False
B136,VOL,3.454624144069891,5.59544224129002,2.6255790665782555,0.3826003387940552,False,0.5307646914477072,False
B136,SHARPE,4.3770420158334336,3.2568434342269614,5.963343809227958,0.3439522360313769,False,0.8310194916211581,False
B136,MAXDD,1.3199152846237132,1.818797314007543,1.97987292693557,0.2742922620028462,False,0.08856160699573082,True
B136,ULCER,2.4268298856071295,2.71546399468363,2.1921897080765613,0.10629274026155083,True,0.19270161108066305,True
B136,CALMAR,3.420952926773515,2.8555217160637403,5.131429390160272,0.19801327635820135,True,0.7970199145373018,False
SMALL,CAGR,14.14757283174758,10.550252015283416,5.902656315591699,0.34097013144832705,False,0.440519875066403,False
SMALL,VOL,8.541541863802749,4.0368449909614155,2.346582172919729,1.1158954289618375,False,0.4187088733469385,False
SMALL,SHARPE,6.032050676557396,7.485885166997372,4.555925960534008,0.19421009780505583,True,0.39139782952863356,False
SMALL,MAXDD,0.7942591498710535,1.173713969601412,1.1913887248065802,0.3232941155665206,False,0.01505882665021906,True
SMALL,ULCER,2.111861524534354,2.4620576768914715,3.1677922868015314,0.14223718462975485,True,0.2866442230553679,False
SMALL,CALMAR,1.8107095314996668,3.9676442921449193,2.470674754769692,0.5436310822811203,False,0.3772942903019065,False
