file,count_col,sharpe_col,panel_raw,panel,n_grid,n_min,n_max,n_argmax,sharpe_at_argmax,mean_elig,underfill_at_argmax,n_sat50,at_or_past_saturation,argmax_at_grid_top
2026-09-04_52w-high-proximity_C.grid.csv,n,Sharpe,universe.json,U56,4,5,30,30,1.1015661375997192,35.44,0.24307692307692308,40.0,False,True
2026-09-04_52w-high-proximity_C.grid.csv,n,IS_Sharpe,universe.json,U56,4,5,30,20,0.9928957406191272,35.44,0.15487179487179487,40.0,False,False
2026-09-04_52w-high-proximity_C.grid.csv,n,OOS_Sharpe,universe.json,U56,4,5,30,30,1.240089462945948,35.44,0.24307692307692308,40.0,False,True
2026-09-04_52w-high-proximity_C.grid.csv,n,Sharpe,universe_broad.json,unmapped,4,5,30,30,0.972397321160889,,,,False,True
2026-09-04_52w-high-proximity_C.grid.csv,n,IS_Sharpe,universe_broad.json,unmapped,4,5,30,30,1.060563703261231,,,,False,True
2026-09-04_52w-high-proximity_C.grid.csv,n,OOS_Sharpe,universe_broad.json,unmapped,4,5,30,30,0.9043262348025412,,,,False,True
2026-09-04_sector-only-universe_C.grid.csv,n,Sharpe,B136,B136,3,5,20,20,0.9581005002731564,86.47282051282052,0.07794871794871795,80.0,False,True
2026-09-04_sector-only-universe_C.grid.csv,n,IS_Sharpe,B136,B136,3,5,20,10,1.0479956493179798,86.47282051282052,0.06358974358974359,80.0,False,False
2026-09-04_sector-only-universe_C.grid.csv,n,OOS_Sharpe,B136,B136,3,5,20,20,0.893984757566131,86.47282051282052,0.07794871794871795,80.0,False,True
2026-09-04_sector-only-universe_C.grid.csv,n,Sharpe,BSTK100,BSTK100,3,5,20,20,1.0020937100173937,63.459487179487176,0.0841025641025641,60.0,False,True
2026-09-04_sector-only-universe_C.grid.csv,n,IS_Sharpe,BSTK100,BSTK100,3,5,20,10,1.0875425303281694,63.459487179487176,0.07179487179487179,60.0,False,False
2026-09-04_sector-only-universe_C.grid.csv,n,OOS_Sharpe,BSTK100,BSTK100,3,5,20,20,0.9380328397018248,63.459487179487176,0.0841025641025641,60.0,False,True
2026-09-04_sector-only-universe_C.grid.csv,n,Sharpe,ETF24,ETF24,3,5,20,20,0.7785121188464998,16.165128205128205,0.5087179487179487,15.0,True,True
2026-09-04_sector-only-universe_C.grid.csv,n,IS_Sharpe,ETF24,ETF24,3,5,20,20,0.6457951395584615,16.165128205128205,0.5087179487179487,15.0,True,True
2026-09-04_sector-only-universe_C.grid.csv,n,OOS_Sharpe,ETF24,ETF24,3,5,20,20,0.8897404389277477,16.165128205128205,0.5087179487179487,15.0,True,True
