uni,q,book,arm,frac_pos_full,frac_pos_IS,frac_pos_OOS,frac_priceable,rate_med,dMaxDD_med,dCAGR_med
universe.json(56),0.1,TOP3,band3-dg,0.25,0.2,0.3,0.0,,0.0,0.22560597821316142
universe.json(56),0.1,TOP3,band3-rw,0.325,0.2,0.425,0.0,,0.0,0.33021511630501044
universe.json(56),0.1,TOP3,ddctl-8/.5/high,1.0,1.0,1.0,1.0,0.8519714621051908,14.59423961946602,11.978300871600277
universe.json(56),0.1,TOP3,ddctl-8/.5/recover,1.0,1.0,1.0,1.0,1.3139118294225285,9.042560465011046,11.858881839634627
universe.json(56),0.1,TOP3,ebud-0.10,0.95,0.925,0.975,0.95,8.119707298504046,1.0639044765569428,9.169706137519785
universe.json(56),0.1,TOP3,ebud-0.20,0.925,0.95,0.925,0.9,17.531274735552934,0.2123554611912159,3.551877458676156
universe.json(56),0.1,TOP3,g200-dg,0.525,0.925,0.425,0.0,,1.1102230246251564e-14,-0.1678823219195657
universe.json(56),0.1,TOP3,g200-rw,0.425,0.925,0.425,0.0,,0.0,-0.15590055650891438
universe.json(56),0.1,TOP3,stop15,0.9,0.475,0.9,0.9,2.3737047817064907,0.8366608936575592,2.062353265675876
universe.json(56),0.1,TOP3,stop25,0.025,0.175,0.025,0.025,-0.101508354897181,-1.7233073080902273,0.2747429275779312
universe.json(56),0.1,TOP3,v1gate-dg,1.0,0.825,1.0,1.0,0.6256451896958334,13.209774887607756,8.840878970790156
universe.json(56),0.1,TOP3,v1gate-rw,1.0,0.75,1.0,1.0,0.7125689236570129,8.849947795011431,6.484821197759339
universe.json(56),0.1,TOP3,vol60-dg,1.0,0.825,1.0,1.0,0.6313989134212386,13.074978773892742,9.015688732683014
universe.json(56),0.1,TOP3,vol60-rw,1.0,0.375,1.0,1.0,0.7398555806321563,8.158721071042807,6.255472042506016
universe.json(56),0.1,TOP40,abs12-dg,1.0,1.0,1.0,1.0,0.9716886122807087,3.6480392177158314,3.530934521728435
universe.json(56),0.1,TOP40,abs12-rw,1.0,1.0,1.0,1.0,0.9406129462157846,3.4614062912341597,3.244083151292898
universe.json(56),0.1,TOP40,band3-dg,1.0,1.0,1.0,1.0,0.5191456981929565,6.514015689404983,3.393969793804663
universe.json(56),0.1,TOP40,band3-rw,1.0,1.0,1.0,1.0,0.4902702371214598,6.514015689404983,3.2210036338909735
universe.json(56),0.1,TOP40,ddctl-8/.5/high,1.0,1.0,1.0,1.0,0.8176612446364286,6.08008312020103,4.9913980775485145
universe.json(56),0.1,TOP40,ddctl-8/.5/recover,1.0,1.0,1.0,1.0,0.5549403347919364,6.063977317073188,3.3761693729511766
universe.json(56),0.1,TOP40,ebud-0.10,0.475,0.975,0.0,0.0,,0.0,-0.0227179740334371
universe.json(56),0.1,TOP40,ebud-0.20,0.45,0.45,0.0,0.0,,0.0,-0.0375719970596599
universe.json(56),0.1,TOP40,g200-dg,1.0,1.0,1.0,1.0,0.5755639188435338,6.705213768405599,3.8796404904100523
universe.json(56),0.1,TOP40,g200-rw,1.0,1.0,1.0,1.0,0.550120015222902,6.705213768405588,3.735650570201632
universe.json(56),0.1,TOP40,stop15,0.275,0.85,0.275,0.15,3.958298537464797,-0.19139286059738908,1.0330020891947012
universe.json(56),0.1,TOP40,stop25,0.0,0.15,0.0,0.0,,-1.3162906556161258,0.39756455211999997
universe.json(56),0.1,TOP40,v1gate-dg,1.0,1.0,1.0,1.0,0.6083256757585285,8.197030674220319,4.949371635482224
universe.json(56),0.1,TOP40,v1gate-rw,1.0,1.0,1.0,1.0,0.5888922350330229,8.031822342808525,4.773125277725776
universe.json(56),0.1,TOP40,vol60-dg,1.0,0.925,1.0,1.0,0.3426483923820606,5.225188440523571,1.7637790729439273
universe.json(56),0.1,TOP40,vol60-rw,1.0,0.8,1.0,1.0,0.3645707551413344,3.987421062414726,1.4509648683494136
universe.json(56),0.1,TOP5,abs12-dg,0.45,0.675,0.375,0.0,,0.0,0.2343370915115272
universe.json(56),0.1,TOP5,abs12-rw,0.45,0.775,0.5,0.0,,0.0,0.146423418877617
universe.json(56),0.1,TOP5,band3-dg,0.375,0.475,0.35,0.025,0.0802402086829217,0.0,0.33263406923847993
universe.json(56),0.1,TOP5,band3-rw,0.35,0.825,0.4,0.0,,0.0,0.32944466751061435
universe.json(56),0.1,TOP5,ddctl-8/.5/high,1.0,1.0,1.0,1.0,1.1064803126155047,7.063255789924295,8.217976063081622
universe.json(56),0.1,TOP5,ddctl-8/.5/recover,1.0,1.0,1.0,1.0,1.2318771568792077,7.063255789924227,8.319038112220202
universe.json(56),0.1,TOP5,ebud-0.10,0.675,0.925,0.7,0.45,7.966066066651996,2.220446049250313e-14,5.422294397885374
universe.json(56),0.1,TOP5,ebud-0.20,0.45,0.725,0.4,0.05,1.4263252460067695,0.0,1.5302174493825427
universe.json(56),0.1,TOP5,g200-dg,0.375,0.825,0.3,0.025,0.045754780271781,0.0,0.2564706862160815
universe.json(56),0.1,TOP5,g200-rw,0.45,0.775,0.375,0.025,-0.2169103219162705,0.0,0.0490502715406071
universe.json(56),0.1,TOP5,stop15,0.0,0.95,0.0,0.0,,-3.1024426397444738,2.0757802886071763
universe.json(56),0.1,TOP5,stop25,0.0,0.95,0.0,0.0,,-2.7235586141708126,0.2684652365340767
universe.json(56),0.1,TOP5,v1gate-dg,1.0,0.825,1.0,1.0,0.846833140697015,8.053785456667018,6.414857351732062
universe.json(56),0.1,TOP5,v1gate-rw,1.0,0.825,1.0,1.0,0.7700068266709382,7.408726127943294,5.46020298918517
universe.json(56),0.1,TOP5,vol60-dg,1.0,1.0,1.0,1.0,0.7426454705116612,7.734494652577556,6.2941073348994685
universe.json(56),0.1,TOP5,vol60-rw,1.0,0.825,1.0,1.0,0.7578851692498283,6.462992343140173,5.157234844342873
universe.json(56),0.1,V1u,abs12-dg,0.875,0.0,0.875,0.85,0.0917647911179834,1.3521814787657183,0.16814662045759876
universe.json(56),0.1,V1u,abs12-rw,0.675,0.0,0.7,0.675,-0.1449611286050377,0.5712152024258177,-0.1585758221741562
universe.json(56),0.1,V1u,band3-dg,0.775,0.05,0.775,0.75,0.11254370263260449,0.617824174677789,0.12189491622367485
universe.json(56),0.1,V1u,band3-rw,0.8,0.325,0.825,0.75,-0.14388497165708775,1.703804188512842,-0.2615184802073123
universe.json(56),0.1,V1u,ddctl-8/.5/high,1.0,1.0,1.0,1.0,0.7414060356648466,3.5514206379766318,2.7671908258864897
universe.json(56),0.1,V1u,ddctl-8/.5/recover,0.975,1.0,0.975,0.975,0.8729552506682161,2.730451370768966,2.4125432789769423
universe.json(56),0.1,V1u,ebud-0.10,1.0,1.0,1.0,1.0,0.6792982642480014,5.587775678910312,3.863934836835748
universe.json(56),0.1,V1u,ebud-0.20,0.975,0.975,1.0,0.975,1.2906005306417894,1.197678506873151,1.561580876417179
universe.json(56),0.1,V1u,g200-dg,0.8,0.05,0.825,0.775,0.1514995713171074,0.8787300796089026,0.17608870839138646
universe.json(56),0.1,V1u,g200-rw,0.675,0.775,0.7,0.65,-0.18686943218558505,1.0311738851263463,-0.3642873965107651
universe.json(56),0.1,V1u,stop15,0.075,0.25,0.1,0.0,,-0.5224867843052872,0.09479975741363275
universe.json(56),0.1,V1u,stop25,0.0,0.0,0.0,0.0,,0.0,0.0
universe.json(56),0.1,V1u,v1gate-dg,0.8,0.05,0.825,0.775,0.1514995713171074,0.8787300796088249,0.18829477231047104
universe.json(56),0.1,V1u,v1gate-rw,0.7,0.775,0.725,0.7,-0.08302965806605594,1.3299504105795448,-0.1553907177429869
universe.json(56),0.1,V1u,vol60-dg,0.225,0.0,0.2,0.0,,0.0,0.0
universe.json(56),0.1,V1u,vol60-rw,0.275,0.0,0.3,0.0,,0.0,0.0
universe_broad.json,0.1,ALL,abs12-dg,1.0,1.0,1.0,1.0,0.6259303929786499,9.04722253668579,5.656384379878022
universe_broad.json,0.1,ALL,abs12-rw,1.0,1.0,1.0,1.0,0.805633864270475,2.6890301239190064,2.1434894344875337
universe_broad.json,0.1,ALL,band3-dg,1.0,1.0,1.0,1.0,0.47247406129467173,13.013054951061822,6.132014087354332
universe_broad.json,0.1,ALL,band3-rw,1.0,1.0,1.0,1.0,0.35557325579220356,6.841360798354474,2.404804957701545
universe_broad.json,0.1,ALL,ddctl-8/.5/high,1.0,1.0,1.0,1.0,0.6817759223920854,8.004958122889793,5.4560396588754445
universe_broad.json,0.1,ALL,ddctl-8/.5/recover,1.0,1.0,1.0,1.0,0.44101703378009893,8.004958122889777,3.5175535656168826
universe_broad.json,0.1,ALL,ebud-0.10,0.0,0.0,0.0,0.0,,0.0,0.0
universe_broad.json,0.1,ALL,ebud-0.20,0.0,0.0,0.0,0.0,,0.0,0.0
universe_broad.json,0.1,ALL,g200-dg,1.0,1.0,1.0,1.0,0.507179117106097,12.631532566559045,6.394894484635294
universe_broad.json,0.1,ALL,g200-rw,1.0,1.0,1.0,1.0,0.48614777238422624,5.272644079903865,2.52763467737096
universe_broad.json,0.1,ALL,stop15,0.0,1.0,0.0,0.0,,-0.8569770099303042,1.3469403552826997
universe_broad.json,0.1,ALL,stop25,0.0,1.0,0.0,0.0,,-1.2391893319370517,0.5367988201992691
universe_broad.json,0.1,ALL,v1gate-dg,1.0,1.0,1.0,1.0,0.5291168252363261,13.195393185722164,6.97602284314266
universe_broad.json,0.1,ALL,v1gate-rw,1.0,1.0,1.0,1.0,0.45598902001788943,7.565949989144471,3.4474970164684926
universe_broad.json,0.1,ALL,vol60-dg,1.0,1.0,1.0,1.0,0.2720501805436639,6.658211917660866,1.822240379474982
universe_broad.json,0.1,ALL,vol60-rw,1.0,1.0,1.0,1.0,0.27314962319453645,4.619359485968233,1.2595121180453583
universe_broad.json,0.1,TOP10,abs12-dg,0.3,0.475,0.0,0.0,,-1.1102230246251564e-14,0.49903504711590324
universe_broad.json,0.1,TOP10,abs12-rw,0.3,0.525,0.0,0.0,,-1.1102230246251564e-14,0.4726891220731666
universe_broad.json,0.1,TOP10,band3-dg,1.0,0.65,1.0,1.0,0.030861625707923647,1.8797211296610328,0.053924524252824096
universe_broad.json,0.1,TOP10,band3-rw,0.675,0.775,0.675,0.675,0.1683635780604903,0.522181505869862,0.20198803838378238
universe_broad.json,0.1,TOP10,ddctl-8/.5/high,1.0,1.0,1.0,1.0,0.7417035781253924,9.249107168052594,6.612591949693902
universe_broad.json,0.1,TOP10,ddctl-8/.5/recover,1.0,1.0,1.0,1.0,0.6249206541608086,7.961565321166381,5.196923280485999
universe_broad.json,0.1,TOP10,ebud-0.10,1.0,0.95,1.0,1.0,1.581085130861622,1.7991384114921458,2.983851991640496
universe_broad.json,0.1,TOP10,ebud-0.20,0.375,0.525,0.55,0.15,0.8613783082288533,-1.6653345369377348e-14,0.36001847586607516
universe_broad.json,0.1,TOP10,g200-dg,0.35,0.725,0.45,0.125,0.2830116035873799,-5.551115123125782e-15,0.1573668899214064
universe_broad.json,0.1,TOP10,g200-rw,0.4,0.6,0.425,0.1,0.2976360568584302,0.0,0.09977135266364676
universe_broad.json,0.1,TOP10,stop15,0.0,0.475,0.0,0.0,,-3.319246481528609,1.5281239126054391
universe_broad.json,0.1,TOP10,stop25,0.0,0.175,0.0,0.0,,-2.931013930289561,0.6392420123796705
universe_broad.json,0.1,TOP10,v1gate-dg,1.0,0.075,1.0,1.0,0.48597613321410016,7.838280997602315,3.966217598002064
universe_broad.json,0.1,TOP10,v1gate-rw,1.0,0.1,1.0,1.0,0.7040035227721937,4.3871344812978545,2.9546434473078365
universe_broad.json,0.1,TOP10,vol60-dg,1.0,0.025,1.0,1.0,0.4816860880094913,8.09645887004558,4.066017097044461
universe_broad.json,0.1,TOP10,vol60-rw,1.0,0.025,1.0,1.0,0.6907883913738194,4.4336712674658045,2.9755756202929473
universe_broad.json,0.1,TOP20,abs12-dg,1.0,0.375,1.0,0.95,2.3900359489107466,0.2583398399655101,0.643054044867486
universe_broad.json,0.1,TOP20,abs12-rw,0.925,0.5,0.925,0.875,0.983443157340294,0.29392352006418765,0.28852254535448596
universe_broad.json,0.1,TOP20,band3-dg,1.0,0.6,1.0,1.0,0.0651616434848203,4.569108360856472,0.30267094508337195
universe_broad.json,0.1,TOP20,band3-rw,1.0,0.5,1.0,1.0,0.0201187730821315,4.530075970894776,0.0886342687388075
universe_broad.json,0.1,TOP20,ddctl-8/.5/high,1.0,1.0,1.0,1.0,0.5366617935300757,11.247289425254841,5.972084255795551
universe_broad.json,0.1,TOP20,ddctl-8/.5/recover,1.0,1.0,1.0,1.0,0.6960046965210593,7.269691636783387,5.123947758494185
universe_broad.json,0.1,TOP20,ebud-0.10,1.0,1.0,1.0,1.0,0.3914043252972395,3.7627986180038153,1.4118363883065754
universe_broad.json,0.1,TOP20,ebud-0.20,0.9,0.275,0.925,0.6,0.10388868947252515,0.1290221907824462,0.06906280507746884
universe_broad.json,0.1,TOP20,g200-dg,1.0,0.05,1.0,1.0,0.08105311295290746,3.236264388633203,0.2525412995573739
universe_broad.json,0.1,TOP20,g200-rw,1.0,0.4,1.0,1.0,0.011889555963434249,3.1445954084506402,0.03849617954401195
universe_broad.json,0.1,TOP20,stop15,0.0,0.0,0.0,0.0,,-2.7257659988509264,1.3296888303382937
universe_broad.json,0.1,TOP20,stop25,0.0,0.5,0.0,0.0,,-2.0870467233070347,0.33968856507899936
universe_broad.json,0.1,TOP20,v1gate-dg,1.0,0.225,1.0,1.0,0.3349719517574341,7.333429357665105,2.6093735864846646
universe_broad.json,0.1,TOP20,v1gate-rw,1.0,0.1,1.0,1.0,0.35712809290994935,5.480964126200055,1.9699443550506122
universe_broad.json,0.1,TOP20,vol60-dg,1.0,0.475,1.0,1.0,0.32315205594234575,7.333429357665089,2.5110232129126886
universe_broad.json,0.1,TOP20,vol60-rw,1.0,0.1,1.0,1.0,0.5218984180896193,4.362483954757068,2.2899211921101887
universe_broad.json,0.1,TOP3,abs12-dg,0.45,0.45,0.0,0.0,,0.0,0.5022567275024259
universe_broad.json,0.1,TOP3,abs12-rw,0.45,0.4,0.0,0.0,,0.0,0.2753886377361736
universe_broad.json,0.1,TOP3,band3-dg,0.425,0.5,0.05,0.025,-0.1089896678099412,0.0,0.0527497351087702
universe_broad.json,0.1,TOP3,band3-rw,0.375,0.4,0.05,0.025,-0.1453106579300769,-1.1102230246251564e-14,0.08356229158172909
universe_broad.json,0.1,TOP3,ddctl-8/.5/high,1.0,1.0,1.0,1.0,0.6848705597448319,15.055512954689423,10.62577707635154
universe_broad.json,0.1,TOP3,ddctl-8/.5/recover,1.0,1.0,1.0,1.0,0.7616201964435444,13.129860586312576,9.88526662634629
universe_broad.json,0.1,TOP3,ebud-0.10,1.0,1.0,1.0,0.975,0.7182434666842977,5.381184559631458,4.318957116675826
universe_broad.json,0.1,TOP3,ebud-0.20,0.9,0.825,0.9,0.85,0.39102160252897217,1.2869833021827926,0.9039457399676709
universe_broad.json,0.1,TOP3,g200-dg,0.475,0.425,0.05,0.025,-0.155556040579449,0.0,0.0644871203671182
universe_broad.json,0.1,TOP3,g200-rw,0.3,0.4,0.05,0.025,-0.1357528763214888,-1.1102230246251564e-14,0.05173174834047775
universe_broad.json,0.1,TOP3,stop15,0.85,0.9,0.85,0.85,1.063200755825104,1.7481432502219896,2.495998379496378
universe_broad.json,0.1,TOP3,stop25,0.575,0.0,0.6,0.575,0.487765135085043,1.0751867691189632,0.6958318429154398
universe_broad.json,0.1,TOP3,v1gate-dg,0.925,0.175,0.95,0.9,1.2499982345747072,6.856625809654099,9.606060933367743
universe_broad.json,0.1,TOP3,v1gate-rw,0.8,0.1,0.925,0.8,1.6165126477795022,3.888240884150518,7.153725002643907
universe_broad.json,0.1,TOP3,vol60-dg,0.9,0.175,0.925,0.875,1.2504607586783538,6.839467020977391,9.60467684984072
universe_broad.json,0.1,TOP3,vol60-rw,0.775,0.1,0.9,0.775,1.4344887686973031,3.511931720653255,7.034963527373106
universe_broad.json,0.1,TOP40,abs12-dg,1.0,0.6,1.0,1.0,4.300859532026799,0.3640475842449808,1.5656866082085719
universe_broad.json,0.1,TOP40,abs12-rw,0.7,0.525,0.7,0.525,3.852486776173376,0.1235968525990616,0.9588502376296271
universe_broad.json,0.1,TOP40,band3-dg,1.0,0.85,1.0,1.0,0.22576868853000737,4.892930049932737,1.1036016265574156
universe_broad.json,0.1,TOP40,band3-rw,1.0,0.875,1.0,1.0,0.17294695660807619,5.004478848237525,0.8436040946178003
universe_broad.json,0.1,TOP40,ddctl-8/.5/high,1.0,1.0,1.0,1.0,0.7186135217673498,7.194870035951839,5.1405493865766205
universe_broad.json,0.1,TOP40,ddctl-8/.5/recover,1.0,1.0,1.0,1.0,0.5417080224383479,7.168723145912226,3.8679853180468067
universe_broad.json,0.1,TOP40,ebud-0.10,1.0,0.925,1.0,1.0,0.0594839368016528,2.532489375885166,0.1434013546792956
universe_broad.json,0.1,TOP40,ebud-0.20,0.75,0.75,0.675,0.05,-0.1911772479838038,0.0070725930356341,-0.03615823390504805
universe_broad.json,0.1,TOP40,g200-dg,1.0,0.375,1.0,1.0,0.23119212325704608,5.051609964643921,1.1493221250068797
universe_broad.json,0.1,TOP40,g200-rw,1.0,0.425,1.0,1.0,0.1826314382679681,5.397189572110346,0.9630580806790134
universe_broad.json,0.1,TOP40,stop15,0.0,0.475,0.0,0.0,,-1.7617812474764682,1.0499297380962558
universe_broad.json,0.1,TOP40,stop25,0.0,0.05,0.0,0.0,,-1.4200937712925077,0.2488949338737223
universe_broad.json,0.1,TOP40,v1gate-dg,1.0,0.425,1.0,1.0,0.40404174395452164,6.757000507469734,2.7050962123243205
universe_broad.json,0.1,TOP40,v1gate-rw,1.0,0.15,1.0,1.0,0.3879327031780307,5.683218673635782,2.1317268651026566
universe_broad.json,0.1,TOP40,vol60-dg,1.0,0.55,1.0,1.0,0.2823377921150292,6.604119180657436,1.873211878227854
universe_broad.json,0.1,TOP40,vol60-rw,1.0,0.175,1.0,1.0,0.2719379297726603,5.380300474024602,1.4278730078142177
universe_broad.json,0.1,TOP5,abs12-dg,0.3,0.65,0.0,0.0,,0.0,0.6090715054348106
universe_broad.json,0.1,TOP5,abs12-rw,0.475,0.525,0.0,0.0,,0.0,0.7051130646577919
universe_broad.json,0.1,TOP5,band3-dg,0.475,0.425,0.25,0.2,0.10483740835667175,0.0,0.1917248565689755
universe_broad.json,0.1,TOP5,band3-rw,0.275,0.6,0.1,0.025,0.1642688895255653,-5.551115123125782e-15,0.24310194791075102
universe_broad.json,0.1,TOP5,ddctl-8/.5/high,1.0,1.0,1.0,1.0,1.0963669254925645,8.469859204881097,9.471114321452346
universe_broad.json,0.1,TOP5,ddctl-8/.5/recover,1.0,1.0,1.0,1.0,1.098906447988629,7.598857932444341,8.768866676632136
universe_broad.json,0.1,TOP5,ebud-0.10,0.975,1.0,0.975,0.975,3.769962462460988,1.1313676694339136,4.571385009893369
universe_broad.json,0.1,TOP5,ebud-0.20,0.55,0.95,0.6,0.35,0.6162648322327252,1.1102230246251564e-14,0.6888870599176866
universe_broad.json,0.1,TOP5,g200-dg,0.425,0.55,0.05,0.0,,0.0,0.1542306950298999
universe_broad.json,0.1,TOP5,g200-rw,0.4,0.525,0.075,0.0,,0.0,0.06081943992741751
universe_broad.json,0.1,TOP5,stop15,0.0,0.725,0.0,0.0,,-1.8351444378391701,2.0406218804493337
universe_broad.json,0.1,TOP5,stop25,0.025,0.175,0.025,0.025,0.4414359718757197,-2.2303399044446834,0.5235309985091585
universe_broad.json,0.1,TOP5,v1gate-dg,0.925,0.075,0.925,0.925,1.4249306843235865,5.073139315527097,7.780034982980288
universe_broad.json,0.1,TOP5,v1gate-rw,1.0,0.325,1.0,1.0,0.803925107486946,6.417796620944477,5.332086518631618
universe_broad.json,0.1,TOP5,vol60-dg,0.925,0.075,0.925,0.925,1.4022426930484064,5.073139315527075,7.71993838916365
universe_broad.json,0.1,TOP5,vol60-rw,1.0,0.325,1.0,1.0,0.7895030908988214,6.317849419269983,5.056333202907359
universe_broad.json,0.1,V1u,abs12-dg,0.95,0.8,0.95,0.9,0.1613326808732923,0.3418788650710214,0.09092254770970415
universe_broad.json,0.1,V1u,abs12-rw,0.65,0.2,0.65,0.625,-0.0929364062115233,0.479196769713397,-0.0591228567734747
universe_broad.json,0.1,V1u,band3-dg,0.3,0.6,0.3,0.15,0.622120742815487,-0.07030190975691455,0.16005758780992524
universe_broad.json,0.1,V1u,band3-rw,0.875,0.6,0.875,0.85,0.02468920197022495,1.081570577569274,0.1111608931523844
universe_broad.json,0.1,V1u,ddctl-8/.5/high,1.0,0.95,1.0,1.0,0.347392574673015,7.140401284872578,2.4413890893432706
universe_broad.json,0.1,V1u,ddctl-8/.5/recover,1.0,0.7,1.0,1.0,0.39584521119360794,6.928605317569924,2.6899076817966665
universe_broad.json,0.1,V1u,ebud-0.10,1.0,1.0,1.0,1.0,0.2759261359241822,14.341442901595663,3.984758021935087
universe_broad.json,0.1,V1u,ebud-0.20,1.0,0.95,1.0,1.0,0.3730081585271414,6.183610295608627,2.1848533976555395
universe_broad.json,0.1,V1u,g200-dg,0.3,0.875,0.3,0.2,0.5335427096789326,-0.17814688750984464,0.19495050299961345
universe_broad.json,0.1,V1u,g200-rw,0.85,0.9,0.85,0.85,-0.11832759526919526,2.0044807738272663,-0.2165220240039289
