panel,book,arm,d0,d10,family,dTurn,class
U56,V1u,g200-dg,-0.01331314556631169,-0.010659913948176891,gate,-0.3853043010377526,SIGNAL
U56,V1u,g200-rw,0.015222340278235769,0.01716510737347876,gate,0.38506781943959467,not-a-KILL
U56,V1u,band3-dg,-0.01016662026117976,-0.006317493678745234,gate,-0.44783870122323677,SIGNAL
U56,V1u,band3-rw,0.006912668134228528,0.013815771120777032,gate,-0.27957539048105673,not-a-KILL
U56,V1u,abs12-dg,-0.012367695261828349,-0.005956912377735102,gate,-0.9321516509265138,SIGNAL
U56,V1u,abs12-rw,-0.009204062054474771,-0.0016766244867918445,gate,-0.23491274235433934,SIGNAL
U56,V1u,vol60-dg,0.0,0.0,gate,0.0,not-a-KILL
U56,V1u,vol60-rw,0.0,0.0,gate,0.0,not-a-KILL
U56,V1u,v1gate-dg,-0.01331314556631169,-0.010659913948176891,gate,-0.3853043010377526,SIGNAL
U56,V1u,v1gate-rw,-0.00036493570214879423,0.0014468501113216181,gate,0.34961369266249775,not-a-KILL
U56,V1u,stop10,-0.0202277965018699,-0.024097389629050503,stop,0.28022163941901823,SIGNAL
U56,V1u,stop15,-0.0009958384544721532,-0.0011695209071446167,stop,0.015040110594814138,MARGINAL
U56,V1u,stop20,0.0,0.0,stop,0.0,not-a-KILL
U56,V1u,stop25,0.0,0.0,stop,0.0,not-a-KILL
U56,V1u,stop30,0.0,0.0,stop,0.0,not-a-KILL
U56,V1u,dd5-recover,-0.2440904521555235,-0.3573596583230659,dd,-7.651425510569627,SIGNAL
U56,V1u,dd5-high,-0.24633337787871568,-0.24974872828118455,dd,-9.31528308074149,SIGNAL
U56,V1u,dd8-recover,-0.12392967032689473,-0.12149202143774951,dd,-4.906929735736107,SIGNAL
U56,V1u,dd8-high,-0.1256398254058939,-0.14570167372987153,dd,-6.908425809067229,SIGNAL
U56,V1u,dd12-recover,-0.1399136850185,-0.13842338058883874,dd,-3.008708143846949,SIGNAL
U56,V1u,dd12-high,-0.07581294280891715,-0.11842111276124667,dd,-4.83033192386381,SIGNAL
U56,V1u,ebud0.05,-0.2085105659995532,-0.16217311088376807,bud,-18.042126895848746,SIGNAL
U56,V1u,ebud0.10,-0.14731642548770552,-0.11309779889880645,bud,-12.954907845038996,SIGNAL
U56,V1u,ebud0.20,-0.08692109825704109,-0.07301926758658861,bud,-4.964779083388795,SIGNAL
U56,V1u,ebud0.40,-0.02290068826584213,-0.02183503809041243,bud,-0.5267362513162581,SIGNAL
U56,TOP20,g200-dg,-0.0220316403371712,-0.026072782410295536,gate,-0.07429057334214839,SIGNAL
U56,TOP20,g200-rw,-0.018907283062792546,-0.024114584825910113,gate,0.12771884583051296,SIGNAL
U56,TOP20,band3-dg,-0.013143859860982321,-0.014033002953133034,gate,-0.42043224346424424,SIGNAL
U56,TOP20,band3-rw,-0.017361306709833713,-0.017412274302511577,gate,-0.4691113956366575,SIGNAL
U56,TOP20,abs12-dg,-0.06662393487987206,-0.06681414413092956,gate,-0.5299545093848028,SIGNAL
U56,TOP20,abs12-rw,-0.05617577276667096,-0.05611616413707066,gate,-0.33917698335210034,SIGNAL
U56,TOP20,vol60-dg,-0.06810480225678406,-0.0792678413340322,gate,0.3215165292602542,SIGNAL
U56,TOP20,vol60-rw,-0.039500157831474425,-0.04882613156697446,gate,0.4810449542394064,SIGNAL
U56,TOP20,v1gate-dg,-0.09125592929323911,-0.10531369109969613,gate,0.1954608321739073,SIGNAL
U56,TOP20,v1gate-rw,-0.06449267403441028,-0.07854768044587357,gate,0.5844237244827877,SIGNAL
U56,TOP20,stop10,-0.004680239968150479,-0.0390119684027892,stop,3.6908668847512907,COST
U56,TOP20,stop15,-0.022285832838495834,-0.0361616480204503,stop,1.4348066175312333,SIGNAL
U56,TOP20,stop20,-0.014875335992964756,-0.021333540345880975,stop,0.6187993129533957,SIGNAL
U56,TOP20,stop25,-0.004887241289079469,-0.007361904397711783,stop,0.2550135324520557,MARGINAL
U56,TOP20,stop30,-0.005163577733138913,-0.0067420671782743025,stop,0.14488238253892405,SIGNAL
U56,TOP20,dd5-recover,-0.25638262164106085,-0.21587711323899883,dd,-1.797719269198831,SIGNAL
U56,TOP20,dd5-high,-0.15324849850926103,-0.17888295648647778,dd,-2.5964421866842606,SIGNAL
U56,TOP20,dd8-recover,-0.11546437582281976,-0.12880259039077968,dd,-1.3003854356478088,SIGNAL
U56,TOP20,dd8-high,-0.16154559560578674,-0.17392476462953066,dd,-2.1161052728753225,SIGNAL
U56,TOP20,dd12-recover,-0.10184238448109051,-0.12059487781406708,dd,-0.5162237570392012,SIGNAL
U56,TOP20,dd12-high,-0.0822008356637387,-0.09411616291498248,dd,-0.8120011260911326,SIGNAL
U56,TOP20,ebud0.05,-0.071521466687259,-0.04930454657503258,bud,-3.862928217465268,SIGNAL
U56,TOP20,ebud0.10,0.0017921510918212924,0.005747090767939778,bud,-0.7579258362976802,not-a-KILL
U56,TOP20,ebud0.20,-0.0005811205123018581,-0.0006936324690220985,bud,0.00375686081698845,MARGINAL
U56,TOP20,ebud0.40,0.0,0.0,bud,0.0,not-a-KILL
U56,EWall,g200-dg,0.08451431521488995,0.04643588416725386,gate,2.307962873615736,not-a-KILL
U56,EWall,g200-rw,0.031913014701018705,-0.033709687260359944,gate,6.789310506855893,COST+
U56,EWall,band3-dg,0.0988402723698707,0.08091914992802085,gate,0.946346718683148,not-a-KILL
U56,EWall,band3-rw,0.07111729382877385,0.03638351010143981,gate,3.487364536323616,not-a-KILL
U56,EWall,abs12-dg,-0.01127901083109717,-0.03382102275992227,gate,1.5232232809495525,SIGNAL
U56,EWall,abs12-rw,-0.011841065005969487,-0.05326151200272822,gate,4.489001838987073,SIGNAL
U56,EWall,vol60-dg,0.016049984553849983,0.009403505998847761,gate,0.5610776879098038,not-a-KILL
U56,EWall,vol60-rw,0.011851765485449528,0.001513857242799066,gate,1.029931867653413,not-a-KILL
U56,EWall,v1gate-dg,0.03216781678304237,-0.011026446355235198,gate,2.4665611950450748,COST+
U56,EWall,v1gate-rw,0.0007072391131157652,-0.0753168115752787,gate,7.382350043527368,COST
U56,EWall,stop10,-0.0072593178562985194,-0.05451502862085866,stop,4.980006743037146,SIGNAL
U56,EWall,stop15,-0.007227409992605516,-0.029988059030232606,stop,2.438688417764679,SIGNAL
U56,EWall,stop20,0.0007539042782844785,-0.01149280398867103,stop,1.3194212259062692,COST
U56,EWall,stop25,0.0019513560515398432,-0.005583894082015206,stop,0.8246683804774066,MARGINAL
U56,EWall,stop30,0.0022510100437524994,-0.00233465873543115,stop,0.5076014449178816,MARGINAL
