rung_set,panel,ladder,stat,units,rung_count,end_rungs,peak,runner_up,gap,spread,floor,floor_capped,floor_infinite,rel_floor,n_unresolved,n_pairs,largest_unresolved,tie_size,tie_set,decided,whole_ladder
CORE,U56,N,S_FULL,Sharpe,9,5..40,12,15,0.007068668245825416,0.18322104889544333,0.1761523806496179,0.1761523806496179,False,0.9614199990206408,32,36,0.1537365394298984,7,12;10;15;20;25;30;40,False,False
CORE,U56,N,S_OOS,Sharpe,9,5..40,15,12,0.014730064937639176,0.2902903436047862,0.27556027866714705,0.27556027866714705,False,0.9492574752755355,32,36,0.26405478158276907,8,15;8;10;12;20;25;30;40,False,False
CORE,U56,N,CAGR,pp of CAGR,9,5..40,5,12,0.12264140835065618,4.3700319617852035,4.247390553434547,4.247390553434547,False,0.9719358097553694,19,36,3.8195536351496084,8,5;8;10;12;15;20;25;30,False,False
CORE,U56,N,DD,pp of MaxDD,9,5..40,20,12,1.0416639841034687,6.726027403333877,5.684363419230408,5.684363419230408,False,0.8451293874320005,34,36,5.0825399429743605,8,20;8;10;12;15;25;30;40,False,False
CORE,U56,H,S_FULL,Sharpe,4,21..252,252,126,0.025078881717488066,0.06337993535645858,inf,0.06337993535645858,True,1.0,6,6,0.06337993535645858,4,252;21;63;126,False,True
CORE,U56,H,S_OOS,Sharpe,4,21..252,252,126,0.028770378742377645,0.08847533187304535,inf,0.08847533187304535,True,1.0,6,6,0.08847533187304535,4,252;21;63;126,False,True
CORE,U56,H,CAGR,pp of CAGR,4,21..252,252,126,0.3049987073677549,1.5304197924899796,1.5304197924899796,1.5304197924899796,False,1.0,5,6,1.2254210851222247,3,252;63;126,False,False
CORE,U56,H,DD,pp of MaxDD,4,21..252,126,21,1.1140575191411841,6.564551170891317,inf,6.564551170891317,True,1.0,6,6,6.564551170891317,4,126;21;63;252,False,True
CORE,U56,GROSS,S_FULL,Sharpe,10,0.3..0.75,0.75,0.7,0.0001556639667841253,0.0017882751492677151,0.0016326111824835898,0.0016326111824835898,False,0.9129530112589953,19,45,0.001550437775947211,9,0.75;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7,False,False
CORE,U56,GROSS,S_OOS,Sharpe,10,0.3..0.75,0.75,0.7,0.00019477495026443137,0.0021154912506546886,inf,0.0021154912506546886,True,1.0,26,45,0.0021154912506546886,10,0.75;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7,False,True
CORE,U56,GROSS,CAGR,pp of CAGR,10,0.3..0.75,0.75,0.7,1.0495280990911553,9.401691141620727,1.0380692471477992,1.0380692471477992,False,0.11041303436913902,0,45,0.0,1,0.75,True,False
CORE,U56,GROSS,DD,pp of MaxDD,10,0.3..0.75,0.3,0.35,1.2859290693538092,11.137235203817976,1.1938432556992673,1.1938432556992673,False,0.10719386219750515,0,45,0.0,1,0.3,True,False
CORE,U56,CADENCE,S_FULL,Sharpe,4,D..Q,W,Q,0.0008674369892938127,0.058865156398083096,inf,0.058865156398083096,True,1.0,6,6,0.058865156398083096,4,W;D;M;Q,False,True
CORE,U56,CADENCE,S_OOS,Sharpe,4,D..Q,Q,W,0.008308398644119697,0.09704441230057848,inf,0.09704441230057848,True,1.0,6,6,0.09704441230057848,4,Q;D;W;M,False,True
CORE,U56,CADENCE,CAGR,pp of CAGR,4,D..Q,W,D,0.16042241106593025,0.906597672704823,inf,0.906597672704823,True,1.0,6,6,0.906597672704823,4,W;D;M;Q,False,True
CORE,U56,CADENCE,DD,pp of MaxDD,4,D..Q,W,Q,0.8170754711183754,4.003291955027809,inf,4.003291955027809,True,1.0,6,6,4.003291955027809,4,W;D;M;Q,False,True
CORE,B136,N,S_FULL,Sharpe,9,5..40,30,25,0.0013056747034598803,0.12053112976248326,inf,0.12053112976248326,True,1.0,35,36,0.12053112976248326,9,30;5;8;10;12;15;20;25;40,False,True
CORE,B136,N,S_OOS,Sharpe,9,5..40,30,25,0.007302318218142201,0.3008648592605092,0.22338792431073118,0.22338792431073118,False,0.7424859282662412,20,36,0.1840772249292124,7,30;10;12;15;20;25;40,False,False
CORE,B136,N,CAGR,pp of CAGR,9,5..40,5,10,0.8113364217981811,3.5944231255558456,inf,3.5944231255558456,True,1.0,33,36,3.5944231255558456,9,5;8;10;12;15;20;25;30;40,False,True
CORE,B136,N,DD,pp of MaxDD,9,5..40,15,10,0.543560127681598,8.464152973446904,6.509181522842699,6.509181522842699,False,0.7690292865999477,23,36,5.72346028834755,7,15;10;12;20;25;30;40,False,False
CORE,B136,H,S_FULL,Sharpe,4,21..252,21,63,0.002489675049586637,0.021394727541090397,inf,0.021394727541090397,True,1.0,6,6,0.021394727541090397,4,21;63;126;252,False,True
CORE,B136,H,S_OOS,Sharpe,4,21..252,252,126,0.03755133008137168,0.05154960186986668,inf,0.05154960186986668,True,1.0,6,6,0.05154960186986668,4,252;21;63;126,False,True
CORE,B136,H,CAGR,pp of CAGR,4,21..252,63,252,0.564914333987776,0.9107027373571412,inf,0.9107027373571412,True,1.0,6,6,0.9107027373571412,4,63;21;126;252,False,True
CORE,B136,H,DD,pp of MaxDD,4,21..252,126,252,2.7506960085619347,7.954516095049858,inf,7.954516095049858,True,1.0,6,6,7.954516095049858,4,126;21;63;252,False,True
CORE,B136,GROSS,S_FULL,Sharpe,10,0.3..0.75,0.75,0.7,0.00039966707365901577,0.003989077477571934,0.00039966707365901577,0.00039966707365901577,False,0.10019035125441698,0,45,0.0,1,0.75,True,False
