rung_set,panel,ladder,stat,units,rung_count,end_rungs,peak,runner_up,gap,spread,floor,floor_capped,floor_infinite,rel_floor,n_unresolved,n_pairs,largest_unresolved,tie_size,tie_set,decided,whole_ladder
CORE,B136,GROSS,S_OOS,Sharpe,10,0.3..0.75,0.75,0.7,0.00046199462908180777,0.004535882691720783,0.00046199462908180777,0.00046199462908180777,False,0.10185330187773008,0,45,0.0,1,0.75,True,False
CORE,B136,GROSS,CAGR,pp of CAGR,10,0.3..0.75,0.75,0.7,1.0724850854269423,9.652220143086685,1.0702988360427712,1.0702988360427712,False,0.1108862852459248,0,45,0.0,1,0.75,True,False
CORE,B136,GROSS,DD,pp of MaxDD,10,0.3..0.75,0.3,0.35,1.39601645431493,12.06820564370834,1.2864280606593717,1.2864280606593717,False,0.10659646501218185,0,45,0.0,1,0.3,True,False
CORE,B136,CADENCE,S_FULL,Sharpe,4,D..Q,M,W,0.008627249572870754,0.07115495315410092,inf,0.07115495315410092,True,1.0,6,6,0.07115495315410092,4,M;D;W;Q,False,True
CORE,B136,CADENCE,S_OOS,Sharpe,4,D..Q,M,W,0.055439762951079885,0.11325529524020728,inf,0.11325529524020728,True,1.0,6,6,0.11325529524020728,4,M;D;W;Q,False,True
CORE,B136,CADENCE,CAGR,pp of CAGR,4,D..Q,M,D,0.09001606372775939,1.8463253895186096,inf,1.8463253895186096,True,1.0,6,6,1.8463253895186096,4,M;D;W;Q,False,True
CORE,B136,CADENCE,DD,pp of MaxDD,4,D..Q,W,Q,1.3764460187531853,7.623470897118423,inf,7.623470897118423,True,1.0,6,6,7.623470897118423,4,W;D;M;Q,False,True
EXT,U56,N,S_FULL,Sharpe,9,5..40,12,15,0.007068668245825416,0.18322104889544333,0.1761523806496179,0.1761523806496179,False,0.9614199990206408,32,36,0.1537365394298984,7,12;10;15;20;25;30;40,False,False
EXT,U56,N,S_OOS,Sharpe,9,5..40,15,12,0.014730064937639176,0.2902903436047862,0.27556027866714705,0.27556027866714705,False,0.9492574752755355,32,36,0.26405478158276907,8,15;8;10;12;20;25;30;40,False,False
EXT,U56,N,CAGR,pp of CAGR,9,5..40,5,12,0.12264140835065618,4.3700319617852035,4.247390553434547,4.247390553434547,False,0.9719358097553694,20,36,3.8195536351496084,8,5;8;10;12;15;20;25;30,False,False
EXT,U56,N,DD,pp of MaxDD,9,5..40,20,12,1.0416639841034687,6.726027403333877,4.42332544465075,4.42332544465075,False,0.6576430899550378,29,36,3.856619951293972,8,20;8;10;12;15;25;30;40,False,False
EXT,U56,H,S_FULL,Sharpe,9,21..378,252,378,0.005795070602756525,0.09765421203579927,inf,0.09765421203579927,True,1.0,36,36,0.09765421203579927,9,252;21;42;63;84;126;168;210;378,False,True
EXT,U56,H,S_OOS,Sharpe,9,21..378,252,126,0.028770378742377645,0.168697775676816,0.15737172443451675,0.15737172443451675,False,0.9328618815698128,34,36,0.13992739693443834,7,252;21;42;63;84;126;168,False,False
EXT,U56,H,CAGR,pp of CAGR,9,21..378,168,252,0.22749455426469467,1.9649318493969652,1.4324385877645156,1.4324385877645156,False,0.7290016639529402,29,36,1.417486780975107,7,168;63;84;126;210;252;378,False,False
EXT,U56,H,DD,pp of MaxDD,9,21..378,126,21,1.1140575191411841,6.564551170891317,inf,6.564551170891317,True,1.0,36,36,6.564551170891317,9,126;21;42;63;84;168;210;252;378,False,True
EXT,U56,GROSS,S_FULL,Sharpe,10,0.3..0.75,0.75,0.7,0.0001556639667841253,0.0017882751492677151,0.0016326111824835898,0.0016326111824835898,False,0.9129530112589953,18,45,0.001550437775947211,9,0.75;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7,False,False
EXT,U56,GROSS,S_OOS,Sharpe,10,0.3..0.75,0.75,0.7,0.00019477495026443137,0.0021154912506546886,inf,0.0021154912506546886,True,1.0,25,45,0.0021154912506546886,10,0.75;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7,False,True
EXT,U56,GROSS,CAGR,pp of CAGR,10,0.3..0.75,0.75,0.7,1.0495280990911553,9.401691141620727,1.0380692471477992,1.0380692471477992,False,0.11041303436913902,0,45,0.0,1,0.75,True,False
EXT,U56,GROSS,DD,pp of MaxDD,10,0.3..0.75,0.3,0.35,1.2859290693538092,11.137235203817976,1.1938432556992673,1.1938432556992673,False,0.10719386219750515,0,45,0.0,1,0.3,True,False
EXT,U56,CADENCE,S_FULL,Sharpe,9,D..4Q,2W,W,0.0038874107888593468,0.2105667248957095,0.13693762472845283,0.13693762472845283,False,0.6503288912161974,23,36,0.12021283762254686,6,2W;D;W;M;2M;Q,False,False
EXT,U56,CADENCE,S_OOS,Sharpe,9,D..4Q,Q,W,0.008308398644119697,0.23036096523592242,0.22205256659180272,0.22205256659180272,False,0.9639331314851424,32,36,0.21639395339003054,8,Q;D;2D;W;2W;M;2M;2Q,False,False
EXT,U56,CADENCE,CAGR,pp of CAGR,9,D..4Q,2W,W,0.29407914919363876,3.519407163120757,2.318823268030256,2.318823268030256,False,0.6588675764284375,23,36,2.3187303412222953,5,2W;D;W;2M;Q,False,False
EXT,U56,CADENCE,DD,pp of MaxDD,9,D..4Q,2Q,W,1.2313311041019652,6.200476242114572,inf,6.200476242114572,True,1.0,36,36,6.200476242114572,9,2Q;D;2D;W;2W;M;2M;Q;4Q,False,True
EXT,B136,N,S_FULL,Sharpe,9,5..40,30,25,0.0013056747034598803,0.12053112976248326,inf,0.12053112976248326,True,1.0,36,36,0.12053112976248326,9,30;5;8;10;12;15;20;25;40,False,True
EXT,B136,N,S_OOS,Sharpe,9,5..40,30,25,0.007302318218142201,0.3008648592605092,0.22338792431073118,0.22338792431073118,False,0.7424859282662412,20,36,0.1840772249292124,7,30;10;12;15;20;25;40,False,False
EXT,B136,N,CAGR,pp of CAGR,9,5..40,5,10,0.8113364217981811,3.5944231255558456,inf,3.5944231255558456,True,1.0,34,36,3.5944231255558456,9,5;8;10;12;15;20;25;30;40,False,True
EXT,B136,N,DD,pp of MaxDD,9,5..40,15,10,0.543560127681598,8.464152973446904,6.509181522842699,6.509181522842699,False,0.7690292865999477,22,36,5.72346028834755,6,15;10;20;25;30;40,False,False
EXT,B136,H,S_FULL,Sharpe,9,21..378,210,21,0.018550215205498377,0.07742716450721754,inf,0.07742716450721754,True,1.0,36,36,0.07742716450721754,9,210;21;42;63;84;126;168;252;378,False,True
EXT,B136,H,S_OOS,Sharpe,9,21..378,210,168,0.028507617053127765,0.1635693486119304,0.14488561972922165,0.14488561972922165,False,0.885774877498375,34,36,0.13506173155880263,7,210;21;42;63;126;168;252,False,False
EXT,B136,H,CAGR,pp of CAGR,9,21..378,210,168,1.3614379839505624,2.67504316566518,2.506325818586543,2.506325818586543,False,0.9369291123058632,32,36,2.273357820653011,5,210;21;63;84;168,False,False
EXT,B136,H,DD,pp of MaxDD,9,21..378,126,168,2.5305953215917114,7.976264846424929,inf,7.976264846424929,True,1.0,35,36,7.976264846424929,9,126;21;42;63;84;168;210;252;378,False,True
EXT,B136,GROSS,S_FULL,Sharpe,10,0.3..0.75,0.75,0.7,0.00039966707365901577,0.003989077477571934,0.00039966707365901577,0.00039966707365901577,False,0.10019035125441698,0,45,0.0,1,0.75,True,False
EXT,B136,GROSS,S_OOS,Sharpe,10,0.3..0.75,0.75,0.7,0.00046199462908180777,0.004535882691720783,0.00046199462908180777,0.00046199462908180777,False,0.10185330187773008,0,45,0.0,1,0.75,True,False
EXT,B136,GROSS,CAGR,pp of CAGR,10,0.3..0.75,0.75,0.7,1.0724850854269423,9.652220143086685,1.0702988360427712,1.0702988360427712,False,0.1108862852459248,0,45,0.0,1,0.75,True,False
EXT,B136,GROSS,DD,pp of MaxDD,10,0.3..0.75,0.3,0.35,1.39601645431493,12.06820564370834,1.2864280606593717,1.2864280606593717,False,0.10659646501218185,0,45,0.0,1,0.3,True,False
EXT,B136,CADENCE,S_FULL,Sharpe,9,D..4Q,2M,2Q,0.026941480903862614,0.17450190284356182,0.12476875850523728,0.12476875850523728,False,0.7149994153192156,30,36,0.11234181588213998,5,2M;W;2W;M;2Q,False,False
EXT,B136,CADENCE,S_OOS,Sharpe,9,D..4Q,2Q,2M,0.06375468007526419,0.3068408108647791,0.2326883108053579,0.2326883108053579,False,0.7583356012831707,30,36,0.18294670367407817,7,2Q;D;2D;W;2W;M;2M,False,False
EXT,B136,CADENCE,CAGR,pp of CAGR,9,D..4Q,2M,2W,0.30579428889514304,3.8501525588177756,3.024158406716948,3.024158406716948,False,0.785464565499073,28,36,2.957969721327956,7,2M;D;2D;W;2W;M;2Q,False,False
EXT,B136,CADENCE,DD,pp of MaxDD,9,D..4Q,W,Q,1.3764460187531853,7.623470897118423,inf,7.623470897118423,True,1.0,36,36,7.623470897118423,9,W;D;2D;2W;M;2M;Q;2Q;4Q,False,True
