corpus,metric,agg,degenerate,n,mean_u,median_u,loser_share,strict_last,strict_first,t_vs_half
458-frozen,Sharpe,percell,True,117,0.289935117038152,0.18055555555555555,0.1111111111111111,0.03418803418803419,0.29914529914529914,-8.058872374171425
458-frozen,Sharpe,percell,False,447,0.4389211285000822,0.4404761904761905,0.3959731543624161,0.06711409395973154,0.12527964205816555,-4.229283173083896
458-frozen,Sharpe,pooled,True,117,0.28294539598887425,0.16666666666666666,0.13675213675213677,0.07692307692307693,0.4188034188034188,-7.3801001573148834
458-frozen,Sharpe,pooled,False,444,0.4192427861911569,0.3333333333333333,0.36261261261261263,0.21171171171171171,0.3333333333333333,-4.295929044854537
458-frozen,CAGR,percell,True,115,0.3686433845567004,0.33333333333333337,0.19130434782608696,0.1391304347826087,0.2608695652173913,-4.0140261604864165
458-frozen,CAGR,percell,False,441,0.41813736183958605,0.375,0.36281179138321995,0.07029478458049887,0.14512471655328799,-5.249684477611662
458-frozen,CAGR,pooled,True,115,0.35246880089035093,0.30434782608695654,0.19130434782608696,0.16521739130434782,0.3739130434782609,-4.408771698977718
458-frozen,CAGR,pooled,False,438,0.39524231497675477,0.3125,0.3242009132420091,0.19406392694063926,0.3493150684931507,-5.601935836001739
458-frozen,MaxDD,percell,True,115,0.5318420380689789,0.5,0.41739130434782606,0.21739130434782608,0.19130434782608696,0.9365204023796407
458-frozen,MaxDD,percell,False,438,0.5307151907593113,0.5276244855571779,0.5342465753424658,0.11187214611872145,0.09817351598173515,2.0618012765855362
458-frozen,MaxDD,pooled,True,115,0.5318501788067005,0.5,0.43478260869565216,0.2956521739130435,0.2608695652173913,0.8932667694072547
458-frozen,MaxDD,pooled,False,435,0.5410032957831596,0.5,0.4896551724137931,0.2896551724137931,0.2367816091954023,2.1830371067722063
today,Sharpe,percell,True,611,0.27075872751817515,0.0,0.16693944353518822,0.1342062193126023,0.5597381342062193,-15.621405204249438
today,Sharpe,percell,False,644,0.4794446952255799,0.49213564213564215,0.42701863354037267,0.15527950310559005,0.14130434782608695,-1.5363862372239248
today,Sharpe,pooled,True,611,0.24567039497659293,0.0,0.2160392798690671,0.20458265139116202,0.6955810147299509,-15.470433696694503
today,Sharpe,pooled,False,641,0.46196072027001256,0.5,0.4165366614664587,0.296411856474259,0.3369734789391576,-2.269094255818939
today,CAGR,percell,True,609,0.26977932593984116,0.0,0.16584564860426929,0.1477832512315271,0.5747126436781609,-15.325102398656048
today,CAGR,percell,False,641,0.4678459411796031,0.47368421052631576,0.40873634945397813,0.15912636505460218,0.1606864274570983,-2.2606485839292607
today,CAGR,pooled,True,609,0.24038141535861782,0.0,0.21018062397372742,0.20361247947454844,0.7060755336617406,-15.836476939966593
today,CAGR,pooled,False,638,0.4522121830224112,0.375,0.39655172413793105,0.2884012539184953,0.3463949843260188,-2.841644310029777
today,MaxDD,percell,True,609,0.4840086577865046,0.5,0.40229885057471265,0.35139573070607555,0.3825944170771757,-0.9016574583650904
today,MaxDD,percell,False,638,0.5186752253530666,0.5,0.4952978056426332,0.15517241379310345,0.14733542319749215,1.3842646436787114
today,MaxDD,pooled,True,609,0.47301551977728346,0.5,0.45320197044334976,0.4269293924466338,0.4860426929392447,-1.3909816764182976
today,MaxDD,pooled,False,635,0.5244443679451863,0.5,0.47874015748031495,0.3228346456692913,0.28976377952755905,1.482601216627454
