book,window,months,med_CAGR,med_Sharpe,med_MaxDD,med_H1,med_H2,p90_CAGR,p90_Sharpe,p90_MaxDD,p90_H1,p90_H2,max_CAGR,max_Sharpe,max_MaxDD,max_H1,max_H2
LIVE-v2-g075-W,ALL 2011+,188,0.0013825585014179964,0.018672077872824377,0.0,0.02233623002842422,0.04764255666010908,0.0044056812625862035,0.057792966157294616,0.0,0.08188276562835506,0.1869868027520586,0.01679315651620006,0.19552785850432874,0.041677637636089004,0.5950762265879792,0.6706058365316858
LIVE-v2-g075-W,IS <=2016,71,0.0023799262098613827,0.03021804379587334,0.0,0.04686231055416479,0.10317288425598853,0.007049775400213454,0.08598144066970459,0.0,0.12897107244484007,0.2542693165584659,0.01679315651620006,0.19552785850432874,0.00944292377232736,0.5950762265879792,0.6706058365316858
LIVE-v2-g075-W,OOS 2017+,116,0.0009770299648327319,0.013644893077147113,0.0,0.01733299529397969,0.031055318377541385,0.002845005762420305,0.04029984184284685,0.0,0.04268801941906303,0.10344493922584097,0.005620145890063322,0.08441199260679033,0.041677637636089004,0.07952165672590672,0.2235737413902008
LIVE-v2-g075-W,LAST 24m,24,0.00069962292053527,0.009341882976615534,0.0,0.009403743432645939,0.02403284855433463,0.0017562458293802318,0.023192323000540815,0.0,0.024576205964344556,0.04053921903436697,0.0023083674924075925,0.02913373787471696,0.0,0.03165253433501558,0.06281689159114978
RULESv1-n5-W,ALL 2011+,188,0.0021572983012176916,0.020561853794534957,0.0,0.02148535853821809,0.048817518210883926,0.006728283472933529,0.06907784785054291,0.0,0.08466721051828918,0.18177899187869379,0.029551450640676435,0.25702117967515803,0.0259685411238334,0.6862645065944731,0.575882553015724
RULESv1-n5-W,IS <=2016,71,0.003960848286724827,0.0394400845556625,0.0,0.02933024390353689,0.08629333671773165,0.009584240848540704,0.09210964787216713,0.0,0.13693448803821107,0.3093042323629873,0.029551450640676435,0.25702117967515803,0.0259685411238334,0.6862645065944731,0.575882553015724
RULESv1-n5-W,OOS 2017+,116,0.0014220982376272895,0.014019518520020702,0.0,0.01884737642368778,0.03343049180386154,0.004667353287635012,0.04721117076705322,0.0,0.052092994687087724,0.11356926378038135,0.009599745429541118,0.09320624278136769,0.007241821953103966,0.12325998689441753,0.20329068318900323
RULESv1-n5-W,LAST 24m,24,0.0009229344257575267,0.008160761504816483,0.0,0.013463535906458823,0.02092369284834661,0.002524475416717542,0.024078824711713465,0.0,0.02797461705052522,0.04466356960338188,0.003455460214345063,0.030784822766692144,0.0,0.03828610969451518,0.058328213176374266
SPY-BH-W,ALL 2011+,188,0.00286335725420106,0.015684000960326683,0.0,0.015786951001923677,0.04234584315082329,0.010250386210176583,0.04645124001296215,0.0,0.06640999860543051,0.16946462657005135,0.03823831696554647,0.16816734258604416,0.11655165885066532,0.30906139794889087,0.4583818778585915
SPY-BH-W,IS <=2016,71,0.005730260765074879,0.024778350787818093,0.0,0.041338685944463105,0.09664819265290958,0.013295346644328188,0.059736521893043903,0.0,0.13238707714130904,0.24438032449452696,0.03823831696554647,0.16816734258604416,0.0,0.30906139794889087,0.4583818778585915
SPY-BH-W,OOS 2017+,116,0.002277997909509333,0.012562224303574454,0.0,0.010714012429977715,0.02996377165153563,0.006393035956087534,0.03676837756801454,0.0,0.031776054720355995,0.08649840445605805,0.014626917664546824,0.14118781548286574,0.11655165885066532,0.058892121004496145,0.3169592813832095
SPY-BH-W,LAST 24m,24,0.0014321711172616824,0.006799844895039042,0.0,0.006637088075758024,0.017923951362889046,0.003980138691368307,0.020118682021090017,0.0,0.016070300125004454,0.0365478371526201,0.005891269267161325,0.02957187844089193,0.0,0.01936562479455839,0.06493724432516779
TOP20-g065-M,ALL 2011+,188,0.002011033419164754,0.01950212102606863,0.0,0.022785289997071245,0.04609550406322205,0.006536999344351213,0.06174468597406371,0.0,0.08905099870443889,0.18290272661469437,0.016531920293857416,0.151789095644419,0.06300879347549493,0.6417668406821013,0.6577317239495846
TOP20-g065-M,IS <=2016,71,0.0031125664824915855,0.03181914269354791,0.0,0.04039060228701796,0.09009997021947636,0.008371866958370555,0.08771091212242665,0.0,0.1617614961630438,0.27069069649171706,0.016531920293857416,0.151789095644419,0.0,0.6417668406821013,0.6577317239495846
TOP20-g065-M,OOS 2017+,116,0.0014525238024024612,0.012991319616832642,0.0,0.019629468593996502,0.03177576847032337,0.003998490562357682,0.04232295747368542,0.0,0.043682663850812764,0.10298025276766742,0.00802033475197228,0.09031816768499024,0.06300879347549493,0.0815636443329466,0.2152401589468843
TOP20-g065-M,LAST 24m,24,0.0007976644235497821,0.008049231673995183,0.0,0.017591342442602964,0.022040082167854247,0.0028813197823587045,0.02552482892137997,0.0,0.02415770501104142,0.042873643875528514,0.0032918910417445435,0.028339559827582628,0.0,0.03970719365247599,0.06922316600303513
TOP20-g075-M,ALL 2011+,188,0.002354863626630732,0.019525181826979487,0.0,0.02241702617604524,0.045876693696139004,0.00765225007219128,0.0616973359167923,0.0,0.08901781555293936,0.18241174616564929,0.019372614249757003,0.151625187841252,0.07063040794422593,0.6419955660956338,0.6575701020103997
TOP20-g075-M,IS <=2016,71,0.0036427177214175543,0.03174817643740435,0.0,0.040304093608757086,0.08970890629329697,0.009825935139472497,0.08784349822077253,0.0,0.16183898387870077,0.2700086908780117,0.019372614249757003,0.151625187841252,0.0,0.6419955660956338,0.6575701020103997
TOP20-g075-M,OOS 2017+,116,0.001703849899014953,0.012946107217985503,0.0,0.019572160240556524,0.03176959404224278,0.004685073757267899,0.04221366520151015,0.0,0.04364135411909409,0.10247351594053411,0.009443090860185244,0.09054303944136288,0.07063040794422593,0.08168046713478794,0.21539635124865408
TOP20-g075-M,LAST 24m,24,0.0009354040451915457,0.008015669151470561,0.0,0.017562246490726685,0.02195348560186894,0.003379764059207946,0.025436674294670957,0.0,0.02412232455383698,0.04276601266778552,0.003848749997598988,0.028222831204437915,0.0,0.039597752082026094,0.06916405260709912
v2-g100-W,ALL 2011+,188,0.0018884778081740272,0.018626916032423058,0.0,0.022254759334267238,0.04764715269625175,0.006014027346828633,0.05774828600406044,0.0,0.08183321045651923,0.1864880935524931,0.023124339829184493,0.19589914220621418,0.054590708272156174,0.5969500638494143,0.6697863276031595
v2-g100-W,IS <=2016,71,0.003260388185732044,0.03025345303396132,0.0,0.04697916817980108,0.10286456498542573,0.009639212626432414,0.0859726427914036,0.0,0.12891083506929024,0.25389970911118775,0.023124339829184493,0.19589914220621418,0.012356912541487852,0.5969500638494143,0.6697863276031595
v2-g100-W,OOS 2017+,116,0.0013352162031778914,0.013645023378087484,0.0,0.017340791588277726,0.030862945459209645,0.003897945950323778,0.040293725629848676,0.0,0.04260015890542168,0.10300895162084023,0.0076938384263181,0.08438653164991061,0.054590708272156174,0.07948665892620499,0.22307191102261548
v2-g100-W,LAST 24m,24,0.0009592052735867274,0.009332359721012429,0.0,0.009405056182078098,0.024034965087457172,0.002403259225950238,0.02316462498762062,0.0,0.02451074930439887,0.04040449607503527,0.0031426164122128064,0.02898398483648723,0.0,0.03163128444803198,0.06269197451958974
