panel,book,cost,arm,tier,kind,dCAGR,dMaxDD,rate,lever,IS_lever,OOS_lever,dSharpe,IS_rate,IS_dMaxDD,OOS_rate,OOS_dMaxDD
u56,V1u,10.0,g200-dg,T1_gate,gate,0.14539786908713825,1.620419116034344,0.08972855704329806,0.40284729712308665,0.40260722925126796,0.4585746061790082,-0.010644726588315834,,-0.5762803540029227,0.05255323090556403,1.620419116034555
u56,V1u,10.0,g200-rw,T1_gate,gate,-0.33935670580780286,1.8442960694274868,-0.18400337745834225,0.40284729712308665,0.40260722925126796,0.4585746061790082,0.01709030338208306,,-0.06630141000959489,-0.4891740999934877,1.8442960694275645
u56,V1u,10.0,band3-dg,T1_gate,gate,0.08513772389000529,1.1207339237437441,0.07596604518368451,0.40284729712308665,0.40260722925126796,0.4585746061790082,-0.006308613669812391,,-0.04992710900824093,-0.03496871885604099,1.1207339237438219
u56,V1u,10.0,band3-rw,T1_gate,gate,-0.25639877771854724,2.050699931492639,-0.12502988554348016,0.40284729712308665,0.40260722925126796,0.4585746061790082,0.013763332188388544,,-0.00832858926381741,-0.4362585638984665,2.0506999314926944
u56,V1u,10.0,abs12-dg,T1_gate,gate,0.14379179599659508,2.050699931492672,0.0701183989858191,0.40284729712308665,0.40260722925126796,0.4585746061790082,-0.005914184819712842,,-0.37718216995252796,-0.1331924198996549,2.0506999314926833
u56,V1u,10.0,abs12-rw,T1_gate,gate,-0.11881753370637238,1.0737388265737335,-0.11065776030984681,0.40284729712308665,0.40260722925126796,0.4585746061790082,-0.0017461993963633349,,-1.5628847299128612,-0.5227159143088652,1.1127651993404153
u56,V1u,10.0,vol60-dg,T1_gate,gate,0.0,0.0,,0.40284729712308665,0.40260722925126796,0.4585746061790082,0.0,,0.0,,0.0
u56,V1u,10.0,vol60-rw,T1_gate,gate,0.0,0.0,,0.40284729712308665,0.40260722925126796,0.4585746061790082,0.0,,0.0,,0.0
u56,V1u,10.0,v1gate-dg,T1_gate,gate,0.14539786908713825,1.620419116034344,0.08972855704329806,0.40284729712308665,0.40260722925126796,0.4585746061790082,-0.010644726588315834,,-0.5762803540029227,0.05255323090556403,1.620419116034555
u56,V1u,10.0,v1gate-rw,T1_gate,gate,-0.1556762339723905,1.8442960694274868,-0.08440956772234302,0.40284729712308665,0.40260722925126796,0.4585746061790082,0.0013752933423393232,,-0.06630141000959489,-0.3050787878459723,1.8442960694275645
