panel,char,flavour,level,seed,n_from_B,n_from_S,cvol,mrho,beta,tpers,plevel,breadth,reach_lo,reach_hi,feasible,bandwidth,n_pool
tpers~POOL~L0.952679~4,tpers,POOL,0.952679,4,6,30,0.43212851416053244,0.20431083806674283,0.9783869173413318,0.9560367798078144,1.2705931500685748,0.5461142268612804,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.952679~5,tpers,POOL,0.952679,5,9,27,0.4395192612908914,0.17949601929719247,0.9167743858713511,0.9546941015841379,1.296014356494354,0.5443798088072692,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.960691~0,tpers,POOL,0.960691,0,9,27,0.45376416552583454,0.18162723547334408,0.9930853745062775,0.9620055187754377,1.3158396377884476,0.5314532350685885,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.960691~1,tpers,POOL,0.960691,1,8,28,0.4912664641627167,0.20214283072747619,1.0866617437794335,0.9619377227578584,1.2684313477043674,0.5309255136511221,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.960691~2,tpers,POOL,0.960691,2,8,28,0.49749736092321367,0.18145441775501292,1.078438696490759,0.9633552822404527,1.367982327928464,0.5307947226666253,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.960691~3,tpers,POOL,0.960691,3,8,28,0.5039320886655128,0.18319038693226158,1.027721360803902,0.9620648730440201,1.3138913394460947,0.5434737686849358,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.960691~4,tpers,POOL,0.960691,4,8,28,0.5174333082929791,0.2054533420596832,1.1324601009379762,0.962624138769493,1.3036292368155602,0.5163658599640091,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.960691~5,tpers,POOL,0.960691,5,9,27,0.4607988779908763,0.21516151652336327,1.0432823376481861,0.9629512885352488,1.3443503146284317,0.5481463097864954,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.965932~0,tpers,POOL,0.965932,0,13,23,0.43579150418551255,0.204373894538515,0.9336749889259813,0.9653100602691571,1.402065799457618,0.5584162913987696,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.965932~1,tpers,POOL,0.965932,1,9,27,0.42378033419999533,0.2387908449680859,1.0091904701274976,0.9654907974190086,1.3708159943095635,0.5513112754154943,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.965932~2,tpers,POOL,0.965932,2,10,26,0.5135033197507267,0.19481320489113085,1.105092053816347,0.9659278998525542,1.3383009636272571,0.5489475715350394,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.965932~3,tpers,POOL,0.965932,3,8,28,0.4976660545931621,0.21296364187473063,1.0928848632123338,0.9648950171525517,1.2360385571885861,0.49936630634848594,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.965932~4,tpers,POOL,0.965932,4,6,30,0.4899044397914185,0.17124590002167567,0.9751104587765173,0.9666526864581717,1.264278729593505,0.5229757625794808,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.965932~5,tpers,POOL,0.965932,5,11,25,0.5029407832638371,0.228693830383239,1.1051940099594157,0.9658738638227118,1.404890419976663,0.5454118376521409,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.970456~0,tpers,POOL,0.970456,0,7,29,0.5095544118701218,0.2038499050302265,1.1258523795568767,0.9697834598786039,1.3132277850982383,0.5219501057597535,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.970456~1,tpers,POOL,0.970456,1,11,25,0.492500951313866,0.17257771313919287,0.9597641938520806,0.9685698561578412,1.4865426725485804,0.5256597441505032,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.970456~2,tpers,POOL,0.970456,2,8,28,0.48983477972378225,0.24000727044526007,1.0883464087652677,0.970274292272182,1.3491663466912673,0.5513712437200825,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.970456~3,tpers,POOL,0.970456,3,13,23,0.4891447400048444,0.24624851298665054,1.1345673238097524,0.9697278498925517,1.389259370369576,0.5593457566208816,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.970456~4,tpers,POOL,0.970456,4,12,24,0.45859150243272406,0.1813820155450566,0.9123747488759154,0.9689260837713642,1.397684016701328,0.5465143855607165,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.970456~5,tpers,POOL,0.970456,5,9,27,0.5049125394815177,0.2091274918712535,1.0760657097382362,0.969949358393116,1.439727430118623,0.5372652946866249,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.977975~0,tpers,POOL,0.977975,0,11,25,0.47615679386428167,0.20933626878700332,1.0455767673850518,0.9725972800449819,1.395019487422674,0.5411372695725074,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.977975~1,tpers,POOL,0.977975,1,12,24,0.4513885780346627,0.24578791462186775,1.03354622163661,0.9746791037341919,1.5444382224741737,0.5960744162106579,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.977975~2,tpers,POOL,0.977975,2,11,25,0.508777366854901,0.18728606133802214,1.0010097685544344,0.9748328591254695,1.4749202955050484,0.5876151582605915,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.977975~3,tpers,POOL,0.977975,3,11,25,0.5145684862114207,0.18510723764910883,1.0786957957532803,0.9758918904789543,1.4528009774027915,0.5337119141198385,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.977975~4,tpers,POOL,0.977975,4,14,22,0.5119200567085788,0.19554716845681214,1.0716466450732096,0.9752440548370481,1.4022208580392796,0.5519331111276705,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~POOL~L0.977975~5,tpers,POOL,0.977975,5,16,20,0.4496019698115823,0.19367399391685364,0.9887114286609618,0.9744344463363347,1.4050355491604813,0.5686907838704482,0.9381464859654852,0.9844638956779885,True,0.0058130061704781185,573
tpers~BONLY~L0.960691~0,tpers,BONLY,0.960691,0,36,0,0.24273705652040548,0.28335136390434434,0.7254565715809437,0.962923207488411,1.8096006046545412,0.6596979055491216,0.9583442041156969,0.9771740737121886,True,0.0058130061704781185,134
tpers~BONLY~L0.960691~1,tpers,BONLY,0.960691,1,36,0,0.2665109653759903,0.321377178037089,0.8365198062508484,0.9632229903640186,1.8242756041549977,0.6660130051066684,0.9583442041156969,0.9771740737121886,True,0.0058130061704781185,134
tpers~BONLY~L0.960691~2,tpers,BONLY,0.960691,2,36,0,0.2644285931190422,0.311558626086262,0.8575352127837148,0.9633400127016477,1.8675377108297337,0.6629365591412212,0.9583442041156969,0.9771740737121886,True,0.0058130061704781185,134
tpers~BONLY~L0.960691~3,tpers,BONLY,0.960691,3,36,0,0.2730134167095221,0.349202524025295,0.8844322725709961,0.9635857421248473,1.82524290087728,0.6606454042434013,0.9583442041156969,0.9771740737121886,True,0.0058130061704781185,134
tpers~BONLY~L0.960691~4,tpers,BONLY,0.960691,4,36,0,0.2805180092239511,0.31790162597970945,0.9081817798415126,0.9639992491557803,1.881186518557456,0.6606310223978321,0.9583442041156969,0.9771740737121886,True,0.0058130061704781185,134
tpers~BONLY~L0.960691~5,tpers,BONLY,0.960691,5,36,0,0.26571351535002785,0.34376825716955883,0.8762317396141996,0.9636654150713204,1.7797266028015615,0.6688023707337012,0.9583442041156969,0.9771740737121886,True,0.0058130061704781185,134
tpers~BONLY~L0.965932~0,tpers,BONLY,0.965932,0,36,0,0.27923964398216206,0.38753311757296177,1.0079143078635135,0.9685411462128223,1.7673450862964346,0.6885104192686453,0.9583442041156969,0.9771740737121886,True,0.0058130061704781185,134
tpers~BONLY~L0.965932~1,tpers,BONLY,0.965932,1,36,0,0.25782950136041055,0.3534124877498053,0.9091075086650869,0.9672317219682662,1.877620333429583,0.7002505337332402,0.9583442041156969,0.9771740737121886,True,0.0058130061704781185,134
tpers~BONLY~L0.965932~2,tpers,BONLY,0.965932,2,36,0,0.25702770385620916,0.34472054320401163,0.8688745939871284,0.9663247225127021,1.8664425897900214,0.6767135100741933,0.9583442041156969,0.9771740737121886,True,0.0058130061704781185,134
tpers~BONLY~L0.965932~3,tpers,BONLY,0.965932,3,36,0,0.257150202982995,0.40006386810474154,0.9580505594223163,0.9672407177436272,1.798755350490091,0.6952560725450567,0.9583442041156969,0.9771740737121886,True,0.0058130061704781185,134
tpers~BONLY~L0.965932~4,tpers,BONLY,0.965932,4,36,0,0.26949861220654486,0.3374252092822239,0.8810814286078531,0.9671892695327635,1.8333772204445553,0.6571559477391338,0.9583442041156969,0.9771740737121886,True,0.0058130061704781185,134
tpers~BONLY~L0.965932~5,tpers,BONLY,0.965932,5,36,0,0.2670887728287832,0.32150128846335907,0.8770562171087148,0.9669536129673619,1.8025488387150332,0.6822844047808282,0.9583442041156969,0.9771740737121886,True,0.0058130061704781185,134
tpers~BONLY~L0.970456~0,tpers,BONLY,0.970456,0,36,0,0.28456643037401375,0.36175040593865837,1.0262771873227965,0.9699779970418498,1.7997566686931536,0.6844925523857611,0.9583442041156969,0.9771740737121886,True,0.0058130061704781185,134
tpers~BONLY~L0.970456~1,tpers,BONLY,0.970456,1,36,0,0.2489754421068542,0.29821084952751536,0.8430891775626549,0.9693220386134757,1.7666790118797309,0.6791448100460976,0.9583442041156969,0.9771740737121886,True,0.0058130061704781185,134
tpers~BONLY~L0.970456~2,tpers,BONLY,0.970456,2,36,0,0.2904081560809401,0.3436173621249068,0.9904564043677315,0.9695492494354707,1.8290141700863884,0.6634459792500691,0.9583442041156969,0.9771740737121886,True,0.0058130061704781185,134
tpers~BONLY~L0.970456~3,tpers,BONLY,0.970456,3,36,0,0.25228495526365724,0.4218656234220858,0.9376558607017749,0.969167218606032,1.8540223434564373,0.6965377599140117,0.9583442041156969,0.9771740737121886,True,0.0058130061704781185,134
tpers~BONLY~L0.970456~4,tpers,BONLY,0.970456,4,36,0,0.2661931033780218,0.36273929034594365,0.9212225999455939,0.9697418608151642,1.8576634349861654,0.6800306121205726,0.9583442041156969,0.9771740737121886,True,0.0058130061704781185,134
tpers~BONLY~L0.970456~5,tpers,BONLY,0.970456,5,36,0,0.2411922744262442,0.33407506790172387,0.8588580278906913,0.9692027161647753,1.829284141343139,0.686319825975216,0.9583442041156969,0.9771740737121886,True,0.0058130061704781185,134
tpers~SONLY~L0.952679~0,tpers,SONLY,0.952679,0,0,36,0.5269568297254665,0.1961552658305682,1.0676049853741032,0.9564022056628679,1.2451485490655854,0.5213287173699571,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.952679~1,tpers,SONLY,0.952679,1,0,36,0.47131346039907895,0.21105214824420496,1.008468785816663,0.9546928267921193,1.2310603878892716,0.5135242433944446,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.952679~2,tpers,SONLY,0.952679,2,0,36,0.5090465834509692,0.1946265353518146,1.0257235798655533,0.9543131992093231,1.131366076600755,0.48998888544769714,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.952679~3,tpers,SONLY,0.952679,3,0,36,0.4848600660556363,0.1996668524682998,0.9873129062352232,0.9555370633179362,1.1657998753659318,0.5294268853779125,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.952679~4,tpers,SONLY,0.952679,4,0,36,0.5160839848240196,0.17846155356121038,1.0426411064068675,0.9551050711568614,1.2331631595893835,0.4928565875041882,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.952679~5,tpers,SONLY,0.952679,5,0,36,0.5088484416655389,0.1952678392791524,1.0839436457428422,0.9560082443267726,1.2184806268635016,0.4962891934706162,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.960691~0,tpers,SONLY,0.960691,0,0,36,0.5424304598464357,0.19621797455662895,1.0743688445302388,0.9619579760189748,1.1673268413358215,0.5100333197650285,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.960691~1,tpers,SONLY,0.960691,1,0,36,0.5431056313826238,0.21657913542030402,1.1589307533763882,0.9617941722638091,1.1459645376374228,0.4813299753664088,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.960691~2,tpers,SONLY,0.960691,2,0,36,0.501118678667545,0.19884325864190638,1.074718229442612,0.9626433681553238,1.251132008537377,0.5027663339139298,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.960691~3,tpers,SONLY,0.960691,3,0,36,0.532288049249256,0.20942528522005158,1.1427371235691381,0.961733559132877,1.1873871839803214,0.4868524942806509,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.960691~4,tpers,SONLY,0.960691,4,0,36,0.5338861318395473,0.17254763324995087,1.0613047567212932,0.9601366420760331,1.1408308215845726,0.47442230530892276,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.960691~5,tpers,SONLY,0.960691,5,0,36,0.5630353328246677,0.20590851589953874,1.1482833027365542,0.9611037684482773,1.1215238752080103,0.49294156217271745,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.965932~0,tpers,SONLY,0.965932,0,0,36,0.5507317249426712,0.2029805140703612,1.1663874991224874,0.9653069514791675,1.2589787758455424,0.4817619464034066,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.965932~1,tpers,SONLY,0.965932,1,0,36,0.5450844727427008,0.23148032273978067,1.241738583531515,0.9656152362030402,1.1980638892447877,0.480475400127823,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.965932~2,tpers,SONLY,0.965932,2,0,36,0.5604880689545734,0.1838026192188512,1.1136243184721297,0.9651656645469063,1.2233298001053596,0.4700751335951893,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.965932~3,tpers,SONLY,0.965932,3,0,36,0.5345391977947351,0.19115206890780606,1.0780831514365898,0.9643470551051687,1.1517440783096065,0.4958937610854405,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.965932~4,tpers,SONLY,0.965932,4,0,36,0.5347120902846475,0.1991414051329867,1.0670945726831194,0.9651040859773301,1.2229162800895663,0.49242856779286664,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.965932~5,tpers,SONLY,0.965932,5,0,36,0.519800039371972,0.1698700577652743,1.0127696942763045,0.965939489575337,1.2550142446298105,0.4479108030995324,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.970456~0,tpers,SONLY,0.970456,0,0,36,0.5680231495922369,0.1940272857940217,1.1612821515127556,0.9684688012974334,1.1972001436551636,0.4752357413277598,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.970456~1,tpers,SONLY,0.970456,1,0,36,0.5616104669098589,0.19250717221908437,1.1225528590570064,0.9689045563679127,1.238204731266968,0.48536402816769014,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.970456~2,tpers,SONLY,0.970456,2,0,36,0.5683240932500967,0.17965299826241063,1.1359380280791462,0.9687581708369812,1.2304314660491447,0.4610472464286748,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.970456~3,tpers,SONLY,0.970456,3,0,36,0.5240899021631091,0.19659000558980413,1.0733741987422536,0.9681744226649482,1.2775391579459436,0.4811450522305771,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.970456~4,tpers,SONLY,0.970456,4,0,36,0.569906802258343,0.18287644002105025,1.1424994931108752,0.9680960645514985,1.1846289207414131,0.49856948475016083,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.970456~5,tpers,SONLY,0.970456,5,0,36,0.5223145182065021,0.21744974928368205,1.1924806123923941,0.9679181043862943,1.2130613025233254,0.47989987776685183,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.977975~0,tpers,SONLY,0.977975,0,0,36,0.5904203206953125,0.18307873023657842,1.1399359640253837,0.9749737501558546,1.2735452969811882,0.4727438572418147,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.977975~1,tpers,SONLY,0.977975,1,0,36,0.5923374096618227,0.17462001829538246,1.1245307951409433,0.975302664071251,1.3150838063720853,0.4469590821931125,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.977975~2,tpers,SONLY,0.977975,2,0,36,0.621958713682162,0.14452621161858423,1.065152808649036,0.9756943734060436,1.231337379255241,0.4383531045025415,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.977975~3,tpers,SONLY,0.977975,3,0,36,0.5969936224800222,0.18254793194065128,1.0555062962155972,0.9741017486123709,1.24404654155902,0.4477402022373367,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.977975~4,tpers,SONLY,0.977975,4,0,36,0.5914290839114967,0.18650978450827257,1.0757460380990724,0.9752122959226013,1.2496974067179711,0.47620261062753977,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
tpers~SONLY~L0.977975~5,tpers,SONLY,0.977975,5,0,36,0.6084895493954451,0.1863101544478411,1.1121767941750067,0.9749188786557281,1.2578870359527992,0.45836116615733485,0.9381938100879703,0.9840278065004462,True,0.0058130061704781185,439
plevel~POOL~L0.778795~0,plevel,POOL,0.778795,0,3,33,0.5730772490231058,0.17366282793763532,1.135348822072011,0.9633028141876506,0.9564807725105733,0.48437624292793313,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L0.778795~1,plevel,POOL,0.778795,1,2,34,0.6108404221455969,0.17285322300612296,1.163529376117876,0.9632143557402004,0.9163162383735793,0.4901562235646299,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L0.778795~2,plevel,POOL,0.778795,2,0,36,0.6421211155212928,0.15252089471887795,1.0902031612429544,0.9621525911937234,0.9357993432898942,0.43102345737114606,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L0.778795~3,plevel,POOL,0.778795,3,0,36,0.6411952131695277,0.13418787757597603,1.089720091650831,0.9638090250744084,0.9158505963696206,0.459767211972058,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L0.778795~4,plevel,POOL,0.778795,4,1,35,0.5897044860416043,0.16682260754372383,1.0890775384012297,0.9639391778622772,0.8802875807911664,0.4852517630988116,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L0.778795~5,plevel,POOL,0.778795,5,1,35,0.6084624294878656,0.15324905808811598,1.1005263955969526,0.9632008834848835,0.9016484883561016,0.4644863590814511,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.091295~0,plevel,POOL,1.091295,0,3,33,0.5506663683430233,0.1920745239776345,1.1183779641806086,0.9642494598272668,1.160567536201611,0.4912218661639334,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.091295~1,plevel,POOL,1.091295,1,1,35,0.5574843814016492,0.18167507061194837,1.0594156910986265,0.9646370832130289,1.119728633123287,0.4870137798402746,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.091295~2,plevel,POOL,1.091295,2,1,35,0.5040032852900486,0.18780140343851365,1.0371512281365742,0.961958832729851,1.1816033437852664,0.4929542766483841,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.091295~3,plevel,POOL,1.091295,3,6,30,0.5496088421337416,0.17594613066651904,1.0453714489104977,0.9651506508749917,1.1625603201562145,0.5203852285586767,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.091295~4,plevel,POOL,1.091295,4,4,32,0.54533256294894,0.14951510130805404,0.9963238507643154,0.964507610965972,1.1139202299311477,0.4982606521361757,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.091295~5,plevel,POOL,1.091295,5,4,32,0.4789951560540275,0.1850414757575529,0.9849200373985915,0.962978230649525,1.1453324883153404,0.5321488869759196,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.322424~0,plevel,POOL,1.322424,0,2,34,0.5161927453009141,0.18810461454569674,1.0645060481892679,0.9659865088234724,1.2777151600576482,0.4893873520686633,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.322424~1,plevel,POOL,1.322424,1,3,33,0.4934160849404399,0.15739093360721473,0.9422747796769394,0.9680023703624671,1.3278692457036236,0.5020891085129071,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.322424~2,plevel,POOL,1.322424,2,6,30,0.46836816032600037,0.2166834807163849,1.0943006605573853,0.9639417363244568,1.3033193777917544,0.5285692358548665,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.322424~3,plevel,POOL,1.322424,3,4,32,0.48366936836657154,0.2061725392391796,1.0558861007330491,0.9646424379815289,1.3396586282537009,0.516202626361171,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.322424~4,plevel,POOL,1.322424,4,5,31,0.4939356939572336,0.20912162316194363,1.0975208161121428,0.9677551547818043,1.3260766101572046,0.5037076255099747,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.322424~5,plevel,POOL,1.322424,5,5,31,0.44329861026859113,0.18088636768331146,0.9497467980287876,0.9660104830906499,1.3691799548015007,0.5415981583578471,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.550570~0,plevel,POOL,1.55057,0,8,28,0.47751544884192637,0.1933944902042834,1.019596342870896,0.9632170422899851,1.438296830290153,0.5260848627659002,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.550570~1,plevel,POOL,1.55057,1,12,24,0.4219943616576949,0.25409657388884144,1.0052834578004115,0.9659419992610653,1.5356300125675932,0.5609416938207437,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.550570~2,plevel,POOL,1.55057,2,9,27,0.47553170651235355,0.211019080361493,1.0853637608975222,0.9647447517620495,1.444024389148832,0.5332596925097239,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.550570~3,plevel,POOL,1.55057,3,7,29,0.4633882319276488,0.19823714666679457,1.042663685795099,0.9654001114292475,1.4197117554721492,0.5303507036159153,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.550570~4,plevel,POOL,1.55057,4,9,27,0.4424000597707129,0.2269881495773215,1.0448172226717543,0.9664596902518683,1.4848336564826956,0.5498804139632728,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.550570~5,plevel,POOL,1.55057,5,8,28,0.4360834901940534,0.23476017112903458,0.9955635817194066,0.9642237111826469,1.523378048848557,0.5584166085023968,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.929761~0,plevel,POOL,1.929761,0,17,19,0.3553542363679845,0.22633517501799957,0.8901093298764876,0.967222431359305,1.8128593520869016,0.6058623933653031,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.929761~1,plevel,POOL,1.929761,1,17,19,0.4131012669640166,0.30408811220532256,1.013766761083007,0.9674677933630915,1.8326980195162774,0.6153418303455428,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.929761~2,plevel,POOL,1.929761,2,20,16,0.3501997985888954,0.24436090111216122,0.8796780371731282,0.9676957939929794,1.821453510879064,0.632876629906363,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.929761~3,plevel,POOL,1.929761,3,23,13,0.37436938455297586,0.27879438766199793,0.9750221369690355,0.9673018537176135,1.8039850612562458,0.6275914331564277,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.929761~4,plevel,POOL,1.929761,4,22,14,0.3407524281857803,0.25338781286374545,0.9189373334841333,0.967766645324038,1.8802881207064455,0.6030939654399234,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~POOL~L1.929761~5,plevel,POOL,1.929761,5,21,15,0.350010410407319,0.2883159426209209,0.9586680489449492,0.9666179632798266,1.782855097261788,0.611623481750381,0.4898063230948934,2.223617622761258,True,0.22210351152168928,573
plevel~BONLY~L1.550570~0,plevel,BONLY,1.55057,0,36,0,0.266372827595705,0.30577406243725147,0.8091781617014888,0.9664721358141342,1.6209534827847578,0.6624724849297243,1.3621912720929341,2.2057120755733117,True,0.22210351152168928,134
plevel~BONLY~L1.550570~1,plevel,BONLY,1.55057,1,36,0,0.2735603876307037,0.334087690245969,0.9109814550833865,0.9669547167754534,1.6196913669614317,0.6733349229057384,1.3621912720929341,2.2057120755733117,True,0.22210351152168928,134
plevel~BONLY~L1.550570~2,plevel,BONLY,1.55057,2,36,0,0.27878658252354305,0.33684719261341334,0.96231177206645,0.9671661466520644,1.6336481998619519,0.6725036366477922,1.3621912720929341,2.2057120755733117,True,0.22210351152168928,134
plevel~BONLY~L1.550570~3,plevel,BONLY,1.55057,3,36,0,0.26103620671891364,0.398226823811954,0.8931174626929861,0.9651943713154721,1.6359829545325721,0.6781662060063979,1.3621912720929341,2.2057120755733117,True,0.22210351152168928,134
plevel~BONLY~L1.550570~4,plevel,BONLY,1.55057,4,36,0,0.2946568838005064,0.3908754459661282,0.9987359644540987,0.9686313342583888,1.5729911561162486,0.6746417056439777,1.3621912720929341,2.2057120755733117,True,0.22210351152168928,134
plevel~BONLY~L1.550570~5,plevel,BONLY,1.55057,5,36,0,0.2842315708813318,0.30179199987916117,0.9200125445479358,0.9668374461000886,1.6046224227654486,0.6551830402541502,1.3621912720929341,2.2057120755733117,True,0.22210351152168928,134
plevel~BONLY~L1.929761~0,plevel,BONLY,1.929761,0,36,0,0.25317266719233067,0.3921089051141529,0.9167434831872707,0.9676100721352512,1.8729089379630781,0.6882620349190238,1.3621912720929341,2.2057120755733117,True,0.22210351152168928,134
plevel~BONLY~L1.929761~1,plevel,BONLY,1.929761,1,36,0,0.25343749311088526,0.30551853408565055,0.8251762865956926,0.9684543956625995,1.8923142006584597,0.669768277887214,1.3621912720929341,2.2057120755733117,True,0.22210351152168928,134
plevel~BONLY~L1.929761~2,plevel,BONLY,1.929761,2,36,0,0.24855134909718485,0.28693191210329994,0.835806588055337,0.9684251256478488,1.903225790438829,0.685739565258626,1.3621912720929341,2.2057120755733117,True,0.22210351152168928,134
plevel~BONLY~L1.929761~3,plevel,BONLY,1.929761,3,36,0,0.24819638544986677,0.3167802769425794,0.8221237660626227,0.9681667981567228,1.9345549383263219,0.6847760595257019,1.3621912720929341,2.2057120755733117,True,0.22210351152168928,134
plevel~BONLY~L1.929761~4,plevel,BONLY,1.929761,4,36,0,0.2541952066485813,0.3941691259073042,0.930030060669655,0.9700371724783275,1.9167988384440586,0.701681331048915,1.3621912720929341,2.2057120755733117,True,0.22210351152168928,134
