panel,era,gross,n_from,n_to,pred,real_0bps,real_10bps,err_0bps,err_10bps
U56,FULL,0.75,1,2,-0.017671817066586767,-0.011353682521231284,-0.00515864322942159,0.0063181345453554826,0.012513173837165176
U56,FULL,0.75,2,3,0.003842738962089619,0.007279729810241942,0.011685801758820412,0.0034369908481523227,0.007843062796730794
U56,FULL,0.75,3,5,0.0007056630283981799,-0.0010184819355545868,0.001049305215426788,-0.0017241449639527667,0.000343642187028608
U56,FULL,0.75,5,8,0.0031778942264510126,0.002516968957821414,0.004198686132499592,-0.0006609252686295987,0.0010207919060485795
U56,FULL,0.75,8,10,0.0025339093148246073,0.003435305238581314,0.004723556951503151,0.0009013959237567067,0.0021896476366785435
U56,FULL,0.75,10,15,0.00039527597304291485,4.665056417437474e-05,0.0006985809095988171,-0.00034862540886854013,0.0003033049365559023
U56,FULL,0.75,15,20,0.0012280034555427223,0.0011471437443368899,0.0016438086770135362,-8.085971120583247e-05,0.0004158052214708139
U56,FULL,0.75,20,30,4.1616128555948746e-05,-0.0005719055417538171,-0.00024611775790937124,-0.0006135216703097658,-0.00028773388646531996
U56,FULL,0.75,30,40,5.038207530323412e-05,-0.000779696934385779,-0.0005458323725627767,-0.0008300790096890131,-0.0005962144478660108
U56,FULL,1.0,1,2,-0.023562422755449022,-0.014986546786772595,-0.006805595808033596,0.008575875968676427,0.016756826947415426
U56,FULL,1.0,2,3,0.005123651949452825,0.00973283924730993,0.015603936398462553,0.004609187297857104,0.010480284449009728
U56,FULL,1.0,3,5,0.0009408840378642399,-0.0013662463103859962,0.0013926333526286874,-0.002307130348250236,0.00045174931476444757
U56,FULL,1.0,5,8,0.004237192301934683,0.003376665625767198,0.005621093489387982,-0.0008605266761674848,0.0013839011874532993
U56,FULL,1.0,8,10,0.003378545753099476,0.004613766665616165,0.006334394539704212,0.0012352209125166885,0.002955848786604736
U56,FULL,1.0,10,15,0.0005270346307238865,8.278253375405553e-05,0.0009527830634320639,-0.000444252096969831,0.00042574843270817733
U56,FULL,1.0,15,20,0.0016373379407236296,0.0015109840943411778,0.0021727024970400522,-0.0001263538463824518,0.0005353645563164226
U56,FULL,1.0,20,30,5.5488171407931666e-05,-0.0007619888437619488,-0.0003275884630210585,-0.0008174770151698805,-0.0003830766344289901
U56,FULL,1.0,30,40,6.717610040431217e-05,-0.0010400099839676185,-0.0007282462232080956,-0.0011071860843719307,-0.0007954223236124078
U56,IS,0.75,1,2,-0.016806893917997702,-0.00834254847460128,0.0005235393132611982,0.008464345443396422,0.0173304332312589
U56,IS,0.75,2,3,-0.014998603668598991,-0.0032087076584690483,0.0024888191261807496,0.011789896010129943,0.01748742279477974
U56,IS,0.75,3,5,-0.002407770087688572,-0.005246679807934862,-0.002999241204057361,-0.00283890972024629,-0.0005914711163687888
U56,IS,0.75,5,8,0.0075641480402899456,0.006948904443078131,0.00844541156799281,-0.0006152435972118144,0.0008812635277028651
U56,IS,0.75,8,10,0.003200517501423823,0.005173289894876823,0.006265281938115895,0.001972772393453,0.003064764436692072
U56,IS,0.75,10,15,0.00018154328353267953,-0.00019165608750560114,0.000537209233844041,-0.00037319937103828067,0.00035566595031136147
U56,IS,0.75,15,20,0.00023685390670381132,-0.00034708364948536906,8.454650370345595e-05,-0.0005839375561891804,-0.00015230740300035538
U56,IS,0.75,20,30,-0.0006469129703377312,-0.0011642117166459603,-0.000846263346547671,-0.0005172987463082291,-0.00019935037620993977
U56,IS,0.75,30,40,-0.000406756933652439,-0.0008831710730531836,-0.0006746455685520056,-0.0004764141394007446,-0.0002678886348995666
U56,IS,1.0,1,2,-0.022409191890663604,-0.011122663369229638,0.000618718460351525,0.011286528521433966,0.02302791035101513
U56,IS,1.0,2,3,-0.019998138224798654,-0.004297516529631479,0.0032967899370730525,0.015700621695167175,0.023294928161871706
U56,IS,1.0,3,5,-0.003210360116918096,-0.006999959502865652,-0.004005504481560583,-0.003789599385947556,-0.000795144364642487
U56,IS,1.0,5,8,0.010085530720386595,0.009264863784492608,0.011262728981451175,-0.0008206669358939867,0.0011771982610645805
U56,IS,1.0,8,10,0.004267356668565097,0.00688540659408618,0.008344923408281212,0.0026180499255210824,0.004077566739716114
U56,IS,1.0,10,15,0.00024205771137690603,-0.0002486424383129904,0.0007240586286077933,-0.0004907001496898964,0.0004820009172308873
U56,IS,1.0,15,20,0.0003158052089384151,-0.0004786353971891255,9.60782086456169e-05,-0.0007944406061275405,-0.0002197270002927982
U56,IS,1.0,20,30,-0.000862550627116975,-0.0015559984157034593,-0.001131981741555556,-0.0006934477885864843,-0.0002694311144385809
U56,IS,1.0,30,40,-0.0005423425782032519,-0.001174438803805225,-0.0008964481165510838,-0.000632096225601973,-0.0003541055383478319
U56,OOS,0.75,1,2,-0.01838572188764436,-0.013834530645856255,-0.009840145841558026,0.0045511912417881065,0.008545576046086335
U56,OOS,0.75,2,3,0.019394323355673884,0.015921065606507495,0.019263118730785816,-0.003473257749166389,-0.00013120462488806772
U56,OOS,0.75,3,5,0.003290178599469432,0.0024650948829459396,0.00438486870635648,-0.0008250837165234923,0.0010946901068870484
U56,OOS,0.75,5,8,-0.00047456934414773395,-0.0011344655737509323,0.0006998446099072594,-0.0006598962296031983,0.0011744139540549934
U56,OOS,0.75,8,10,0.0019835938001428587,0.002003394234810732,0.0034533426460303454,1.980043466787325e-05,0.0014697488458874867
U56,OOS,0.75,10,15,0.0005761095415793528,0.00024298941882204274,0.0008315336818647573,-0.00033312012275731,0.0002554241402854046
U56,OOS,0.75,15,20,0.002044735254134214,0.00237822518087272,0.002928471723743148,0.000333489926738506,0.0008837364696089342
U56,OOS,0.75,20,30,0.0006033614506493427,-8.390944445967468e-05,0.000248337166719971,-0.0006872708951090173,-0.00035502428392937167
U56,OOS,0.75,30,40,0.0003647370085911166,-0.0006944454580699033,-0.0004397042591184522,-0.0010591824666610198,-0.0008044412677095688
U56,OOS,1.0,1,2,-0.02451429585019248,-0.018169967976841866,-0.012922426159695757,0.006344327873350614,0.011591869690496723
U56,OOS,1.0,2,3,0.02585909780756518,0.02129233187634172,0.025743691303228122,-0.00456676593122346,-0.00011540650433705668
U56,OOS,1.0,3,5,0.004386904799292576,0.003275322810019049,0.0058401139081368375,-0.0011115819892735272,0.0014532091088442613
U56,OOS,1.0,5,8,-0.0006327591255303119,-0.0014745715271728133,0.0009729972527004379,-0.0008418124016425013,0.00160575637823075
U56,OOS,1.0,8,10,0.0026447917335238116,0.002742181552135306,0.0046779366418248924,9.738981861149437e-05,0.002033144908301081
U56,OOS,1.0,10,15,0.000768146055439137,0.00035584079276002045,0.0011412272098574815,-0.0004123052626791166,0.00037308115441834447
U56,OOS,1.0,15,20,0.002726313672178952,0.003150214931574913,0.0038836158577985115,0.00042390125939596084,0.0011573021856195595
U56,OOS,1.0,20,30,0.0008044819341991236,-0.00010781100678058098,0.00033514442286512736,-0.0009122929409797045,-0.0004693375113339962
U56,OOS,1.0,30,40,0.00048631601145482215,-0.0009292552050620129,-0.0005896660918700946,-0.001415571216516835,-0.0010759821033249168
B136,FULL,0.75,1,2,-0.006164523370362891,-0.01449986289674128,-0.008815901213633709,-0.00833533952637839,-0.0026513778432708177
B136,FULL,0.75,2,3,-0.01884340087487162,-0.014914715217085525,-0.012241695342588635,0.003928685657786094,0.006601705532282984
B136,FULL,0.75,3,5,-0.006625386626131332,-0.001594390872846456,0.0003937731038691217,0.005030995753284876,0.007019159730000454
B136,FULL,0.75,5,8,-0.002600186470154816,-0.002853349325409866,-0.0016707790613455671,-0.00025316285525504986,0.000929407408809249
B136,FULL,0.75,8,10,0.0012765540244504116,0.002817053960514272,0.0039683778287509484,0.0015404999360638606,0.002691823804300537
B136,FULL,0.75,10,15,0.0024505347628431882,0.00203804294816744,0.002771078896943882,-0.0004124918146757484,0.00032054413410069395
B136,FULL,0.75,15,20,0.0006619544781516672,0.0006699426364253664,0.0011302077862628324,7.988158273699165e-06,0.00046825330811116523
B136,FULL,0.75,20,30,0.00037547440443329424,0.0005377564644403948,0.0008798155681911766,0.00016228206000710056,0.0005043411637578823
B136,FULL,0.75,30,40,-6.764804474065014e-05,-7.558765325381827e-05,0.00017062211937428627,-7.939608513168138e-06,0.0002382701641149364
B136,FULL,1.0,1,2,-0.008219364493817188,-0.019224703105506474,-0.01173100806995088,-0.011005338611689286,-0.003511643576133691
B136,FULL,1.0,2,3,-0.025124534499828828,-0.019986446607478198,-0.01642734706510547,0.00513808789235063,0.008697187434723357
B136,FULL,1.0,3,5,-0.008833848834841777,-0.0020720038279633257,0.0005795707239169001,0.006761845006878452,0.009413419558758677
B136,FULL,1.0,5,8,-0.0034669152935397547,-0.0038224876824502394,-0.0022451284080115493,-0.0003555723889104847,0.0012217868855282053
B136,FULL,1.0,8,10,0.0017020720326005488,0.0037610330881491863,0.005296845190401328,0.0020589610555486375,0.0035947731578007793
B136,FULL,1.0,10,15,0.003267379683790918,0.00273282846818054,0.0037112058493866144,-0.0005345512156103779,0.0004438261655956965
B136,FULL,1.0,15,20,0.0008826059708688897,0.0009062273593713477,0.0015205427713749554,2.3621388502457997e-05,0.0006379368005060657
B136,FULL,1.0,20,30,0.0005006325392443924,0.0007203496293665179,0.0011765250936904379,0.0002197170901221255,0.0006758925544460455
B136,FULL,1.0,30,40,-9.019739298753351e-05,-9.993039399689152e-05,0.00022849536987726017,-9.733001009358012e-06,0.00031869276286479366
B136,IS,0.75,1,2,-0.010212637222493048,-0.024731567971128535,-0.015486743415148066,-0.014518930748635486,-0.005274106192655018
B136,IS,0.75,2,3,-0.001796939616585906,-0.00198843853945882,0.0005150374858497869,-0.00019149892287291395,0.002311977102435693
B136,IS,0.75,3,5,-0.009960685289133839,-0.006307159020539285,-0.0042349765114537835,0.0036535262685945535,0.005725708777680055
B136,IS,0.75,5,8,-0.0006328327569095327,-0.0024637207177339118,-0.0014826865385561782,-0.001830887960824379,-0.0008498537816466454
B136,IS,0.75,8,10,0.0010583851164666324,0.0034486142305882386,0.004337259008174978,0.002390229114121606,0.003278873891708345
B136,IS,0.75,10,15,0.004143986198574515,0.0030877133758243107,0.003791974066440934,-0.0010562728227502044,-0.00035201213213358106
B136,IS,0.75,15,20,0.00020192681764843917,0.00015022261675990689,0.000557328376135724,-5.170420088853228e-05,0.00035540155848728483
B136,IS,0.75,20,30,0.0008485135000303198,0.0011230303315877376,0.001454988300359307,0.0002745168315574178,0.0006064748003289872
B136,IS,0.75,30,40,-0.0002953216748143956,-0.0007092447617743413,-0.0004728021657457518,-0.00041392308695994577,-0.0001774804909313562
B136,IS,1.0,1,2,-0.01361684962999073,-0.033196208553874784,-0.020941404375458147,-0.019579358923884054,-0.0073245547454674174
B136,IS,1.0,2,3,-0.002395919488781208,-0.002629597496384972,0.0007014152395404954,-0.00023367800760376416,0.0030973347283217035
B136,IS,1.0,3,5,-0.013280913718845119,-0.008331923605340547,-0.00557118361118087,0.004948990113504572,0.007709730107664249
B136,IS,1.0,5,8,-0.0008437770092127103,-0.0033209357452382523,-0.002012383903996079,-0.002477158736025542,-0.0011686068947833685
B136,IS,1.0,8,10,0.0014111801552888431,0.004596603920269386,0.005782130038330759,0.003185423764980543,0.0043709498830419155
B136,IS,1.0,10,15,0.005525314931432686,0.004131308102497694,0.005071666006942721,-0.0013940068289349924,-0.0004536489244899647
B136,IS,1.0,15,20,0.00026923575686458554,0.00020423466170637616,0.0007475710040329986,-6.500109515820938e-05,0.00047833524716841305
B136,IS,1.0,20,30,0.0011313513333737596,0.0015012296150056393,0.0019440126538312786,0.0003698782816318796,0.0008126613204575189
B136,IS,1.0,30,40,-0.0003937622330858608,-0.0009454674695066085,-0.0006302866617849346,-0.0005517052364207477,-0.00023652442869907375
B136,OOS,0.75,1,2,-0.002823223047969719,-0.006070046770183302,-0.003319850188001766,-0.0032468237222135826,-0.0004966271400320471
B136,OOS,0.75,2,3,-0.03291349588171061,-0.025564566322174548,-0.022751860690156805,0.00734892955953606,0.010161635191553803
B136,OOS,0.75,3,5,-0.0038710010858983724,0.002288419337506377,0.004207361149005866,0.006159420423404749,0.008078362234904239
B136,OOS,0.75,5,8,-0.004232685280133662,-0.0031743610723744035,-0.0018257469157126963,0.0010583242077592584,0.0024069383644209656
B136,OOS,0.75,8,10,0.0014591563430012427,0.002296716742928702,0.003664459714176241,0.0008375603999274592,0.0022053033711749983
B136,OOS,0.75,10,15,0.0010758065218354168,0.0011732282731644283,0.0019299719161636724,9.742175132901147e-05,0.0008541653943282556
B136,OOS,0.75,15,20,0.0010409041923122096,0.0010981356082925913,0.0016021983347542456,5.7231415980381686e-05,0.000561294142442036
B136,OOS,0.75,20,30,-1.4045770241886924e-05,5.555422660594583e-05,0.00040593557087531816,6.959999684783275e-05,0.0004199813411172051
B136,OOS,0.75,30,40,0.0001233788247440053,0.00044647713196814266,0.0007007339996025,0.00032309830722413737,0.0005773551748584948
B136,OOS,1.0,1,2,-0.0037642973972929587,-0.007713696769350853,-0.004142639685240979,-0.003949399372057894,-0.00037834228794801986
B136,OOS,1.0,2,3,-0.04388466117561415,-0.034286609237184226,-0.03053959088506629,0.00959805193842992,0.013345070290547857
B136,OOS,1.0,3,5,-0.00516133478119783,0.0030854916536442872,0.005647125711823811,0.008246826434842116,0.01080846049302164
B136,OOS,1.0,5,8,-0.005643580373511548,-0.004235712123330575,-0.0024368846557779877,0.0014078682501809728,0.00320669571773356
B136,OOS,1.0,8,10,0.0019455417906683236,0.0030726132769565567,0.004897023068154038,0.001127071486288233,0.0029514812774857147
B136,OOS,1.0,10,15,0.0014344086957805556,0.001580632808872423,0.0025903341185922356,0.0001462241130918674,0.00115592542281168
B136,OOS,1.0,15,20,0.0013878722564162795,0.0014845932642209626,0.0021573877373254114,9.672100780468303e-05,0.0007695154809091319
B136,OOS,1.0,20,30,-1.8727693655849233e-05,7.698914858748351e-05,0.0005441985201261268,9.571684224333274e-05,0.000562926213781976
B136,OOS,1.0,30,40,0.0001645050996586737,0.0005967005216632071,0.0009360386939930327,0.00043219542200453344,0.000771533594334359
SMALL716,FULL,0.75,1,2,0.5975750499625015,0.48115784913383275,0.48590546856165256,-0.1164172008286688,-0.11166958140084898
SMALL716,FULL,0.75,2,3,-0.17848212449095022,-0.11766089088513382,-0.11625604729802597,0.0608212336058164,0.06222607719292425
SMALL716,FULL,0.75,3,5,-0.060849937500655836,-0.043087204535264295,-0.04209735024548267,0.01776273296539154,0.01875258725517317
SMALL716,FULL,0.75,5,8,-0.029055049595290403,-0.020597791668518172,-0.019841776542918927,0.008457257926772231,0.009213273052371476
SMALL716,FULL,0.75,8,10,-0.012365124309711772,-0.013059808373689571,-0.01245494461213982,-0.0006946840639777997,-8.982030242804875e-05
SMALL716,FULL,0.75,10,15,-0.010661386672159082,-0.00976662387379863,-0.009457435568482461,0.0008947627983604527,0.001203951103676621
SMALL716,FULL,0.75,15,20,-0.005101057149037672,-0.0032906109233377502,-0.002927223964466466,0.0018104462256999217,0.002173833184571206
SMALL716,FULL,0.75,20,30,-0.0009387745502750889,-0.001554601076861979,-0.0013187519356637673,-0.0006158265265868902,-0.0003799773853886784
SMALL716,FULL,0.75,30,40,-0.0010336816803986416,-0.000272763966253943,-9.264300066619407e-05,0.0007609177141446985,0.0009410386797324475
SMALL716,FULL,1.0,1,2,0.7967667332833354,0.6136104219134049,0.6199282591943456,-0.1831563113699305,-0.17683847408898978
SMALL716,FULL,1.0,2,3,-0.23797616598793364,-0.15128629463891602,-0.14941707538259402,0.08668987134901762,0.08855909060533962
SMALL716,FULL,1.0,3,5,-0.08113325000087446,-0.054988969518081826,-0.05366954717418776,0.02614428048279263,0.027463702826686698
SMALL716,FULL,1.0,5,8,-0.03874006612705388,-0.0265134197595982,-0.025507861515010565,0.012226646367455678,0.013232204612043313
SMALL716,FULL,1.0,8,10,-0.01648683241294903,-0.016860254229921462,-0.0160517884688699,-0.00037342181697243293,0.0004350439440791304
SMALL716,FULL,1.0,10,15,-0.014215182229545442,-0.012757196596537202,-0.012344066746115684,0.0014579856330082398,0.0018711154834297576
SMALL716,FULL,1.0,15,20,-0.006801409532050229,-0.0042942500423432785,-0.003809735644104223,0.0025071594897069505,0.002991673887946006
SMALL716,FULL,1.0,20,30,-0.0012516994003667853,-0.002006413810034466,-0.001691390167172835,-0.0007547144096676807,-0.0004396907668060496
SMALL716,FULL,1.0,30,40,-0.0013782422405315222,-0.00034116061802475504,-0.0001006850350815755,0.001037081622506767,0.0012775572054499467
SMALL716,IS,0.75,1,2,0.1476672399156475,0.1132724244992676,0.11892039980734459,-0.03439481541637991,-0.028746840108302918
SMALL716,IS,0.75,2,3,-0.017959919694250998,-0.010202802880918217,-0.009983011235261786,0.007757116813332781,0.007976908458989213
SMALL716,IS,0.75,3,5,0.036636386771891315,0.028546983854224956,0.029967301956673492,-0.008089402917666359,-0.0066690848152178225
SMALL716,IS,0.75,5,8,0.0014075589188378085,0.003284320989403039,0.004364965674336839,0.0018767620705652304,0.0029574067554990306
SMALL716,IS,0.75,8,10,-0.005840070594886266,-0.0015871379114841683,-0.000780019465297481,0.004252932683402098,0.005060051129588785
SMALL716,IS,0.75,10,15,-0.003282111364524723,-0.0048070222503368756,-0.004406093860691807,-0.0015249108858121528,-0.001123982496167084
SMALL716,IS,0.75,15,20,-0.0025468275789766502,0.00033404854890970446,0.0007590051213344246,0.002880876127886355,0.0033058327003110746
SMALL716,IS,0.75,20,30,0.0008307837867070256,-0.00025394967494801746,2.896068175212152e-06,-0.001084733461655043,-0.0008278877185318134
SMALL716,IS,0.75,30,40,-0.0006746383127454508,0.0006361607654128326,0.000821519710042197,0.0013107990781582833,0.0014961580227876477
SMALL716,IS,1.0,1,2,0.19688965322086335,0.12508220037286719,0.1326119556005786,-0.07180745284799617,-0.06427769762028476
SMALL716,IS,1.0,2,3,-0.023946559592334667,-0.015751112997061598,-0.015452132544601729,0.008195446595273069,0.008494427047732938
SMALL716,IS,1.0,3,5,0.048848515695855084,0.037326720135533585,0.03923231675692085,-0.011521795560321499,-0.009616198938934235
SMALL716,IS,1.0,5,8,0.001876745225117078,0.0042897256699319375,0.005732267813891509,0.0024129804448148598,0.0038555225887744312
SMALL716,IS,1.0,8,10,-0.007786760793181689,-0.0021398048824557564,-0.0010608149710825132,0.0056469559107259325,0.006725945822099176
SMALL716,IS,1.0,10,15,-0.004376148486032965,-0.006428686659391716,-0.0058931320916880085,-0.0020525381733587514,-0.0015169836056550439
SMALL716,IS,1.0,15,20,-0.0033957701053021995,0.0004454705964027389,0.0010122835506568562,0.003841240701704938,0.004408053655959056
SMALL716,IS,1.0,20,30,0.0011077117156093675,-0.00033965237565095616,3.2610974114652413e-06,-0.0014473640912603235,-0.0011044506181979023
SMALL716,IS,1.0,30,40,-0.0008995177503272678,0.0008491410632528645,0.0010966596623515497,0.0017486588135801322,0.0019961774126788174
SMALL716,OOS,0.75,1,2,0.877314083011196,0.7079903236006293,0.7121827974898015,-0.16932375941056665,-0.16513128552139444
SMALL716,OOS,0.75,2,3,-0.27818507122748337,-0.1839178893179464,-0.18178236099518197,0.09426718190953698,0.0964027102323014
SMALL716,OOS,0.75,3,5,-0.12148088500461628,-0.08725573941252737,-0.08653130246536714,0.034225145592088904,0.03494958253924914
SMALL716,OOS,0.75,5,8,-0.04798852274231552,-0.03532313370965021,-0.03476728015963406,0.012665389032665307,0.01322124258268146
SMALL716,OOS,0.75,8,10,-0.016399160544867477,-0.020133679898415566,-0.019653523253583702,-0.0037345193535480888,-0.003254362708716225
SMALL716,OOS,0.75,10,15,-0.015251088512847299,-0.012824637682681855,-0.012572014897341883,0.0024264508301654435,0.0026790736155054163
SMALL716,OOS,0.75,15,20,-0.006684188491583533,-0.005525520006800682,-0.00520009592131086,0.0011586684847828509,0.001484092570272673
SMALL716,OOS,0.75,20,30,-0.002039486606172855,-0.0023565626555462015,-0.0021336596950094766,-0.00031707604937334646,-9.417308883662157e-05
SMALL716,OOS,0.75,30,40,-0.0012537353578272515,-0.0008331929264195792,-0.0006563016178599528,0.00042054243140767227,0.0005974337399672987
SMALL716,OOS,1.0,1,2,1.1697521106815947,0.9148293828140154,0.9203999701951002,-0.2549227278675793,-0.24935214048649446
SMALL716,OOS,1.0,2,3,-0.37091342830331114,-0.23485519563483725,-0.23201779136890954,0.1360582326684739,0.1388956369344016
SMALL716,OOS,1.0,3,5,-0.16197451333948837,-0.1119093988529466,-0.11095140252087293,0.05006511448654177,0.051023110818615436
SMALL716,OOS,1.0,5,8,-0.06398469698975402,-0.04550616378059754,-0.04477004306345517,0.018478533209156482,0.019214653926298855
SMALL716,OOS,1.0,8,10,-0.021865547393156638,-0.025936656085378484,-0.02529499133983726,-0.004071108692221846,-0.00342944394668062
SMALL716,OOS,1.0,10,15,-0.0203347846837964,-0.016659258142346967,-0.016321613482959026,0.0036755265414494323,0.004013171200837374
SMALL716,OOS,1.0,15,20,-0.008912251322111377,-0.0072166886299444895,-0.006782918251054609,0.0016955626921668875,0.002129333071056768
SMALL716,OOS,1.0,20,30,-0.0027193154748971398,-0.0030341131837799407,-0.002736285979736716,-0.0003147977088828009,-1.6970504839576225e-05
SMALL716,OOS,1.0,30,40,-0.0016716471437696688,-0.0010750822622279637,-0.0008389492943363206,0.000596564881541705,0.0008326978494333482
