panel,family,chooser,cell,CAGR,Sharpe,MaxDD,oos_CAGR,oos_Sharpe,oos_MaxDD,keep4b,keep4a
U56,TURNBUDGET,ENS_MEANRANK,t=0.12|B=5.0,0.1407170583988362,1.2508790316363927,-0.15902408948603475,0.15396120995129325,1.3569742882980358,-0.15902408948603364,1.0,0.0
U56,TURNBUDGET,ENS_MEDRANK,t=0.16|B=5.0,0.1589287370307948,1.2290244832628965,-0.1977183954038978,0.16631288846872638,1.2727770083084067,-0.1977183954038979,1.0,0.0
U56,TURNBUDGET,ENS_VOTE2,t=0.12|B=5.0,0.1407170583988362,1.2508790316363927,-0.15902408948603475,0.15396120995129325,1.3569742882980358,-0.15902408948603364,1.0,0.0
U56,TURNBUDGET,ENS_VOTE3,t=0.12|B=5.0,0.1407170583988362,1.2508790316363927,-0.15902408948603475,0.15396120995129325,1.3569742882980358,-0.15902408948603364,1.0,0.0
U56,TURNBUDGET,ENS_VOTE4,t=0.12|B=5.0,0.1407170583988362,1.2508790316363927,-0.15902408948603475,0.15396120995129325,1.3569742882980358,-0.15902408948603364,1.0,0.0
U56,TURNBUDGET,IS_SHARPE,t=0.16|B=5.0,0.1589287370307948,1.2290244832628965,-0.1977183954038978,0.16631288846872638,1.2727770083084067,-0.1977183954038979,1.0,0.0
U56,TURNBUDGET,IS_LEGS,t=0.12|B=5.0,0.1407170583988362,1.2508790316363927,-0.15902408948603475,0.15396120995129325,1.3569742882980358,-0.15902408948603364,1.0,0.0
U56,TURNBUDGET,IS_CALMAR,t=0.10|B=3.0,0.12868721654345516,1.2004447036539387,-0.181214444288063,0.1454013008364654,1.32892249670415,-0.1812144442880631,1.0,0.0
U56,TURNBUDGET,IS_MINMARG,t=0.10|B=1.5,0.12645494795656131,1.0995769459783606,-0.23844767225372476,0.1379157255097223,1.1322390192519791,-0.23844767225372476,0.0,0.0
U56,TURNBUDGET,IS_CAGRSLACK,t=0.20|B=5.0,0.16603273016414555,1.200285469220839,-0.1998159368849013,0.17435004211922522,1.2453729623058705,-0.19981593688490296,1.0,0.0
U56,TURNBUDGET,IS_DD,t=0.16|B=0.5,0.11672224595065916,1.0617594714414278,-0.24288634801083953,0.15175337004984235,1.1207456389737236,-0.24288634801083964,0.0,0.0
U56,TURNBUDGET,CELL_ALPHA,t=0.08|B=0.5,0.14383118489419888,1.084513817581621,-0.27769152075405146,0.17766372154695387,1.1474138891934802,-0.27769152075405135,0.0,0.0
