set,book,panel,freq,rung,n_off,pass4b_k0,pass4a_k0,n_off_pass4b,n_off_pass4a,4b_margin_H1,4b_spread_H1,4b_ratio_H1,4b_margin_H2,4b_spread_H2,4b_ratio_H2,4b_margin_OOS,4b_spread_OOS,4b_ratio_OOS,4b_margin_DD,4b_spread_DD,4b_ratio_DD,4b_margin_CAGR,4b_spread_CAGR,4b_ratio_CAGR,4b_minratio,4b_binding,4b_clause,4a_margin_H1,4a_spread_H1,4a_ratio_H1,4a_margin_H2,4a_spread_H2,4a_ratio_H2,4a_margin_DD,4a_spread_DD,4a_ratio_DD,4a_minratio,4a_binding,4a_clause
SHELF,u56-v2band-gross100,U56,W,10.0,5,True,False,5,0,0.27388391163730863,0.08504056142835492,3.2206268048694704,0.3525829035379683,0.035211136012684774,10.0133918829245,0.402525156658301,0.036003022973773335,11.180315523824857,4.319365184528367,2.4101122572234956,1.7921842319097512,0.9459040693807236,0.5053645494346837,1.8717262032701758,1.7921842319097512,DD,True,0.0005306815506196383,0.08504056142835492,0.006240334514568411,-0.000745915907365946,0.035211136012684774,-0.021184090939219646,-3.8560474889041574,2.4101122572234956,-1.599945179875734,-1.599945179875734,DD,False
SHELF,u56-v2band-gross100,U56,W,25.0,5,True,False,5,0,0.23623155706605714,0.08550422336499519,2.762805716129908,0.31532160281194777,0.03474633468910726,9.074960154309425,0.3658435192930163,0.0356631023006766,10.25832010374699,4.271385001653605,2.424971260866926,1.7614167518532102,0.5528312052269918,0.5069632465341645,1.0904759053174011,1.0904759053174011,CAGR,True,0.0007606224003351425,0.08550422336499519,0.008895729010814403,-0.0005408807122353476,0.03474633468910726,-0.015566554489124576,-3.866338925174284,2.424971260866926,-1.5943854624454683,-1.5943854624454683,DD,False
SHELF,u56-band008-gross100,U56,W,10.0,5,True,False,4,0,0.28338897667869123,0.055868649613578514,5.072415006247357,0.24167759926437082,0.06955710958650352,3.4745204437198844,0.28961578593356374,0.06575316864621494,4.404590560370437,1.1797467724038113,2.205972659811062,0.5347966427221518,0.7868112558735346,0.4131173974443625,1.9045706153769528,0.5347966427221518,DD,False,0.010035746592002237,0.055868649613578514,0.17963109295491392,-0.1116512201809634,0.06955710958650352,-1.6051733725667576,-6.995665901028714,2.205972659811062,-3.171238714095342,-3.171238714095342,DD,False
SHELF,u56-band008-gross100,U56,W,25.0,5,True,False,4,0,0.26096072706224605,0.05574531050547882,4.681303677312875,0.21852120600070213,0.06901889607497735,3.166106942123731,0.26667547324654106,0.06521027463029316,4.089470175650174,1.159933445567518,2.239977514487046,0.5178326291517004,0.5392649754158013,0.41323229503891223,1.304992329713778,0.5178326291517004,DD,False,0.025489792396524047,0.05574531050547882,0.45725446975524214,-0.09734127752348098,0.06901889607497735,-1.4103569175858182,-6.977790481260371,2.239977514487046,-3.1151163063609064,-3.1151163063609064,DD,False
SHELF,u56-top20-band-m20,U56,W,10.0,5,True,False,5,0,0.13487911108853767,0.10291927497390119,1.3105330476020263,0.2656263501882544,0.13360515733496103,1.9881444360886722,0.2862882296217766,0.11892939556376314,2.407211676008941,1.9220208375885783,4.137165021011846,0.46457437105530314,2.0097871649872006,1.552846303847355,1.294260198197157,0.46457437105530314,DD,False,-0.13847411899815132,0.10291927497390119,-1.3454634132747856,-0.08770246925707981,0.13360515733496103,-0.6564302681609906,-6.253391835843947,4.137165021011846,-1.5115161720850392,-1.5115161720850392,DD,False
SHELF,u56-top20-band-m20,U56,W,25.0,5,True,False,2,0,6.299088717964807e-06,0.1084690652585304,5.807267448051899e-05,0.1473729155246054,0.13433261470967428,1.097074718921495,0.167474958366292,0.1268460428044791,1.3203010095036112,1.7896573997149279,3.50979105116237,0.5099042574406902,0.3935136490197083,1.5949994175822324,0.24671711141826808,5.807267448051899e-05,H1,False,-0.23546463557700403,0.1084690652585304,-2.170799895949931,-0.1684895679995777,0.13433261470967428,-1.2542714839856648,-6.348066527112961,3.50979105116237,-1.8086736317281944,-2.170799895949931,H1,False
SHELF,u56-marsrespread-gross075,U56,W,10.0,5,True,False,5,0,0.21307631082578404,0.09756657894499021,2.183906755057183,0.20184962479177992,0.10318053060911181,1.9562762819709196,0.23118270299962718,0.10546690385524626,2.1919928863838303,1.583000989887584,1.7244610118316905,0.917968558886785,0.9100996444531578,0.8792062617386742,1.0351378101577557,0.917968558886785,DD,False,-0.06027691926090495,0.09756657894499021,-0.6178029394152496,-0.1514791946535543,0.10318053060911181,-1.4680986205374027,-6.592411683544941,1.7244610118316905,-3.8228824185144106,-3.8228824185144106,DD,False
SHELF,u56-marsrespread-gross075,U56,W,25.0,5,False,False,1,0,0.09923769331734422,0.0971613842317176,1.021369694370295,0.0954361445760733,0.10239899426322219,0.9320027531788984,0.12655935719426648,0.10465517043189287,1.2092986583651721,1.331726421576307,1.7386856533316064,0.7659385806885224,-0.35666593119590695,0.8973764275254092,-0.3974540897841981,-0.3974540897841981,CAGR,False,-0.13623324134837778,0.0971613842317176,-1.4021335989149633,-0.2204263389481098,0.10239899426322219,-2.152622108587238,-6.805997505251582,1.7386856533316064,-3.9144496834204485,-3.9144496834204485,DD,False
SHELF,u56-quantile50-respread-M,U56,M,10.0,21,True,False,4,0,0.36836776830618123,0.13177180804248478,2.7954975633893944,0.323696416227227,0.10811691579171145,2.9939479299504996,0.34443022425915215,0.09067259656975124,3.798614325489114,0.477640568285409,3.0463825029368286,0.1567894274028115,4.800542836933733,1.0549117953566167,4.550658034220664,0.1567894274028115,DD,False,0.09501453821949224,0.13177180804248478,0.7210536125364421,-0.02963240321810723,0.10811691579171145,-0.27407740038750655,-7.697772105147116,3.0463825029368286,-2.526856721940259,-2.526856721940259,DD,False
SHELF,u56-quantile50-respread-M,U56,M,25.0,21,True,False,3,0,0.3248333584513554,0.13619531223970327,2.3850553525634557,0.28662145476602474,0.11010711434922182,2.6031147620212827,0.3067406584360495,0.09056411240140516,3.387000107465197,0.4298740793952982,3.0615335440008606,0.14041135699383256,4.234548108285444,1.0716446486708442,3.951448004277849,0.14041135699383256,DD,False,0.08936242378563342,0.13619531223970327,0.6561343581954999,-0.02924102875815837,0.11010711434922182,-0.26556893195307896,-7.707849847432591,3.0615335440008606,-2.517643441319232,-2.517643441319232,DD,False
