key,family,dir,m,cost,T1_flag,T2_flag,turnover_yr,CAGR_F,Sharpe_F,MaxDD_F,CAGR_H1,Sharpe_H1,MaxDD_H1,CAGR_H2,Sharpe_H2,MaxDD_H2,CAGR_IS,Sharpe_IS,MaxDD_IS,CAGR_OOS,Sharpe_OOS,MaxDD_OOS,pass4a,pass4b,dSharpe_F,dSharpe_IS,dSharpe_OOS
CONTROL,control,-,0.0,0.0,False,False,19.003500349604565,0.08285867145902448,0.5588981429071401,-0.24239623647286535,0.1077473395312385,0.7457757225193448,-0.20600967815316396,0.05852919750653762,0.4047375464896131,-0.242396236472865,0.07833122021386707,0.5612779809411365,-0.20600967815316396,0.08566430948204973,0.5586952001802371,-0.2423962364728649,False,False,,,
CONTROL,control,-,0.0,10.0,False,False,19.003500349604565,0.06119767960686007,0.4383738931788,-0.25896045125735867,0.0880422982231146,0.6284196970237905,-0.20997932993917512,0.035015382253141825,0.2807720465866979,-0.2531603223892721,0.059356005968503434,0.44758924621796,-0.20997932993917512,0.06233669377076123,0.4341506687342858,-0.2589604512573592,False,False,,,
CONTROL,control,-,0.0,25.0,False,False,19.003500349604565,0.029498974784145426,0.2574506311540328,-0.3509186978351996,0.05912637401887988,0.452167914615216,-0.2236579739687219,0.0007003555769380387,0.09475791091411627,-0.3509186978351999,0.03150436674155155,0.2769235196688384,-0.2236579739687219,0.028262395320093336,0.24719708055875728,-0.35091869783519836,False,False,,,
MOM,causal,POS,0.2,0.0,False,False,20.211408354408118,0.08285867145902448,0.5588981429071401,-0.24239623647286535,0.1077473395312385,0.7457757225193448,-0.20600967815316396,0.05852919750653762,0.4047375464896131,-0.242396236472865,0.07833122021386707,0.5612779809411365,-0.20600967815316396,0.08566430948204973,0.5586952001802371,-0.2423962364728649,False,False,0.0,0.0,0.0
MOM,causal,POS,0.2,10.0,False,False,20.211408354408118,0.06119767960686007,0.4383738931788,-0.25896045125735867,0.0880422982231146,0.6284196970237905,-0.20997932993917512,0.035015382253141825,0.2807720465866979,-0.2531603223892721,0.059356005968503434,0.44758924621796,-0.20997932993917512,0.06233669377076123,0.4341506687342858,-0.2589604512573592,False,False,0.0,0.0,0.0
MOM,causal,POS,0.2,25.0,False,False,20.211408354408118,0.029498974784145426,0.2574506311540328,-0.3509186978351996,0.05912637401887988,0.452167914615216,-0.2236579739687219,0.0007003555769380387,0.09475791091411627,-0.3509186978351999,0.03150436674155155,0.2769235196688384,-0.2236579739687219,0.028262395320093336,0.24719708055875728,-0.35091869783519836,False,False,0.0,0.0,0.0
MOM,causal,POS,0.5,0.0,False,False,20.211408354408118,0.08285867145902448,0.5588981429071401,-0.24239623647286535,0.1077473395312385,0.7457757225193448,-0.20600967815316396,0.05852919750653762,0.4047375464896131,-0.242396236472865,0.07833122021386707,0.5612779809411365,-0.20600967815316396,0.08566430948204973,0.5586952001802371,-0.2423962364728649,False,False,0.0,0.0,0.0
MOM,causal,POS,0.5,10.0,False,False,20.211408354408118,0.06119767960686007,0.4383738931788,-0.25896045125735867,0.0880422982231146,0.6284196970237905,-0.20997932993917512,0.035015382253141825,0.2807720465866979,-0.2531603223892721,0.059356005968503434,0.44758924621796,-0.20997932993917512,0.06233669377076123,0.4341506687342858,-0.2589604512573592,False,False,0.0,0.0,0.0
MOM,causal,POS,0.5,25.0,False,False,20.211408354408118,0.029498974784145426,0.2574506311540328,-0.3509186978351996,0.05912637401887988,0.452167914615216,-0.2236579739687219,0.0007003555769380387,0.09475791091411627,-0.3509186978351999,0.03150436674155155,0.2769235196688384,-0.2236579739687219,0.028262395320093336,0.24719708055875728,-0.35091869783519836,False,False,0.0,0.0,0.0
MOM,causal,POS,1.0,0.0,False,False,20.211408354408118,0.08285867145902448,0.5588981429071401,-0.24239623647286535,0.1077473395312385,0.7457757225193448,-0.20600967815316396,0.05852919750653762,0.4047375464896131,-0.242396236472865,0.07833122021386707,0.5612779809411365,-0.20600967815316396,0.08566430948204973,0.5586952001802371,-0.2423962364728649,False,False,0.0,0.0,0.0
MOM,causal,POS,1.0,10.0,False,False,20.211408354408118,0.06119767960686007,0.4383738931788,-0.25896045125735867,0.0880422982231146,0.6284196970237905,-0.20997932993917512,0.035015382253141825,0.2807720465866979,-0.2531603223892721,0.059356005968503434,0.44758924621796,-0.20997932993917512,0.06233669377076123,0.4341506687342858,-0.2589604512573592,False,False,0.0,0.0,0.0
MOM,causal,POS,1.0,25.0,False,False,20.211408354408118,0.029498974784145426,0.2574506311540328,-0.3509186978351996,0.05912637401887988,0.452167914615216,-0.2236579739687219,0.0007003555769380387,0.09475791091411627,-0.3509186978351999,0.03150436674155155,0.2769235196688384,-0.2236579739687219,0.028262395320093336,0.24719708055875728,-0.35091869783519836,False,False,0.0,0.0,0.0
