support,family,th,x,xq,turn_yr,CAGR,Sharpe,MaxDD,H1,H2,isCAGR,isSharpe,isMaxDD,oCAGR,oSharpe,oMaxDD,rbar_add_FULL_IS,rbar_drop_FULL_IS,rbar_ctrl_FULL_IS,sel_geo_pp_FULL_IS,rbar_add_TRAIL3Y,rbar_drop_TRAIL3Y,rbar_ctrl_TRAIL3Y,sel_geo_pp_TRAIL3Y,rbar_add_TRAIL1Y,rbar_drop_TRAIL1Y,rbar_ctrl_TRAIL1Y,sel_geo_pp_TRAIL1Y,OOS_adv,p4a,f4b,size,draw,parent
U56,MA-DIST,0.3,0.04258590290400068,0.05654466295382776,16.883618458219246,0.27975835401777394,0.9890047010582746,-0.6142703301538261,1.1690430587015015,0.8353736012933881,0.32161473438401944,1.1562424152988853,-0.30748694009117716,0.24625752706408477,0.8700294060987751,-0.6142703301538267,2.1220432573699175,35.96603455615725,48.000778620209566,-5.569640240202434,27.601265915069078,50.27528751298419,52.6851599903267,-16.967362923285467,-41.95525229694217,90.64023779069497,96.5498666557302,-25.780941641406542,-5.011982595824915,False,"OOS,DD",55,-1,
U56,MA-DIST,0.2,0.10222324247045247,0.11308932590765552,20.300244309170036,0.19442958755767958,0.887145336247679,-0.4853310937988964,1.0831290936663602,0.7134194485126824,0.23769082194259306,1.0736355356525074,-0.3540956957886833,0.15991153247482637,0.7445141761346031,-0.4853310937988965,9.178250469561275,22.698891520300982,29.081682123070625,3.6295874721942623,-28.55647185203378,25.315649991039272,31.914096511856012,1.3519540928791596,55.01856821786143,7.52576868783491,46.060922840888445,27.03174500679988,-5.753173018959634,False,"H2,OOS,DD",55,-1,
U56,MA-DIST,0.12,0.23200445278994927,0.2412512517905981,17.95374576524877,0.18470022652034324,1.0803929403809447,-0.24206811360266312,1.0592160773727481,1.1014057351335809,0.16993937523491986,1.0183272940189927,-0.24206811360266312,0.19700646903959718,1.1302133777308212,-0.2410457086605826,9.35618864575556,19.99722097874846,20.457471790662435,3.6079354564402033,-44.67625455918359,17.52182972507544,17.76517956302762,4.663059773598244,-124.74084419988867,16.875424586849295,24.87198288993037,4.757805415180694,3.0440747704172377,False,DD,55,-1,
U56,MA-DIST,0.06,0.4407934195671358,0.4503431166590573,13.454989091286489,0.13718208236800922,1.05217505477924,-0.22121986971972885,1.1131410062264018,1.008921850103052,0.1243930052953004,1.024384734199362,-0.15312044208104214,0.14783251040710121,1.0754644254630852,-0.22121986971972862,9.12838269776737,25.478690471388255,18.933861642684146,-0.45398270787493367,-10.718252126813594,19.749544944695387,13.87374113483756,2.035786208039103,-14.478275133486754,16.980389849606564,17.295617480078537,-0.15776456306031417,0.279740619033797,False,DD,55,-1,
U56,MA-DIST,0.0,0.7081905611664928,0.7149453110291811,7.602947286623919,0.11551466393347165,1.0913835754263108,-0.18623041492877734,1.1807114195285644,1.025985714122393,0.10560695653746976,1.0734444675159842,-0.10805187183281872,0.12374760726120404,1.1077813550589954,-0.1862304149287769,9.68450752342088,36.37600153352317,17.220284799242663,-1.7104845952589764,7.063555528405696,26.43293460342364,12.262981142423769,-0.4401024493378536,8.438713139000331,26.928751699738985,14.367952271426498,-1.7747063160493015,-0.9023277795762397,False,-,55,-1,
U56,MA-DIST,-0.06,0.8576823672792324,0.8687194471074964,4.305663929660656,0.1165258358140564,1.1299909636662517,-0.18813734712734054,1.2429440161050076,1.0387518772309117,0.11326376017022888,1.148000183958804,-0.11075540024712516,0.11922172113510188,1.1176624146700236,-0.18813734712734098,9.795962970921172,50.22326228071043,17.157993368057873,-1.2488043219293532,16.538167191818253,39.119409844718,11.760903359467502,-0.3134656395140878,18.573121677423657,41.71667925449912,15.98655207333556,-0.831194342027497,-1.3933659958661249,False,-,55,-1,
U56,MA-DIST,-0.12,0.9220741674637184,0.9283827370708851,2.713571948352583,0.12106528507913206,1.1324698618328768,-0.20099758942702295,1.2641170102406984,1.0247809234179681,0.12067795195071351,1.1738302267945095,-0.12032905061115895,0.1213846372972458,1.10203795879487,-0.2009975894270234,15.641429821187288,67.64153480060108,17.662440713413,-1.1179932116704983,23.680875652800783,62.30277563751709,12.102725604975406,-0.14257247692304187,18.23376810562385,62.458823995870745,17.22051701996382,-0.621073156829044,-1.1554081173599906,False,-,55,-1,
U56,MA-DIST,-0.25,0.9715959532515039,0.9811517790153906,1.3490490944129614,0.1275100907081077,1.1276883363689305,-0.21655306212498082,1.2223055609364684,1.0542505106204947,0.1212816985052887,1.1278017903002615,-0.1161727416724343,0.13266971952416484,1.1292698830784735,-0.21655306212498104,4.936208081860933,39.39342135427002,16.84365071201619,-0.4720293065905823,38.43541203241233,13.47251788734652,11.430719430421924,0.27017332865579835,47.86775515615627,43.23399658523249,17.64520382800584,0.07930782701310868,-0.319263586936791,False,DD,55,-1,
U56,MA-DIST,-0.4,0.9893428118891047,0.99490036898421,0.9503592469256739,0.13025761377695577,1.1183524051842073,-0.2210641864370887,1.1982645474938987,1.0547394359907114,0.12400550422769085,1.1080937913638835,-0.12989690529454767,0.1354369260390289,1.1271877472295113,-0.22106418643708858,,71.390678555148,16.83010531242957,-0.23042532821819783,,59.03177404921201,11.804439678362053,-0.008854386769030498,,43.09718017230649,17.938764921732915,0.11623859173828244,-0.04678085248426278,False,DD,55,-1,
U56,MOM12_1,0.3,0.20733432005790134,0.2158345778085093,14.983807245482165,0.19966553243070773,1.0461114865471375,-0.2550458671789636,1.114684159146801,1.0052134767873169,0.18082880826617154,1.053655215961017,-0.24136330626243097,0.21541701795388635,1.0479747124038334,-0.25504586717896416,7.285767705450819,22.78324405466822,23.56992437914464,1.8440241275223812,-0.6708664901633588,22.029130023507307,23.446714335617244,12.101042176972786,,12.694363374358993,22.227830595700148,33.59994841535401,0.2895458722294908,False,DD,55,-1,
