panel,ladder_set,ladder,k,statistic,sd_basis,d2k,range,mean,rel_range,rung_sd,R,degenerate_by_1189
U56,L_RECORD,N,9,Sharpe,S_IID,2.9700263244184746,0.181359875565146,1.1064119263225058,0.16391713723472803,0.23650588881132042,0.2581897230631058,False
U56,L_RECORD,N,9,Sharpe,S_BLOCK,2.9700263244184746,0.181359875565146,1.1064119263225058,0.16391713723472803,0.20367300545241354,0.29981091406467925,False
U56,L_RECORD,N,9,Sharpe,S_FOLD,2.9700263244184746,0.181359875565146,1.1064119263225058,0.16391713723472803,0.20579580860463964,0.2967183362431796,False
U56,L_RECORD,N,9,Sharpe,S_CROSS,2.9700263244184746,0.181359875565146,1.1064119263225058,0.16391713723472803,0.05720385598897082,1.0674698213834015,False
U56,L_RECORD,N,9,CAGR,S_IID,2.9700263244184746,0.043673322204261344,0.16004732673774735,0.27287754875046555,0.23650588881132042,0.06217473920306915,False
U56,L_RECORD,N,9,CAGR,S_BLOCK,2.9700263244184746,0.043673322204261344,0.16004732673774735,0.27287754875046555,0.20367300545241354,0.07219754981358854,False
U56,L_RECORD,N,9,CAGR,S_FOLD,2.9700263244184746,0.043673322204261344,0.16004732673774735,0.27287754875046555,0.20579580860463964,0.07145282528607534,False
U56,L_RECORD,N,9,CAGR,S_CROSS,2.9700263244184746,0.043673322204261344,0.16004732673774735,0.27287754875046555,0.016124194317986475,0.9119644471433149,False
U56,L_RECORD,N,9,MaxDD,S_IID,2.9700263244184746,0.06726035227550586,-0.21615254106339218,0.3111707683130131,0.23650588881132042,0.09575399008752522,False
U56,L_RECORD,N,9,MaxDD,S_BLOCK,2.9700263244184746,0.06726035227550586,-0.21615254106339218,0.3111707683130131,0.20367300545241354,0.11118990699124166,False
U56,L_RECORD,N,9,MaxDD,S_FOLD,2.9700263244184746,0.06726035227550586,-0.21615254106339218,0.3111707683130131,0.20579580860463964,0.1100429726262654,False
U56,L_RECORD,N,9,MaxDD,S_CROSS,2.9700263244184746,0.06726035227550586,-0.21615254106339218,0.3111707683130131,0.019264266606958035,1.1755642192317304,False
U56,L_RECORD,H,3,Sharpe,S_IID,1.692568750643269,0.039162185337719535,1.116432192933086,0.035077979285811176,0.25033545985869027,0.0924268662682985,False
U56,L_RECORD,H,3,Sharpe,S_BLOCK,1.692568750643269,0.039162185337719535,1.116432192933086,0.035077979285811176,0.2155849629701138,0.10732530577181174,False
U56,L_RECORD,H,3,Sharpe,S_FOLD,1.692568750643269,0.039162185337719535,1.116432192933086,0.035077979285811176,0.1876373315819418,0.12331086716860425,False
U56,L_RECORD,H,3,Sharpe,S_CROSS,1.692568750643269,0.039162185337719535,1.116432192933086,0.035077979285811176,0.019905224390722336,1.1623944355712201,False
U56,L_RECORD,H,3,CAGR,S_IID,1.692568750643269,0.012419175860654885,0.14923754087375837,0.08321750538063609,0.25033545985869027,0.029310558043083707,False
U56,L_RECORD,H,3,CAGR,S_BLOCK,1.692568750643269,0.012419175860654885,0.14923754087375837,0.08321750538063609,0.2155849629701138,0.03403517539137168,False
U56,L_RECORD,H,3,CAGR,S_FOLD,1.692568750643269,0.012419175860654885,0.14923754087375837,0.08321750538063609,0.1876373315819418,0.03910454260124615,False
U56,L_RECORD,H,3,CAGR,S_CROSS,1.692568750643269,0.012419175860654885,0.14923754087375837,0.08321750538063609,0.006210877117281601,1.1813906293547285,False
U56,L_RECORD,H,3,MaxDD,S_IID,1.692568750643269,0.06564562358976933,-0.2168710588744482,0.30269425496637214,0.25033545985869027,0.1549305591684324,False
U56,L_RECORD,H,3,MaxDD,S_BLOCK,1.692568750643269,0.06564562358976933,-0.2168710588744482,0.30269425496637214,0.2155849629701138,0.1799040723492862,False
U56,L_RECORD,H,3,MaxDD,S_FOLD,1.692568750643269,0.06564562358976933,-0.2168710588744482,0.30269425496637214,0.1876373315819418,0.2066998738929315,False
U56,L_RECORD,H,3,MaxDD,S_CROSS,1.692568750643269,0.06564562358976933,-0.2168710588744482,0.30269425496637214,0.03512892908413311,1.1040647633380778,False
U56,L_RECORD,GROSS,8,Sharpe,S_IID,2.847200612090556,0.0023591147989923122,1.1376041543183524,0.002073757194044253,0.2414930936193568,0.0034310440322977954,True
U56,L_RECORD,GROSS,8,Sharpe,S_BLOCK,2.847200612090556,0.0023591147989923122,1.1376041543183524,0.002073757194044253,0.20404617385315402,0.00406071538641115,True
U56,L_RECORD,GROSS,8,Sharpe,S_FOLD,2.847200612090556,0.0023591147989923122,1.1376041543183524,0.002073757194044253,0.19291032084720056,0.004295122386739065,True
U56,L_RECORD,GROSS,8,Sharpe,S_CROSS,2.847200612090556,0.0023591147989923122,1.1376041543183524,0.002073757194044253,0.0008090893391419768,1.0240815168600697,True
U56,L_RECORD,GROSS,8,CAGR,S_IID,2.847200612090556,0.14626459734409814,0.13205433418593313,1.1076092143871392,0.2414930936193568,0.21272397344472901,True
U56,L_RECORD,GROSS,8,CAGR,S_BLOCK,2.847200612090556,0.14626459734409814,0.13205433418593313,1.1076092143871392,0.20404617385315402,0.25176345855492477,True
U56,L_RECORD,GROSS,8,CAGR,S_FOLD,2.847200612090556,0.14626459734409814,0.13205433418593313,1.1076092143871392,0.19291032084720056,0.26629664088765626,True
U56,L_RECORD,GROSS,8,CAGR,S_CROSS,2.847200612090556,0.14626459734409814,0.13205433418593313,1.1076092143871392,0.04893480666281311,1.049792038377624,True
U56,L_RECORD,GROSS,8,MaxDD,S_IID,2.847200612090556,0.1693730534823964,-0.16322497827384055,1.0376662645238113,0.2414930936193568,0.2463323974869971,True
U56,L_RECORD,GROSS,8,MaxDD,S_BLOCK,2.847200612090556,0.1693730534823964,-0.16322497827384055,1.0376662645238113,0.20404617385315402,0.2915397608514798,True
U56,L_RECORD,GROSS,8,MaxDD,S_FOLD,2.847200612090556,0.1693730534823964,-0.16322497827384055,1.0376662645238113,0.19291032084720056,0.30836905182966656,True
U56,L_RECORD,GROSS,8,MaxDD,S_CROSS,2.847200612090556,0.1693730534823964,-0.16322497827384055,1.0376662645238113,0.05671983502587374,1.0487966458412954,True
U56,L_RECORD,CADENCE,4,Sharpe,S_IID,2.0587507460079286,0.10698042089790682,1.096012272502362,0.09760878010394385,0.2381702549978541,0.21817903222983132,False
U56,L_RECORD,CADENCE,4,Sharpe,S_BLOCK,2.0587507460079286,0.10698042089790682,1.096012272502362,0.09760878010394385,0.2085362496475322,0.24918332342311253,False
U56,L_RECORD,CADENCE,4,Sharpe,S_FOLD,2.0587507460079286,0.10698042089790682,1.096012272502362,0.09760878010394385,0.1951477647480403,0.26627902096883116,False
