grid,q,lo,hi,n_rows,rho_e_given_k_matched,frac_of_arm,mean_OOS_S
RATIO,0.0,0.1603036690157745,0.7371384046173973,66,0.8069775684635718,0.66,0.9150506574740841
RATIO,0.5,0.1603036690157745,0.7371384046173973,64,0.5634065951754155,0.5,0.6676060550825518
RATIO,1.0,0.1603036690157745,0.7371384046173973,86,0.20770589252293198,0.671875,0.2795661793997267
E_STAT,0.0,0.07145057773411688,0.5404493736969901,78,0.7381697824918498,0.78,0.8430915284113857
E_STAT,0.5,0.07145057773411688,0.5404493736969901,99,0.642442023377225,0.7734375,0.5953243872951768
E_STAT,1.0,0.07145057773411688,0.5404493736969901,114,0.09673256744577868,0.890625,0.25897452582468644
E_DYN,0.0,0.05829259755564534,0.49878377529844253,70,0.4234653007594679,0.7,0.8397941628529947
E_DYN,0.5,0.05829259755564534,0.49878377529844253,76,0.3450384864238095,0.59375,0.5773246107809843
E_DYN,1.0,0.05829259755564534,0.49878377529844253,91,0.15059441053035239,0.7109375,0.24538483443715595
