panel,window,h,n_bars,IC,IC_t,excess,excess_ann
SMALL439,FULL,5,3907,0.010893217121716635,5.21579681920249,0.0011395512338814634,0.05743338218762576
SMALL439,FULL,10,3902,0.011491769444857242,5.75668909525616,0.0022473451202045026,0.056633097029153465
SMALL439,FULL,21,3891,0.006974488105287082,3.5839406008292287,0.003033287581816223,0.03639945098179468
SMALL439,FULL,30,3882,0.001678758033620488,0.8880499476211668,0.0037344846030474255,0.03136967066559838
SMALL439,FULL,42,3870,-0.0023225541579303204,-1.2548224687118332,0.0037431323393540598,0.022458794036124358
SMALL439,FULL,63,3849,-0.0026852730914690304,-1.456661536884812,0.005447378209256986,0.021789512837027944
SMALL439,FULL,84,3828,-0.0070212270074148184,-3.9017233800518056,0.005860284835443043,0.01758085450632913
SMALL439,IS,5,1501,0.008718510328480126,2.6267751927833647,0.0005888783410986323,0.02967946839137107
SMALL439,IS,10,1501,0.008713863969083888,2.636309546370434,0.0015121842304285607,0.03810704260679973
SMALL439,IS,21,1501,0.0072933031668396256,2.3192194269363484,0.0030714773449237705,0.03685772813908524
SMALL439,IS,30,1501,0.006148192530398303,2.007666626978146,0.004621824692386481,0.03882332741604644
SMALL439,IS,42,1501,0.0023117361945650707,0.7934922992969988,0.0060162475592973035,0.03609748535578382
SMALL439,IS,63,1501,-0.00019050740683529413,-0.06352285816123981,0.0071684657797258765,0.028673863118903506
SMALL439,IS,84,1501,-0.0063253334272498915,-2.10277465080289,0.006770200144031856,0.02031060043209557
SMALL439,OOS,5,2406,0.01224992323004914,4.56046776348512,0.0014830923860290237,0.0747478562558628
SMALL439,OOS,10,2401,0.01322839423416828,5.289404864900925,0.002706935497361391,0.06821477453350705
SMALL439,OOS,21,2390,0.006774261574998224,2.7339697685952045,0.0030093031322662544,0.03611163758719506
SMALL439,OOS,30,2381,-0.0011388065105473022,-0.47424655942474797,0.0031750988516413272,0.02667083035378715
SMALL439,OOS,42,2369,-0.0052588436552268945,-2.197312126265256,0.0023028850007576866,0.013817310004546121
SMALL439,OOS,63,2348,-0.004280095618145025,-1.8324038175731114,0.004347142926772401,0.017388571707089604
SMALL439,OOS,84,2327,-0.007470103786025718,-3.3405629048429346,0.005273356224273378,0.015820068672820136
