panel,family,level,total,rate,form,total_oos,rate_oos,form_oos,rate_share,rate_share_oos
U56,BREADTH,0.05,0.0,0.0,0.0,0.0,0.0,0.0,,
U56,BREADTH,0.187,-0.050514646358538196,-0.05569976005852961,0.005185113699991417,-0.06343903464891021,-0.07277195200059539,0.009332917351685177,0.9148374073902757,0.8863293075634625
U56,BREADTH,0.2,-0.05569976005852961,-0.06838065556588502,0.012680895507355405,-0.07277195200059539,-0.09546444999997905,0.022692497999383665,0.8435646081346505,0.807946139574407
U56,BREADTH,0.3,0.014545458770331754,0.010948700926673549,0.003596757843658205,0.07317226473927074,0.07498682940467027,-0.0018145646653995318,0.7527229700726608,0.9763732847903254
U56,BREADTH,0.34,-0.02660512126806336,-0.013940769448717472,-0.012664351819345887,0.03848612850840283,0.08452246085336435,-0.04603633234496152,0.5239881941621478,0.6473900285289108
U56,BREADTH,0.4,-0.00152410605212272,-0.01365074353690754,0.012126637484784819,0.09587713665954278,0.10533218214533835,-0.009455045485795566,0.5295628568868215,0.917629812297766
U56,BREADTH,0.5,-0.030903808121284237,-0.012920679699567117,-0.01798312842171712,0.09035522107727512,0.11429262310592936,-0.023937402028654242,0.41809344818796995,0.8268292145259447
U56,BREADTH,0.58,0.04969771002897372,-0.1268969500257262,0.17659466005469993,0.2596359433389319,0.18346181629027392,0.076174127048658,0.41812342025566424,0.706611780830286
U56,BREADTH,0.6,0.049531504061914866,-0.05673499792698511,0.10626650198889998,0.21023452537341036,0.19605955732141078,0.014174968051999581,0.3480642690788889,0.9325754510263119
U56,BREADTH,0.675,-0.15397638368926203,-0.18163256354552326,0.02765617985626123,-0.02958103069569673,-0.061614303440553186,0.032033272744856456,0.8678563433143274,0.6579380476283244
U56,BREADTH,0.75,-0.10445422892215084,-0.5384765828523332,0.4340223539301824,0.04008298843494851,-0.36297546835491157,0.4030584567898601,0.5537040324525879,0.47383732813962953
U56,VOL20,0.2,-0.26587468457938346,-0.7274371837126734,0.4615624991332899,-0.021654534592947083,-0.4527627338292378,0.43110819923629073,0.6118060367951452,0.512249828443754
U56,VOL20,0.25,-0.059657212063982445,-0.49672091099091775,0.4370636989269353,-0.14132282350161263,-0.20732910110834546,0.06600627760673283,0.5319437755936193,0.7585154255661246
U56,VOL20,0.3,0.050980176001787836,-0.3150090033548619,0.36598917935664976,0.027155615795564136,-0.15333542461047245,0.18049104040603658,0.4625695212586314,0.4593267481141419
U56,VOL20,0.383,-0.039357983375858385,-0.059657212063982445,0.02029922868812406,-0.019377747285502567,-0.14132282350161263,0.12194507621611006,0.7461214068912984,0.5368023357695326
U56,VOL20,0.4,-0.039357983375858385,0.0431637401365037,-0.08252172351236209,-0.019377747285502567,-0.034193905308037786,0.01481615802253522,0.3434266691102207,0.6976915144426524
U56,VOL20,0.6,0.017454292759691015,-0.05520577389793169,0.0726600666576227,0.03179785851625683,-0.021315146780981342,0.05311300529723817,0.43174763219068046,0.286385543451091
U56,VOL20,0.75,-0.056609187695402685,0.007910873898082205,-0.06452006159348489,-0.1023475818618036,0.03179785851625683,-0.13414544037806042,0.10921954610130975,0.19161881635550485
U56,VOL20,0.959,-0.023902144653687563,-0.056609187695402685,0.03270704304171512,-0.042867191459627696,-0.1023475818618036,0.0594803904021759,0.6338062771817932,0.6324467916761054
U56,DISP,0.06,-0.49842405914524346,-0.4310974486015312,-0.06732661054371225,-0.250471055744509,-0.1484506264451123,-0.1020204292993967,0.8649210259649747,0.5926857536646397
U56,DISP,0.062,-0.5294065824047293,-0.39919691155037773,-0.13020967085435153,-0.4251431915861078,-0.07598550860405151,-0.3491576829820563,0.7540459919049387,0.17872921431616418
U56,DISP,0.08,-0.17514565170260865,-0.522264225915025,0.3471185742124163,-0.024341906614330666,-0.49954073096490037,0.4751988243505697,0.6007298808286375,0.5124863644250348
U56,DISP,0.1,-0.023366903354037127,-0.3002405424847193,0.2768736391306822,-0.0054995030158988545,-0.3032612924062995,0.29776178939040066,0.5202446102508093,0.5045751179800438
U56,DISP,0.14,-0.02778821898543571,-0.11456299368014244,0.08677477469470674,-0.037191232574541155,0.04094814006744807,-0.07813937264198922,0.5690089574592379,0.343849150392097
U56,DISP,0.2,-0.00377597074659497,-0.0251956731443832,0.02141970239778823,-0.0067058940796755895,-0.04397281538327191,0.03726692130359632,0.5405013442740472,0.541272253906502
U56,DISP,0.438,0.0,0.0,0.0,0.0,0.0,0.0,,
U56,CORR,0.088,,-0.807468808689181,,,-0.7067732760469447,,,
U56,CORR,0.2,-0.851106582025124,-0.38978160727336,-0.461324974751764,-0.5515832888131988,-0.2879814240894759,-0.26360186472372293,0.45797038291715847,0.522099617465033
U56,CORR,0.3,-0.32491130712210214,-0.14220572249623742,-0.18270558462586473,-0.18649320828182614,-0.053290779707890534,-0.1332024285739356,0.4376755113751591,0.2857518522999411
U56,CORR,0.3436,-0.11996712516645847,-0.2171885823997859,0.09722145723332742,-0.010576193524510558,-0.2074093629682805,0.19683316944376994,0.690781320638566,0.5130814952367878
U56,CORR,0.4,-0.07935955537040029,-0.04693211193453273,-0.032427443435867565,-0.029069098834128226,-0.04916253387214509,0.02009343503801686,0.591385772204535,0.7098671009269708
U56,CORR,0.426,-0.033268103414000105,-0.02270535742366353,-0.010562745990336575,-0.02776055269046873,-0.053181084313091764,0.025420531622623033,0.6824962980639441,0.6765902161170134
U56,CORR,0.5,0.014217512306204716,-0.03105299498218228,0.045270507288386996,-0.08636125634408831,-0.1260089542888574,0.03964769794476908,0.4068601945452976,0.7606634118812584
U56,CORR,0.6,-0.010592457711267489,0.003516058413785439,-0.014108516125052928,-0.03321930242086624,-0.00288214136200593,-0.030337161058860307,0.19949749175716452,0.08676104409090642
U56,CORR,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,
U56,CORR,0.75,0.0,0.0,0.0,0.0,0.0,0.0,,
U56,CORR,0.931,0.0,0.0,0.0,0.0,0.0,0.0,,
B136,BREADTH,0.05,0.0,0.0,0.0,0.0,0.0,0.0,,
B136,BREADTH,0.187,0.035029833712076464,0.024564020687261268,0.010465813024815196,-0.0015709238471557363,-0.02081467303735063,0.019243749190194892,0.7012314385835315,0.5196079096454717
B136,BREADTH,0.2,0.019245101498410522,0.019245101498410522,0.0,-0.02081467303735063,-0.02081467303735063,0.0,1.0,1.0
B136,BREADTH,0.3,-0.07335084684517135,-0.06336266225859344,-0.009988184586577908,-0.05217497435372431,-0.02226201015783591,-0.029912964195888403,0.8638300031128349,0.42667984859769886
B136,BREADTH,0.34,-0.028163690364555904,-0.10886846953646434,0.08070477917190844,0.017549729858824747,-0.05991014013790452,0.07745986999672927,0.574281816016882,0.43612241186549894
B136,BREADTH,0.4,-0.1161286754544617,-0.11214650298067341,-0.003982172473788292,-0.11837724425335183,-0.062820438483145,-0.05555680577020683,0.965708965006237,0.5306800211423763
