panel,chooser,pick_n,pick_g,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_4a,OOS_4b,dOOS_S_vs_SPY,dOOS_S_vs_LIVE,note
BSTK100,C_SHARPE,75.0,1.0,1.1315713295400402,0.13435478717047045,1.0957673764487668,-0.20233498596213262,False,False,0.2219162327127514,-0.025684114611008946,
BSTK100,C_4b,75.0,1.0,1.1315713295400402,0.13435478717047045,1.0957673764487668,-0.20233498596213262,False,False,0.2219162327127514,-0.025684114611008946,
BSTK100,C_MIDWIN,75.0,0.85,1.131067436236675,0.1141725983500157,1.0966224483430564,-0.17350878604963638,False,True,0.2227713046070411,-0.024829042716719263,
BSTK100,C_NULL (RULES v2),,,,0.08733437941588029,1.1214514910597757,-0.12959661415034907,False,False,0.24760034732376035,0.0,
B136,C_SHARPE,10.0,1.0,1.0657509776596714,0.16955001208247578,0.796470785004877,-0.2794875252234519,False,False,-0.07738035873113835,-0.3054417194148612,
B136,C_4b,10.0,0.5,1.0627885637781636,0.08738541605058403,0.7873773046525457,-0.1462532566465522,False,False,-0.08647383908346962,-0.31453519976719246,
B136,C_MIDWIN,10.0,0.5,1.0627885637781636,0.08738541605058403,0.7873773046525457,-0.1462532566465522,False,False,-0.08647383908346962,-0.31453519976719246,
B136,C_NULL (RULES v2),,,,0.07847283605551292,1.1019125044197382,-0.12241069123223403,False,False,0.22806136068372285,0.0,
U56,C_SHARPE,20.0,0.8,1.003500361518145,0.15433951025437742,1.17384428819024,-0.19320871511510274,False,True,0.3000041411355264,-0.10303810926858548,
U56,C_4b,,,,,,,,,,,IS window EMPTY -> chooser declines
U56,C_MIDWIN,20.0,0.8,1.003500361518145,0.15433951025437742,1.17384428819024,-0.19320871511510274,False,True,0.3000041411355264,-0.10303810926858548,
U56,C_NULL (RULES v2),,,,0.09455179369762767,1.2768823974588255,-0.12054956914840886,False,False,0.4030422504041119,0.0,
