panel,etf_share,seed,k,gmode,bps,window,CAGR,Sharpe,MaxDD,Vol,H1,H2,gross_raw,mu_w,A,H,rho,mean_x,sd_x,N_eff,gross,sig_cv,mu_cv,Sharpe_x,Sharpe_book,days,c_MEAN,c_VOL,c_DIV,c_CONST,c_TIMING,c_GROSSCOST,logSharpe
ETF36,1.0,-1,36,none,0,FULL,0.059996237946978725,0.7284482263279793,-0.20349568944395213,0.08496265394094397,0.762184137474795,0.7015223826162108,0.75,0.00046349260921630503,0.012099861081001686,0.03233285432205641,0.32664583606354347,0.0003273454116885984,0.007142170909899572,33.96816172387628,0.7500911400300901,0.47866111419124086,0.7509266526929245,0.7275725235969737,0.7284482263279795,4439,-7.676720118681387,4.414561307354299,0.527177192484334,2.7647145437557117,-0.347774521024955,0.0012028713692970872,-0.3168387247426991
ETF36,1.0,-1,36,none,0,IS,0.05405144527230443,0.6826821629836171,-0.13979488161394626,0.08205310163033394,0.6990707008038135,0.6733226254615424,0.75,0.00045641206465263313,0.011501698551150142,0.03353093453468364,0.33706135618240063,0.00029640271754111466,0.006894213559729739,31.711687748795114,0.7500815121226171,0.5188585577946114,1.0027844939996624,0.6824922422927556,0.6826821629836172,2007,-7.692114505942228,4.4652605544195065,0.5118122793252214,2.7647145437557117,-0.43167699014985583,0.00027823652619435313,-0.38172588206544944
ETF36,1.0,-1,36,none,0,OOS,0.0649274017536634,0.7644227720247759,-0.20349568944395258,0.0873063683300957,1.0407097295698056,0.5080363914487678,0.75,0.0004914483703141124,0.012645766402605922,0.03257989067285628,0.3147406884221859,0.00035288076824863113,0.00734180527880494,34.45151503056579,0.7500990854290616,0.49238289052103806,0.6914506484819676,0.763001512397998,0.764422772024776,2432,-7.618153669033821,4.370432791554447,0.5437377242513397,2.7647145437557117,-0.3312266560543229,0.0018609891848095916,-0.26863427634183645
ETF36,1.0,-1,36,none,10,FULL,0.051074398875337934,0.6286991144056556,-0.21789114887889938,0.08500097868248668,0.6623591718911113,0.6014723134136614,0.75,0.00046349260921630503,0.012099861081001686,0.03233285432205641,0.32664583606354347,0.0003273454116885984,0.007142170909899572,33.96816172387628,0.7500911400300901,0.47866111419124086,0.7509266526929245,0.7275725235969737,0.6286991144056557,4439,-7.676720118681387,4.414561307354299,0.527177192484334,2.7647145437557117,-0.347774521024955,-0.14606089609408568,-0.4641024922060819
ETF36,1.0,-1,36,none,10,IS,0.04537362743630058,0.5817053328817591,-0.15059340124136766,0.08208733747284995,0.6102848200032469,0.5548769320316603,0.75,0.00045641206465263313,0.011501698551150142,0.03353093453468364,0.33706135618240063,0.00029640271754111466,0.006894213559729739,31.711687748795114,0.7500815121226171,0.5188585577946114,1.0027844939996624,0.6824922422927556,0.5817053328817591,2007,-7.692114505942228,4.4652605544195065,0.5118122793252214,2.7647145437557117,-0.43167699014985583,-0.15978714176307807,-0.5417912603547217
ETF36,1.0,-1,36,none,10,OOS,0.055802348083681785,0.6655585909084499,-0.21789114887889982,0.08734797783712644,0.9570735008864792,0.39522117902761794,0.75,0.0004914483703141124,0.012645766402605922,0.03257989067285628,0.3147406884221859,0.00035288076824863113,0.00734180527880494,34.45151503056579,0.7500990854290616,0.49238289052103806,0.6914506484819676,0.763001512397998,0.66555859090845,2432,-7.618153669033821,4.370432791554447,0.5437377242513397,2.7647145437557117,-0.3312266560543229,-0.13663333906222275,-0.40712860458886885
ETF36,1.0,-1,36,none,25,FULL,0.03782611654692358,0.4788893993700832,-0.23901283520666583,0.08512144611209838,0.5123757202040367,0.45125738090993567,0.75,0.00046349260921630503,0.012099861081001686,0.03233285432205641,0.32664583606354347,0.0003273454116885984,0.007142170909899572,33.96816172387628,0.7500911400300901,0.47866111419124086,0.7509266526929245,0.7275725235969737,0.4788893993700832,4439,-7.676720118681387,4.414561307354299,0.527177192484334,2.7647145437557117,-0.347774521024955,-0.41824401113912374,-0.7362856072511198
ETF36,1.0,-1,36,none,25,IS,0.03248452940288282,0.43005195594143486,-0.16758407828257815,0.08220476871660044,0.4766931884778888,0.3775407326395874,0.75,0.00045641206465263313,0.011501698551150142,0.03353093453468364,0.33706135618240063,0.00029640271754111466,0.006894213559729739,31.711687748795114,0.7500815121226171,0.5188585577946114,1.0027844939996624,0.6824922422927556,0.43005195594143497,2007,-7.692114505942228,4.4652605544195065,0.5118122793252214,2.7647145437557117,-0.43167699014985583,-0.4618451312311934,-0.8438492498228374
ETF36,1.0,-1,36,none,25,OOS,0.04225505039737354,0.5170800804278749,-0.23901283520666505,0.08747103241931606,0.8311516242787249,0.22620782270043072,0.75,0.0004914483703141124,0.012645766402605922,0.03257989067285628,0.3147406884221859,0.00035288076824863113,0.00734180527880494,34.45151503056579,0.7500990854290616,0.49238289052103806,0.6914506484819676,0.763001512397998,0.517080080427875,2432,-7.618153669033821,4.370432791554447,0.5437377242513397,2.7647145437557117,-0.3312266560543229,-0.3890622564973354,-0.6595575220239815
ETF36,1.0,-1,36,g075,0,FULL,0.05999623794697895,0.7284482263279792,-0.20349568944395213,0.08496265394094396,0.7621841374747953,0.7015223826162106,0.75,0.00046349260921630503,0.012099861081001686,0.032332854322056404,0.32664583606354347,0.00032734541168859835,0.007142170909899572,33.96816172387628,0.7500911400300901,0.47866111419124086,0.7509266526929245,0.7275725235969734,0.7284482263279795,4439,-7.676720118681387,4.414561307354299,0.527177192484334,2.7647145437557117,-0.347774521024955,0.0012028713692973647,-0.31683872474269925
