panel,window,book,CAGR,Sharpe,MaxDD,turnover_yr,SPY_CAGR,SPY_Sharpe,SPY_MaxDD
U56,FULL,N=5,0.1789829066444839,0.9893393325945896,-0.25853595033657006,3.1258970567710365,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,N=10,0.17057239764149146,1.1059017686043204,-0.20771055519190817,3.036057459586102,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,N=15,0.1712513442147694,1.171073124862731,-0.2014457489579955,3.0516287838514025,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,N=20,0.1578143852165539,1.152200994598872,-0.19127563591226449,2.871915705922124,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,N=30,0.14593154909599915,1.1488076300824583,-0.22073939857267888,2.6141556634979835,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,N=40,0.13443489553141097,1.1346869565732272,-0.2245552108552068,2.3455426426737174,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,H=21,0.14180691740293483,1.108346743835367,-0.20192294540169775,6.077990749392804,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,H=63,0.15259954527276554,1.1203636367540135,-0.2553328701844375,3.852837220616836,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,H=126,0.1578143852165539,1.152200994598872,-0.19127563591226449,2.871915705922124,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,H=252,0.15961142526911276,1.1670107370849376,-0.21843527860630396,2.082965160319596,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,G=0.30,0.06252355116553265,1.1505227896873804,-0.07990333123577342,1.1949690671622242,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,G=0.35,0.07303735888192886,1.1507490595290626,-0.09276262093657006,1.3859406076661147,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,G=0.40,0.08357366274120093,1.1509658856040754,-0.10549267883333291,1.5751600063643212,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,G=0.45,0.09413087722886404,1.1511737475286998,-0.1180941619097664,1.7628152547838314,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,G=0.50,0.10470732858712828,1.1513723178526898,-0.1305676665432235,1.9491472427664718,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,G=0.55,0.11530117861913691,1.1515601555336155,-0.14291446302138788,2.134515418195885,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,G=0.60,0.12591068407521866,1.1517373610135737,-0.15513469778683742,2.3191616251269465,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,G=0.65,0.13653398030979447,1.1519034241955985,-0.16728468172913113,2.5034074407112232,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,G=0.70,0.14716922992130588,1.1520583413353847,-0.17933720685026822,2.687518950513927,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,G=0.75,0.1578143852165539,1.152200994598872,-0.19127563591226449,2.871915705922124,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,C=W,0.1578143852165539,1.152200994598872,-0.19127563591226449,2.871915705922124,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,C=M,0.14428905049244434,1.0682206925527693,-0.2307735555021283,2.16102893745199,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,"N=5,H=21",0.16843283481105242,0.9263050808484405,-0.25448267555312354,8.100705994354094,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,"N=5,H=63",0.19006661349909093,1.0115651312622695,-0.26264611203990496,4.6770068370064495,0.1513403404167053,0.8849225790643692,-0.3371726770846234
U56,FULL,"N=5,H=126",0.1789829066444839,0.9893393325945896,-0.25853595033657006,3.1258970567710365,0.1513403404167053,0.8849225790643692,-0.3371726770846234
