panel,form,cadence,gross,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,keep4a,fail4b,keep4b
U56,EWall,W,0.2,0.03504098773361819,1.1221419519651625,-0.06398024774462574,1.186026745325078,1.0716177887755063,0.036471501486750046,1.1356669518947753,-0.06398024774462552,False,CAGR,False
U56,EWall,W,0.25,0.043848836727171436,1.1223602854328985,-0.07952041266117482,1.1864357721381102,1.0717000834580535,0.04564158868818469,1.1357282203743233,-0.07952041266117449,False,CAGR,False
U56,EWall,W,0.3,0.05267378085355556,1.1225693416985125,-0.09488111035479752,1.186837575558923,1.0717720605934906,0.05483035137745862,1.1357785194131027,-0.09488111035479774,False,CAGR,False
U56,EWall,W,0.35,0.061514832778130746,1.1227694850907903,-0.11006366916840093,1.1872331582848288,1.0718335591869739,0.06403664552804145,1.135817881613838,-0.11006366916840105,False,CAGR,False
U56,EWall,W,0.4,0.07037100268527396,1.122961092700521,-0.12506922732786163,1.1876225722801381,1.071885239748999,0.07325934778269683,1.1358470097288418,-0.1250692273278612,False,CAGR,False
U56,EWall,W,0.45,0.07924120913185861,1.1231432947957336,-0.13989925437977602,1.1880052263424121,1.0719260358267353,0.08249721958810508,1.1358648510096112,-0.13989925437977613,False,CAGR,False
U56,EWall,W,0.5,0.08812440871567429,1.1233164142816057,-0.15455481806460203,1.1883807331897813,1.0719568965457151,0.09174909903704598,1.1358721975846995,-0.15455481806460192,False,CAGR,False
U56,EWall,W,0.55,0.09701950500652412,1.123480166706336,-0.16903719805622008,1.1887485938824072,1.0719777381885032,0.10101375491612563,1.135868930367763,-0.1690371980562203,False,CAGR,False
U56,EWall,W,0.6,0.10592535024321736,1.1236341974491701,-0.18334747783759153,1.1891079388949892,1.0719886615281378,0.11028993340450399,1.1358551491007376,-0.18334747783759153,False,CAGR,False
U56,EWall,W,0.65,0.11484079627844901,1.1237783142652504,-0.19748689795718855,1.1894589722307558,1.0719891603117635,0.1195763141850148,1.1358303716203118,-0.19748689795718832,False,-,True
U56,EWall,W,0.7,0.12376460426928038,1.1239117261168463,-0.21145702906818953,1.1898011962674946,1.0719782096486496,0.12887148036724838,1.1357936311173726,-0.2114570290681892,False,DD,False
U56,EWall,W,0.75,0.13269560660401059,1.124034686997564,-0.22525886233200354,1.1901342806780089,1.071956590475289,0.13817416449485576,1.1357456546242786,-0.22525886233200332,False,DD,False
U56,EWall,W,0.8,0.14163248313185295,1.1241464348336374,-0.23889352234974526,1.1904578471121205,1.071923232384603,0.14748285327273614,1.1356854262268365,-0.23889352234974492,False,DD,False
U56,EWall,W,0.85,0.1505739219440132,1.1242465929395327,-0.25236276478341335,1.1907717512800924,1.0718775634077955,0.15679602170675655,1.1356123442248385,-0.2523627647834129,False,DD,False
U56,EWall,W,0.9,0.15951860535609175,1.1243350285382907,-0.26566766167421707,1.191075456251414,1.0718198319931997,0.16611224591451235,1.1355267051200926,-0.2656676616742173,False,DD,False
U56,EWall,W,0.95,0.1684651621680089,1.1244113379900396,-0.2788096106148631,1.191368595796411,1.0717496122676964,0.17542995697572739,1.1354280163373007,-0.2788096106148631,False,DD,False
U56,EWall,W,1.0,0.17741215580008407,1.124475038236714,-0.29178994535323965,1.191650584693579,1.071666515343234,0.18474754869885213,1.1353159277294047,-0.2917899453532402,False,DD,False
U56,EWall,M,0.2,0.03495106906604528,1.1334761176728279,-0.06264060018252049,1.1802498854830288,1.0963953902601236,0.03662176164862885,1.1606694618921283,-0.06264060018252038,False,CAGR,False
U56,EWall,M,0.25,0.0437486480716891,1.1335769815142032,-0.07792201345752459,1.1810959760401614,1.0959204456529548,0.045837271994455975,1.160140061609199,-0.07792201345752525,False,CAGR,False
U56,EWall,M,0.3,0.052568922141778884,1.1336673352661795,-0.09305467199572703,1.18193150483094,1.0954375078216791,0.055075259404823385,1.1596003812453248,-0.0930546719957267,False,CAGR,False
U56,EWall,M,0.35,0.06141123867289555,1.1337469569197762,-0.10803990233240368,1.1827566581202764,1.0949460711043102,0.06433488361305661,1.1590498030125467,-0.10803990233240335,False,CAGR,False
