arm,band,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,kind,panel,series
EXACT read (per-x means),0.01,0.08439393481716467,1.0042582236030462,-0.15492182140559896,0.08146617648599021,0.9723067118849186,-0.15492182140559888,1.021615563208825,0.9261644557527039,0.9368851716131216,arm,,
"WINDOWED read, hmult 0.5",0.01,0.08439393481716467,1.0042582236030462,-0.15492182140559896,0.08146617648599021,0.9723067118849186,-0.15492182140559888,1.021615563208825,0.9261644557527039,0.9368851716131216,arm,,
"WINDOWED read, hmult 1",0.01,0.08439393481716467,1.0042582236030462,-0.15492182140559896,0.08146617648599021,0.9723067118849186,-0.15492182140559888,1.021615563208825,0.9261644557527039,0.9368851716131216,arm,,
"WINDOWED read, hmult 2",0.01,0.08439393481716467,1.0042582236030462,-0.15492182140559896,0.08146617648599021,0.9723067118849186,-0.15492182140559888,1.021615563208825,0.9261644557527039,0.9368851716131216,arm,,
"WINDOWED read, hmult 3",0.01,0.08439393481716467,1.0042582236030462,-0.15492182140559896,0.08146617648599021,0.9723067118849186,-0.15492182140559888,1.021615563208825,0.9261644557527039,0.9368851716131216,arm,,
"WINDOWED read, hmult 4",0.01,0.08439393481716467,1.0042582236030462,-0.15492182140559896,0.08146617648599021,0.9723067118849186,-0.15492182140559888,1.021615563208825,0.9261644557527039,0.9368851716131216,arm,,
"WINDOWED read, hmult 5",0.01,0.08439393481716467,1.0042582236030462,-0.15492182140559896,0.08146617648599021,0.9723067118849186,-0.15492182140559888,1.021615563208825,0.9261644557527039,0.9368851716131216,arm,,
EXACT ARGMAX read,0.10,0.08707964571212246,0.9573853358566696,-0.18804073214096095,0.0872040293959994,0.9721351047623602,-0.1880407321409611,1.0739708057252886,0.8827423907928523,0.9945468254852909,arm,,
"WINDOWED ARGMAX read, hmult 0.5",0.10,0.08707964571212246,0.9573853358566696,-0.18804073214096095,0.0872040293959994,0.9721351047623602,-0.1880407321409611,1.0739708057252886,0.8827423907928523,0.9945468254852909,arm,,
"WINDOWED ARGMAX read, hmult 1",0.10,0.08707964571212246,0.9573853358566696,-0.18804073214096095,0.0872040293959994,0.9721351047623602,-0.1880407321409611,1.0739708057252886,0.8827423907928523,0.9945468254852909,arm,,
"WINDOWED ARGMAX read, hmult 2",0.10,0.08707964571212246,0.9573853358566696,-0.18804073214096095,0.0872040293959994,0.9721351047623602,-0.1880407321409611,1.0739708057252886,0.8827423907928523,0.9945468254852909,arm,,
"WINDOWED ARGMAX read, hmult 3",0.10,0.08707964571212246,0.9573853358566696,-0.18804073214096095,0.0872040293959994,0.9721351047623602,-0.1880407321409611,1.0739708057252886,0.8827423907928523,0.9945468254852909,arm,,
"WINDOWED ARGMAX read, hmult 4",0.12,0.08733277182841909,0.9532855435559231,-0.18787543771235324,0.08769268853470634,0.9673263357039553,-0.18787543771235318,1.0729519367370326,0.8732482293257164,0.9888537765474671,arm,,
"WINDOWED ARGMAX read, hmult 5",0.13,0.08626577100878491,0.9509329993634427,-0.18199024757433005,0.08650660577626296,0.9595861761032749,-0.18199024757433,1.0590226487937804,0.8696554862858045,0.9741035427392531,arm,,
bare 200d gate (band 0),0.00,0.08285618585964842,0.9929540251489724,-0.15317630545864813,0.08034957486105115,0.9650662267449602,-0.153176305458648,1.0189276615838467,0.9144657122112103,0.9341352767902475,arm,,
live RULES v2 band (0.03),0.03,0.08505984928849858,0.9871324208538667,-0.16518913210641017,0.08259858241198466,0.9700778692611617,-0.16518913210641006,1.0297571189512456,0.9157192343384248,0.9522873823507393,arm,,
ORACLE (best OOS band per cell),orcl,0.08831651591750563,1.032542976987642,-0.1624316858692956,0.0854926370974301,1.0050217766340137,-0.16243168586929582,1.0630940891411325,0.9512846193769021,0.975185635278098,arm,,
,,0.15450717694493354,0.8821923750254496,-0.33717289200673795,0.1522804498656667,0.8891298629344232,-0.33717289200673795,0.956835532356551,0.8342040795161164,,benchmark,U56,SPY buy-and-hold
,,0.09534815248934558,1.2853489467147505,-0.12054946768671182,0.08660060029784411,1.2057639631781307,-0.1205494676867116,1.2262055541154628,1.1911198177449172,,benchmark,U56,RULES v2 (live) @10bps
,,0.077302799496622,0.7472157626076877,-0.13827814258121418,0.06458507306778283,0.6647821450461113,-0.13827814258121418,0.6422081978469302,0.6879449136197412,,benchmark,U56,RULES v1 @10bps
,,0.1545044425578177,0.8822053166939766,-0.3371595330739301,0.15228333786002324,0.8891500684050615,-0.3371595330739301,0.9568540270149234,0.8342206005217467,,benchmark,B136,SPY buy-and-hold
,,0.07983337481604336,1.1187383069809544,-0.12240793860208021,0.0803031894255104,1.105914756823072,-0.12240793860208032,1.2293447612905366,0.9846068463857991,,benchmark,B136,RULES v2 (live) @10bps
,,0.05941502665859644,0.5763690469131079,-0.2119126361153264,0.06385177680442844,0.6350626444033665,-0.21191263611532518,0.7563854020143184,0.5321506173131293,,benchmark,B136,RULES v1 @10bps
,,0.15450717694493354,0.8821923750254496,-0.33717289200673795,0.14129862948357252,0.8616451554495406,-0.33717289200673817,0.8908874746723193,0.8579247523814549,,benchmark,SMALL439,SPY buy-and-hold
,,0.038484818375690066,0.5681646497668045,-0.1468466043264649,0.03813706929670446,0.5725461532961318,-0.1468466043264638,0.5700196013809123,0.5771714080805671,,benchmark,SMALL439,RULES v2 (live) @10bps
,,0.06352091063014575,0.49240761274192424,-0.3612438755391113,0.07414434956967764,0.5647466784542868,-0.36124387553911097,0.7435886339912957,0.4044833514470221,,benchmark,SMALL439,RULES v1 @10bps
