K,unit,family,prior,buckets,n,first,last,span,monotone_up,rho,pos_first,pos_last,min_n,passes
3,count,BREADTH-HI,False,3,432,-0.007685271969258442,0.0175680606118902,0.025253332581148643,True,1.0,0.3333333333333333,0.7466666666666667,108,True
3,count,BREADTH-LO,True,3,432,0.0480065016995356,0.08998889802333321,0.041982396323797605,True,1.0,0.9848484848484849,0.9833333333333333,120,True
3,count,CORR-HI,True,3,432,0.03622268345163403,0.05690179502856122,0.020679111576927194,True,1.0,0.946078431372549,0.6875,96,True
3,count,CORR-LO,False,3,432,0.017793514844432735,0.029039865725114095,0.01124635088068136,False,0.5,0.8777777777777778,0.8063063063063063,90,False
3,count,DISP-HI,True,3,432,0.02408519183740459,0.03643245535528275,0.012347263517878161,False,0.5,0.7894736842105263,0.7944444444444444,114,False
3,count,DISP-LO,False,3,432,-0.011519998686686496,-0.038565865458714085,-0.02704586677202759,False,-1.0,0.16145833333333334,0.15789473684210525,114,False
3,count,VOL20-HI,True,3,432,0.014277843949082469,0.027768763407589325,0.013490919458506856,True,1.0,0.696969696969697,0.7301587301587301,126,True
3,count,VOL20-LO,False,3,432,-0.0063826319636409385,-0.031098935017041304,-0.024716303053400366,False,-1.0,0.45555555555555555,0.20833333333333334,108,False
3,width,BREADTH-HI,False,3,432,-0.007685271969258442,0.016443623531463423,0.024128895500721864,False,0.5,0.3333333333333333,0.7196969696969697,96,False
3,width,BREADTH-LO,True,3,432,0.047699515322448705,0.10782231312159787,0.06012279779914917,True,1.0,0.9833333333333333,1.0,72,True
3,width,CORR-HI,True,3,432,0.03427943605210036,-0.006722447957516822,-0.041001884009617184,False,-0.5,0.9408602150537635,0.3333333333333333,6,False
3,width,CORR-LO,False,3,432,0.014514043448088999,0.027600392497924647,0.013086349049835648,False,0.5,0.8333333333333334,0.7753623188405797,66,False
3,width,DISP-HI,True,3,432,0.017330282055240703,0.05184879112167645,0.03451850906643575,True,1.0,0.7380952380952381,0.8974358974358975,78,True
3,width,DISP-LO,False,3,432,-0.010773792145777488,-0.04744666713676396,-0.03667287499098647,False,-1.0,0.17222222222222222,0.05555555555555555,72,False
3,width,VOL20-HI,True,3,432,0.008545038263247887,0.025910796971280382,0.017365758708032496,True,1.0,0.6666666666666666,0.6363636363636364,66,True
3,width,VOL20-LO,False,3,432,-0.00814748128179651,-0.03682254134272016,-0.02867506006092365,False,-0.5,0.43209876543209874,0.21666666666666667,120,False
4,count,BREADTH-HI,False,4,432,-0.0067358371914374125,0.016443623531463423,0.023179460722900835,False,0.7999999999999999,0.3333333333333333,0.7196969696969697,78,False
4,count,BREADTH-LO,True,4,432,0.047587707375021285,0.10615631848168036,0.05856861110665908,True,1.0,0.9824561403508771,1.0,90,True
4,count,CORR-HI,True,4,432,0.031354456940204764,0.033918301490257284,0.00256384455005252,False,0.19999999999999998,0.9345238095238095,0.6458333333333334,48,False
4,count,CORR-LO,False,4,432,0.014184526422163822,0.027936102715861107,0.013751576293697285,False,0.39999999999999997,0.8166666666666667,0.7847222222222222,60,False
4,count,DISP-HI,True,4,432,0.0170823512580823,0.036983293711025066,0.019900942452942764,True,1.0,0.696969696969697,0.7543859649122807,66,True
4,count,DISP-LO,False,4,432,-0.010704062700318387,-0.038565865458714085,-0.0278618027583957,False,-1.0,0.16049382716049382,0.16666666666666666,78,False
4,count,VOL20-HI,True,4,432,0.005035354782060106,0.033442643287217313,0.028407288505157207,False,0.7999999999999999,0.6111111111111112,0.7291666666666666,72,False
4,count,VOL20-LO,False,4,432,-0.006388562153434874,-0.030649212371881746,-0.024260650218446873,False,-0.7999999999999999,0.4444444444444444,0.22727272727272727,78,False
4,width,BREADTH-HI,False,4,432,-0.012931768773323034,0.015244082765981735,0.02817585153930477,False,0.7999999999999999,0.25,0.7166666666666667,36,False
4,width,BREADTH-LO,True,4,432,0.03686830860485417,0.10367270231059636,0.06680439370574219,True,1.0,0.9722222222222222,1.0,42,True
4,width,CORR-HI,True,3,432,0.02067960052617209,0.05517764495233682,0.03449804442616473,True,1.0,0.8787878787878788,0.7333333333333333,66,True
4,width,CORR-LO,False,4,432,0.009122194686206942,0.02402189661043684,0.014899701924229899,False,0.19999999999999998,0.75,0.7023809523809523,36,False
4,width,DISP-HI,True,4,432,0.002049678286036594,0.0565054363916513,0.054455758105614704,True,1.0,0.5,1.0,6,True
4,width,DISP-LO,False,4,432,-0.008732199367650167,-0.05106874911239919,-0.04233654974474903,False,-1.0,0.16666666666666666,0.1111111111111111,36,False
4,width,VOL20-HI,True,3,432,0.014029095779033163,0.03498657392405713,0.020957478145023967,False,0.5,0.8333333333333334,0.7666666666666667,36,False
4,width,VOL20-LO,False,4,432,0.0009287578233779102,-0.052477413390209005,-0.053406171213586914,False,-1.0,0.53125,0.1282051282051282,78,False
5,count,BREADTH-HI,False,5,432,-0.004594822412301259,0.016443623531463423,0.02103844594376468,False,0.7999999999999999,0.3611111111111111,0.7196969696969697,48,False
5,count,BREADTH-LO,True,5,432,0.04717224549645148,0.10782231312159787,0.060650067625146395,False,0.8999999999999998,0.9795918367346939,1.0,60,False
5,count,CORR-HI,True,5,432,0.02571324411022522,-0.006722447957516822,-0.03243569206774204,False,-0.09999999999999999,0.8981481481481481,0.3333333333333333,6,False
5,count,CORR-LO,False,5,432,0.009122194686206942,0.027600392497924647,0.018478197811717705,False,0.6,0.75,0.7753623188405797,36,False
