panel,base,freq,cost,mg_lo,mg_hi,dd_lo,dd_hi,sharpe_at_lam1,sharpe_spread,mono_MaxDD,mono_meangross
u56,EQ_ung,W,0.0,0.015020027157349758,0.9750288512527524,-0.004894908400458586,-0.28516155178555314,1.1287962426192406,0.001653151839291711,True,True
u56,EQ_ung,W,10.0,0.015020027157349758,0.9750288512527524,-0.004900599007161777,-0.285319902953175,1.1216798503721155,0.0031946560795232948,True,True
u56,EQ_ung,W,25.0,0.015020027157349758,0.9750288512527524,-0.004909134872103538,-0.28555737919849355,1.1110040764979634,0.0055077157387963815,True,True
u56,EQ_ung,M,0.0,0.01511565181334471,0.9751689687189808,-0.004782272919369834,-0.28340825026910554,1.1351779963221318,0.0003271673370444095,True,True
u56,EQ_ung,M,10.0,0.01511565181334471,0.9751689687189808,-0.004783337451707115,-0.28343828998107023,1.1316978501841815,0.0010063427968460825,True,True
u56,EQ_ung,M,25.0,0.01511565181334471,0.9751689687189808,-0.004784934250212869,-0.28348334954901655,1.1264751939056046,0.0021329687985520707,True,True
u56,EQ_band,W,0.0,0.010664088457982035,0.6924321283445731,-0.0024763684946187414,-0.15497721892012162,1.2271748845796517,0.00114435757359721,True,True
u56,EQ_band,W,10.0,0.010664088457982035,0.6924321283445731,-0.002482225948940986,-0.15529047045983024,1.202140097248246,0.0002889658109084259,True,True
u56,EQ_band,W,25.0,0.010664088457982035,0.6924321283445731,-0.0024910121031729293,-0.1557602536365813,1.164549391629259,0.0019787497113403774,True,True
u56,EQ_band,M,0.0,0.010720669142126209,0.6927971401902437,-0.003044950385800882,-0.18349756697542696,1.1897585551036525,0.0054672951632313005,True,True
u56,EQ_band,M,10.0,0.010720669142126209,0.6927971401902437,-0.0030489448175511358,-0.18370815438955923,1.1733708427493137,0.006054701110789207,True,True
u56,EQ_band,M,25.0,0.010720669142126209,0.6927971401902437,-0.0030549364651760724,-0.18402403551075774,1.1487219465329124,0.006939126109253735,True,True
broad,EQ_ung,W,0.0,0.015019523098125109,0.9750274288437502,-0.0055843797282000285,-0.3199498510018557,1.1289168712344126,0.0003737168672088842,True,True
broad,EQ_ung,W,10.0,0.015019523098125109,0.9750274288437502,-0.005590535630654925,-0.32009866320483515,1.1219549467170122,0.0020148259237346977,True,True
broad,EQ_ung,W,25.0,0.015019523098125109,0.9750274288437502,-0.00559976943175966,-0.32032183466814157,1.1115111687130292,0.004509119868018718,True,True
broad,EQ_ung,M,0.0,0.015123659020747339,0.9751799845463041,-0.005381853073459841,-0.31769648126494143,1.1257413970034722,0.0007701206331371946,True,True
broad,EQ_ung,M,10.0,0.015123659020747339,0.9751799845463041,-0.005383048202344698,-0.31772633117483695,1.1223215296797846,0.0014982338850697552,True,True
broad,EQ_ung,M,25.0,0.015123659020747339,0.9751799845463041,-0.005384840895671039,-0.3177711060396805,1.1171895467729789,0.002673664999050196,True,True
broad,EQ_band,W,0.0,0.010649315075043757,0.6916089115879073,-0.0025128737206951968,-0.15733019155659278,1.1336371255164472,0.0009518813643500934,True,True
broad,EQ_band,W,10.0,0.010649315075043757,0.6916089115879073,-0.0025197311608284867,-0.15769727522509625,1.1057901818007876,0.00046596979422175444,True,True
broad,EQ_band,W,25.0,0.010649315075043757,0.6916089115879073,-0.0025300172873856663,-0.15824778604089762,1.0639810341503695,0.002390159314633822,True,True
broad,EQ_band,M,0.0,0.010690966910717109,0.6910735335722774,-0.003325181149921308,-0.20001552253970734,1.110530662328226,0.005876762180156314,True,True
broad,EQ_band,M,10.0,0.010690966910717109,0.6910735335722774,-0.003330354589596296,-0.2002858819174761,1.0924290639959033,0.006507244772012255,True,True
broad,EQ_band,M,25.0,0.010690966910717109,0.6910735335722774,-0.003338114749109611,-0.2006914209841303,1.0652049419708634,0.007456913949723587,True,True
