qmax,sel,panel,book,cost,n_arms,p_nonempty,mean_k,immunity,null,move_rate,exc_H1,exc_H2,exc_DD,exc_CAGR,n_bad
0.75,K_RANDOM,broad,V1u,10.0,17,0.51575,2.713039263208919,0.15802229762481823,0.1595905448946423,0.8419777023751818,0.35521013241220495,0.4657455382843984,0.43753598157743234,0.45768566493955093,1737
0.75,K_Sharpe,broad,V1u,25.0,17,0.58375,3.081370449678801,0.0,0.18125708527522358,1.0,0.0,1.0,0.0,0.9100642398286938,2335
0.75,K_Calmar,broad,V1u,25.0,17,0.58375,3.081370449678801,0.4235546038543897,0.18125708527522358,0.5764453961456103,1.0,0.0,0.0,0.0,1346
0.75,K_Sortino,broad,V1u,25.0,17,0.58375,3.081370449678801,0.0,0.18125708527522358,1.0,0.0,1.0,0.0,0.9100642398286938,2335
0.75,K_MinHalf,broad,V1u,25.0,17,0.58375,3.081370449678801,0.4235546038543897,0.18125708527522358,0.5764453961456103,1.0,0.0,0.0,0.0,1346
0.75,K_H2Sharpe,broad,V1u,25.0,17,0.58375,3.081370449678801,0.4235546038543897,0.18125708527522358,0.5764453961456103,1.0,0.0,0.0,0.0,1346
0.75,K_CAGR,broad,V1u,25.0,17,0.58375,3.081370449678801,0.4235546038543897,0.18125708527522358,0.5764453961456103,1.0,0.0,0.0,0.0,1346
0.75,K_MaxDD,broad,V1u,25.0,17,0.58375,3.081370449678801,0.0,0.18125708527522358,1.0,0.0,1.0,0.0,0.9100642398286938,2335
0.75,K_NegVol,broad,V1u,25.0,17,0.58375,3.081370449678801,0.0,0.18125708527522358,1.0,0.0,1.0,0.0,0.9100642398286938,2335
0.75,K_RANDOM,broad,V1u,25.0,17,0.58375,3.081370449678801,0.176017130620985,0.18125708527522358,0.823982869379015,0.3482328482328482,0.5857588357588358,0.46205821205821207,0.48492723492723494,1924
0.75,K_Sharpe,small,EWall,10.0,17,0.72075,3.44502254595907,0.23204994797086367,0.20264838505641591,0.7679500520291364,0.0,0.0,1.0,0.0,2214
0.75,K_Calmar,small,EWall,10.0,17,0.72075,3.44502254595907,0.23204994797086367,0.20264838505641591,0.7679500520291364,0.0,0.0,1.0,0.0,2214
0.75,K_Sortino,small,EWall,10.0,17,0.72075,3.44502254595907,0.23204994797086367,0.20264838505641591,0.7679500520291364,0.0,0.0,1.0,0.0,2214
0.75,K_MinHalf,small,EWall,10.0,17,0.72075,3.44502254595907,0.23204994797086367,0.20264838505641591,0.7679500520291364,0.0,0.0,1.0,0.0,2214
0.75,K_H2Sharpe,small,EWall,10.0,17,0.72075,3.44502254595907,0.23204994797086367,0.20264838505641591,0.7679500520291364,0.0,0.0,1.0,0.0,2214
0.75,K_CAGR,small,EWall,10.0,17,0.72075,3.44502254595907,0.23204994797086367,0.20264838505641591,0.7679500520291364,0.0,0.0,1.0,0.0,2214
0.75,K_MaxDD,small,EWall,10.0,17,0.72075,3.44502254595907,0.0,0.20264838505641591,1.0,0.6361429066944155,1.0,0.0,1.0,2883
0.75,K_NegVol,small,EWall,10.0,17,0.72075,3.44502254595907,0.0,0.20264838505641591,1.0,0.6361429066944155,1.0,0.0,1.0,2883
0.75,K_RANDOM,small,EWall,10.0,17,0.72075,3.44502254595907,0.20187304890738814,0.20264838505641591,0.7981269510926119,0.46197305519339416,0.4176445023902651,0.4437201216862234,0.4124293785310734,2301
0.75,K_Sharpe,small,EWall,25.0,17,0.87475,3.510145755930266,0.9605601600457273,0.20647916211354506,0.03943983995427265,0.0,0.0,0.21739130434782608,0.782608695652174,138
0.75,K_Calmar,small,EWall,25.0,17,0.87475,3.510145755930266,0.18662474992855102,0.20647916211354506,0.813375250071449,0.0,0.0,1.0,0.0,2846
0.75,K_Sortino,small,EWall,25.0,17,0.87475,3.510145755930266,0.9605601600457273,0.20647916211354506,0.03943983995427265,0.0,0.0,0.21739130434782608,0.782608695652174,138
0.75,K_MinHalf,small,EWall,25.0,17,0.87475,3.510145755930266,0.18662474992855102,0.20647916211354506,0.813375250071449,0.0,0.0,1.0,0.0,2846
0.75,K_H2Sharpe,small,EWall,25.0,17,0.87475,3.510145755930266,0.18662474992855102,0.20647916211354506,0.813375250071449,0.0,0.0,1.0,0.0,2846
0.75,K_CAGR,small,EWall,25.0,17,0.87475,3.510145755930266,0.18662474992855102,0.20647916211354506,0.813375250071449,0.0,0.0,1.0,0.0,2846
0.75,K_MaxDD,small,EWall,25.0,17,0.87475,3.510145755930266,0.0,0.20647916211354506,1.0,0.7545012860817376,1.0,0.0,1.0,3499
0.75,K_NegVol,small,EWall,25.0,17,0.87475,3.510145755930266,0.0,0.20647916211354506,1.0,0.7545012860817376,1.0,0.0,1.0,3499
0.75,K_RANDOM,small,EWall,25.0,17,0.87475,3.510145755930266,0.2109174049728494,0.20647916211354506,0.7890825950271506,0.4683085838464324,0.4871423397319812,0.46215139442231074,0.4516479536399855,2761
0.75,K_Sharpe,small,TOP20,10.0,17,0.9335,3.8425281199785752,0.9863417246920193,0.22603106588109267,0.013658275307980718,0.0,0.0,1.0,0.0,51
0.75,K_Calmar,small,TOP20,10.0,17,0.9335,3.8425281199785752,0.9863417246920193,0.22603106588109267,0.013658275307980718,0.0,0.0,1.0,0.0,51
0.75,K_Sortino,small,TOP20,10.0,17,0.9335,3.8425281199785752,0.9863417246920193,0.22603106588109267,0.013658275307980718,0.0,0.0,1.0,0.0,51
0.75,K_MinHalf,small,TOP20,10.0,17,0.9335,3.8425281199785752,0.9863417246920193,0.22603106588109267,0.013658275307980718,0.0,0.0,1.0,0.0,51
0.75,K_H2Sharpe,small,TOP20,10.0,17,0.9335,3.8425281199785752,0.9863417246920193,0.22603106588109267,0.013658275307980718,0.0,0.0,1.0,0.0,51
0.75,K_CAGR,small,TOP20,10.0,17,0.9335,3.8425281199785752,0.9863417246920193,0.22603106588109267,0.013658275307980718,0.0,0.0,1.0,0.0,51
0.75,K_MaxDD,small,TOP20,10.0,17,0.9335,3.8425281199785752,0.0,0.22603106588109267,1.0,0.0,1.0,0.0,0.577664702731655,3734
0.75,K_NegVol,small,TOP20,10.0,17,0.9335,3.8425281199785752,0.0,0.22603106588109267,1.0,0.0,1.0,0.0,0.577664702731655,3734
0.75,K_RANDOM,small,TOP20,10.0,17,0.9335,3.8425281199785752,0.22013926084627744,0.22603106588109267,0.7798607391537226,0.49759615384615385,0.4965659340659341,0.49072802197802196,0.4804258241758242,2912
0.75,K_Sharpe,small,TOP20,25.0,17,0.931,4.3745972073039745,0.9790547798066596,0.2573292474884691,0.020945220193340493,0.0,0.0,1.0,0.0,78
0.75,K_Calmar,small,TOP20,25.0,17,0.931,4.3745972073039745,0.9790547798066596,0.2573292474884691,0.020945220193340493,0.0,0.0,1.0,0.0,78
0.75,K_Sortino,small,TOP20,25.0,17,0.931,4.3745972073039745,0.9790547798066596,0.2573292474884691,0.020945220193340493,0.0,0.0,1.0,0.0,78
0.75,K_MinHalf,small,TOP20,25.0,17,0.931,4.3745972073039745,0.9790547798066596,0.2573292474884691,0.020945220193340493,0.0,0.0,1.0,0.0,78
0.75,K_H2Sharpe,small,TOP20,25.0,17,0.931,4.3745972073039745,0.9790547798066596,0.2573292474884691,0.020945220193340493,0.0,0.0,1.0,0.0,78
0.75,K_CAGR,small,TOP20,25.0,17,0.931,4.3745972073039745,0.9790547798066596,0.2573292474884691,0.020945220193340493,0.0,0.0,1.0,0.0,78
0.75,K_MaxDD,small,TOP20,25.0,17,0.931,4.3745972073039745,0.061224489795918366,0.2573292474884691,0.9387755102040817,0.0,0.8758581235697941,0.0,0.7136727688787186,3496
0.75,K_NegVol,small,TOP20,25.0,17,0.931,4.3745972073039745,0.13963480128893663,0.2573292474884691,0.8603651987110634,0.0,0.8564294631710362,0.0,0.5783395755305868,3204
0.75,K_RANDOM,small,TOP20,25.0,17,0.931,4.3745972073039745,0.261546723952739,0.2573292474884691,0.738453276047261,0.5469090909090909,0.5156363636363637,0.4712727272727273,0.5185454545454545,2750
0.75,K_Sharpe,small,V1u,10.0,17,0.94125,3.2305444887118195,0.25763612217795484,0.1900320287477541,0.7423638778220452,0.0,0.0,0.0,1.0,2795
0.75,K_Calmar,small,V1u,10.0,17,0.94125,3.2305444887118195,0.9806108897742364,0.1900320287477541,0.019389110225763614,0.0,0.0,1.0,0.0,73
0.75,K_Sortino,small,V1u,10.0,17,0.94125,3.2305444887118195,0.9806108897742364,0.1900320287477541,0.019389110225763614,0.0,0.0,1.0,0.0,73
0.75,K_MinHalf,small,V1u,10.0,17,0.94125,3.2305444887118195,0.9806108897742364,0.1900320287477541,0.019389110225763614,0.0,0.0,1.0,0.0,73
0.75,K_H2Sharpe,small,V1u,10.0,17,0.94125,3.2305444887118195,0.9806108897742364,0.1900320287477541,0.019389110225763614,0.0,0.0,1.0,0.0,73
0.75,K_CAGR,small,V1u,10.0,17,0.94125,3.2305444887118195,0.9806108897742364,0.1900320287477541,0.019389110225763614,0.0,0.0,1.0,0.0,73
0.75,K_MaxDD,small,V1u,10.0,17,0.94125,3.2305444887118195,0.0,0.1900320287477541,1.0,0.0,0.8305444887118194,0.0,1.0,3765
0.75,K_NegVol,small,V1u,10.0,17,0.94125,3.2305444887118195,0.0,0.1900320287477541,1.0,0.0,0.8305444887118194,0.0,1.0,3765
0.75,K_RANDOM,small,V1u,10.0,17,0.94125,3.2305444887118195,0.1899070385126162,0.1900320287477541,0.8100929614873837,0.4885245901639344,0.5049180327868853,0.4780327868852459,0.49934426229508194,3050
0.75,K_Sharpe,small,V1u,25.0,17,1.0,3.8175,1.0,0.2245588235294117,0.0,0.0,0.0,0.0,0.0,0
0.75,K_Calmar,small,V1u,25.0,17,1.0,3.8175,1.0,0.2245588235294117,0.0,0.0,0.0,0.0,0.0,0
0.75,K_Sortino,small,V1u,25.0,17,1.0,3.8175,1.0,0.2245588235294117,0.0,0.0,0.0,0.0,0.0,0
0.75,K_MinHalf,small,V1u,25.0,17,1.0,3.8175,0.91375,0.2245588235294117,0.08625,0.0,0.0,1.0,0.0,345
0.75,K_H2Sharpe,small,V1u,25.0,17,1.0,3.8175,0.91375,0.2245588235294117,0.08625,0.0,0.0,1.0,0.0,345
0.75,K_CAGR,small,V1u,25.0,17,1.0,3.8175,0.91375,0.2245588235294117,0.08625,0.0,0.0,1.0,0.0,345
0.75,K_MaxDD,small,V1u,25.0,17,1.0,3.8175,0.238,0.2245588235294117,0.762,0.0,0.11482939632545931,0.0,0.973753280839895,3048
0.75,K_NegVol,small,V1u,25.0,17,1.0,3.8175,0.238,0.2245588235294117,0.762,0.0,0.11482939632545931,0.0,0.973753280839895,3048
0.75,K_RANDOM,small,V1u,25.0,17,1.0,3.8175,0.22325,0.2245588235294117,0.77675,0.528162214354683,0.5313807531380753,0.5259092372063083,0.5143224975860959,3107
0.75,K_Sharpe,u56,EWall,10.0,17,0.63725,2.659081992938407,0.35229501765398197,0.15641658781990633,0.647704982346018,0.1992731677771048,0.0,0.8267716535433071,0.056329497274379164,1651
0.75,K_Calmar,u56,EWall,10.0,17,0.63725,2.659081992938407,0.6877206747744213,0.15641658781990633,0.31227932522557866,0.5753768844221105,0.0,0.0,0.5979899497487438,796
0.75,K_Sortino,u56,EWall,10.0,17,0.63725,2.659081992938407,0.35229501765398197,0.15641658781990633,0.647704982346018,0.1992731677771048,0.0,0.8267716535433071,0.056329497274379164,1651
0.75,K_MinHalf,u56,EWall,10.0,17,0.63725,2.659081992938407,0.42997253825029425,0.15641658781990633,0.5700274617497058,0.0,0.4879559532002753,0.7474191328286304,0.0,1453
0.75,K_H2Sharpe,u56,EWall,10.0,17,0.63725,2.659081992938407,0.04825421734013339,0.15641658781990633,0.9517457826598666,0.9468260511129432,0.0,0.0,0.5288540807914263,2426
0.75,K_CAGR,u56,EWall,10.0,17,0.63725,2.659081992938407,0.0,0.15641658781990633,1.0,0.0,0.20164770498234602,1.0,0.0,2549
0.75,K_MaxDD,u56,EWall,10.0,17,0.63725,2.659081992938407,0.2204786190663005,0.15641658781990633,0.7795213809336995,0.35480624056366383,0.0,0.0,0.8998490186210367,1987
0.75,K_NegVol,u56,EWall,10.0,17,0.63725,2.659081992938407,0.0,0.15641658781990633,1.0,0.7908983915260887,0.7116516280894468,0.0,1.0,2549
0.75,K_RANDOM,u56,EWall,10.0,17,0.63725,2.659081992938407,0.15378579835229503,0.15641658781990633,0.846214201647705,0.38293926750115903,0.45433472415391746,0.39684747334260545,0.4019471488178025,2157
0.75,K_Sharpe,u56,EWall,25.0,17,0.65275,3.1662198391420913,0.26694752968211416,0.18624822583188771,0.7330524703178859,0.0,0.0,1.0,0.0,1914
0.75,K_Calmar,u56,EWall,25.0,17,0.65275,3.1662198391420913,0.26694752968211416,0.18624822583188771,0.7330524703178859,0.0,0.0,1.0,0.0,1914
0.75,K_Sortino,u56,EWall,25.0,17,0.65275,3.1662198391420913,0.26694752968211416,0.18624822583188771,0.7330524703178859,0.0,0.0,1.0,0.0,1914
0.75,K_MinHalf,u56,EWall,25.0,17,0.65275,3.1662198391420913,0.26694752968211416,0.18624822583188771,0.7330524703178859,0.0,0.0,1.0,0.0,1914
0.75,K_H2Sharpe,u56,EWall,25.0,17,0.65275,3.1662198391420913,0.10187667560321716,0.18624822583188771,0.8981233243967829,0.8980810234541577,0.0,0.0,0.5321961620469083,2345
0.75,K_CAGR,u56,EWall,25.0,17,0.65275,3.1662198391420913,0.26694752968211416,0.18624822583188771,0.7330524703178859,0.0,0.0,1.0,0.0,1914
0.75,K_MaxDD,u56,EWall,25.0,17,0.65275,3.1662198391420913,0.34469551895825357,0.18624822583188771,0.6553044810417464,0.3652834599649328,0.0,0.0,0.8667445938047925,1711
0.75,K_NegVol,u56,EWall,25.0,17,0.65275,3.1662198391420913,0.0,0.18624822583188771,1.0,0.7089237839908081,0.8046725392569897,0.0,1.0,2611
0.75,K_RANDOM,u56,EWall,25.0,17,0.65275,3.1662198391420913,0.17847567981616239,0.18624822583188771,0.8215243201838376,0.4172494172494173,0.42703962703962706,0.4037296037296037,0.40885780885780887,2145
0.75,K_Sharpe,u56,TOP20,10.0,17,0.78275,3.8952411370169275,0.6576173746406899,0.229131831589231,0.34238262535931013,0.0,0.0,1.0,0.0,1072
0.75,K_Calmar,u56,TOP20,10.0,17,0.78275,3.8952411370169275,0.6576173746406899,0.229131831589231,0.34238262535931013,0.0,0.0,1.0,0.0,1072
0.75,K_Sortino,u56,TOP20,10.0,17,0.78275,3.8952411370169275,0.544873842222932,0.229131831589231,0.45512615777706805,0.0,0.0,1.0,0.0,1425
0.75,K_MinHalf,u56,TOP20,10.0,17,0.78275,3.8952411370169275,0.544873842222932,0.229131831589231,0.45512615777706805,0.0,0.0,1.0,0.0,1425
0.75,K_H2Sharpe,u56,TOP20,10.0,17,0.78275,3.8952411370169275,0.43724049824337274,0.229131831589231,0.5627595017566273,0.0,0.0,1.0,0.0,1762
0.75,K_CAGR,u56,TOP20,10.0,17,0.78275,3.8952411370169275,0.6576173746406899,0.229131831589231,0.34238262535931013,0.0,0.0,1.0,0.0,1072
0.75,K_MaxDD,u56,TOP20,10.0,17,0.78275,3.8952411370169275,0.0,0.229131831589231,1.0,1.0,0.7425742574257426,0.0,1.0,3131
0.75,K_NegVol,u56,TOP20,10.0,17,0.78275,3.8952411370169275,0.0,0.229131831589231,1.0,1.0,0.7425742574257426,0.0,1.0,3131
0.75,K_RANDOM,u56,TOP20,10.0,17,0.78275,3.8952411370169275,0.23666560204407538,0.229131831589231,0.7633343979559246,0.4682008368200837,0.4790794979079498,0.401673640167364,0.4874476987447699,2390
0.75,K_Sharpe,u56,TOP20,25.0,17,0.79375,3.8151181102362206,0.6141732283464567,0.2244187123668365,0.3858267716535433,0.0,0.0,1.0,0.0,1225
0.75,K_Calmar,u56,TOP20,25.0,17,0.79375,3.8151181102362206,0.6141732283464567,0.2244187123668365,0.3858267716535433,0.0,0.0,1.0,0.0,1225
0.75,K_Sortino,u56,TOP20,25.0,17,0.79375,3.8151181102362206,0.5159055118110236,0.2244187123668365,0.4840944881889764,0.0,0.0,1.0,0.0,1537
0.75,K_MinHalf,u56,TOP20,25.0,17,0.79375,3.8151181102362206,0.6141732283464567,0.2244187123668365,0.3858267716535433,0.0,0.0,1.0,0.0,1225
0.75,K_H2Sharpe,u56,TOP20,25.0,17,0.79375,3.8151181102362206,0.30551181102362207,0.2244187123668365,0.694488188976378,0.0,0.0,1.0,0.0,2205
0.75,K_CAGR,u56,TOP20,25.0,17,0.79375,3.8151181102362206,0.6141732283464567,0.2244187123668365,0.3858267716535433,0.0,0.0,1.0,0.0,1225
0.75,K_MaxDD,u56,TOP20,25.0,17,0.79375,3.8151181102362206,0.031496062992125984,0.2244187123668365,0.968503937007874,0.7414634146341463,0.5619512195121952,0.0,0.7661788617886179,3075
0.75,K_NegVol,u56,TOP20,25.0,17,0.79375,3.8151181102362206,0.0,0.2244187123668365,1.0,1.0,0.8050393700787402,0.0,1.0,3175
0.75,K_RANDOM,u56,TOP20,25.0,17,0.79375,3.8151181102362206,0.215748031496063,0.2244187123668365,0.784251968503937,0.4650602409638554,0.4630522088353414,0.4357429718875502,0.4738955823293173,2490
0.75,K_Sharpe,u56,V1u,10.0,17,0.53725,5.617496510004654,0.9702187063750581,0.33044097117674426,0.029781293624941835,0.265625,0.265625,0.5,0.0,64
0.75,K_Calmar,u56,V1u,10.0,17,0.53725,5.617496510004654,0.0,0.33044097117674426,1.0,0.0,1.0,0.0,0.9027454630060493,2149
0.75,K_Sortino,u56,V1u,10.0,17,0.53725,5.617496510004654,0.9702187063750581,0.33044097117674426,0.029781293624941835,0.265625,0.265625,0.5,0.0,64
0.75,K_MinHalf,u56,V1u,10.0,17,0.53725,5.617496510004654,0.08794788273615635,0.33044097117674426,0.9120521172638436,0.8683673469387755,0.0,0.15,0.6020408163265306,1960
0.75,K_H2Sharpe,u56,V1u,10.0,17,0.53725,5.617496510004654,0.08794788273615635,0.33044097117674426,0.9120521172638436,0.8683673469387755,0.0,0.15,0.6020408163265306,1960
0.75,K_CAGR,u56,V1u,10.0,17,0.53725,5.617496510004654,0.9702187063750581,0.33044097117674426,0.029781293624941835,0.265625,0.265625,0.5,0.0,64
0.75,K_MaxDD,u56,V1u,10.0,17,0.53725,5.617496510004654,0.0,0.33044097117674426,1.0,0.0,1.0,0.0,0.9027454630060493,2149
0.75,K_NegVol,u56,V1u,10.0,17,0.53725,5.617496510004654,0.0,0.33044097117674426,1.0,0.0,1.0,0.0,0.9027454630060493,2149
0.75,K_RANDOM,u56,V1u,10.0,17,0.53725,5.617496510004654,0.3210795718939041,0.33044097117674426,0.6789204281060959,0.49554489376285127,0.5284441398217957,0.4160383824537354,0.5764222069910898,1459
0.75,K_Sharpe,u56,V1u,25.0,17,0.50375,5.4272952853598015,0.05012406947890819,0.3192526638446942,0.9498759305210918,0.0,0.93521421107628,0.0,0.6468129571577848,1914
0.75,K_Calmar,u56,V1u,25.0,17,0.50375,5.4272952853598015,0.05012406947890819,0.3192526638446942,0.9498759305210918,0.0,0.93521421107628,0.0,0.6468129571577848,1914
0.75,K_Sortino,u56,V1u,25.0,17,0.50375,5.4272952853598015,0.05012406947890819,0.3192526638446942,0.9498759305210918,0.0,0.93521421107628,0.0,0.6468129571577848,1914
0.75,K_MinHalf,u56,V1u,25.0,17,0.50375,5.4272952853598015,0.040694789081885854,0.3192526638446942,0.9593052109181142,0.9296430419037766,0.0,0.0,0.7252974650801862,1933
0.75,K_H2Sharpe,u56,V1u,25.0,17,0.50375,5.4272952853598015,0.040694789081885854,0.3192526638446942,0.9593052109181142,0.9296430419037766,0.0,0.0,0.7252974650801862,1933
0.75,K_CAGR,u56,V1u,25.0,17,0.50375,5.4272952853598015,0.8893300248138958,0.3192526638446942,0.11066997518610422,0.2600896860986547,0.03587443946188341,0.8295964125560538,0.0,223
0.75,K_MaxDD,u56,V1u,25.0,17,0.50375,5.4272952853598015,0.05012406947890819,0.3192526638446942,0.9498759305210918,0.0,0.93521421107628,0.0,0.6468129571577848,1914
0.75,K_NegVol,u56,V1u,25.0,17,0.50375,5.4272952853598015,0.05012406947890819,0.3192526638446942,0.9498759305210918,0.0,0.93521421107628,0.0,0.6468129571577848,1914
0.75,K_RANDOM,u56,V1u,25.0,17,0.50375,5.4272952853598015,0.31662531017369727,0.3192526638446942,0.6833746898263028,0.5119825708061002,0.5054466230936819,0.4212055192447349,0.5403050108932462,1377
1.0,K_Sharpe,broad,EWall,10.0,17,0.283,2.15017667844523,0.5282685512367491,0.12648098108501352,0.4717314487632509,0.0,0.5636704119850188,0.45880149812734083,0.18352059925093633,534
1.0,K_Calmar,broad,EWall,10.0,17,0.283,2.15017667844523,0.35247349823321555,0.12648098108501352,0.6475265017667845,0.849931787175989,0.03547066848567531,0.09140518417462483,0.22783083219645292,733
1.0,K_Sortino,broad,EWall,10.0,17,0.283,2.15017667844523,0.5282685512367491,0.12648098108501352,0.4717314487632509,0.0,0.5636704119850188,0.45880149812734083,0.18352059925093633,534
1.0,K_MinHalf,broad,EWall,10.0,17,0.283,2.15017667844523,0.5282685512367491,0.12648098108501352,0.4717314487632509,0.0,0.5636704119850188,0.45880149812734083,0.18352059925093633,534
1.0,K_H2Sharpe,broad,EWall,10.0,17,0.283,2.15017667844523,0.0,0.12648098108501352,1.0,0.1068904593639576,0.0,1.0,0.0,1132
1.0,K_CAGR,broad,EWall,10.0,17,0.283,2.15017667844523,0.0,0.12648098108501352,1.0,0.1068904593639576,0.0,1.0,0.0,1132
1.0,K_MaxDD,broad,EWall,10.0,17,0.283,2.15017667844523,0.2226148409893993,0.12648098108501352,0.7773851590106007,0.38977272727272727,0.16704545454545455,0.0,0.8431818181818181,880
1.0,K_NegVol,broad,EWall,10.0,17,0.283,2.15017667844523,0.0,0.12648098108501352,1.0,0.6457597173144877,0.9151943462897526,0.028268551236749116,1.0,1132
1.0,K_RANDOM,broad,EWall,10.0,17,0.283,2.15017667844523,0.12190812720848057,0.12648098108501352,0.8780918727915195,0.47484909456740443,0.40945674044265595,0.40040241448692154,0.3591549295774648,994
1.0,K_Sharpe,broad,EWall,25.0,17,0.26625,2.299530516431925,0.6882629107981221,0.13526650096658382,0.3117370892018779,0.0,0.21686746987951808,0.4789156626506024,0.3614457831325301,332
1.0,K_Calmar,broad,EWall,25.0,17,0.26625,2.299530516431925,0.6882629107981221,0.13526650096658382,0.3117370892018779,0.0,0.21686746987951808,0.4789156626506024,0.3614457831325301,332
1.0,K_Sortino,broad,EWall,25.0,17,0.26625,2.299530516431925,0.6882629107981221,0.13526650096658382,0.3117370892018779,0.0,0.21686746987951808,0.4789156626506024,0.3614457831325301,332
1.0,K_MinHalf,broad,EWall,25.0,17,0.26625,2.299530516431925,0.0,0.13526650096658382,1.0,0.0,0.0,1.0,0.0,1065
1.0,K_H2Sharpe,broad,EWall,25.0,17,0.26625,2.299530516431925,0.0,0.13526650096658382,1.0,0.0,0.0,1.0,0.0,1065
1.0,K_CAGR,broad,EWall,25.0,17,0.26625,2.299530516431925,0.0,0.13526650096658382,1.0,0.0,0.0,1.0,0.0,1065
1.0,K_MaxDD,broad,EWall,25.0,17,0.26625,2.299530516431925,0.20751173708920187,0.13526650096658382,0.7924882629107981,0.3175355450236967,0.2559241706161137,0.0,0.8708530805687204,844
1.0,K_NegVol,broad,EWall,25.0,17,0.26625,2.299530516431925,0.0,0.13526650096658382,1.0,0.4647887323943662,0.9136150234741784,0.027230046948356807,1.0,1065
1.0,K_RANDOM,broad,EWall,25.0,17,0.26625,2.299530516431925,0.13896713615023473,0.13526650096658382,0.8610328638497653,0.42311886586695746,0.42857142857142855,0.42857142857142855,0.40130861504907306,917
1.0,K_Sharpe,broad,TOP20,10.0,17,0.73375,2.3890971039182283,0.7652470187393526,0.1405351237598958,0.23475298126064736,0.0,0.0,0.0,1.0,689
1.0,K_Calmar,broad,TOP20,10.0,17,0.73375,2.3890971039182283,0.7652470187393526,0.1405351237598958,0.23475298126064736,0.0,0.0,0.0,1.0,689
1.0,K_Sortino,broad,TOP20,10.0,17,0.73375,2.3890971039182283,0.7652470187393526,0.1405351237598958,0.23475298126064736,0.0,0.0,0.0,1.0,689
1.0,K_MinHalf,broad,TOP20,10.0,17,0.73375,2.3890971039182283,0.7652470187393526,0.1405351237598958,0.23475298126064736,0.0,0.0,0.0,1.0,689
1.0,K_H2Sharpe,broad,TOP20,10.0,17,0.73375,2.3890971039182283,0.7652470187393526,0.1405351237598958,0.23475298126064736,0.0,0.0,0.0,1.0,689
1.0,K_CAGR,broad,TOP20,10.0,17,0.73375,2.3890971039182283,0.2626916524701874,0.1405351237598958,0.7373083475298126,0.21950092421441775,0.07070240295748614,0.9366913123844732,0.0,2164
1.0,K_MaxDD,broad,TOP20,10.0,17,0.73375,2.3890971039182283,0.7652470187393526,0.1405351237598958,0.23475298126064736,0.0,0.0,0.0,1.0,689
1.0,K_NegVol,broad,TOP20,10.0,17,0.73375,2.3890971039182283,0.0,0.1405351237598958,1.0,1.0,1.0,0.10255536626916524,1.0,2935
1.0,K_RANDOM,broad,TOP20,10.0,17,0.73375,2.3890971039182283,0.1495741056218058,0.1405351237598958,0.8504258943781942,0.5600961538461539,0.5620993589743589,0.5596955128205128,0.47475961538461536,2496
1.0,K_Sharpe,broad,TOP20,25.0,17,0.812,2.3839285714285716,0.9079433497536946,0.1402310924369748,0.09205665024630542,0.0,0.0,0.0,1.0,299
1.0,K_Calmar,broad,TOP20,25.0,17,0.812,2.3839285714285716,0.9079433497536946,0.1402310924369748,0.09205665024630542,0.0,0.0,0.0,1.0,299
1.0,K_Sortino,broad,TOP20,25.0,17,0.812,2.3839285714285716,0.9079433497536946,0.1402310924369748,0.09205665024630542,0.0,0.0,0.0,1.0,299
1.0,K_MinHalf,broad,TOP20,25.0,17,0.812,2.3839285714285716,0.9079433497536946,0.1402310924369748,0.09205665024630542,0.0,0.0,0.0,1.0,299
1.0,K_H2Sharpe,broad,TOP20,25.0,17,0.812,2.3839285714285716,0.9079433497536946,0.1402310924369748,0.09205665024630542,0.0,0.0,0.0,1.0,299
1.0,K_CAGR,broad,TOP20,25.0,17,0.812,2.3839285714285716,0.24076354679802955,0.1402310924369748,0.7592364532019704,0.22424979724249797,0.07583130575831305,0.9201135442011354,0.0,2466
1.0,K_MaxDD,broad,TOP20,25.0,17,0.812,2.3839285714285716,0.9079433497536946,0.1402310924369748,0.09205665024630542,0.0,0.0,0.0,1.0,299
1.0,K_NegVol,broad,TOP20,25.0,17,0.812,2.3839285714285716,0.0,0.1402310924369748,1.0,0.9341133004926109,1.0,0.10560344827586207,1.0,3248
1.0,K_RANDOM,broad,TOP20,25.0,17,0.812,2.3839285714285716,0.1333128078817734,0.1402310924369748,0.8666871921182266,0.577619893428064,0.577619893428064,0.5271758436944938,0.49733570159857904,2815
1.0,K_Sharpe,broad,V1u,10.0,17,0.23525,2.5239107332624866,0.024442082890541977,0.14846533725073452,0.975557917109458,0.0,0.906318082788671,0.12418300653594772,0.7745098039215687,918
1.0,K_Calmar,broad,V1u,10.0,17,0.23525,2.5239107332624866,0.6078639744952179,0.14846533725073452,0.39213602550478216,1.0,0.0,0.0,0.0,369
1.0,K_Sortino,broad,V1u,10.0,17,0.23525,2.5239107332624866,0.0,0.14846533725073452,1.0,0.003188097768331562,0.048884165781083955,1.0,0.04675876726886291,941
1.0,K_MinHalf,broad,V1u,10.0,17,0.23525,2.5239107332624866,0.6078639744952179,0.14846533725073452,0.39213602550478216,1.0,0.0,0.0,0.0,369
1.0,K_H2Sharpe,broad,V1u,10.0,17,0.23525,2.5239107332624866,0.6078639744952179,0.14846533725073452,0.39213602550478216,1.0,0.0,0.0,0.0,369
