parent,panel,book,conv,sleeve,f,cost,f_hat,MaxDD_base,MaxDD_sleeve,MaxDD_cashf,MaxDD_cashgm,dD_sleeve,dD_cashf,dD_cashgm,Sharpe_base,Sharpe_sleeve,Sharpe_cashf,Sharpe_cashgm,CAGR_base,CAGR_sleeve,CAGR_cashf,claim,ret_cashf,ret_cashgm,dd_cap_sleeve,dd_cap_cashf,dd_cap_base,fail4a_sleeve,fail4b_sleeve,fail4a_cashf,fail4b_cashf
A/idea190,u56,R10,g0.75,S4,0.5,10.0,-0.006982325987344717,-0.24091744947430582,-0.13556314665329827,-0.12618549851065197,-0.24244192560612288,0.10535430282100755,0.11473195096365385,-0.001524476131817054,1.077254150709839,1.1617309764633053,1.0746238163813326,1.0772862147261009,0.16852866858508975,0.11241761576938947,0.08401794694951903,True,1.0890105851545382,-0.014469994020150024,True,True,False,-,-,-,CAGR
A/idea190,u56,R10,g0.75,S4,0.5,25.0,-0.006982325987344717,-0.24207777084199966,-0.13685025669247974,-0.12685412078354696,-0.2436083996572055,0.10522751414951992,0.1152236500584527,-0.0015306288152058256,0.9538449846259414,0.9901527118264833,0.9502374318028344,0.9538845854427211,0.146259248860241,0.09433005342347456,0.07356126785190109,True,1.0949954580769539,-0.014545899212547432,True,True,False,-,CAGR,-,CAGR
A/idea190,u56,R20,g0.75,S3,0.1,10.0,-0.004461856567635758,-0.22210408719864583,-0.20182521725193803,-0.20159533552136433,-0.22301064266671633,0.0202788699467078,0.0205087516772815,-0.0009065554680705024,1.17098731330246,1.185404409923423,1.1708303357087753,1.1709935794817978,0.1549168325251733,0.14442737348881796,0.13923040885871663,True,1.0113360227260109,-0.044704437202511785,True,True,False,DD,-,DD,-
A/idea190,u56,R20,g0.75,S3,0.1,25.0,-0.004461856567635758,-0.22340270136729112,-0.2031505702707619,-0.20279376859967713,-0.22431359537979323,0.020252131096529236,0.020608932767613997,-0.0009108940125021059,1.0668696117978036,1.0718910669649495,1.0665695571977227,1.0668813032395523,0.1393621424346474,0.12896881553015516,0.12539519432943735,True,1.0176179815044704,-0.04497768694862008,False,False,False,DD,DD,DD,DD
A/idea190,u56,R20,g0.75,S3,0.2,10.0,-0.004461856567635092,-0.22210408719864583,-0.18087748176451723,-0.18071925404636524,-0.22301064266671633,0.041226605434128594,0.04138483315228059,-0.0009065554680705024,1.17098731330246,1.211117297796232,1.1706447644934455,1.1709935794817978,0.1549168325251733,0.13429888179210647,0.12357226427163015,True,1.0038380001575635,-0.021989573444725796,True,True,False,DD,-,DD,-
A/idea190,u56,R20,g0.75,S3,0.2,25.0,-0.004461856567635092,-0.22340270136729112,-0.18219109963650482,-0.18181264934080088,-0.22431359537979323,0.04121160173078631,0.04159005202649024,-0.0009108940125021059,1.0668696117978036,1.0880245532900068,1.066204427943577,1.0668813032395523,0.1393621424346474,0.11920166424488698,0.11141601172670512,True,1.0091831008698995,-0.022102853911199493,True,True,False,DD,-,DD,-
A/idea190,u56,R20,g0.75,S3,0.5,10.0,-0.004461856567635314,-0.22210408719864583,-0.12245114090648068,-0.11584555314226752,-0.22301064266671633,0.09965294629216515,0.1062585340563783,-0.0009065554680705024,1.17098731330246,1.2764899620063717,1.1699434936024433,1.1709935794817978,0.1549168325251733,0.10093605719725551,0.07682773257117326,True,1.066285925404019,-0.009097126595862395,True,True,False,-,CAGR,-,CAGR
A/idea190,u56,R20,g0.75,S3,0.5,25.0,-0.004461856567635314,-0.22340270136729112,-0.12369268846002535,-0.11658658822817636,-0.22431359537979323,0.09971001290726578,0.10681611313911477,-0.0009108940125021059,1.0668696117978036,1.1087665977376349,1.0647864642803544,1.0668813032395523,0.1393621424346474,0.08671869035820445,0.06948402589210678,True,1.071267669360929,-0.00913543169781026,True,True,False,-,CAGR,-,CAGR
A/idea190,u56,R20,g0.75,S4,0.1,10.0,-0.004461856567635758,-0.22210408719864583,-0.20500954790610415,-0.20159533552136433,-0.22301064266671633,0.017094539292541677,0.0205087516772815,-0.0009065554680705024,1.17098731330246,1.181975990852855,1.1708303357087753,1.1709935794817978,0.1549168325251733,0.14516171861129323,0.13923040885871663,True,1.1997253231755383,-0.05303187483186699,False,True,False,DD,DD,DD,-
A/idea190,u56,R20,g0.75,S4,0.1,25.0,-0.004461856567635758,-0.22340270136729112,-0.20634351524327532,-0.20279376859967713,-0.22431359537979323,0.0170591861240158,0.020608932767613997,-0.0009108940125021059,1.0668696117978036,1.0692321823201412,1.0665695571977227,1.0668813032395523,0.1393621424346474,0.12967057663914283,0.12539519432943735,True,1.2080841734061911,-0.053396100252388695,False,False,False,DD,DD,DD,DD
A/idea190,u56,R20,g0.75,S4,0.2,10.0,-0.004461856567635092,-0.22210408719864583,-0.18577277162047834,-0.18071925404636524,-0.22301064266671633,0.03633131557816749,0.04138483315228059,-0.0009065554680705024,1.17098731330246,1.2041114330219853,1.1706447644934455,1.1709935794817978,0.1549168325251733,0.13565905457272764,0.12357226427163015,True,1.1390953642523725,-0.0249524536517273,True,True,False,DD,-,DD,-
A/idea190,u56,R20,g0.75,S4,0.2,25.0,-0.004461856567635092,-0.22340270136729112,-0.18711276186315517,-0.18181264934080088,-0.22431359537979323,0.03628993950413595,0.04159005202649024,-0.0009108940125021059,1.0668696117978036,1.0827795259062438,1.066204427943577,1.0668813032395523,0.1393621424346474,0.12051445165806696,0.11141601172670512,True,1.146049086737944,-0.025100455524272553,True,True,False,DD,-,DD,-
A/idea190,u56,R20,g0.75,S4,0.5,10.0,-0.004461856567635314,-0.22210408719864583,-0.13073431783307943,-0.11584555314226752,-0.22301064266671633,0.0913697693655664,0.1062585340563783,-0.0009065554680705024,1.17098731330246,1.2592258659424778,1.1699434936024433,1.1709935794817978,0.1549168325251733,0.10352406304961215,0.07682773257117326,True,1.1629506651291044,-0.009921831633868027,True,True,False,-,CAGR,-,CAGR
A/idea190,u56,R20,g0.75,S4,0.5,25.0,-0.004461856567635314,-0.22340270136729112,-0.13204480562350662,-0.11658658822817636,-0.22431359537979323,0.0913578957437845,0.10681611313911477,-0.0009108940125021059,1.0668696117978036,1.0973199924638692,1.0647864642803544,1.0668813032395523,0.1393621424346474,0.08921543937689069,0.06948402589210678,True,1.1692050508549718,-0.009970610696383933,True,True,False,-,CAGR,-,CAGR
A/idea190,u56,R40,g0.75,S3,0.1,10.0,-0.0024708789269332065,-0.21562651640970654,-0.19132196612219043,-0.19559847628618388,-0.21611718603904606,0.024304550287516102,0.02002804012352266,-0.0004906696293395241,1.1510121588101216,1.1884516086583736,1.1508687826666204,1.1510153810812687,0.1366525976280908,0.12886882951398593,0.12283526877820927,True,0.8240448758194038,-0.020188385447788098,True,True,False,DD,-,DD,-
A/idea190,u56,R40,g0.75,S3,0.1,25.0,-0.0024708789269332065,-0.21649504883309323,-0.1922825531686454,-0.19640538459991486,-0.2169871869915333,0.02421249566444783,0.020089664233178373,-0.0004921381584400697,1.0951872666978084,1.1233734193342062,1.0948975136392505,1.0951937078726928,0.12923278581755637,0.12105396674352975,0.11622072612578571,True,0.829722987320007,-0.020325792320644406,True,True,False,DD,-,DD,-
A/idea190,u56,R40,g0.75,S3,0.2,10.0,-0.0024708789269316522,-0.21562651640970654,-0.1698740243912743,-0.17523709375805752,-0.21611718603904606,0.045752492018432234,0.04038942265164902,-0.0004906696293395241,1.1510121588101216,1.2257265174844627,1.150699924872262,1.1510153810812687,0.1366525976280908,0.12012239026434623,0.10904097646746091,True,0.8827808250395934,-0.010724435056823764,True,True,False,DD,-,DD,-
A/idea190,u56,R40,g0.75,S3,0.2,25.0,-0.0024708789269316522,-0.21649504883309323,-0.17072545075319534,-0.17597818551861044,-0.2169871869915333,0.04576959807989789,0.04051686331448279,-0.0004921381584400697,1.0951872666978084,1.1487748526433201,1.0945505919030813,1.0951937078726928,0.12923278581755637,0.11186303816688681,0.10321458309837195,True,0.8852352874883095,-0.010752512127831376,True,True,False,DD,-,DD,CAGR
A/idea190,u56,R40,g0.75,S3,0.5,10.0,-0.0024708789269316522,-0.21562651640970654,-0.11589426236936251,-0.11212321957132954,-0.21611718603904606,0.09973225404034403,0.103503296838377,-0.0004906696293395241,1.1510121588101216,1.332790935626142,1.1500595158053424,1.1510153810812687,0.1366525976280908,0.0914372536118846,0.06783919795089277,True,1.0378116671915136,-0.004919869043980864,True,True,False,-,CAGR,-,CAGR
A/idea190,u56,R40,g0.75,S3,0.5,25.0,-0.0024708789269316522,-0.21649504883309323,-0.1169122252742355,-0.11263521758842221,-0.2169871869915333,0.09958282355885772,0.10385983124467102,-0.0004921381584400697,1.0951872666978084,1.1985298045096175,1.0932145041975105,1.0951937078726928,0.12923278581755637,0.08165837428144984,0.06428831217008968,True,1.0429492510150147,-0.004941998437604,True,True,False,-,CAGR,-,CAGR
A/idea190,u56,R40,g0.75,S4,0.1,10.0,-0.0024708789269327625,-0.21562651640970654,-0.19476960463625947,-0.19559847628618388,-0.21611718603904606,0.020856911773447062,0.02002804012352266,-0.0004906696293395241,1.1510121588101216,1.182246581805275,1.1508687826666204,1.1510153810812687,0.1366525976280908,0.12956084165056847,0.12283526877820927,True,0.9602591381251544,-0.023525516848769322,True,True,False,DD,-,DD,-
A/idea190,u56,R40,g0.75,S4,0.1,25.0,-0.0024708789269327625,-0.21649504883309323,-0.19572947737623592,-0.19640538459991486,-0.2169871869915333,0.020765571456857312,0.020089664233178373,-0.0004921381584400697,1.0951872666978084,1.1179153939673518,1.0948975136392505,1.0951937078726928,0.12923278581755637,0.12174332597041015,0.11622072612578571,True,0.9674505840071289,-0.02369971659400461,True,True,False,DD,-,DD,-
A/idea190,u56,R40,g0.75,S4,0.2,10.0,-0.0024708789269316522,-0.21562651640970654,-0.17467813309604474,-0.17523709375805752,-0.21611718603904606,0.040948383313661796,0.04038942265164902,-0.0004906696293395241,1.1510121588101216,1.2126263826830284,1.150699924872262,1.1510153810812687,0.1366525976280908,0.12140464673675244,0.10904097646746091,True,0.9863496280736854,-0.011982637399406675,True,True,False,DD,-,DD,-
A/idea190,u56,R40,g0.75,S4,0.2,25.0,-0.0024708789269316522,-0.21649504883309323,-0.17552884351294518,-0.17597818551861044,-0.2169871869915333,0.04096620532014805,0.04051686331448279,-0.0004921381584400697,1.0951872666978084,1.1375910260752833,1.0945505919030813,1.0951937078726928,0.12923278581755637,0.11315794175834637,0.10321458309837195,True,0.989031397900936,-0.012013271783267308,True,True,False,DD,-,DD,CAGR
A/idea190,u56,R40,g0.75,S4,0.5,10.0,-0.0024708789269316522,-0.21562651640970654,-0.12403836136417012,-0.11212321957132954,-0.21611718603904606,0.09158815504553641,0.103503296838377,-0.0004906696293395241,1.1510121588101216,1.296012883964133,1.1500595158053424,1.1510153810812687,0.1366525976280908,0.09381860548791221,0.06783919795089277,True,1.1300947899530953,-0.005357348110086611,True,True,False,-,CAGR,-,CAGR
A/idea190,u56,R40,g0.75,S4,0.5,25.0,-0.0024708789269316522,-0.21649504883309323,-0.1250893579321236,-0.11263521758842221,-0.2169871869915333,0.09140569090096962,0.10385983124467102,-0.0004921381584400697,1.0951872666978084,1.1685314896253158,1.0932145041975105,1.0951937078726928,0.12923278581755637,0.0839842245549709,0.06428831217008968,True,1.1362512576727244,-0.005384108512163209,True,True,False,-,CAGR,-,CAGR
A/idea190,broad,R10,g0.75,S3,0.1,10.0,-0.003915597128562265,-0.26014890056084905,-0.23260527419210808,-0.23654767512144248,-0.2610626282627302,0.02754362636874097,0.02360122543940657,-0.0009137277018811396,0.9791249135486446,1.0015413616684268,0.9778486814306023,0.9791743664625099,0.17512780678851825,0.1651787166879375,0.15778225047952943,True,0.8568670342621044,-0.03317383447076241,False,False,False,DD,"H2,OOS,DD",DD,"H2,OOS,DD"
A/idea190,broad,R10,g0.75,S3,0.1,25.0,-0.003915597128562265,-0.2611332714434832,-0.23363068053971103,-0.23746086343931716,-0.26204972414857663,0.02750259090377216,0.023672408004166035,-0.0009164527050934401,0.8483775373299434,0.8634545616088982,0.8469590828821624,0.8484319680983402,0.1475350792479999,0.1386951237193088,0.1332634669275452,True,0.8607337427587307,-0.0333224134518811,False,False,False,-,"H2,OOS,DD",-,"H2,OOS,DD"
A/idea190,broad,R10,g0.75,S3,0.2,10.0,-0.003915597128562265,-0.26014890056084905,-0.20581637250302942,-0.21242980197157613,-0.2610626282627302,0.05433252805781963,0.047719098589272924,-0.0009137277018811396,0.9791249135486446,1.0220647366189681,0.9765467058750303,0.9791743664625099,0.17512780678851825,0.15355053287865417,0.14036782956780303,True,0.8782786351942096,-0.01681732351766824,False,False,False,-,"H2,DD",DD,"H2,OOS,DD"
A/idea190,broad,R10,g0.75,S3,0.2,25.0,-0.003915597128562265,-0.2611332714434832,-0.20691453550115158,-0.21326759642212834,-0.26204972414857663,0.05421873594233162,0.04786567502135486,-0.0009164527050934401,0.8483775373299434,0.8765571344278698,0.8454856893519367,0.8484319680983402,0.1475350792479999,0.128499407449562,0.11885033697254666,True,0.8828253589730674,-0.01690287848223171,False,False,False,-,"H2,OOS,DD",-,"H2,OOS,DD"
A/idea190,broad,R10,g0.75,S3,0.5,10.0,-0.003915597128562265,-0.26014890056084905,-0.13795752037919273,-0.13690095640771016,-0.2610626282627302,0.12219138018165632,0.12324794415313889,-0.0009137277018811396,0.9791249135486446,1.0887561564069477,0.9724927504219829,0.9791743664625099,0.17512780678851825,0.1148157787131383,0.08783452808271064,True,1.008646796279016,-0.007477840912531985,True,True,False,-,-,-,"H2,OOS,CAGR"
A/idea190,broad,R10,g0.75,S3,0.5,25.0,-0.003915597128562265,-0.2611332714434832,-0.13912400149970483,-0.13747734483599627,-0.26204972414857663,0.12200926994377836,0.12365592660748692,-0.0009164527050934401,0.8483775373299434,0.9091815918753444,0.8407550303328095,0.8484319680983402,0.1475350792479999,0.09403842010186936,0.0748965021035981,True,1.013496160287389,-0.00751133668380886,True,True,False,-,"H2,OOS,CAGR",-,"H2,OOS,CAGR"
A/idea190,broad,R10,g0.75,S4,0.1,10.0,-0.003915597128562265,-0.26014890056084905,-0.23627380882289473,-0.23654767512144248,-0.2610626282627302,0.023875091737954324,0.02360122543940657,-0.0009137277018811396,0.9791249135486446,0.999545978400871,0.9778486814306023,0.9791743664625099,0.17512780678851825,0.1656775702640727,0.15778225047952943,True,0.9885292043459507,-0.03827117030208446,False,False,False,DD,"H2,OOS,DD",DD,"H2,OOS,DD"
A/idea190,broad,R10,g0.75,S4,0.1,25.0,-0.003915597128562265,-0.2611332714434832,-0.23729975464625097,-0.23746086343931716,-0.26204972414857663,0.023833516797232224,0.023672408004166035,-0.0009164527050934401,0.8483775373299434,0.8618442093511345,0.8469590828821624,0.8484319680983402,0.1475350792479999,0.13911253256824452,0.1332634669275452,True,0.9932402425358855,-0.03845226505556525,False,False,False,-,"H2,OOS,DD",-,"H2,OOS,DD"
A/idea190,broad,R10,g0.75,S4,0.2,10.0,-0.003915597128562265,-0.26014890056084905,-0.21237095074444434,-0.21242980197157613,-0.2610626282627302,0.04777794981640471,0.047719098589272924,-0.0009137277018811396,0.9791249135486446,1.0184802650836975,0.9765467058750303,0.9791743664625099,0.17512780678851825,0.154507987158798,0.14036782956780303,True,0.9987682345651513,-0.01912446443165312,False,False,False,DD,"H2,DD",DD,"H2,OOS,DD"
A/idea190,broad,R10,g0.75,S4,0.2,25.0,-0.003915597128562265,-0.2611332714434832,-0.21347483376197562,-0.21326759642212834,-0.26204972414857663,0.04765843768150757,0.04786567502135486,-0.0009164527050934401,0.8483775373299434,0.8738972725033856,0.8454856893519367,0.8484319680983402,0.1475350792479999,0.12933608930242824,0.11885033697254666,True,1.004348387188691,-0.019229600248709833,False,False,False,-,"H2,OOS,DD",-,"H2,OOS,DD"
A/idea190,broad,R10,g0.75,S4,0.5,10.0,-0.003915597128562265,-0.26014890056084905,-0.14743496145168256,-0.13690095640771016,-0.2610626282627302,0.1127139391091665,0.12324794415313889,-0.0009137277018811396,0.9791249135486446,1.083639531111207,0.9724927504219829,0.9791743664625099,0.17512780678851825,0.1167608277965757,0.08783452808271064,True,1.0934578733316198,-0.00810660783486743,True,True,False,-,-,-,"H2,OOS,CAGR"
A/idea190,broad,R10,g0.75,S4,0.5,25.0,-0.003915597128562265,-0.2611332714434832,-0.14865117069983702,-0.13747734483599627,-0.26204972414857663,0.11248210074364617,0.12365592660748692,-0.0009164527050934401,0.8483775373299434,0.9066238857170283,0.8407550303328095,0.8484319680983402,0.1475350792479999,0.09579360329352204,0.0748965021035981,True,1.099338701802046,-0.008147542578192897,True,True,False,-,"H2,OOS,CAGR",-,"H2,OOS,CAGR"
A/idea190,broad,R20,g0.75,S3,0.1,10.0,-0.0035881265630099968,-0.2596966291762922,-0.23089080152791286,-0.23613300271219317,-0.2605326395226173,0.028805827648379356,0.02356362646409904,-0.0008360103463250779,0.9760590036829483,0.9974856040383866,0.975267913049247,0.9760869141065287,0.1468667394709784,0.1382782209558373,0.13228912949956895,True,0.8180159498185692,-0.02902226440183928,False,False,False,DD,DD,DD,DD
A/idea190,broad,R20,g0.75,S3,0.1,25.0,-0.0035881265630099968,-0.26149610286554237,-0.23267409608526735,-0.23779847098395368,-0.26233679530427834,0.028822006780275022,0.023697631881588688,-0.0008406924387359682,0.8460226666711287,0.8594661589781997,0.8450783086522512,0.8460554988579669,0.12441906717919538,0.11659304835900142,0.11230589582543704,True,0.8222061726044241,-0.029168421378323827,False,False,False,-,"H2,OOS,DD",-,"H2,OOS,DD"
A/idea190,broad,R20,g0.75,S3,0.2,10.0,-0.0035881265630095527,-0.2596966291762922,-0.20279228177815511,-0.2120545557908381,-0.2605326395226173,0.0569043473981371,0.04764207338545412,-0.0008360103463250779,0.9760590036829483,1.0239262303908336,0.9744522003733441,0.9760869141065287,0.1468667394709784,0.12927139490010986,0.11766699096750655,True,0.8372308191520319,-0.01469150222347417,False,False,False,-,DD,DD,DD
A/idea190,broad,R20,g0.75,S3,0.2,25.0,-0.0035881265630095527,-0.26149610286554237,-0.20456820375202656,-0.21357901886252018,-0.26233679530427834,0.05692789911351581,0.04791708400302219,-0.0008406924387359682,0.8460226666711287,0.8771916165480457,0.8440797691808286,0.8460554988579669,0.12441906717919538,0.10853421270761787,0.1000965533360787,True,0.8417153056618899,-0.014767670190315722,False,False,False,-,"H2,OOS,DD",-,"H2,OOS,DD,CAGR"
A/idea190,broad,R20,g0.75,S3,0.5,10.0,-0.0035881265630097747,-0.2596966291762922,-0.13077717205354233,-0.13665377108268484,-0.2605326395226173,0.12891945712274988,0.12304285809360738,-0.0008360103463250779,0.9760590036829483,1.1079508814030445,0.9718632264225914,0.9760869141065287,0.1468667394709784,0.09878664637474333,0.07361222258169664,True,0.9544165081028294,-0.00648474919909937,True,True,False,-,CAGR,-,CAGR
A/idea190,broad,R20,g0.75,S3,0.5,25.0,-0.0035881265630097747,-0.26149610286554237,-0.13209529111332163,-0.13769741249366685,-0.26233679530427834,0.12940081175222073,0.12379869037187552,-0.0008406924387359682,0.8460226666711287,0.9215475526019057,0.8407748044762383,0.8460554988579669,0.12441906717919538,0.08084173679008044,0.06298206262359507,True,0.9567072160948088,-0.006496809620837178,True,True,False,-,"H2,OOS,CAGR",-,"H2,OOS,CAGR"
A/idea190,broad,R20,g0.75,S4,0.1,10.0,-0.003588126563010219,-0.2596966291762922,-0.2348206073562389,-0.23613300271219317,-0.2605326395226173,0.02487602182005333,0.02356362646409904,-0.0008360103463250779,0.9760590036829483,0.9944230858590991,0.975267913049247,0.9760869141065287,0.1468667394709784,0.13873634872768714,0.13228912949956895,True,0.9472425548808482,-0.03360707561572985,False,False,False,DD,DD,DD,DD
A/idea190,broad,R20,g0.75,S4,0.1,25.0,-0.003588126563010219,-0.26149610286554237,-0.23661723706741145,-0.23779847098395368,-0.26233679530427834,0.024878865798130922,0.023697631881588688,-0.0008406924387359682,0.8460226666711287,0.8570114513272588,0.8450783086522512,0.8460554988579669,0.12441906717919538,0.11698846432826926,0.11230589582543704,True,0.9525205881117387,-0.03379142946295916,False,False,False,-,"H2,OOS,DD",-,"H2,OOS,DD"
A/idea190,broad,R20,g0.75,S4,0.2,10.0,-0.0035881265630095527,-0.2596966291762922,-0.2098302806261655,-0.2120545557908381,-0.2605326395226173,0.04986634855012673,0.04764207338545412,-0.0008360103463250779,0.9760590036829483,1.018023728743814,0.9744522003733441,0.9760869141065287,0.1468667394709784,0.13015151372404232,0.11766699096750655,True,0.9553952669617123,-0.016765020311938467,False,False,False,-,DD,DD,DD
A/idea190,broad,R20,g0.75,S4,0.2,25.0,-0.0035881265630095527,-0.26149610286554237,-0.21163620429995977,-0.21357901886252018,-0.26233679530427834,0.049859898565582594,0.04791708400302219,-0.0008406924387359682,0.8460226666711287,0.8727261271065272,0.8440797691808286,0.8460554988579669,0.12441906717919538,0.10932483591296838,0.1000965533360787,True,0.9610345263738364,-0.01686109404394744,False,False,False,-,"H2,OOS,DD",-,"H2,OOS,DD,CAGR"
A/idea190,broad,R20,g0.75,S4,0.5,10.0,-0.0035881265630097747,-0.2596966291762922,-0.13967788513675183,-0.13665377108268484,-0.2605326395226173,0.12001874403954038,0.12304285809360738,-0.0008360103463250779,0.9760590036829483,1.0955355358982322,0.9718632264225914,0.9760869141065287,0.1468667394709784,0.100594153021621,0.07361222258169664,True,1.0251970146685645,-0.006965664846898021,True,True,False,-,CAGR,-,CAGR
A/idea190,broad,R20,g0.75,S4,0.5,25.0,-0.0035881265630097747,-0.26149610286554237,-0.14105884537881574,-0.13769741249366685,-0.26233679530427834,0.12043725748672662,0.12379869037187552,-0.0008406924387359682,0.8460226666711287,0.9133373039887218,0.8407748044762383,0.8460554988579669,0.12441906717919538,0.08248882981135686,0.06298206262359507,True,1.0279102410275271,-0.006980335290585812,True,True,False,-,"H2,CAGR",-,"H2,OOS,CAGR"
A/idea190,broad,R40,g0.75,S3,0.1,10.0,-0.001546265903481281,-0.25419640005871524,-0.2261139816200196,-0.2310821597905589,-0.25454996345510583,0.028082418438695633,0.02311424026815634,-0.0003535633963905882,1.054111185844911,1.0825796482236771,1.0537871874312488,1.0541159933831783,0.14017604878502032,0.13199421427766334,0.12612790082203995,True,0.8230858150132295,-0.012590204692036148,False,False,False,DD,DD,DD,DD
A/idea190,broad,R40,g0.75,S3,0.1,25.0,-0.001546265903481281,-0.25605586680023074,-0.22794090937913358,-0.23280356788513257,-0.2564115084203926,0.028114957421097153,0.02325229891509817,-0.00035564162016188394,0.9426410812251806,0.9628626215411332,0.9421564427161754,0.9426481234006395,0.12343827550658104,0.11569437091962342,0.11122244363753664,True,0.8270437179339244,-0.01264955215244304,False,False,False,-,DD,-,DD
A/idea190,broad,R40,g0.75,S3,0.2,10.0,-0.0015462659034797266,-0.25419640005871524,-0.19870235424847416,-0.2074736634009039,-0.25454996345510583,0.05549404581024109,0.04672273665781135,-0.0003535633963905882,1.054111185844911,1.1138346150758156,1.053437142347233,1.0541159933831783,0.14017604878502032,0.12330604808724832,0.11207149736193922,True,0.8419414367007452,-0.00637119516568641,True,False,False,-,-,-,DD
