,CAGR,Sharpe,MaxDD,H1,H2
ALWAYS,0.09575084391752808,0.9363062667585199,-0.17475345450261992,0.7708057419665446,1.0960988831939618
NEVER,0.0,,0.0,,
SCREEN-expanding-degross,0.015262038723158344,0.8064274417400928,-0.02913932438344291,0.82694671185499,1.0930501629533935
SCREEN-expanding-respread,0.0770779875505172,0.8892036279595582,-0.12605990640916143,0.8269467118549901,1.0930501629533933
RANDOM-expanding-degross,0.010799485524286556,0.6715629928173622,-0.028944620782416886,0.7107614300240933,0.8984153405405061
SCREEN-trail5-degross,0.01614341895083715,0.9444512950811055,-0.02894083578732065,0.7040045458295686,1.2105853158961817
SCREEN-trail5-respread,0.08322576940982218,0.9283105056084379,-0.1656231735463718,0.4631087744216688,1.251720514175545
RANDOM-trail5-degross,0.013294505891179087,0.7823640086489165,-0.035481107587081895,0.6864029125832329,0.9635699628344304
SPY,0.1385877793353507,0.8271865147263731,-0.33717289200673795,0.6381700884971611,1.0390618248524042
