panel,block,draws,gstar,MISS_realised,MISS_median,MISS_p05,MISS_p95,MISS_width,P_window_open,decidable_empty,MISTAR_median,MISTAR_p05,MISTAR_p95,P_any_rung_open,decidable_empty_anyrung,legDD_median,legCAGR_median,share_DD_binds,dd_bias_pp
U56,21,200,0.5,1.0018183029741334,2.763163874731678,-0.01771693103697882,5.809337486889924,5.827054417926903,0.06,False,1.5106266183702803,-0.8410743646880432,3.8720743391712227,0.145,False,2.3755058267876605,0.3166198718528558,0.77,1.4992164731176316
U56,21,1000,0.5,1.0018183029741334,2.659409521485273,-0.17719226796464038,6.992914323672372,7.170106591637013,0.064,False,1.4647829024118963,-0.9676831568274508,3.7980610213435604,0.165,False,2.473027117786314,0.11065431167367468,0.818,1.5806667552723919
U56,63,200,0.5,1.0018183029741334,2.5629653953265663,0.24843309520089957,7.042514245831834,6.794081150630934,0.03,True,1.424712881215552,-0.5635032637561359,3.710659258334307,0.145,False,2.4406246695451275,0.2568996003931484,0.865,0.8647362756962207
U56,63,1000,0.5,1.0018183029741334,2.3259197554546365,-0.17680801766005613,6.380410458720322,6.557218476380378,0.056,False,1.334791500542138,-0.7529702780685997,3.6404995377420275,0.131,False,2.0479929565713926,0.2980269576420662,0.803,0.5843316084589711
U56,126,200,0.5,1.0018183029741334,1.8616690377495304,0.7492737541901862,5.714556832512385,4.965283078322199,0.015,True,1.2170847381084586,-0.1538207102831144,3.0895715344156565,0.08,False,1.741625013762288,0.18620490888115251,0.88,0.10755442348177602
U56,126,1000,0.5,1.0018183029741334,2.0390649751521774,0.4404369909050654,5.86194600017167,5.421509009266605,0.022,True,1.3353268002220962,-0.26257100946166567,3.4093989921213486,0.089,False,1.827114882873948,0.2449375849608207,0.829,3.3306690738754696e-14
U56,252,200,0.5,1.0018183029741334,1.844918446405558,0.8312234561275107,5.7373538887068625,4.906130432579352,0.02,True,1.2311011832472483,-0.20536471783749374,3.2419927463425897,0.08,False,1.7515101714695946,0.2035261458814823,0.88,1.1102230246251565e-14
U56,252,1000,0.5,1.0018183029741334,1.7353879671845318,0.9728642521360982,5.832599230325343,4.859734978189245,0.011,True,1.1698541994122242,-0.24553225768679854,3.5086207118228825,0.083,False,1.475834520784658,0.2397898180450879,0.852,0.0
B136,21,200,0.45,1.0120276079466834,2.781838802138065,-0.2879958357999802,6.832575990644908,7.120571826444888,0.075,False,1.666826847454484,-0.8895341479841743,4.443274595007898,0.15,False,2.0276387220775627,0.9077109040306688,0.665,1.4619389408586814
B136,21,1000,0.45,1.0120276079466834,2.79680167858643,-0.09399154642537626,7.149551556842946,7.243543103268322,0.058,False,1.7333788380437065,-0.8601497328021531,4.539749674505317,0.129,False,1.956967339543736,1.1089330740248067,0.629,1.624279567151815
B136,63,200,0.45,1.0120276079466834,2.316107749330154,0.11065597779570427,5.5838315752978005,5.473175597502096,0.035,True,1.6378814570598477,-0.4537894904666828,3.7485748049031122,0.13,False,1.4107029420849015,0.9791299537051039,0.585,0.8843618727892577
B136,63,1000,0.45,1.0120276079466834,2.3863850739450356,-0.041245106121790526,6.016776200766122,6.0580213068879125,0.053,False,1.6601160404964885,-0.5766036577283301,4.035804340190364,0.123,False,1.7902352035708502,0.9865606076630673,0.628,1.033204946750521
B136,126,200,0.45,1.0120276079466834,2.212089994338345,0.14973313659613083,5.0526422305106315,4.9029090939145,0.03,True,1.4677695991536455,-0.5576004172472481,3.731177611336383,0.14,False,0.723809509746598,1.1968401935012656,0.53,6.661338147750939e-14
B136,126,1000,0.45,1.0120276079466834,2.1566419303211126,0.15335236487620924,4.863273402560448,4.709921037684238,0.042,True,1.6046809133852376,-0.49530298169855985,3.6634001427836083,0.091,False,1.2361842825974134,1.089873370823217,0.581,0.300890007191168
B136,252,200,0.45,1.0120276079466834,1.9924703501482641,-0.062290609777395624,4.362857094286114,4.42514770406351,0.06,False,1.4753529789110904,-0.31246386290339184,2.988680102769759,0.085,False,0.6008032524528917,0.8067163866900935,0.545,3.3306690738754696e-14
B136,252,1000,0.45,1.0120276079466834,1.8485606198819893,0.1931201839349915,4.276029786903986,4.082909602968995,0.037,True,1.4881548107867433,-0.31701965539216087,3.2137680551913492,0.076,False,0.599035520454172,0.9949199483144711,0.53,3.3306690738754696e-14
