statistic,ordering_set,n,reading,target,spearman,pearson,perm_p,null95,headline
SHARPE,U56ONLY,10,a,OOS_CAGR,0.4666666666666666,0.3097494165140677,0.17545,0.6484848484848484,False
SHARPE,U56ONLY,10,a,OOS_MaxDD,-0.13939393939393938,0.21013536899345553,0.7099,0.6484848484848484,False
SHARPE,U56ONLY,10,a,share_3y,0.5272727272727272,0.7822215355769807,0.12225,0.6484848484848484,False
SHARPE,U56ONLY,10,a,cost_surv,0.7462087741411999,0.6446930923546382,0.01725,0.6484848484848484,False
SHARPE,U56ONLY,10,a,gross_band,0.3618136134933163,0.223392696526713,0.2992,0.6484848484848484,False
SHARPE,U56ONLY,10,b,OOS_Sharpe,-0.0303030303030303,-0.02184926223175371,0.94525,0.6484848484848484,False
SHARPE,U56ONLY,10,b,OOS_CAGR,-0.11515151515151514,-0.016468574170152656,0.75975,0.6484848484848484,False
SHARPE,U56ONLY,10,b,OOS_MaxDD,-0.5515151515151515,-0.5074054057771674,0.10535,0.6484848484848484,False
SHARPE,U56ONLY,10,b,share_3y,0.309090909090909,0.3451981126125561,0.38925,0.6484848484848484,False
SHARPE,U56ONLY,10,b,cost_surv,0.5838742081211422,0.5733999245081134,0.0811,0.6484848484848484,False
SHARPE,U56ONLY,10,b,gross_band,-0.14070529413628965,-0.10661830229604191,0.6986,0.6484848484848484,False
CAGR,MEMO12,12,a,OOS_Sharpe,0.09090909090909093,0.04283143595764113,0.78385,0.5804195804195804,False
CAGR,MEMO12,12,a,OOS_CAGR,0.9160839160839163,0.9511105719222483,5e-05,0.5804195804195804,False
CAGR,MEMO12,12,a,OOS_MaxDD,-0.5034965034965035,-0.6040221881536564,0.0984,0.5804195804195804,False
CAGR,MEMO12,12,a,share_3y,0.07692307692307693,0.33921729823999736,0.81655,0.5804195804195804,False
CAGR,MEMO12,12,a,cost_surv,0.40141840466627926,0.5626844732629082,0.195,0.5804195804195804,False
CAGR,MEMO12,12,a,gross_band,0.9442501742697175,0.9144297150670899,5e-05,0.5804195804195804,False
CAGR,MEMO12,12,b,OOS_Sharpe,-0.18181818181818185,-0.19747090047258303,0.57365,0.5804195804195804,False
CAGR,MEMO12,12,b,OOS_CAGR,0.5524475524475525,0.7546951720571768,0.06675,0.5804195804195804,False
CAGR,MEMO12,12,b,OOS_MaxDD,-0.7132867132867133,-0.6868000257460212,0.01135,0.5804195804195804,False
CAGR,MEMO12,12,b,share_3y,0.17482517482517487,0.24111496445882966,0.5945,0.5804195804195804,False
CAGR,MEMO12,12,b,cost_surv,0.24019223070763074,0.3352835442108954,0.45215,0.5804195804195804,False
CAGR,MEMO12,12,b,gross_band,0.6513352348353366,0.7479150182008125,0.02615,0.5804195804195804,False
CAGR,MEMO8,8,a,OOS_Sharpe,0.19047619047619052,0.4245470975093121,0.6701,0.7142857142857143,False
CAGR,MEMO8,8,a,OOS_CAGR,0.9047619047619048,0.984027483943432,0.00415,0.7142857142857143,False
CAGR,MEMO8,8,a,OOS_MaxDD,-0.523809523809524,-0.5926525126069977,0.19625,0.7142857142857143,False
CAGR,MEMO8,8,a,share_3y,0.2142857142857143,0.5154971304360969,0.625,0.7142857142857143,False
CAGR,MEMO8,8,a,cost_surv,0.43114545428877316,0.6213279978611709,0.2859,0.7142857142857143,False
CAGR,MEMO8,8,a,gross_band,0.9128709291752769,0.9106387197150658,0.0068,0.7142857142857143,False
CAGR,MEMO8,8,b,OOS_Sharpe,0.2380952380952381,0.41589518088818483,0.58785,0.7142857142857143,False
CAGR,MEMO8,8,b,OOS_CAGR,0.5000000000000001,0.8767221841104563,0.21795,0.7142857142857143,False
CAGR,MEMO8,8,b,OOS_MaxDD,-0.5952380952380953,-0.6398857427981995,0.12875,0.7142857142857143,False
CAGR,MEMO8,8,b,share_3y,0.523809523809524,0.7061619443355335,0.2052,0.7142857142857143,False
CAGR,MEMO8,8,b,cost_surv,0.5524071931577659,0.7555516847617327,0.1562,0.7142857142857143,False
CAGR,MEMO8,8,b,gross_band,0.6390096504226939,0.8820589940560694,0.09865,0.7142857142857143,False
CAGR,MEMO14,14,a,OOS_Sharpe,0.15604395604395604,0.41799453538318504,0.5955,0.5340659340659341,False
CAGR,MEMO14,14,a,OOS_CAGR,0.9472527472527472,0.9685772809962495,0.0,0.5340659340659341,False
CAGR,MEMO14,14,a,OOS_MaxDD,-0.6175824175824175,-0.6641236873821479,0.02185,0.5340659340659341,False
CAGR,MEMO14,14,a,share_3y,0.3098901098901099,0.5059875720672453,0.28185,0.5340659340659341,False
CAGR,MEMO14,14,a,cost_surv,0.40141840466627926,0.5626844732629082,0.195,0.5340659340659341,False
CAGR,MEMO14,14,a,gross_band,0.9442501742697175,0.9144297150670899,5e-05,0.5340659340659341,False
CAGR,MEMO14,14,b,OOS_Sharpe,-0.01098901098901099,0.3223082441438415,0.9755,0.5340659340659341,False
CAGR,MEMO14,14,b,OOS_CAGR,0.7142857142857143,0.8454578913621472,0.0056,0.5340659340659341,False
CAGR,MEMO14,14,b,OOS_MaxDD,-0.7494505494505495,-0.716577987601378,0.00325,0.5340659340659341,False
CAGR,MEMO14,14,b,share_3y,0.3934065934065934,0.44184295795528256,0.16175,0.5340659340659341,False
CAGR,MEMO14,14,b,cost_surv,0.24019223070763074,0.3352835442108954,0.45215,0.5340659340659341,False
CAGR,MEMO14,14,b,gross_band,0.6513352348353366,0.7479150182008125,0.02615,0.5340659340659341,False
CAGR,U56ONLY,10,a,OOS_Sharpe,0.2727272727272727,0.31276156275566097,0.44675,0.6484848484848484,False
CAGR,U56ONLY,10,a,OOS_CAGR,0.9393939393939393,0.9109618887418899,5e-05,0.6484848484848484,False
CAGR,U56ONLY,10,a,OOS_MaxDD,-0.13939393939393938,-0.2087376342828809,0.7028,0.6484848484848484,False
CAGR,U56ONLY,10,a,share_3y,-0.07878787878787878,-0.049859080495999804,0.8423,0.6484848484848484,False
CAGR,U56ONLY,10,a,cost_surv,0.33640559489972127,0.5371590482348182,0.33915,0.6484848484848484,False
CAGR,U56ONLY,10,a,gross_band,0.9045340337332909,0.9445759930014749,0.00205,0.6484848484848484,False
CAGR,U56ONLY,10,b,OOS_Sharpe,-0.06666666666666665,0.09961597951161007,0.86405,0.6484848484848484,False
CAGR,U56ONLY,10,b,OOS_CAGR,0.406060606060606,0.5938964235425774,0.2476,0.6484848484848484,False
CAGR,U56ONLY,10,b,OOS_MaxDD,-0.5151515151515151,-0.45425666642750834,0.1319,0.6484848484848484,False
CAGR,U56ONLY,10,b,share_3y,0.23636363636363633,0.201833728775561,0.5106,0.6484848484848484,False
CAGR,U56ONLY,10,b,cost_surv,0.31139957766460913,0.34769660661222385,0.37805,0.6484848484848484,False
CAGR,U56ONLY,10,b,gross_band,0.4690176471209656,0.48695244916835484,0.17945,0.6484848484848484,False
MAXDD,MEMO12,12,a,OOS_Sharpe,0.5594405594405596,0.465414605940299,0.06295,0.5804195804195804,False
MAXDD,MEMO12,12,a,OOS_CAGR,-0.3076923076923077,-0.5652602761881402,0.33125,0.5804195804195804,False
MAXDD,MEMO12,12,a,OOS_MaxDD,1.0,0.9820759724194831,0.0,0.5804195804195804,False
MAXDD,MEMO12,12,a,share_3y,0.16783216783216784,0.03332549776683689,0.60615,0.5804195804195804,False
MAXDD,MEMO12,12,a,cost_surv,-0.46480025803463915,-0.5659272282337473,0.1274,0.5804195804195804,False
MAXDD,MEMO12,12,a,gross_band,-0.6776383603582677,-0.685403917157831,0.01885,0.5804195804195804,False
MAXDD,MEMO12,12,b,OOS_Sharpe,-0.39860139860139865,-0.43128080628325777,0.2053,0.5804195804195804,False
MAXDD,MEMO12,12,b,OOS_CAGR,-0.43356643356643365,-0.8268552299191225,0.15505,0.5804195804195804,False
MAXDD,MEMO12,12,b,OOS_MaxDD,-0.08391608391608392,0.17429232667473787,0.80295,0.5804195804195804,False
MAXDD,MEMO12,12,b,share_3y,-0.5594405594405596,-0.6880773556480405,0.06445,0.5804195804195804,False
MAXDD,MEMO12,12,b,cost_surv,-0.22927440203910207,-0.43584894274416425,0.4684,0.5804195804195804,False
MAXDD,MEMO12,12,b,gross_band,-0.34661699631588094,-0.689138675428612,0.2627,0.5804195804195804,False
MAXDD,MEMO8,8,a,OOS_Sharpe,0.3571428571428572,0.16706897899991802,0.3944,0.7142857142857143,False
MAXDD,MEMO8,8,a,OOS_CAGR,-0.4523809523809524,-0.6679741337187434,0.26605,0.7142857142857143,False
MAXDD,MEMO8,8,a,OOS_MaxDD,1.0,0.9700378586049774,0.0,0.7142857142857143,False
MAXDD,MEMO8,8,a,share_3y,0.07142857142857144,-0.03711164486108372,0.88125,0.7142857142857143,False
MAXDD,MEMO8,8,a,cost_surv,-0.5628843430992316,-0.7100720001743912,0.1527,0.7142857142857143,False
MAXDD,MEMO8,8,a,gross_band,-0.7302967433402215,-0.8082917906454763,0.05735,0.7142857142857143,False
MAXDD,MEMO8,8,b,OOS_Sharpe,-0.4523809523809524,-0.5730074414952504,0.2683,0.7142857142857143,False
MAXDD,MEMO8,8,b,OOS_CAGR,-0.7619047619047621,-0.938868834020491,0.03495,0.7142857142857143,False
MAXDD,MEMO8,8,b,OOS_MaxDD,0.14285714285714288,0.28172130421364233,0.7477,0.7142857142857143,False
MAXDD,MEMO8,8,b,share_3y,-0.6428571428571429,-0.7139762264688403,0.09565,0.7142857142857143,False
MAXDD,MEMO8,8,b,cost_surv,0.061378577017529544,-0.47153533255525354,0.90095,0.7142857142857143,False
MAXDD,MEMO8,8,b,gross_band,-0.6390096504226939,-0.8739633957968171,0.09615,0.7142857142857143,False
MAXDD,MEMO14,14,a,OOS_Sharpe,0.39780219780219783,0.0844422338274366,0.1587,0.5340659340659341,False
MAXDD,MEMO14,14,a,OOS_CAGR,-0.5340659340659341,-0.6554366692227047,0.05025,0.5340659340659341,False
MAXDD,MEMO14,14,a,OOS_MaxDD,0.9956043956043955,0.9849096171016543,0.0,0.5340659340659341,False
MAXDD,MEMO14,14,a,share_3y,-0.08131868131868132,-0.12380877386619006,0.78675,0.5340659340659341,False
MAXDD,MEMO14,14,a,cost_surv,-0.46480025803463915,-0.5659272282337473,0.1274,0.5340659340659341,False
MAXDD,MEMO14,14,a,gross_band,-0.6776383603582677,-0.685403917157831,0.01885,0.5340659340659341,False
MAXDD,MEMO14,14,b,OOS_Sharpe,-0.06373626373626373,0.07671675216724524,0.8308,0.5340659340659341,False
MAXDD,MEMO14,14,b,OOS_CAGR,-0.3538461538461538,-0.5618861210817572,0.2135,0.5340659340659341,False
MAXDD,MEMO14,14,b,OOS_MaxDD,0.03736263736263736,0.21675004864734038,0.9031,0.5340659340659341,False
MAXDD,MEMO14,14,b,share_3y,-0.3626373626373627,-0.42749619821409574,0.1988,0.5340659340659341,False
MAXDD,MEMO14,14,b,cost_surv,-0.22927440203910207,-0.43584894274416425,0.4684,0.5340659340659341,False
MAXDD,MEMO14,14,b,gross_band,-0.34661699631588094,-0.689138675428612,0.2627,0.5340659340659341,False
MAXDD,U56ONLY,10,a,OOS_Sharpe,0.709090909090909,0.6352839100347145,0.02665,0.6484848484848484,False
MAXDD,U56ONLY,10,a,OOS_CAGR,0.01818181818181818,-0.08047854166766612,0.97235,0.6484848484848484,False
MAXDD,U56ONLY,10,a,OOS_MaxDD,0.9999999999999999,0.9739381517458324,0.0,0.6484848484848484,False
MAXDD,U56ONLY,10,a,share_3y,0.5272727272727272,0.5097856339453801,0.1188,0.6484848484848484,False
MAXDD,U56ONLY,10,a,cost_surv,-0.48931722894504914,-0.5024506537210149,0.15055,0.6484848484848484,False
MAXDD,U56ONLY,10,a,gross_band,-0.4221158824088691,-0.4577204568761952,0.2228,0.6484848484848484,False
MAXDD,U56ONLY,10,b,OOS_Sharpe,-0.22424242424242422,-0.5591108555436931,0.53945,0.6484848484848484,False
MAXDD,U56ONLY,10,b,OOS_CAGR,-0.38181818181818183,-0.5137449215822802,0.27915,0.6484848484848484,False
MAXDD,U56ONLY,10,b,OOS_MaxDD,-0.24848484848484845,-0.5323721792980279,0.4934,0.6484848484848484,False
MAXDD,U56ONLY,10,b,share_3y,-0.23636363636363633,-0.3411116314840106,0.5112,0.6484848484848484,False
MAXDD,U56ONLY,10,b,cost_surv,0.3503245248726853,0.2756170825252201,0.3245,0.6484848484848484,False
MAXDD,U56ONLY,10,b,gross_band,-0.3149118487812198,-0.35094991424162364,0.3709,0.6484848484848484,False
CALMAR,MEMO12,12,a,OOS_Sharpe,0.5384615384615385,0.6037981734674288,0.07545,0.5804195804195804,False
CALMAR,MEMO12,12,a,OOS_CAGR,0.6573426573426573,0.6433164393183026,0.0244,0.5804195804195804,False
CALMAR,MEMO12,12,a,OOS_MaxDD,0.0979020979020979,0.3136474650769923,0.7652,0.5804195804195804,False
CALMAR,MEMO12,12,a,share_3y,0.5314685314685316,0.56244619617118,0.08125,0.5804195804195804,False
CALMAR,MEMO12,12,a,cost_surv,0.19718798825711964,0.09865200256606486,0.5367,0.5804195804195804,False
CALMAR,MEMO12,12,a,gross_band,0.46657067434503685,0.37953816898713816,0.1301,0.5804195804195804,False
CALMAR,MEMO12,12,b,OOS_Sharpe,-0.4545454545454546,-0.553469071118985,0.14355,0.5804195804195804,False
CALMAR,MEMO12,12,b,OOS_CAGR,-0.11188811188811189,0.049725420695873455,0.7293,0.5804195804195804,False
CALMAR,MEMO12,12,b,OOS_MaxDD,-0.49650349650349657,-0.4934512007255391,0.1037,0.5804195804195804,False
CALMAR,MEMO12,12,b,share_3y,-0.4125874125874127,-0.36012927540893125,0.18635,0.5804195804195804,False
CALMAR,MEMO12,12,b,cost_surv,-0.04003203845127179,-0.08994746496612079,0.90745,0.5804195804195804,False
CALMAR,MEMO12,12,b,gross_band,0.011426933944479589,0.1644441626240591,0.9764,0.5804195804195804,False
CALMAR,MEMO8,8,a,OOS_Sharpe,0.8571428571428572,0.7576685646614614,0.0101,0.7142857142857143,False
CALMAR,MEMO8,8,a,OOS_CAGR,0.4285714285714286,0.6617737993905455,0.2987,0.7142857142857143,False
CALMAR,MEMO8,8,a,OOS_MaxDD,0.261904761904762,0.22941895882627744,0.5378,0.7142857142857143,False
CALMAR,MEMO8,8,a,share_3y,0.7142857142857144,0.7023628673222679,0.055,0.7142857142857143,False
CALMAR,MEMO8,8,a,cost_surv,0.27545404024004955,0.0877866046792515,0.5136,0.7142857142857143,False
CALMAR,MEMO8,8,a,gross_band,0.18257418583505539,0.38060928961473073,0.6691,0.7142857142857143,False
CALMAR,MEMO8,8,b,OOS_Sharpe,-0.523809523809524,-0.39974888161854444,0.1934,0.7142857142857143,False
CALMAR,MEMO8,8,b,OOS_CAGR,-0.5714285714285715,-0.5520176656281881,0.15085,0.7142857142857143,False
CALMAR,MEMO8,8,b,OOS_MaxDD,-0.11904761904761905,-0.25953310966771015,0.79955,0.7142857142857143,False
CALMAR,MEMO8,8,b,share_3y,-0.523809523809524,-0.33444097781371057,0.1971,0.7142857142857143,False
CALMAR,MEMO8,8,b,cost_surv,0.11048143863155317,0.09533621910738208,0.80225,0.7142857142857143,False
CALMAR,MEMO8,8,b,gross_band,-0.36514837167011077,-0.43204232236247836,0.3764,0.7142857142857143,False
CALMAR,MEMO14,14,a,OOS_Sharpe,0.6,0.7248798949446544,0.0266,0.5340659340659341,False
CALMAR,MEMO14,14,a,OOS_CAGR,0.7406593406593407,0.7137532776147952,0.0024,0.5340659340659341,False
CALMAR,MEMO14,14,a,OOS_MaxDD,-0.08131868131868132,0.10435425048114527,0.78515,0.5340659340659341,False
CALMAR,MEMO14,14,a,share_3y,0.6175824175824175,0.6618944818988383,0.0221,0.5340659340659341,False
CALMAR,MEMO14,14,a,cost_surv,0.19718798825711964,0.09865200256606486,0.5367,0.5340659340659341,False
CALMAR,MEMO14,14,a,gross_band,0.46657067434503685,0.37953816898713816,0.1301,0.5340659340659341,False
CALMAR,MEMO14,14,b,OOS_Sharpe,-0.17362637362637365,0.2940212383747026,0.5507,0.5340659340659341,False
CALMAR,MEMO14,14,b,OOS_CAGR,0.06813186813186813,0.37330829043471286,0.82205,0.5340659340659341,False
CALMAR,MEMO14,14,b,OOS_MaxDD,-0.45494505494505494,-0.4980021971673623,0.106,0.5340659340659341,False
CALMAR,MEMO14,14,b,share_3y,-0.1252747252747253,0.06537745699502372,0.66495,0.5340659340659341,False
CALMAR,MEMO14,14,b,cost_surv,-0.04003203845127179,-0.08994746496612079,0.90745,0.5340659340659341,False
CALMAR,MEMO14,14,b,gross_band,0.011426933944479589,0.1644441626240591,0.9764,0.5340659340659341,False
CALMAR,U56ONLY,10,a,OOS_Sharpe,0.8181818181818182,0.8213241796632746,0.00505,0.6484848484848484,False
CALMAR,U56ONLY,10,a,OOS_CAGR,0.5878787878787878,0.5279741028134092,0.08195,0.6484848484848484,False
CALMAR,U56ONLY,10,a,OOS_MaxDD,0.6484848484848483,0.8304536079230643,0.0506,0.6484848484848484,False
CALMAR,U56ONLY,10,a,share_3y,0.5515151515151515,0.4648542191288555,0.10295,0.6484848484848484,False
CALMAR,U56ONLY,10,a,cost_surv,0.03669879217087869,-0.14905816245884917,0.92505,0.6484848484848484,False
CALMAR,U56ONLY,10,a,gross_band,0.20100756305184236,0.16883699303371077,0.5743,0.6484848484848484,False
CALMAR,U56ONLY,10,b,OOS_Sharpe,-0.28484848484848485,-0.22365318171886966,0.4277,0.6484848484848484,False
CALMAR,U56ONLY,10,b,OOS_CAGR,-0.09090909090909088,0.20029320912198464,0.81065,0.6484848484848484,False
CALMAR,U56ONLY,10,b,OOS_MaxDD,-0.6848484848484848,-0.6683107348287016,0.03575,0.6484848484848484,False
CALMAR,U56ONLY,10,b,share_3y,-0.06666666666666665,-0.012050763810690245,0.86595,0.6484848484848484,False
CALMAR,U56ONLY,10,b,cost_surv,0.5579242433157581,0.4438339904591548,0.0982,0.6484848484848484,False
CALMAR,U56ONLY,10,b,gross_band,0.046901764712096554,0.19821298735095436,0.90525,0.6484848484848484,False
H2,MEMO12,12,a,OOS_Sharpe,0.9510489510489512,0.9859558137864814,0.0,0.5804195804195804,False
H2,MEMO12,12,a,OOS_CAGR,0.4055944055944056,0.3016007602011194,0.1937,0.5804195804195804,False
H2,MEMO12,12,a,OOS_MaxDD,0.3846153846153847,0.4725571720035294,0.2219,0.5804195804195804,False
H2,MEMO12,12,a,share_3y,0.6153846153846154,0.666952705702954,0.0368,0.5804195804195804,False
H2,MEMO12,12,a,cost_surv,0.4753639002626992,0.3473343716630978,0.11975,0.5804195804195804,False
H2,MEMO12,12,a,gross_band,-0.044435302318574926,-0.0763144424896237,0.9056,0.5804195804195804,False
H2,MEMO12,12,b,OOS_Sharpe,-0.16083916083916086,-0.2984832342069621,0.61365,0.5804195804195804,False
H2,MEMO12,12,b,OOS_CAGR,0.27272727272727276,0.11740231527685104,0.39075,0.5804195804195804,False
H2,MEMO12,12,b,OOS_MaxDD,-0.6293706293706295,-0.4964899948614147,0.0324,0.5804195804195804,False
H2,MEMO12,12,b,share_3y,0.034965034965034975,-0.0638869437812864,0.9215,0.5804195804195804,False
H2,MEMO12,12,b,cost_surv,0.2838635453817454,0.13222639702660816,0.3713,0.5804195804195804,False
H2,MEMO12,12,b,gross_band,0.2971002825564693,0.14090423664116714,0.3442,0.5804195804195804,False
H2,MEMO8,8,a,OOS_Sharpe,0.8571428571428572,0.9733928956282014,0.00925,0.7142857142857143,False
H2,MEMO8,8,a,OOS_CAGR,0.4523809523809524,0.49022485098458435,0.2655,0.7142857142857143,False
H2,MEMO8,8,a,OOS_MaxDD,0.04761904761904763,0.21737947293169707,0.9342,0.7142857142857143,False
H2,MEMO8,8,a,share_3y,0.5952380952380953,0.7713216386948617,0.1309,0.7142857142857143,False
H2,MEMO8,8,a,cost_surv,0.47905050476530353,0.35278470673513923,0.2349,0.7142857142857143,False
H2,MEMO8,8,a,gross_band,0.22169722565685296,0.284353216621253,0.58915,0.7142857142857143,False
H2,MEMO8,8,b,OOS_Sharpe,0.261904761904762,0.1805459106298813,0.547,0.7142857142857143,False
H2,MEMO8,8,b,OOS_CAGR,0.1666666666666667,-0.026920829403556043,0.70825,0.7142857142857143,False
H2,MEMO8,8,b,OOS_MaxDD,-0.28571428571428575,-0.29351415185289265,0.49405,0.7142857142857143,False
H2,MEMO8,8,b,share_3y,0.28571428571428575,0.20637367676139656,0.50025,0.7142857142857143,False
H2,MEMO8,8,b,cost_surv,0.4419257545262127,0.2932078184011693,0.2787,0.7142857142857143,False
H2,MEMO8,8,b,gross_band,0.20865621238292043,0.04798502019682774,0.61075,0.7142857142857143,False
H2,MEMO14,14,a,OOS_Sharpe,0.9516483516483516,0.9953985387885234,0.0,0.5340659340659341,False
H2,MEMO14,14,a,OOS_CAGR,0.4021978021978022,0.5036553556705934,0.15295,0.5340659340659341,False
H2,MEMO14,14,a,OOS_MaxDD,0.2967032967032967,0.10804107544219906,0.30135,0.5340659340659341,False
H2,MEMO14,14,a,share_3y,0.6527472527472528,0.6797471507388693,0.0127,0.5340659340659341,False
H2,MEMO14,14,a,cost_surv,0.4753639002626992,0.3473343716630978,0.11975,0.5340659340659341,False
H2,MEMO14,14,a,gross_band,-0.044435302318574926,-0.0763144424896237,0.9056,0.5340659340659341,False
H2,MEMO14,14,b,OOS_Sharpe,0.09010989010989012,0.637748406720321,0.7606,0.5340659340659341,False
H2,MEMO14,14,b,OOS_CAGR,0.3934065934065934,0.46896480719875416,0.16265,0.5340659340659341,False
H2,MEMO14,14,b,OOS_MaxDD,-0.5560439560439561,-0.3949657759143683,0.04425,0.5340659340659341,False
H2,MEMO14,14,b,share_3y,0.23956043956043957,0.37351893806892345,0.4039,0.5340659340659341,False
H2,MEMO14,14,b,cost_surv,0.2838635453817454,0.13222639702660816,0.3713,0.5340659340659341,False
H2,MEMO14,14,b,gross_band,0.2971002825564693,0.14090423664116714,0.3442,0.5340659340659341,False
H2,U56ONLY,10,a,OOS_Sharpe,0.9151515151515152,0.979785719060286,0.00045,0.6484848484848484,False
H2,U56ONLY,10,a,OOS_CAGR,0.49090909090909085,0.5199201229655543,0.1552,0.6484848484848484,False
H2,U56ONLY,10,a,OOS_MaxDD,0.41818181818181815,0.6469900080292041,0.2345,0.6484848484848484,False
H2,U56ONLY,10,a,share_3y,0.6,0.6624195740743284,0.0754,0.6484848484848484,False
H2,U56ONLY,10,a,cost_surv,0.3547549909851606,0.23321950047341428,0.32005,0.6484848484848484,False
H2,U56ONLY,10,a,gross_band,0.1340050420345616,0.1994209049042443,0.7136,0.6484848484848484,False
H2,U56ONLY,10,b,OOS_Sharpe,0.006060606060606061,0.04862914158411634,1.0,0.6484848484848484,False
H2,U56ONLY,10,b,OOS_CAGR,0.19999999999999998,0.05931444525145016,0.58025,0.6484848484848484,False
H2,U56ONLY,10,b,OOS_MaxDD,-0.6121212121212121,-0.496740227849259,0.0671,0.6484848484848484,False
H2,U56ONLY,10,b,share_3y,0.22424242424242422,0.25439860660094554,0.5317,0.6484848484848484,False
H2,U56ONLY,10,b,cost_surv,0.6033366817251802,0.5154717340195449,0.06955,0.6484848484848484,False
H2,U56ONLY,10,b,gross_band,0.18760705884838622,-0.02705185732105973,0.59545,0.6484848484848484,False
