panel,P,n,k,D,N,y,NP,oofR2_sd,oofR2_M_cv,oofR2_Msd_cv,oofR2_M_oracle,oofR2_Msd_oracle,gap_cv,gap_oracle,gain_cv,lam_mode,oofR2_M_lam0.5,oofR2_M_lam2,oofR2_M_lam8,oofR2_M_lam32,oofR2_M_lam128,oofR2_M_lam512,oofR2_Msd_lam0.5,oofR2_Msd_lam2,oofR2_Msd_lam8,oofR2_Msd_lam32,oofR2_Msd_lam128,oofR2_Msd_lam512
B136,136,5,20,50,50,CAND Sharpe,0.36764705882352944,0.3165334751789456,-0.05377985306339794,0.2929761056700735,0.07107224560232894,0.34565113406336423,0.37031332824234353,0.24546122957661665,0.3467559587334714,8.0,-0.1968149120759235,-0.09077577724494335,0.04822100845101396,0.07107224560232894,0.006245972402314504,-0.035998460833305046,0.1630789299478541,0.21980737969799524,0.3065963296452293,0.34565113406336423,0.3338537888195533,0.32212202673229906
B136,136,5,20,50,50,EWall Sharpe,0.36764705882352944,0.2893563005014158,0.19712778309113566,0.5465464195555487,0.2778249165593002,0.5574059870569839,0.09222851741028015,0.011531383942115614,0.34941863646441307,2.0,0.21437466694159546,0.25116241115261184,0.2778249165593002,0.20587313911164884,0.07434713555544314,-0.0016743383353725605,0.5574059870569839,0.5467226291795357,0.5124507091281301,0.4348099351253296,0.35007445652344327,0.30759704261461784
B136,136,5,20,50,50,premium,0.36764705882352944,-0.0911253569776107,-0.05720863304454382,-0.09830464346728163,-0.031275022999487145,-0.07390199350734239,-0.033916723933066883,-0.05985033397812356,-0.041096010422737805,32.0,-0.27772885772726474,-0.19705654978079012,-0.08575241691527125,-0.031275022999487145,-0.033444079520320136,-0.04227506562334149,-0.37365230365215174,-0.27925834737645827,-0.14459166762860431,-0.07390199350734239,-0.0748136689155714,-0.08538046309174518
B136,136,20,20,50,50,CAND Sharpe,0.36764705882352944,0.3026925553069836,0.16722624592762392,0.6370216513425458,0.21851854453368436,0.6370216513425444,0.13546630937935966,0.08417401077329922,0.46979540541492193,8.0,0.09789085878396409,0.15989875496271977,0.21851854453368436,0.17163503695226245,0.061121652398738235,-0.004748244926080947,0.6370216513425444,0.6143824402230174,0.5513183200219169,0.44902629225785695,0.3610324727333265,0.32002148417207377
B136,136,20,20,50,50,EWall Sharpe,0.36764705882352944,0.2893563005014158,0.19712778309113566,0.5465464195555487,0.2778249165593002,0.5574059870569839,0.09222851741028015,0.011531383942115614,0.34941863646441307,2.0,0.21437466694159546,0.25116241115261184,0.2778249165593002,0.20587313911164884,0.07434713555544314,-0.0016743383353725605,0.5574059870569839,0.5467226291795357,0.5124507091281301,0.4348099351253296,0.35007445652344327,0.30759704261461784
B136,136,20,20,50,50,premium,0.36764705882352944,0.03983913465897926,0.0788970819150242,0.027433386487490052,0.13971913601950314,0.12053250678548089,-0.039057947256044945,-0.09988000136052388,-0.05146369542753415,8.0,0.13971913601950314,0.138417846630693,0.13855173558984268,0.10445406347302844,0.03355989741248433,-0.008933700431299929,0.07262800587997253,0.08795007568584456,0.1193606154229302,0.12053250678548089,0.07952106999486097,0.052302533897438
B136,136,5,20,100,100,CAND Sharpe,0.7352941176470589,0.35839242620396583,0.4455032570308215,0.5383542511840333,0.4608681727830477,0.5643055957648685,-0.08711083082685567,-0.10247574657908187,0.09285099415321185,2.0,0.38691072115677116,0.4608681727830477,0.4594794618695429,0.3222536308332725,0.1348440318752665,0.028905943942972745,0.4728006618964309,0.5411137662266023,0.5643055957648685,0.5088438650931212,0.4255464788481679,0.37923215059246107
B136,136,5,20,100,100,EWall Sharpe,0.7352941176470589,0.29418806103179995,0.5112328687049541,0.6251690681877462,0.5219071571141016,0.6230337439054712,-0.21704480767315415,-0.22771909608230168,0.1139361994827921,0.5,0.5219071571141016,0.500984984873388,0.41826639768740526,0.2607336388259164,0.10513278906394186,0.02445063136002601,0.6230337439054712,0.611573666738084,0.5702213819000912,0.47331449009936677,0.3703279121009718,0.31750626867685516
B136,136,5,20,100,100,premium,0.7352941176470589,-0.02686128473618843,0.23647944233665985,0.22436347312844096,0.33719822876755456,0.3277030117798828,-0.2633407270728483,-0.364059513503743,-0.01211596920821889,8.0,0.20151038554230272,0.32955911214513367,0.33719822876755456,0.20834795021456254,0.06649532909936828,-0.005830061337833925,0.1891904218068593,0.319276457561385,0.3277030117798828,0.19912798636070228,0.06599744668051455,0.0012089430456553307
B136,136,20,20,100,100,CAND Sharpe,0.7352941176470589,0.3412227159039125,0.5898135285471026,0.7745663896607355,0.5898135285471044,0.774566389660735,-0.24859081264319005,-0.24859081264319194,0.18475286111363298,0.5,0.5898135285471044,0.5697361690001865,0.48633836443154255,0.30894284012402284,0.12513931313560078,0.029935313074140213,0.774566389660735,0.7492452494586803,0.6865777512515054,0.559835167760359,0.43195978124154744,0.3686627621883578
B136,136,20,20,100,100,EWall Sharpe,0.7352941176470589,0.29418806103179995,0.5112328687049541,0.6251690681877462,0.5219071571141016,0.6230337439054712,-0.21704480767315415,-0.22771909608230168,0.1139361994827921,0.5,0.5219071571141016,0.500984984873388,0.41826639768740526,0.2607336388259164,0.10513278906394186,0.02445063136002601,0.6230337439054712,0.611573666738084,0.5702213819000912,0.47331449009936677,0.3703279121009718,0.31750626867685516
B136,136,20,20,100,100,premium,0.7352941176470589,0.0012000033220606054,0.24042714632242368,0.23649653978134455,0.2971593823407471,0.290312704422392,-0.23922714300036307,-0.2959593790186865,-0.003930606541079129,2.0,0.21543105719909195,0.2829028202408792,0.2971593823407471,0.20096186037795027,0.08018854730486602,0.017272980627400236,0.18625394292843933,0.2605494089563066,0.290312704422392,0.20758183417187237,0.09104002092423524,0.02879595662109591
