set,n,slope,intercept,r2,resid_sd,resid_min,resid_max,spearman
"POOLED (all books, both panels)",66,-12.667845715664969,8.447812759019268,0.3686249867568252,6.906849951374912,-27.741399088457555,9.007086407829922,-0.7223196392785572
POOLED real only,52,-15.022495689340207,12.553536595378953,0.53115538552802,5.100274048821124,-18.257360380824466,7.888555793477234,-0.8058484525080042
POOLED null only,14,-16.99868481590479,7.083036261271971,0.3869867669240016,10.239222514771525,-23.32697302922155,8.411551982819823,-0.7494505494505495
U56 all,33,-11.468791711567668,7.526840236456096,0.29803408196031933,6.983511707036308,-27.664765141666944,7.04220573288102,-0.71524064171123
U56 real only,26,-14.18095363138069,12.162514090361597,0.5546137573181391,4.700080208521437,-14.937633870419077,6.362717545958878,-0.8010256410256409
B136 all,33,-13.669692632086543,9.120408401498654,0.4338101071396834,6.993052449656283,-25.632566772699953,9.605469616424516,-0.7316176470588236
B136 real only,26,-15.869538207479655,12.951825701373382,0.5228526530719653,5.575592245760577,-17.475772486420233,8.564855138941063,-0.8092307692307692
