kind,family,IS,OOS,sign_agree
RAND,BREADTH-HI,-0.39579821275672605,-0.3531745906010242,True
RAND,BREADTH-LO,-0.3081590330181019,-0.27056790490057253,True
RAND,CORR-HI,-0.2739500757732245,-0.24412001283286255,True
RAND,CORR-LO,-0.3612200090043616,-0.3285506104378727,True
RAND,DISP-HI,-0.3088234308457747,-0.27619129924554225,True
RAND,DISP-LO,-0.37932752705383854,-0.3411900921378534,True
RAND,VOL20-HI,-0.30034927526615923,-0.26722494988441603,True
RAND,VOL20-LO,-0.3957187197871839,-0.36043497902163246,True
RAND,POOLED,-0.3404182854381713,-0.305181804882722,True
SM_UNIF,BREADTH-HI,-0.001317139837875685,0.001892297340359635,False
SM_UNIF,BREADTH-LO,-0.006828880544183643,0.001017735656157503,False
SM_UNIF,CORR-HI,-0.0020773235135729314,0.00033366806111158564,False
SM_UNIF,CORR-LO,-0.004499273860408986,0.001064190252066336,False
SM_UNIF,DISP-HI,0.001770469129147785,0.0012479865026008667,True
SM_UNIF,DISP-LO,-0.006586458968741643,0.0017608104406155217,False
SM_UNIF,VOL20-HI,-0.0017156469893335028,-0.0022710957249779764,True
SM_UNIF,VOL20-LO,-0.006234425210155175,-0.00408287101376802,True
SM_UNIF,POOLED,-0.003436084974390473,0.00012034018927068134,False
SM_DOM,BREADTH-HI,0.018152113325436425,0.020616023570056943,True
SM_DOM,BREADTH-LO,0.012499973259809156,0.01977026520813453,True
SM_DOM,CORR-HI,0.015768793630551663,0.017208700552584603,True
SM_DOM,CORR-LO,0.013157769209501605,0.020866800220084858,True
SM_DOM,DISP-HI,0.021227943594942646,0.019851139118238364,True
SM_DOM,DISP-LO,0.013925870383639368,0.022109931811599513,True
SM_DOM,VOL20-HI,0.01748017324939228,0.01968272574325881,True
SM_DOM,VOL20-LO,0.012495359362999472,0.02108526287150341,True
SM_DOM,POOLED,0.015588499502034078,0.020148856136932628,True
SM_SPLIT2,BREADTH-HI,0.00728586114163704,0.015225279396028774,True
SM_SPLIT2,BREADTH-LO,0.009080771077986565,0.013045734347146017,True
SM_SPLIT2,CORR-HI,0.007087536333260303,0.011355483032915888,True
SM_SPLIT2,CORR-LO,0.004011825314259528,0.012949924595553115,True
SM_SPLIT2,DISP-HI,0.009563110435650578,0.012316357545884386,True
SM_SPLIT2,DISP-LO,0.0018470067714720052,0.013345596543152977,True
SM_SPLIT2,VOL20-HI,0.009277322724158842,0.013317106072060656,True
SM_SPLIT2,VOL20-LO,0.006408753955877234,0.010524410239721307,True
SM_SPLIT2,POOLED,0.006820273469287762,0.01275998647155789,True
