panel,book,conv,bps,D,W,M,swing,n4b
u56,EWall,LIT,5,1.063777674646588,1.0906092364214441,1.160816324405304,0.09703864975871612,2
u56,EWall,LIT,10,0.9675087674910084,1.0490288480160836,1.1431353342602222,0.17562656676921373,1
u56,EWall,LIT,25,0.6785889954509128,0.9240392019815247,1.089805953068765,0.41121695761785215,1
u56,EWall,MATCH,5,1.063777674646588,1.0906092364214437,1.160816324405304,0.09703864975871612,2
u56,EWall,MATCH,10,0.9675087674910084,1.0490288480160836,1.143135334260222,0.1756265667692135,1
u56,EWall,MATCH,25,0.6785889954509128,0.9240392019815248,1.0898059530687652,0.4112169576178524,1
u56,top20,LIT,5,1.0777328853508856,1.1338223083204293,1.2211945091822565,0.14346162383137084,3
u56,top20,LIT,10,0.9754848419747963,1.092135905431323,1.2033211073945045,0.22783626541970814,2
u56,top20,LIT,25,0.6687934396558802,0.9668297371038527,1.1494704009686396,0.4806769613127594,1
u56,top20,MATCH,5,1.0777328853508854,1.133822308320429,1.2211945091822565,0.14346162383137107,2
u56,top20,MATCH,10,0.9754848419747963,1.092135905431323,1.2033211073945047,0.22783626541970836,1
u56,top20,MATCH,25,0.6687934396558805,0.9668297371038526,1.1494704009686396,0.48067696131275917,0
u56,frac085,LIT,5,1.0656599616347342,1.1164248017139773,1.199056979067705,0.13339701743297083,3
u56,frac085,LIT,10,0.9520147814742553,1.0708549060999735,1.180412731450694,0.2283979499764387,2
u56,frac085,LIT,25,0.6109541799903211,0.9338423053102486,1.1241801544040648,0.5132259744137437,1
u56,frac085,MATCH,5,1.0656599616347344,1.1164248017139775,1.199056979067705,0.1333970174329706,3
u56,frac085,MATCH,10,0.9520147814742556,1.070854906099973,1.1804127314506943,0.2283979499764387,2
u56,frac085,MATCH,25,0.6109541799903211,0.9338423053102486,1.1241801544040648,0.5132259744137437,1
u56,ew-band3,LIT,5,1.1379993621699565,1.1596160347007665,1.1187983485080704,0.0408176861926961,3
u56,ew-band3,LIT,10,1.1030233589981648,1.1348420086349607,1.1034083814515772,0.031818649636795815,3
u56,ew-band3,LIT,25,0.9980568906856302,1.0603796617635768,1.0570119962313225,0.06232277107794659,1
u56,ew-band3,MATCH,5,1.1379993621699565,1.1596160347007667,1.1187983485080704,0.04081768619269632,3
u56,ew-band3,MATCH,10,1.1030233589981648,1.1348420086349604,1.103408381451577,0.03181864963679559,3
u56,ew-band3,MATCH,25,0.9980568906856302,1.0603796617635768,1.0570119962313225,0.06232277107794659,1
u56,v1,LIT,5,0.6826878054954711,0.7796833873389952,1.0089627965473849,0.3262749910519137,1
u56,v1,LIT,10,0.39656951907651766,0.6641804017269177,0.9599696430926735,0.5634001240161559,0
u56,v1,LIT,25,-0.460840683036733,0.3169259386690001,0.811808991485178,1.2726496745219111,0
