claim_set,claim,published_944,A0_RAW,A1_944,A2_CANON,A3_WIDE,d_alphabet,d_selector,d_total,moves_alphabet,moves_selector,moves_total
K_ALONE,H1_alone_rows,0.00854326128222399,0.008531857040893905,0.00854326128222399,0.008542884644115867,0.016082757347199564,1.1027603221962223e-05,0.007539872703083697,0.007550900306305659,False,False,False
K_AMONG,H1_among_rows,0.5161729226624212,0.5007829132698596,0.5161729226624212,0.5161673112201287,0.47364083806350793,0.015384397950269135,-0.04252647315662078,-0.027142075206351646,False,False,False
K_FILE,H1_alone_files,0.020011431899719396,0.019361781927001245,0.020011431899719396,0.01979579146976552,0.021471693202273677,0.00043400954276427706,0.0016759017325081553,0.0021099112752724324,False,False,False
K_FILE,H1_among_files,0.43871963395921976,0.3747103547704112,0.43871963395921976,0.4365064195128201,0.42344625810470166,0.061796064742408896,-0.013060161408118443,0.048735903334290454,True,False,False
K_ALONE,H2_alone_rows,0.003387422693037781,0.0033777290250862797,0.003387422693037781,0.003387273355164061,0.005649689767991443,9.544330077781299e-06,0.0022624164128273823,0.0022719607429051636,False,False,False
K_AMONG,H2_among_rows,0.5776976302737126,0.5588396968246409,0.5776976302737126,0.5776880818431861,0.5260821778414688,0.018848385018545244,-0.05160590400171727,-0.03275751898317203,False,True,False
K_FILE,H2_alone_files,0.01652217486159022,0.016207869471274203,0.01652217486159022,0.016344134184202396,0.01952479161328598,0.0001362647129281927,0.0031806574290835846,0.0033169221420117773,False,False,False
K_FILE,H2_among_files,0.5291501329487022,0.44792129119261076,0.5291501329487022,0.5258427201175979,0.508857144430534,0.07792142892498716,-0.016985575687063936,0.06093585323792322,True,False,True
K_ALONE,OOS_alone_rows,0.00013226379278672465,0.00013221991109435238,0.00013226379278672465,0.0001322579618068397,0.0006020966320894914,3.8050712487325625e-08,0.00046983867028265174,0.00046987672099513907,False,False,False
K_AMONG,OOS_among_rows,0.5368611842508113,0.5201580272789265,0.5368611842508113,0.5368546607460819,0.48601377652098154,0.01669663346715544,-0.05084088422510036,-0.034144250757944916,False,True,False
K_FILE,OOS_alone_files,6.891805628433825e-05,6.788280651182672e-05,6.891805628433825e-05,6.817540481575702e-05,0.0016899107915657981,2.925983039303012e-07,0.001621735386750041,0.0016220279850539714,False,False,False
K_FILE,OOS_among_files,0.4645635174970494,0.39548395177506007,0.4645635174970494,0.462191544727086,0.4512523834986274,0.06670759295202594,-0.010939161228458616,0.055768431723567324,True,False,True
K_ALONE,DD_alone_rows,0.15104770069193557,0.14860905877787178,0.15104770069193557,0.15104104160492587,0.18097276421286915,0.002431982827054091,0.029931722607943273,0.032363705434997364,False,False,False
K_AMONG,DD_among_rows,0.5833274141203846,0.5692801727673505,0.5833274141203846,0.5833310882136113,0.570396686405876,0.014050915446260803,-0.012934401807735307,0.001116513638525496,False,False,False
K_FILE,DD_alone_files,0.19266259010632064,0.17613485524717892,0.19266259010632064,0.1905864846094853,0.2076667236711445,0.014451629362306373,0.017080239061659203,0.031531868423965576,False,False,False
K_FILE,DD_among_files,0.6090880796904012,0.5324506734066831,0.6090880796904012,0.6064757799810938,0.5889878224924976,0.07402510657441075,-0.017487957488596217,0.05653714908581453,True,False,True
K_ALONE,CAGR_alone_rows,0.1694850284734554,0.16713943446605806,0.1694850284734554,0.16949225188773748,0.19387315110661038,0.0023528174216794207,0.024380899218872903,0.026733716640552324,False,False,False
K_AMONG,CAGR_among_rows,0.6875157675586309,0.6685761017407731,0.6875157675586309,0.687529543734524,0.6653609780485193,0.01895344199375093,-0.02216856568600467,-0.0032151236922537407,False,False,False
K_FILE,CAGR_alone_files,0.19641033607433975,0.18193160842038436,0.19641033607433975,0.20111855802756168,0.20230259464176575,0.019186949607177317,0.001184036614204076,0.020370986221381393,False,False,False
K_FILE,CAGR_among_files,0.615061520568786,0.5352376724467158,0.615061520568786,0.6192095645281741,0.609106318251624,0.08397189208145828,-0.010103246276550126,0.07386864580490815,True,False,True
