rule,admitted,swap_in,swap_out,jaccard,OOS_Sharpe,OOS_CAGR,OOS_MaxDD,full_Sharpe_H2,both_paths
SEP,3897,0,0,1.0,1.1252789498161597,0.13038036204205222,-0.17886461002536116,1.0536342597650163,513
JOINT-L(lam=0.1),9197,5300,0,0.42372512775905186,1.0909363199070663,0.14843067516556194,-0.21787177462797044,1.0240376502563784,864
JOINT-C(kap=1.5),4680,2741,1958,0.2921060560409762,1.149164995033894,0.139807227354149,-0.17778728568723848,1.0934911114263288,739
