arm,rows,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4a,pass4b
EWall,168,0.08822180225077791,0.7261653296738163,-0.2792283238439608,0.9142677836095106,0.5994690816281307,0.08431752386274194,0.6918717486553064,-0.27845060477359873,0.0,0.06547619047619048
top10,168,0.09126931221153467,0.7119496793509237,-0.2390054475332865,0.8078027011191122,0.5904317874115335,0.09051430295827467,0.6807967181452366,-0.23699792297448308,0.0,0.017857142857142856
top20,168,0.07723643779634781,0.7765974698160565,-0.18359559965717054,0.8803315726650487,0.6740812477362742,0.07662534572622925,0.7442643623292826,-0.18344444397163834,0.0,0.16071428571428573
"RULES v2 (live, same panels)",504,0.06378800436518772,0.8567146116253082,-0.13207048260787885,0.9407967832809416,0.7668503842153397,0.06337708184076574,0.8345467030992478,-0.13183946470043656,,
SPY,504,0.14129862948357252,0.8615356138948208,-0.33717289200673795,0.8906621257199818,0.8577061667370872,0.15450723909089636,0.882010501050508,-0.3371728920067377,,
