panel,T_trade,family,rung,zero_IS,cell,turn_py,refresh_py,gross_mean,gross_crash_min,CAGR,Sharpe,MaxDD,H1,H2,oos_CAGR,oos_Sharpe,oos_MaxDD,bind,keep4b_full,keep4b_oos,keep4b,keep4a
U56,W,SDMULT,1.0,True,k=1,2.0923238394298704,47.81654676258992,0.9349555465537047,0.292399303133059,0.1561012881681627,1.2035017908574615,-0.1961009968559947,1.264028355511059,1.1496962682406229,0.16208708734138866,1.237228668378398,-0.19610099685599458,none,True,True,True,False
U56,W,FRACG,0.1,True,f=0.1,1.9055279766106716,10.424460431654676,0.9163002872302596,0.22259520541653552,0.1557730745893815,1.2271821010002406,-0.19333502510437084,1.274100215362816,1.1851444398576152,0.16301349570762103,1.2740996241758344,-0.19333502510436995,none,True,True,True,False
U56,W,ASYMG,0.1,True,f=0.1,2.069944534235255,19.149280575539567,0.8903910220271279,0.22259520541653552,0.15008470988553002,1.210254130534319,-0.1895236971761305,1.2665771648785542,1.1598765993151046,0.15505102287655403,1.2420805977690645,-0.1895236971761305,none,True,True,True,False
U56,W,ASYMH,0.12,False,hup=0.12,1.8904544238297085,11.784172661870503,0.8965330894271266,0.22259520541653552,0.15058153042255484,1.2126256664825474,-0.20048378477846474,1.2705469952730584,1.1605557957050376,0.15514896700151803,1.242716103903727,-0.20048378477846485,none,True,True,True,False
U56,W,FIXH,0.12,False,h=0.12,1.6254438932060258,4.985611510791367,0.8955776461652178,0.25467958302886984,0.15528671897750468,1.234260560166001,-0.17826073009249255,1.281313441607101,1.1946755164581708,0.16292299052271497,1.2725252689278315,-0.178260730092493,none,True,True,True,False
U56,M,SDMULT,1.0,True,k=1,1.606858021565026,44.53057553956834,0.9350259154585084,0.2540621053459184,0.1584910936912538,1.2228121367477511,-0.18570122412831536,1.2693542361073527,1.1817847841883036,0.16602122843181522,1.2672568082738203,-0.1857012241283157,none,True,True,True,False
U56,M,FRACG,0.1,True,f=0.1,1.4167103486197432,10.254496402877697,0.9175102954768877,0.22183313106944283,0.1581330773202303,1.2470145488697713,-0.1911701750813818,1.2936775216448775,1.2055149713100741,0.16547467039708486,1.292833538927014,-0.19117017508138012,none,True,True,True,False
U56,M,ASYMG,0.1,True,f=0.1,1.6000634755799217,18.242805755395683,0.8910979728724143,0.22183313106944286,0.1507718639065292,1.2177137181003879,-0.18961116466343997,1.2681894367298998,1.1725566038650097,0.15620835912539843,1.2538278219834216,-0.1896111646634392,none,True,True,True,False
U56,M,ASYMH,0.12,False,hup=0.12,1.3813088065252115,11.217625899280575,0.8956251904130145,0.22183313106944283,0.15142406641887685,1.223492720779265,-0.1996572470303647,1.2718043075510075,1.180465364316073,0.15728549592166674,1.2618120335630465,-0.1996572470303648,none,True,True,True,False
U56,M,FIXH,0.12,False,h=0.12,1.134130796310996,4.928956834532373,0.8960216727207758,0.2540621053459184,0.15620764180337043,1.245090313410937,-0.18159240416653466,1.2944185588718562,1.2035627630866803,0.16359001067154244,1.2809901707646705,-0.18159240416653522,none,True,True,True,False
B136,W,SDMULT,1.0,True,k=1,2.227039510773044,51.21582733812949,0.9248481439011264,0.19532196835383833,0.16095371621529608,1.2154052633918875,-0.18766690456770319,1.3287532321870754,1.1075926742472317,0.15939521264744339,1.2176434784411643,-0.18766690456770296,none,True,True,True,False
B136,W,FRACG,0.1,True,f=0.1,2.0362177961911314,11.670863309352518,0.9150509761944516,0.19532196835383833,0.16043297801456768,1.2338711386471828,-0.17126537175380352,1.3260741996051921,1.144503216515819,0.1607190142520607,1.2564287059179386,-0.17126537175380363,none,True,True,True,False
B136,W,ASYMG,0.1,True,f=0.1,2.1744535681464465,21.358812949640285,0.886444210978892,0.19532196835383833,0.15517529822714637,1.2275728903787706,-0.1659024927091063,1.3378070279892231,1.1215538404885506,0.15439391422997706,1.2383246757017201,-0.1659024927091065,none,True,True,True,False
B136,W,ASYMH,0.12,False,hup=0.12,1.9875015945554313,12.97392086330935,0.8799391398041847,0.22283396477522763,0.15229288980007216,1.215743419118699,-0.1725368849995983,1.3191811449845212,1.116330237627579,0.15273096245209672,1.2345105949087831,-0.17253688499959907,none,True,True,True,False
B136,W,FIXH,0.12,False,h=0.12,1.840343205077828,6.288669064748201,0.913698241456353,0.22283396477522763,0.1611365009702308,1.2332704800117904,-0.18233636173428425,1.3495925523476928,1.120081547424236,0.15781312043802842,1.2329483910157222,-0.18233636173428447,none,True,True,True,False
B136,M,SDMULT,1.0,True,k=1,1.729669880412711,52.46223021582733,0.9249793601847935,0.4326633499497167,0.15901007521712107,1.205865069313405,-0.20241120733036566,1.3232368826493845,1.0939537988494765,0.15696564782308275,1.2054944199965665,-0.20241120733036555,L4_DD,False,False,False,False
B136,M,FRACG,0.1,True,f=0.1,1.5389941108867085,11.557553956834532,0.9153950116219286,0.19166363530147587,0.16034375229693398,1.2364362154929784,-0.16998570105745325,1.3256303554193163,1.149876919397952,0.16100677825966714,1.2621199700620631,-0.1699857010574536,none,True,True,True,False
B136,M,ASYMG,0.1,True,f=0.1,1.7114224619431238,21.472122302158272,0.8866935096529438,0.19166363530147587,0.15525327671055633,1.2315599476268893,-0.16528780324885528,1.3394480846557113,1.1275939736460976,0.1546989722755614,1.24473528157498,-0.16528780324885528,none,True,True,True,False
B136,M,ASYMH,0.12,False,hup=0.12,1.519850396055805,13.200539568345322,0.8802620556825034,0.2192483821966588,0.15346712105768656,1.2270476976614622,-0.17100001843208823,1.327062862300921,1.1309153268533114,0.15430248055753237,1.2488052271853032,-0.17100001843208879,none,True,True,True,False
B136,M,FIXH,0.12,False,h=0.12,1.3382273040345876,6.288669064748201,0.9133211437400436,0.21924838219665882,0.16104495951009712,1.2380608884401345,-0.18163974760997625,1.3557010084176635,1.1235675823007707,0.15763750133401566,1.2370970592211155,-0.18163974760997648,none,True,True,True,False
SMALL665,W,SDMULT,1.0,True,k=1,3.645204070636652,64.42201369515597,0.8769814846007428,0.339564075610634,0.08585254973824341,0.621984500262006,-0.32034134950494786,0.9655123086239366,0.35967348205890665,0.05698123792771326,0.4284246447787296,-0.32034134950494986,L2_H2|L3_OOS|L4_DD|L5_CAGR,False,False,False,False
SMALL665,W,FRACG,0.1,True,f=0.1,3.285331379867829,16.936342886127314,0.8518379304202126,0.16888998871752023,0.08565287225712281,0.6351718552500266,-0.29188946530251736,0.9775012961197462,0.37704095060188925,0.05879674410398006,0.4459670090902228,-0.29188946530251514,L2_H2|L3_OOS|L4_DD|L5_CAGR,False,False,False,False
SMALL665,W,ASYMG,0.1,True,f=0.1,3.5143726511675393,31.316256657367486,0.847949153749851,0.16888998871752026,0.0855801382873198,0.6392699726694531,-0.28614786174304485,0.976181343063926,0.37936824458914403,0.05787727708865398,0.44575528453771424,-0.2861478617430445,L2_H2|L3_OOS|L4_DD|L5_CAGR,False,False,False,False
SMALL665,W,ASYMH,0.12,False,hup=0.12,3.3288898780759117,20.96271874207456,0.8382446788567118,0.18264525643814386,0.08339744304982832,0.6295176187160454,-0.2897618734655064,0.9966803583763366,0.3487485996732642,0.05310881567311432,0.4182987041176017,-0.2897618734655065,L2_H2|L3_OOS|L4_DD|L5_CAGR,False,False,False,False
SMALL665,W,FIXH,0.12,False,h=0.12,3.068689957135272,9.906162820187674,0.8590181102636935,0.2017526046649967,0.08428000059221707,0.620136271091136,-0.30500610345640766,0.9872619765967202,0.3476746267377392,0.05571059438467674,0.42251955613104436,-0.3050061034564069,L2_H2|L3_OOS|L4_DD|L5_CAGR,False,False,False,False
SMALL665,M,SDMULT,1.0,True,k=1,2.894165330335555,62.888156226223686,0.8770420972383666,0.3226864142879644,0.08280495740556115,0.604864469175318,-0.3143306657293017,0.935182337185742,0.3518348999983562,0.05562104802671808,0.42137002357125664,-0.31433066572930224,L2_H2|L3_OOS|L4_DD|L5_CAGR,False,False,False,False
SMALL665,M,FRACG,0.1,True,f=0.1,2.502455237105239,17.958914532082172,0.8532414073816932,0.164263680233779,0.0828154434146342,0.6177427147065642,-0.2906671552191564,0.9475602025058557,0.36936552210494844,0.05761068812954506,0.4388916847994493,-0.2906671552191554,L2_H2|L3_OOS|L4_DD|L5_CAGR,False,False,False,False
SMALL665,M,ASYMG,0.1,True,f=0.1,2.783669648786536,31.891453208217094,0.8509452393896795,0.16426368023377896,0.08357003804335061,0.6271773644833707,-0.2835138957891493,0.9469258444535358,0.3785241338302918,0.057987311764985616,0.4468572103636262,-0.28351389578914976,L2_H2|L3_OOS|L4_DD|L5_CAGR,False,False,False,False
SMALL665,M,ASYMH,0.12,False,hup=0.12,2.55869088621333,21.60182602079635,0.8391216968822471,0.18312666017022947,0.08154390202634332,0.6188886681628464,-0.28688330676356755,0.9598780620772092,0.3587208409235083,0.05438037810348684,0.4269253277583815,-0.28688330676356677,L2_H2|L3_OOS|L4_DD|L5_CAGR,False,False,False,False
SMALL665,M,FIXH,0.12,False,h=0.12,2.222417251698457,10.673091554653817,0.8603935220703616,0.20296369354299743,0.08208278477602371,0.6073897153392572,-0.3002364690818433,0.9552950478346853,0.34952352952467636,0.055816776606744556,0.4236349038236388,-0.3002364690818432,L2_H2|L3_OOS|L4_DD|L5_CAGR,False,False,False,False
