panel,book,cost,pool,n_pool,n_arms,pool_empty,pool_mean_dSharpe_OOS,pool_mean_dCAGR_OOS,pool_mean_dSharpe_IS,pool_mean_dCAGR_IS,pool_mean_dSharpe_A,pool_mean_dSharpe_B,ctl_OOS_Sharpe,ctl_OOS_CAGR,ctl_OOS_MaxDD,ctl_B_Sharpe
broad,EWall,0.0,P_ALL,17,17,False,0.006654065435687473,-0.024847494950317323,-0.04865668499214881,-0.02953608999009044,-0.11643731038730065,-0.03435793364306883,1.1094375225693065,0.1403681035306461,-0.25357542583688464,1.3835377372948745
broad,EWall,0.0,P_S1,5,17,False,0.009144088199235734,-0.01568921846984743,-0.03311095201945946,-0.0239156450956087,-0.1131811076558048,-0.019932278958410432,1.1094375225693065,0.1403681035306461,-0.25357542583688464,1.3835377372948745
broad,EWall,10.0,P_ALL,17,17,False,-0.017492894962020333,-0.027242716721985943,-0.07146321620306417,-0.03183240220723482,-0.14080399283361533,-0.05533258930910434,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.3756793448264422
broad,EWall,10.0,P_S1,5,17,False,-0.03477584992753613,-0.020949959343219374,-0.07767980603289026,-0.02906496601977468,-0.16137732553421247,-0.060163203305328095,1.1022031339130582,0.13933574083806333,-0.2537106610635026,1.3756793448264422
broad,EWall,25.0,P_ALL,17,17,False,-0.05167744650244588,-0.030520009220934813,-0.10630584965968803,-0.03535310369658744,-0.17659755112073605,-0.08921399405023855,1.0913501695849346,0.13778891144087635,-0.25391347869315706,1.363890784878358
broad,EWall,25.0,P_S1,1,17,False,0.010688193236986887,-0.020095055677256335,0.003292468817699401,-0.017184109212376564,-0.005895416826995126,-0.051950821137525915,1.0913501695849346,0.13778891144087635,-0.25391347869315706,1.363890784878358
broad,R10,0.0,P_ALL,17,17,False,-0.03438368877474329,-0.021350654379878403,-0.05769045383366356,-0.021003422978610686,-0.07095371148297114,-0.05375784696052954,0.9332568834700512,0.18162134881683234,-0.2594921243060311,1.6078641972441599
broad,R10,0.0,P_S1,1,17,True,0.0,0.0,0.0,0.0,0.0,0.0,0.9332568834700512,0.18162134881683234,-0.2594921243060311,1.6078641972441599
broad,R10,10.0,P_ALL,17,17,False,-0.03435822924133991,-0.019820440485652402,-0.06171635999050884,-0.020625881538142127,-0.07313539372585554,-0.05887696708595236,0.8534425957437469,0.1628288660061299,-0.26014890056084927,1.500095378264562
broad,R10,10.0,P_S1,1,17,True,0.0,0.0,0.0,0.0,0.0,0.0,0.8534425957437469,0.1628288660061299,-0.26014890056084927,1.500095378264562
