egrid,bar,cost,panel,set,n_books,n_verdict_const,frac_const,n_legset_const,frac_legset_const,n_pass_ever,n_pass_always,pass_rate,pass4a_rate,L4_bind_share,L4_bind_pre,L4_bind_post
END_Q,REC_FULL,10.0,B136,GRID,18,6,0.3333333333333333,4,0.2222222222222222,14,2,0.5590277777777778,0.05555555555555555,0.027777777777777776,0.1111111111111111,0.0
END_Q,REC_FULL,10.0,B136,ALL,20,7,0.35,5,0.25,16,3,0.6,0.05,0.025,0.1,0.0
END_Q,REC_FULL,10.0,BOTH,SHELF,9,5,0.5555555555555556,5,0.5555555555555556,9,5,0.9722222222222222,0.0,0.0,0.0,0.0
END_Q,REC_FULL,10.0,BOTH,GRID,36,16,0.4444444444444444,12,0.3333333333333333,28,8,0.5972222222222222,0.027777777777777776,0.041666666666666664,0.16666666666666666,0.0
END_Q,REC_FULL,10.0,BOTH,ALL,45,21,0.4666666666666667,17,0.37777777777777777,37,13,0.6722222222222223,0.022222222222222223,0.03333333333333333,0.13333333333333333,0.0
END_Q,REC_FULL,25.0,U56,SHELF,7,2,0.2857142857142857,2,0.2857142857142857,7,2,0.9107142857142857,0.0,0.0,0.0,0.0
END_Q,REC_FULL,25.0,U56,GRID,18,8,0.4444444444444444,4,0.2222222222222222,12,2,0.4965277777777778,0.0,0.05555555555555555,0.2222222222222222,0.0
END_Q,REC_FULL,25.0,U56,ALL,25,10,0.4,6,0.24,19,4,0.6125,0.0,0.04,0.16,0.0
END_Q,REC_FULL,25.0,B136,SHELF,2,0,0.0,0,0.0,2,0,0.625,0.0,0.0,0.0,0.0
END_Q,REC_FULL,25.0,B136,GRID,18,8,0.4444444444444444,0,0.0,10,0,0.2708333333333333,0.05555555555555555,0.027777777777777776,0.1111111111111111,0.0
END_Q,REC_FULL,25.0,B136,ALL,20,8,0.4,0,0.0,12,0,0.30625,0.05,0.025,0.1,0.0
END_Q,REC_FULL,25.0,BOTH,SHELF,9,2,0.2222222222222222,2,0.2222222222222222,9,2,0.8472222222222222,0.0,0.0,0.0,0.0
END_Q,REC_FULL,25.0,BOTH,GRID,36,16,0.4444444444444444,4,0.1111111111111111,22,2,0.3836805555555556,0.027777777777777776,0.041666666666666664,0.16666666666666666,0.0
END_Q,REC_FULL,25.0,BOTH,ALL,45,18,0.4,6,0.13333333333333333,31,4,0.47638888888888886,0.022222222222222223,0.03333333333333333,0.13333333333333333,0.0
END_Q,WIN,0.0,U56,SHELF,7,0,0.0,0,0.0,7,0,0.8392857142857143,0.0,0.15178571428571427,0.0,0.20238095238095238
END_Q,WIN,0.0,U56,GRID,18,7,0.3888888888888889,6,0.3333333333333333,13,2,0.6076388888888888,0.0,0.1076388888888889,0.2222222222222222,0.06944444444444445
END_Q,WIN,0.0,U56,ALL,25,7,0.28,6,0.24,20,2,0.6725,0.0,0.12,0.16,0.10666666666666667
END_Q,WIN,0.0,B136,SHELF,2,0,0.0,0,0.0,2,0,0.75,0.0,0.25,0.0,0.3333333333333333
END_Q,WIN,0.0,B136,GRID,18,7,0.3888888888888889,7,0.3888888888888889,13,2,0.5173611111111112,0.0,0.13541666666666666,0.1111111111111111,0.14351851851851852
END_Q,WIN,0.0,B136,ALL,20,7,0.35,7,0.35,15,2,0.540625,0.0,0.146875,0.1,0.1625
END_Q,WIN,0.0,BOTH,SHELF,9,0,0.0,0,0.0,9,0,0.8194444444444444,0.0,0.1736111111111111,0.0,0.23148148148148148
END_Q,WIN,0.0,BOTH,GRID,36,14,0.3888888888888889,13,0.3611111111111111,26,4,0.5625,0.0,0.12152777777777778,0.16666666666666666,0.10648148148148148
END_Q,WIN,0.0,BOTH,ALL,45,14,0.3111111111111111,13,0.28888888888888886,35,4,0.6138888888888889,0.0,0.13194444444444445,0.13333333333333333,0.13148148148148148
END_Q,WIN,10.0,U56,SHELF,7,0,0.0,0,0.0,7,0,0.75,0.0,0.23214285714285715,0.0,0.30952380952380953
END_Q,WIN,10.0,U56,GRID,18,8,0.4444444444444444,6,0.3333333333333333,12,2,0.5486111111111112,0.0,0.1111111111111111,0.2222222222222222,0.07407407407407407
END_Q,WIN,10.0,U56,ALL,25,8,0.32,6,0.24,19,2,0.605,0.0,0.145,0.16,0.14
END_Q,WIN,10.0,B136,SHELF,2,0,0.0,0,0.0,2,0,0.75,0.0,0.25,0.0,0.3333333333333333
END_Q,WIN,10.0,B136,GRID,18,5,0.2777777777777778,2,0.1111111111111111,13,0,0.4027777777777778,0.05555555555555555,0.19444444444444445,0.1111111111111111,0.2222222222222222
END_Q,WIN,10.0,B136,ALL,20,5,0.25,2,0.1,15,0,0.4375,0.05,0.2,0.1,0.23333333333333334
END_Q,WIN,10.0,BOTH,SHELF,9,0,0.0,0,0.0,9,0,0.75,0.0,0.2361111111111111,0.0,0.3148148148148148
END_Q,WIN,10.0,BOTH,GRID,36,13,0.3611111111111111,8,0.2222222222222222,25,2,0.4756944444444444,0.027777777777777776,0.1527777777777778,0.16666666666666666,0.14814814814814814
END_Q,WIN,10.0,BOTH,ALL,45,13,0.28888888888888886,8,0.17777777777777778,34,2,0.5305555555555556,0.022222222222222223,0.16944444444444445,0.13333333333333333,0.1814814814814815
END_Q,WIN,25.0,U56,SHELF,7,0,0.0,0,0.0,7,0,0.7142857142857143,0.0,0.25892857142857145,0.0,0.34523809523809523
END_Q,WIN,25.0,U56,GRID,18,8,0.4444444444444444,4,0.2222222222222222,10,0,0.4166666666666667,0.0,0.1284722222222222,0.2222222222222222,0.09722222222222222
END_Q,WIN,25.0,U56,ALL,25,8,0.32,4,0.16,17,0,0.5,0.0,0.165,0.16,0.16666666666666666
END_Q,WIN,25.0,B136,SHELF,2,0,0.0,0,0.0,2,0,0.28125,0.0,0.71875,0.0,0.9583333333333334
END_Q,WIN,25.0,B136,GRID,18,10,0.5555555555555556,0,0.0,8,0,0.1527777777777778,0.05555555555555555,0.28125,0.1111111111111111,0.33796296296296297
END_Q,WIN,25.0,B136,ALL,20,10,0.5,0,0.0,10,0,0.165625,0.05,0.325,0.1,0.4
END_Q,WIN,25.0,BOTH,SHELF,9,0,0.0,0,0.0,9,0,0.6180555555555556,0.0,0.3611111111111111,0.0,0.48148148148148145
END_Q,WIN,25.0,BOTH,GRID,36,18,0.5,4,0.1111111111111111,18,0,0.2847222222222222,0.027777777777777776,0.2048611111111111,0.16666666666666666,0.2175925925925926
END_Q,WIN,25.0,BOTH,ALL,45,18,0.4,4,0.08888888888888889,27,0,0.35138888888888886,0.022222222222222223,0.2361111111111111,0.13333333333333333,0.27037037037037037
END_Y,REC_FULL,0.0,U56,SHELF,7,6,0.8571428571428571,6,0.8571428571428571,7,6,0.9642857142857143,0.0,0.0,0.0,0.0
END_Y,REC_FULL,0.0,U56,GRID,18,11,0.6111111111111112,11,0.6111111111111112,15,8,0.6805555555555556,0.0,0.05555555555555555,0.2222222222222222,0.0
END_Y,REC_FULL,0.0,U56,ALL,25,17,0.68,17,0.68,22,14,0.76,0.0,0.04,0.16,0.0
END_Y,REC_FULL,0.0,B136,SHELF,2,2,1.0,2,1.0,2,2,1.0,0.0,0.0,0.0,0.0
END_Y,REC_FULL,0.0,B136,GRID,18,11,0.6111111111111112,11,0.6111111111111112,14,7,0.6111111111111112,0.0,0.027777777777777776,0.1111111111111111,0.0
END_Y,REC_FULL,0.0,B136,ALL,20,13,0.65,13,0.65,16,9,0.65,0.0,0.025,0.1,0.0
END_Y,REC_FULL,0.0,BOTH,SHELF,9,8,0.8888888888888888,8,0.8888888888888888,9,8,0.9722222222222222,0.0,0.0,0.0,0.0
END_Y,REC_FULL,0.0,BOTH,GRID,36,22,0.6111111111111112,22,0.6111111111111112,29,15,0.6458333333333334,0.0,0.041666666666666664,0.16666666666666666,0.0
END_Y,REC_FULL,0.0,BOTH,ALL,45,30,0.6666666666666666,30,0.6666666666666666,38,23,0.7111111111111111,0.0,0.03333333333333333,0.13333333333333333,0.0
END_Y,REC_FULL,10.0,U56,SHELF,7,4,0.5714285714285714,4,0.5714285714285714,7,4,0.8928571428571429,0.0,0.0,0.0,0.0
END_Y,REC_FULL,10.0,U56,GRID,18,10,0.5555555555555556,9,0.5,14,6,0.6111111111111112,0.0,0.05555555555555555,0.2222222222222222,0.0
END_Y,REC_FULL,10.0,U56,ALL,25,14,0.56,13,0.52,21,10,0.69,0.0,0.04,0.16,0.0
END_Y,REC_FULL,10.0,B136,SHELF,2,1,0.5,1,0.5,2,1,0.875,0.0,0.0,0.0,0.0
END_Y,REC_FULL,10.0,B136,GRID,18,8,0.4444444444444444,5,0.2777777777777778,13,3,0.4444444444444444,0.05555555555555555,0.027777777777777776,0.1111111111111111,0.0
END_Y,REC_FULL,10.0,B136,ALL,20,9,0.45,6,0.3,15,4,0.4875,0.05,0.025,0.1,0.0
END_Y,REC_FULL,10.0,BOTH,SHELF,9,5,0.5555555555555556,5,0.5555555555555556,9,5,0.8888888888888888,0.0,0.0,0.0,0.0
END_Y,REC_FULL,10.0,BOTH,GRID,36,18,0.5,14,0.3888888888888889,27,9,0.5277777777777778,0.027777777777777776,0.041666666666666664,0.16666666666666666,0.0
END_Y,REC_FULL,10.0,BOTH,ALL,45,23,0.5111111111111111,19,0.4222222222222222,36,14,0.6,0.022222222222222223,0.03333333333333333,0.13333333333333333,0.0
END_Y,REC_FULL,25.0,U56,SHELF,7,4,0.5714285714285714,4,0.5714285714285714,7,4,0.8571428571428571,0.0,0.0,0.0,0.0
END_Y,REC_FULL,25.0,U56,GRID,18,10,0.5555555555555556,6,0.3333333333333333,12,4,0.4722222222222222,0.0,0.05555555555555555,0.2222222222222222,0.0
END_Y,REC_FULL,25.0,U56,ALL,25,14,0.56,10,0.4,19,8,0.58,0.0,0.04,0.16,0.0
END_Y,REC_FULL,25.0,B136,SHELF,2,0,0.0,0,0.0,2,0,0.5,0.0,0.0,0.0,0.0
END_Y,REC_FULL,25.0,B136,GRID,18,11,0.6111111111111112,0,0.0,7,0,0.16666666666666666,0.05555555555555555,0.027777777777777776,0.1111111111111111,0.0
END_Y,REC_FULL,25.0,B136,ALL,20,11,0.55,0,0.0,9,0,0.2,0.05,0.025,0.1,0.0
END_Y,REC_FULL,25.0,BOTH,SHELF,9,4,0.4444444444444444,4,0.4444444444444444,9,4,0.7777777777777778,0.0,0.0,0.0,0.0
END_Y,REC_FULL,25.0,BOTH,GRID,36,21,0.5833333333333334,6,0.16666666666666666,19,4,0.3194444444444444,0.027777777777777776,0.041666666666666664,0.16666666666666666,0.0
END_Y,REC_FULL,25.0,BOTH,ALL,45,25,0.5555555555555556,10,0.2222222222222222,28,8,0.4111111111111111,0.022222222222222223,0.03333333333333333,0.13333333333333333,0.0
END_Y,WIN,0.0,U56,SHELF,7,2,0.2857142857142857,2,0.2857142857142857,7,2,0.8214285714285714,0.0,0.17857142857142858,0.0,0.23809523809523808
END_Y,WIN,0.0,U56,GRID,18,9,0.5,9,0.5,13,4,0.5972222222222222,0.0,0.125,0.2222222222222222,0.09259259259259259
END_Y,WIN,0.0,U56,ALL,25,11,0.44,11,0.44,20,6,0.66,0.0,0.14,0.16,0.13333333333333333
END_Y,WIN,0.0,B136,SHELF,2,0,0.0,0,0.0,2,0,0.75,0.0,0.25,0.0,0.3333333333333333
END_Y,WIN,0.0,B136,GRID,18,7,0.3888888888888889,7,0.3888888888888889,13,2,0.5138888888888888,0.0,0.1388888888888889,0.1111111111111111,0.14814814814814814
END_Y,WIN,0.0,B136,ALL,20,7,0.35,7,0.35,15,2,0.5375,0.0,0.15,0.1,0.16666666666666666
END_Y,WIN,0.0,BOTH,SHELF,9,2,0.2222222222222222,2,0.2222222222222222,9,2,0.8055555555555556,0.0,0.19444444444444445,0.0,0.25925925925925924
END_Y,WIN,0.0,BOTH,GRID,36,16,0.4444444444444444,16,0.4444444444444444,26,6,0.5555555555555556,0.0,0.13194444444444445,0.16666666666666666,0.12037037037037036
END_Y,WIN,0.0,BOTH,ALL,45,18,0.4,18,0.4,35,8,0.6055555555555555,0.0,0.14444444444444443,0.13333333333333333,0.14814814814814814
END_Y,WIN,10.0,U56,SHELF,7,1,0.14285714285714285,1,0.14285714285714285,7,1,0.75,0.0,0.25,0.0,0.3333333333333333
END_Y,WIN,10.0,U56,GRID,18,9,0.5,9,0.5,12,3,0.5416666666666666,0.0,0.125,0.2222222222222222,0.09259259259259259
END_Y,WIN,10.0,U56,ALL,25,10,0.4,10,0.4,19,4,0.6,0.0,0.16,0.16,0.16
END_Y,WIN,10.0,B136,SHELF,2,0,0.0,0,0.0,2,0,0.75,0.0,0.25,0.0,0.3333333333333333
END_Y,WIN,10.0,B136,GRID,18,6,0.3333333333333333,3,0.16666666666666666,13,1,0.375,0.05555555555555555,0.19444444444444445,0.1111111111111111,0.2222222222222222
END_Y,WIN,10.0,B136,ALL,20,6,0.3,3,0.15,15,1,0.4125,0.05,0.2,0.1,0.23333333333333334
END_Y,WIN,10.0,BOTH,SHELF,9,1,0.1111111111111111,1,0.1111111111111111,9,1,0.75,0.0,0.25,0.0,0.3333333333333333
END_Y,WIN,10.0,BOTH,GRID,36,15,0.4166666666666667,12,0.3333333333333333,25,4,0.4583333333333333,0.027777777777777776,0.1597222222222222,0.16666666666666666,0.1574074074074074
END_Y,WIN,10.0,BOTH,ALL,45,16,0.35555555555555557,13,0.28888888888888886,34,5,0.5166666666666667,0.022222222222222223,0.17777777777777778,0.13333333333333333,0.1925925925925926
END_Y,WIN,25.0,U56,SHELF,7,0,0.0,0,0.0,7,0,0.6785714285714286,0.0,0.2857142857142857,0.0,0.38095238095238093
END_Y,WIN,25.0,U56,GRID,18,8,0.4444444444444444,6,0.3333333333333333,10,0,0.4166666666666667,0.0,0.125,0.2222222222222222,0.09259259259259259
END_Y,WIN,25.0,U56,ALL,25,8,0.32,6,0.24,17,0,0.49,0.0,0.17,0.16,0.17333333333333334
END_Y,WIN,25.0,B136,SHELF,2,0,0.0,0,0.0,2,0,0.375,0.0,0.625,0.0,0.8333333333333334
END_Y,WIN,25.0,B136,GRID,18,11,0.6111111111111112,0,0.0,7,0,0.125,0.05555555555555555,0.2777777777777778,0.1111111111111111,0.3333333333333333
END_Y,WIN,25.0,B136,ALL,20,11,0.55,0,0.0,9,0,0.15,0.05,0.3125,0.1,0.38333333333333336
END_Y,WIN,25.0,BOTH,SHELF,9,0,0.0,0,0.0,9,0,0.6111111111111112,0.0,0.3611111111111111,0.0,0.48148148148148145
END_Y,WIN,25.0,BOTH,GRID,36,19,0.5277777777777778,6,0.16666666666666666,17,0,0.2708333333333333,0.027777777777777776,0.2013888888888889,0.16666666666666666,0.21296296296296297
END_Y,WIN,25.0,BOTH,ALL,45,19,0.4222222222222222,6,0.13333333333333333,26,0,0.3388888888888889,0.022222222222222223,0.23333333333333334,0.13333333333333333,0.26666666666666666
