panel,claim_class,listing_stat,fold,oos_start,oos_end,pick_N,pick_H,pick_G,pick_C,pick_is_anchor,S_wf,S_list,S_anch,d_list_wf,d_wf_anch
U56,K_N,S_SHARPE,0,2012-01-12,2013-01-30,40,126,0.75,W,False,1.3132122366657075,1.9199283626266528,1.5793910001302593,0.6067161259609453,-0.2661787634645518
U56,K_N,S_SHARPE,1,2013-01-31,2014-02-18,40,126,0.75,W,False,2.2288270050732923,2.5506597804978735,2.3460413818865398,0.3218327754245811,-0.11721437681324742
U56,K_N,S_SHARPE,2,2014-02-19,2015-03-05,5,126,0.75,W,False,0.9243718293887648,1.1262867235363674,1.0702207955537457,0.20191489414760255,-0.1458489661649809
U56,K_N,S_SHARPE,3,2015-03-06,2016-03-22,5,126,0.75,W,False,-0.05692759179225352,0.16708742301314902,0.36171175443140574,0.22401501480540253,-0.4186393462236593
U56,K_N,S_SHARPE,4,2016-03-23,2017-04-06,40,126,0.75,W,False,2.282658844305598,2.625321048049646,2.161865413023967,0.3426622037440481,0.12079343128163078
U56,K_N,S_SHARPE,5,2017-04-07,2018-04-25,40,126,0.75,W,False,1.369634298252792,1.3921231042401137,1.6048644062903776,0.022488805987321614,-0.2352301080375856
U56,K_N,S_SHARPE,6,2018-04-26,2019-05-13,12,126,0.75,W,False,0.6307236706580023,0.6307236706580023,0.22817472048456997,0.0,0.4025489501734323
U56,K_N,S_SHARPE,7,2019-05-14,2020-05-29,10,126,0.75,W,False,0.10734938622773202,0.6592428952693342,0.7996769961811138,0.5518935090416022,-0.6923276099533817
U56,K_N,S_SHARPE,8,2020-06-01,2021-06-15,12,126,0.75,W,False,1.5312105743514648,1.5312105743514648,1.9572754763404068,0.0,-0.426064901988942
U56,K_N,S_SHARPE,9,2021-06-16,2022-07-01,15,126,0.75,W,False,0.005939523495014947,0.14241223638787273,0.09743473523063827,0.13647271289285778,-0.09149521173562332
U56,K_N,S_SHARPE,10,2022-07-05,2023-07-20,15,126,0.75,W,False,1.590959349340336,1.4041734460862643,1.322419209652426,-0.18678590325407174,0.2685401396879099
U56,K_N,S_SHARPE,11,2023-07-21,2024-08-07,15,126,0.75,W,False,1.3762375716074593,1.369190006459192,1.3723371308435321,-0.007047565148267321,0.0039004407639271488
U56,K_N,S_SHARPE,12,2024-08-08,2025-08-26,15,126,0.75,W,False,1.432712368208016,1.5964897540960512,1.6869013283075556,0.16377738588803514,-0.2541889600995395
U56,K_N,S_SHARPE,13,2025-08-27,2026-09-15,15,126,0.75,W,False,1.5948957660963785,1.6874216366914192,1.5016262869341168,0.0925258705950407,0.09326947916226169
U56,K_N,S_CAGR,0,2012-01-12,2013-01-30,40,126,0.75,W,False,1.3132122366657075,2.954745769672897,1.5793910001302593,1.6415335330071894,-0.2661787634645518
U56,K_N,S_CAGR,1,2013-01-31,2014-02-18,5,126,0.75,W,False,2.65206933893219,2.65206933893219,2.3460413818865398,0.0,0.3060279570456501
U56,K_N,S_CAGR,2,2014-02-19,2015-03-05,5,126,0.75,W,False,0.9243718293887648,0.9243718293887648,1.0702207955537457,0.0,-0.1458489661649809
U56,K_N,S_CAGR,3,2015-03-06,2016-03-22,5,126,0.75,W,False,-0.05692759179225352,-0.05692759179225352,0.36171175443140574,0.0,-0.4186393462236593
U56,K_N,S_CAGR,4,2016-03-23,2017-04-06,5,126,0.75,W,False,2.0739613955716107,2.0739613955716107,2.161865413023967,0.0,-0.08790401745235643
U56,K_N,S_CAGR,5,2017-04-07,2018-04-25,5,126,0.75,W,False,1.0547296035895672,1.0547296035895672,1.6048644062903776,0.0,-0.5501348027008104
U56,K_N,S_CAGR,6,2018-04-26,2019-05-13,5,126,0.75,W,False,0.9484996051125556,0.9484996051125556,0.22817472048456997,0.0,0.7203248846279856
U56,K_N,S_CAGR,7,2019-05-14,2020-05-29,5,126,0.75,W,False,-0.0435181898514471,-0.0435181898514471,0.7996769961811138,0.0,-0.8431951860325608
