cash_bps,panel,mean_width,nonempty,cells,mean_pts
0.0,U56,0.09583333333333333,12,12,2.9166666666666665
0.0,B136,0.02916666666666667,8,12,1.25
0.0,SMALL663,0.0,0,12,0.0
150.0,U56,0.1375,12,12,3.75
150.0,B136,0.05416666666666667,11,12,2.0
150.0,SMALL663,0.0,0,12,0.0
300.0,U56,0.17916666666666667,12,12,4.583333333333333
300.0,B136,0.11666666666666668,12,12,3.3333333333333335
300.0,SMALL663,0.0,0,12,0.0
