stat,K,panel,family,thr,depth,bps,dSharpe,band_mean,band_sd,band_rng,margin_ref,flips
MAX,20,BROAD136,BUDGET,0.5,half,25,-0.018486557649558644,0.019178841611214838,0.007667722046987006,0.024504230172256558,-0.000692283961656194,True
MAX,20,BROAD136,BUDGET,0.5,skip,10,-0.04753939638353677,0.04491843665203491,0.0199864302636665,0.06010365824190966,0.002620959731501858,True
MAX,20,BROAD136,BUDGET,0.5,skip,25,-0.03877107630364829,0.0416361947541916,0.0172051967006538,0.055930789452115826,-0.002865118450543311,True
MAX,20,BROAD136,DDCTL,0.03,0.5,10,-0.14619289430144045,0.1933820607651766,0.06527141249086252,0.24495663346461227,-0.047189166463736165,True
MAX,20,BROAD136,DDCTL,0.03,0.5,25,-0.17062613223488643,0.198839709652351,0.05331568858235733,0.22360636702505254,-0.02821357741746458,True
MAX,20,BROAD136,DDCTL,0.03,1.0,10,-0.4986263797123899,0.4804780746373959,0.0794094175146975,0.339492657720171,0.018148305074993987,True
MAX,20,BROAD136,DDCTL,0.03,1.0,25,-0.5285760682402791,0.49243871273924167,0.06727980015522532,0.2767605733382837,0.03613735550103747,True
MAX,20,BROAD136,DDCTL,0.06,0.5,10,-0.09313187485596652,0.133763550295451,0.06554571039342771,0.2882080023340089,-0.04063167543948448,True
MAX,20,BROAD136,DDCTL,0.06,0.5,25,-0.10741588211757513,0.139489764277641,0.05788238540696381,0.2623829181046947,-0.032073882160065875,True
MAX,20,BROAD136,DDCTL,0.06,1.0,10,-0.2870224957498334,0.31394357028843506,0.09964771121029249,0.4775793373854591,-0.026921074538601653,True
MAX,20,BROAD136,DDCTL,0.06,1.0,25,-0.3041450599773823,0.32046429919025526,0.09101796835829885,0.4446562060547887,-0.016319239212872982,True
MAX,20,BROAD136,DDCTL,0.1,0.5,10,-0.04646262524064515,0.07786923747207079,0.02694089714834244,0.10347718588161836,-0.03140661223142564,False
MAX,20,BROAD136,DDCTL,0.1,0.5,25,-0.05481672247684055,0.07768182110621669,0.02175903139401287,0.0868368373834899,-0.022865098629376135,False
MAX,20,BROAD136,DDCTL,0.1,1.0,10,-0.1256313969835895,0.15487060870998434,0.03922389412762363,0.15740516035212126,-0.029239211726394848,True
MAX,20,BROAD136,DDCTL,0.1,1.0,25,-0.13806015554428575,0.15805095487564244,0.03286825188709708,0.13947773094440907,-0.019990799331356696,True
MAX,20,BROAD136,DDCTL,0.15,0.5,10,-0.004932242111463037,0.03129366927540206,0.013320289681023013,0.046179086011084114,-0.026361427163939022,False
MAX,20,BROAD136,DDCTL,0.15,0.5,25,-0.00543269024432691,0.030653919299492727,0.01193167821591839,0.04283776607378886,-0.025221229055165818,False
MAX,20,BROAD136,DDCTL,0.15,1.0,10,-0.012292332395303918,0.059861764943052176,0.020876275280130238,0.07852987307419457,-0.04756943254774826,False
MAX,20,BROAD136,DDCTL,0.15,1.0,25,-0.012943236447483852,0.05925426159531576,0.01921251607522149,0.07307027277179445,-0.046311025147831905,False
MAX,20,BROAD136,DDCTL,0.25,0.5,10,0.0,0.0,0.0,0.0,0.0,False
MAX,20,BROAD136,DDCTL,0.25,0.5,25,0.0,0.0,0.0,0.0,0.0,False
MAX,20,BROAD136,DDCTL,0.25,1.0,10,0.0,0.0,0.0,0.0,0.0,False
MAX,20,BROAD136,DDCTL,0.25,1.0,25,0.0,0.0,0.0,0.0,0.0,False
MAX,20,BROAD136,SLEEVE,50.0,0.5,10,-0.07050937441039806,0.23010284119088237,0.17793968231391316,0.616429009217769,-0.1595934667804843,False
MAX,20,BROAD136,SLEEVE,50.0,0.5,25,-0.14505375184709457,0.2604700002241905,0.13001176645693469,0.4834609036302385,-0.11541624837709591,False
MAX,20,BROAD136,SLEEVE,50.0,1.0,10,-0.3036620437831692,0.5039473032206144,0.2788303865037243,1.0108789824562125,-0.20028525943744524,True
MAX,20,BROAD136,SLEEVE,50.0,1.0,25,-0.43296713571575735,0.5751567945812839,0.1926415822482253,0.7580538853840808,-0.14218965886552654,True
MAX,20,BROAD136,SLEEVE,100.0,0.5,10,0.0016821634289365672,0.15920280904705403,0.10506003661714577,0.4078319594374331,-0.15752064561811746,False
MAX,20,BROAD136,SLEEVE,100.0,0.5,25,-0.036754935342486195,0.1709589982942715,0.0873686224074397,0.3490204626054054,-0.1342040629517853,False
MAX,20,BROAD136,SLEEVE,100.0,1.0,10,-0.12238852273433365,0.3525505867816947,0.15969817150756346,0.6347770295857053,-0.23016206404736106,False
MAX,20,BROAD136,SLEEVE,100.0,1.0,25,-0.18157197300724182,0.3838930177098131,0.12997262074967622,0.5260631965411054,-0.20232104470257128,False
MAX,20,BROAD136,SLEEVE,200.0,0.5,10,0.019045496149649566,0.15632746808892511,0.08784992284335724,0.28618266774253864,-0.13728197193927555,False
MAX,20,BROAD136,SLEEVE,200.0,0.5,25,-0.006605048769284916,0.1565358306434484,0.06992382823977414,0.2416350344950956,-0.14993078187416348,False
MAX,20,BROAD136,SLEEVE,200.0,1.0,10,-0.05800258127148383,0.3119849887544641,0.11639504780701541,0.42620798025078865,-0.2539824074829803,False
MAX,20,BROAD136,SLEEVE,200.0,1.0,25,-0.09471645427597575,0.3206282867986395,0.09044353754080031,0.3510122397657689,-0.22591183252266372,False
MAX,20,BROAD136,SLEEVE,300.0,0.5,10,-0.011487749489025534,0.11130502212334378,0.05838225941089516,0.20038319196371857,-0.09981727263431825,False
MAX,20,BROAD136,SLEEVE,300.0,0.5,25,-0.024999108618356858,0.11203897324109546,0.04929699736135202,0.17438525389733395,-0.0870398646227386,False
MAX,20,BROAD136,SLEEVE,300.0,1.0,10,-0.08145656027678216,0.22571368868140557,0.0804678452400206,0.29570401449896844,-0.1442571284046234,False
MAX,20,BROAD136,SLEEVE,300.0,1.0,25,-0.0995992857694954,0.23336874752924675,0.069352250106536,0.27918709941572906,-0.13376946175975135,False
MAX,20,BROAD136,SLEEVE,400.0,0.5,10,0.020546393801555762,0.10242108394637835,0.04115999548088752,0.13001469712227953,-0.08187469014482258,False
MAX,20,BROAD136,SLEEVE,400.0,0.5,25,0.012377842728123034,0.10285830940245803,0.03510494654958609,0.11425685574043565,-0.090480466674335,False
MAX,20,BROAD136,SLEEVE,400.0,1.0,10,0.006717703684986587,0.20475516557899537,0.05950043577564181,0.18798341088960002,-0.19803746189400878,False
MAX,20,BROAD136,SLEEVE,400.0,1.0,25,-0.004871155120671933,0.21356297048404152,0.05035110510108048,0.15527292930833103,-0.2086918153633696,False
MAX,20,SMALL439,BUDGET,0.05,half,10,0.04523263639926117,0.066515318915726,0.004642175279743714,0.01458470262280187,-0.021282682516464826,False
MAX,20,SMALL439,BUDGET,0.05,half,25,0.10617099173608979,0.12298082372656335,0.0040838893277527245,0.012891275754206954,-0.01680983199047356,False
MAX,20,SMALL439,BUDGET,0.05,skip,10,-0.46383905998962277,0.41912331784060425,0.0639817394913913,0.2554553511993417,0.04471574214901852,True
MAX,20,SMALL439,BUDGET,0.05,skip,25,-0.28301102592941946,0.2959210940498364,0.07530715333328492,0.27580760067839605,-0.012910068120416951,True
MAX,20,SMALL439,BUDGET,0.1,half,10,0.04214087965251262,0.06749955268816085,0.004497677411827966,0.017462862868072637,-0.025358673035648233,False
MAX,20,SMALL439,BUDGET,0.1,half,25,0.10266685305748618,0.12346399739846917,0.004295017538057389,0.01620782990296399,-0.02079714434098298,False
MAX,20,SMALL439,BUDGET,0.1,skip,10,-0.018162807411138182,0.2537777693346382,0.05445025559743123,0.21996071393512773,-0.2356149619235,False
MAX,20,SMALL439,BUDGET,0.1,skip,25,0.15630113828628617,0.33735452869775695,0.062369799975132166,0.24999780673520422,-0.18105339041147078,False
MAX,20,SMALL439,BUDGET,0.2,half,10,0.04246740346756933,0.07447524159581573,0.006956336678999231,0.027567850278355732,-0.032007838128246396,False
MAX,20,SMALL439,BUDGET,0.2,half,25,0.09993013327979838,0.12585831990624846,0.006278699545898733,0.02505960517126471,-0.025928186626450078,False
MAX,20,SMALL439,BUDGET,0.2,skip,10,-0.17812125473639617,0.22310955001426946,0.0615335294059036,0.22290836472491282,-0.04498829527787329,True
MAX,20,SMALL439,BUDGET,0.2,skip,25,-0.02781517857570437,0.3544204058307606,0.06461617994526485,0.24591912135982985,-0.32660522725505625,False
MAX,20,SMALL439,BUDGET,0.3,half,10,0.01537997354482562,0.07403514887140444,0.010593769250237544,0.03644937082159738,-0.05865517532657882,False
MAX,20,SMALL439,BUDGET,0.3,half,25,0.055324236100125546,0.10297707701108476,0.010532524974115524,0.035149363123329,-0.04765284091095921,False
MAX,20,SMALL439,BUDGET,0.3,skip,10,-0.11719459692244094,0.15961025993409222,0.035867537399188784,0.1569595515339468,-0.04241566301165128,True
MAX,20,SMALL439,BUDGET,0.3,skip,25,-0.02509589764514597,0.22728574246136235,0.03748667185040481,0.15668803572491657,-0.20218984481621638,False
MAX,20,SMALL439,BUDGET,0.5,half,10,0.015962004564159415,0.045115090860166185,0.0072033440213829245,0.028854704171265788,-0.02915308629600677,False
MAX,20,SMALL439,BUDGET,0.5,half,25,0.03367014891015324,0.05494667273814859,0.007442183368137057,0.02921942391376048,-0.02127652382799535,False
MAX,20,SMALL439,BUDGET,0.5,skip,10,0.01289514979829992,0.09214404387493727,0.01762325390880838,0.06867196721826802,-0.07924889407663735,False
MAX,20,SMALL439,BUDGET,0.5,skip,25,0.05093253871074044,0.10966267053380732,0.017204037266740434,0.06192236787796851,-0.05873013182306688,False
MAX,20,SMALL439,DDCTL,0.03,0.5,10,-0.18588709290725636,0.22297463454852395,0.06306015406691358,0.26370752547711507,-0.037087541641267596,True
MAX,20,SMALL439,DDCTL,0.03,0.5,25,-0.2063846035612964,0.2301258161980356,0.059276724225843125,0.23155557025202864,-0.0237412126367392,True
MAX,20,SMALL439,DDCTL,0.03,1.0,10,-0.6194880815719874,0.615628443271847,0.13399231703824488,0.4998663004800548,0.0038596383001404666,True
MAX,20,SMALL439,DDCTL,0.03,1.0,25,-0.6164667077625418,0.5995968059531751,0.13499252440595605,0.4978785284320877,0.01686990180936665,True
MAX,20,SMALL439,DDCTL,0.06,0.5,10,-0.19825180494563538,0.20564797157283837,0.08747155212425402,0.3453438780556695,-0.0073961666272029936,True
MAX,20,SMALL439,DDCTL,0.06,0.5,25,-0.2087749714376404,0.20495185278779982,0.08163728380405427,0.3259640416871908,0.0038231186498405845,True
MAX,20,SMALL439,DDCTL,0.06,1.0,10,-0.5161892320330382,0.4707974644769669,0.15972871260383592,0.6495131242397082,0.04539176755607133,True
MAX,20,SMALL439,DDCTL,0.06,1.0,25,-0.5109672599071771,0.4615141347709798,0.16202887589936074,0.6578949130916971,0.04945312513619726,True
MAX,20,SMALL439,DDCTL,0.1,0.5,10,-0.17477775857047118,0.12834429829800148,0.04121116314429599,0.15459475226936326,0.046433460272469695,True
MAX,20,SMALL439,DDCTL,0.1,0.5,25,-0.1817160182669316,0.1285626402947515,0.038825102782731546,0.14141632251197117,0.05315337797218009,True
MAX,20,SMALL439,DDCTL,0.1,1.0,10,-0.39365838223853383,0.274280287256677,0.07608213318936434,0.2695624177203558,0.11937809498185681,True
MAX,20,SMALL439,DDCTL,0.1,1.0,25,-0.396660211206827,0.27449463947003094,0.07317328759114951,0.2574963783703954,0.12216557173679604,True
MAX,20,SMALL439,DDCTL,0.15,0.5,10,-0.0886350893747968,0.07549867957815595,0.027440003238569224,0.10526481967623857,0.013136409796640852,True
MAX,20,SMALL439,DDCTL,0.15,0.5,25,-0.09293251308480308,0.0739423160245467,0.02545355761993835,0.10210187689995609,0.01899019706025637,True
MAX,20,SMALL439,DDCTL,0.15,1.0,10,-0.18699672825259728,0.1490483161461344,0.0516135885261626,0.20473250156483036,0.03794841210646288,True
MAX,20,SMALL439,DDCTL,0.15,1.0,25,-0.1927655295843876,0.1481790711551511,0.04837078748174423,0.19727794734708815,0.0445864584292365,True
MAX,20,SMALL439,DDCTL,0.25,0.5,10,0.0,0.0,0.0,0.0,0.0,False
MAX,20,SMALL439,DDCTL,0.25,0.5,25,0.0,0.0,0.0,0.0,0.0,False
MAX,20,SMALL439,DDCTL,0.25,1.0,10,0.0,0.0,0.0,0.0,0.0,False
MAX,20,SMALL439,DDCTL,0.25,1.0,25,0.0,0.0,0.0,0.0,0.0,False
MAX,20,SMALL439,SLEEVE,50.0,0.5,10,-0.031506906687577996,0.14823413454191145,0.08464822757352616,0.39004822106292847,-0.11672722785433345,False
MAX,20,SMALL439,SLEEVE,50.0,0.5,25,-0.08844807324402718,0.18492884374169283,0.06451095701765594,0.2910957433881651,-0.09648077049766565,False
MAX,20,SMALL439,SLEEVE,50.0,1.0,10,-0.12969080029850455,0.332283125280978,0.15583301738389907,0.7076946958023292,-0.20259232498247343,False
MAX,20,SMALL439,SLEEVE,50.0,1.0,25,-0.22405815907082335,0.399108137279257,0.12111333269972452,0.5390290962808311,-0.17504997820843363,False
MAX,20,SMALL439,SLEEVE,100.0,0.5,10,-0.005432129865990787,0.12744533852156675,0.040452893005962685,0.1539688047053276,-0.12201320865557597,False
MAX,20,SMALL439,SLEEVE,100.0,0.5,25,-0.03531128253173085,0.14157001258933313,0.033080588373422044,0.11185292999301694,-0.10625873005760228,False
MAX,20,SMALL439,SLEEVE,100.0,1.0,10,-0.05811176174523658,0.2750144241878657,0.07090155027689177,0.25060322859594164,-0.21690266244262912,False
MAX,20,SMALL439,SLEEVE,100.0,1.0,25,-0.10143409378025522,0.30297203813678397,0.06363181522103664,0.22329218504719428,-0.20153794435652875,False
MAX,20,SMALL439,SLEEVE,200.0,0.5,10,0.03176324074206771,0.11908451774251079,0.059757232058724734,0.2172163362318748,-0.08732127700044308,False
MAX,20,SMALL439,SLEEVE,200.0,0.5,25,0.012017522711614936,0.12039942128569729,0.05158962252388143,0.18106749321185867,-0.10838189857408236,False
MAX,20,SMALL439,SLEEVE,200.0,1.0,10,0.028609391451461463,0.24109031035085704,0.10829713811599945,0.3798110864638766,-0.21248091889939558,False
MAX,20,SMALL439,SLEEVE,200.0,1.0,25,0.002754196034459755,0.2492041785572094,0.09647714523434997,0.33075063301205415,-0.24644998252274963,False
MAX,20,SMALL439,SLEEVE,300.0,0.5,10,0.020991040299639108,0.11301252213465802,0.0496327393716778,0.16616663885522076,-0.09202148183501892,False
MAX,20,SMALL439,SLEEVE,300.0,0.5,25,0.010335277509950447,0.11338121872036613,0.04335753716814734,0.1494221007725775,-0.10304594121041569,False
MAX,20,SMALL439,SLEEVE,300.0,1.0,10,0.01748671575689914,0.22988389980234167,0.08677160080255285,0.29842010991516055,-0.21239718404544253,False
MAX,20,SMALL439,SLEEVE,300.0,1.0,25,0.005723609852982758,0.23117185420089764,0.07930809587923174,0.26819646569986866,-0.22544824434791488,False
MAX,20,SMALL439,SLEEVE,400.0,0.5,10,0.021805685437870703,0.1022671102606709,0.037746053990293744,0.15233983093309678,-0.08046142482280019,False
MAX,20,SMALL439,SLEEVE,400.0,0.5,25,0.01518219884733707,0.10387290339050467,0.03609555207671897,0.13946609465290505,-0.0886907045431676,False
MAX,20,SMALL439,SLEEVE,400.0,1.0,10,0.024828891305443523,0.21242239199968865,0.07114510977475058,0.27293815585657505,-0.18759350069424513,False
MAX,20,SMALL439,SLEEVE,400.0,1.0,25,0.018590567586171114,0.2148916158322715,0.0694218343717272,0.2638914372312952,-0.1963010482461004,False
MAX,20,U56,BUDGET,0.05,half,10,0.013237929326121556,0.037772762104019184,0.00638396772537091,0.02322960577984534,-0.024534832777897628,False
MAX,20,U56,BUDGET,0.05,half,25,0.056048181361621596,0.0761162584456318,0.0061758404272607105,0.022957012708177293,-0.020068077084010205,False
MAX,20,U56,BUDGET,0.05,skip,10,-0.24436896165333122,0.19077691344052466,0.035698192816676404,0.13751936261434095,0.05359204821280655,True
MAX,20,U56,BUDGET,0.05,skip,25,-0.13881060394898725,0.19609975604767302,0.04033949432030352,0.16157791038775393,-0.057289152098685764,True
MAX,20,U56,BUDGET,0.1,half,10,-0.008649234602647216,0.03902047741872637,0.006906585452709043,0.026009671812077917,-0.030371242816079155,False
MAX,20,U56,BUDGET,0.1,half,25,0.02913181752410532,0.0685730384855966,0.007346364924290425,0.02860768883503928,-0.039441220961491275,False
MAX,20,U56,BUDGET,0.1,skip,10,-0.2017488302736843,0.12406159233792344,0.02623012989771347,0.10783629489672386,0.07768723793576085,False
MAX,20,U56,BUDGET,0.1,skip,25,-0.11799718073862575,0.15493681691516847,0.021766736479797884,0.07708185593039296,-0.03693963617654272,True
MAX,20,U56,BUDGET,0.2,half,10,-0.02214163080675413,0.03205450523416148,0.006121082994848752,0.020119119083804815,-0.009912874427407348,True
MAX,20,U56,BUDGET,0.2,half,25,0.00023803676874500912,0.044232651227438115,0.00694129193179168,0.01966402711462556,-0.043994614458693106,False
MAX,20,U56,BUDGET,0.2,skip,10,-0.11224973023563145,0.0872992057207809,0.0198124239757574,0.07933222940758888,0.024950524514850553,True
MAX,20,U56,BUDGET,0.2,skip,25,-0.06442239189433563,0.09570183288429959,0.015207056254505028,0.056655073055726035,-0.031279440989963964,False
MAX,20,U56,BUDGET,0.3,half,10,-0.025481537822968692,0.020220510798997372,0.006109974258113539,0.022061223964796595,0.0052610270239713194,True
MAX,20,U56,BUDGET,0.3,half,25,-0.020064016270251228,0.019157549768068483,0.005330398243627419,0.01879105535886061,0.0009064665021827449,True
MAX,20,U56,BUDGET,0.3,skip,10,-0.05815202472750203,0.04388642204802816,0.01360704508272124,0.04689340704179368,0.014265602679473868,True
MAX,20,U56,BUDGET,0.3,skip,25,-0.04639979646619563,0.0408470669628809,0.01136343542534017,0.03947107793283988,0.0055527295033147295,True
MAX,20,U56,BUDGET,0.5,half,10,-0.016103422732055783,0.006023116668266759,0.004984496300708019,0.017635432454523814,0.010080306063789023,True
MAX,20,U56,BUDGET,0.5,half,25,-0.014848861613765751,0.006062129228457757,0.004842869526777186,0.017103667937189426,0.008786732385307994,True
MAX,20,U56,BUDGET,0.5,skip,10,-0.039787705278387486,0.012460126308235519,0.011722581918172003,0.041236513579849365,0.027327578970151967,True
MAX,20,U56,BUDGET,0.5,skip,25,-0.03633813902647409,0.012458018874021504,0.011172725783905936,0.03949160792549211,0.02388012015245259,True
MAX,20,U56,DDCTL,0.03,0.5,10,-0.13266159300195624,0.19606243895087708,0.11141893810066975,0.524384986939674,-0.06340084594892084,False
MAX,20,U56,DDCTL,0.03,0.5,25,-0.15747435457090586,0.21477851233207995,0.09963417236139847,0.4681808028942843,-0.05730415776117409,False
MAX,20,U56,DDCTL,0.03,1.0,10,-0.4540681187721609,0.5253819674179688,0.18373374449114602,0.8587507170523208,-0.07131384864580792,True
MAX,20,U56,DDCTL,0.03,1.0,25,-0.49251228247674406,0.555255934486633,0.1654917790196512,0.7819657266360943,-0.06274365200988896,True
MAX,20,U56,DDCTL,0.06,0.5,10,-0.05574099708906699,0.15302322478841637,0.0626378089084813,0.2584580181590934,-0.09728222769934938,False
MAX,20,U56,DDCTL,0.06,0.5,25,-0.0653216760264198,0.15507116089213357,0.05570250559321277,0.2381719220323758,-0.08974948486571377,False
MAX,20,U56,DDCTL,0.06,1.0,10,-0.18992666280044845,0.32952203845054645,0.09248052125238937,0.40316782951571906,-0.139595375650098,False
MAX,20,U56,DDCTL,0.06,1.0,25,-0.20274486082607035,0.336203304775627,0.08790061645262695,0.37558788209594074,-0.13345844394955664,False
MAX,20,U56,DDCTL,0.1,0.5,10,-0.049690157250178,0.05868711883773142,0.018183179726634024,0.06260745045433924,-0.00899696158755342,True
MAX,20,U56,DDCTL,0.1,0.5,25,-0.05271578182424996,0.058149868000649085,0.015494269803241126,0.05546246474603489,-0.005434086176399122,True
MAX,20,U56,DDCTL,0.1,1.0,10,-0.10902072531201268,0.11348670593086845,0.026307190533360468,0.09115755716406015,-0.004465980618855767,True
MAX,20,U56,DDCTL,0.1,1.0,25,-0.11437098031030923,0.11635966204636314,0.022787202249441408,0.07303872778192233,-0.0019886817360539044,True
MAX,20,U56,DDCTL,0.15,0.5,10,0.0,0.0,0.0,0.0,0.0,False
MAX,20,U56,DDCTL,0.15,0.5,25,0.0,0.0,0.0,0.0,0.0,False
MAX,20,U56,DDCTL,0.15,1.0,10,0.0,0.0,0.0,0.0,0.0,False
MAX,20,U56,DDCTL,0.15,1.0,25,0.0,0.0,0.0,0.0,0.0,False
MAX,20,U56,DDCTL,0.25,0.5,10,0.0,0.0,0.0,0.0,0.0,False
MAX,20,U56,DDCTL,0.25,0.5,25,0.0,0.0,0.0,0.0,0.0,False
MAX,20,U56,DDCTL,0.25,1.0,10,0.0,0.0,0.0,0.0,0.0,False
MAX,20,U56,DDCTL,0.25,1.0,25,0.0,0.0,0.0,0.0,0.0,False
MAX,20,U56,SLEEVE,50.0,0.5,10,-0.09681312404394671,0.19155466329400928,0.07180015279016193,0.34049537712763067,-0.09474153925006257,False
MAX,20,U56,SLEEVE,50.0,0.5,25,-0.17208793026561042,0.2563335579130128,0.046565556427502895,0.18886124397242499,-0.0842456276474024,False
MAX,20,U56,SLEEVE,50.0,1.0,10,-0.34463723261308377,0.4801887707628166,0.10072241242832163,0.42716877086216376,-0.1355515381497328,True
MAX,20,U56,SLEEVE,50.0,1.0,25,-0.4822557142295095,0.6020162703349674,0.08078732351777625,0.31226643716786495,-0.11976055610545788,True
MAX,20,U56,SLEEVE,100.0,0.5,10,-0.009631759146085273,0.1683678963090806,0.10786076191169637,0.3920791781196009,-0.15873613716299534,False
MAX,20,U56,SLEEVE,100.0,0.5,25,-0.044268417192131926,0.19174802177233252,0.08789744046080057,0.34305313278485317,-0.1474796045802006,False
MAX,20,U56,SLEEVE,100.0,1.0,10,-0.1288683962969196,0.39650034958771274,0.15411742191418512,0.6053621309138317,-0.26763195329079315,False
MAX,20,U56,SLEEVE,100.0,1.0,25,-0.18795997319200375,0.4415964948033789,0.12036064315101744,0.4865489438391112,-0.2536365216113752,False
MAX,20,U56,SLEEVE,200.0,0.5,10,0.017063253233432274,0.14190916604327994,0.053181769064843676,0.2169895145553462,-0.12484591280984766,False
MAX,20,U56,SLEEVE,200.0,0.5,25,-0.003938946173780655,0.15463694609617776,0.04365447790423156,0.18520993661012386,-0.1506979999223971,False
MAX,20,U56,SLEEVE,200.0,1.0,10,-0.04116902463299987,0.3192973385685479,0.07295239810055218,0.2929296522271093,-0.27812831393554804,False
MAX,20,U56,SLEEVE,200.0,1.0,25,-0.07586440162617702,0.3540368785819162,0.06200190155327818,0.2064653589494183,-0.27817247695573916,False
MAX,20,U56,SLEEVE,300.0,0.5,10,-0.008619299327082164,0.11548744304291958,0.04484055273760524,0.15573046827150727,-0.10686814371583742,False
MAX,20,U56,SLEEVE,300.0,0.5,25,-0.020470196984602174,0.12239573664919487,0.038279490945862804,0.13239014030546337,-0.1019255396645927,False
MAX,20,U56,SLEEVE,300.0,1.0,10,-0.0636850877405335,0.24984907037786627,0.06415165385038511,0.2004030611903178,-0.18616398263733278,False
MAX,20,U56,SLEEVE,300.0,1.0,25,-0.08281003266319786,0.26706212251137196,0.0602665416850169,0.1960755196950279,-0.1842520898481741,False
MAX,20,U56,SLEEVE,400.0,0.5,10,0.008383547472314623,0.09122913238910393,0.03127476819746341,0.14385330596962276,-0.08284558491678931,False
MAX,20,U56,SLEEVE,400.0,0.5,25,0.00019109964931618428,0.09517974968836129,0.025374730711929323,0.12032687182236779,-0.09498865003904511,False
MAX,20,U56,SLEEVE,400.0,1.0,10,-0.012801083642822508,0.1935639156517174,0.04227200074360471,0.1975506984847326,-0.1807628320088949,False
MAX,20,U56,SLEEVE,400.0,1.0,25,-0.026525871936274203,0.21012060967659715,0.03729811538160974,0.16174136007370699,-0.18359473774032295,False
MAX,50,BROAD136,BUDGET,0.05,half,10,0.04333910725396495,0.06168525673989497,0.002111360007246754,0.0052265260079940035,-0.018346149485930024,False
MAX,50,BROAD136,BUDGET,0.05,half,25,0.09506986413478313,0.10979529094441991,0.00197965888672532,0.005272121235775584,-0.014725426809636774,False
MAX,50,BROAD136,BUDGET,0.05,skip,10,-0.007147121351681829,0.279523946562989,0.08061879798607394,0.2384507218356714,-0.2723768252113072,False
MAX,50,BROAD136,BUDGET,0.05,skip,25,0.13488965887285143,0.37256280947340337,0.04346690544428996,0.14577633702304071,-0.23767315060055194,False
MAX,50,BROAD136,BUDGET,0.1,half,10,0.025503676449835533,0.06628751805176025,0.0049635693851920355,0.014233665429905118,-0.04078384160192472,False
MAX,50,BROAD136,BUDGET,0.1,half,25,0.07539181517360305,0.11108832343626783,0.00547776210865683,0.015827869747935375,-0.03569650826266478,False
MAX,50,BROAD136,BUDGET,0.1,skip,10,0.009128794167337584,0.23887715205254972,0.038108814778298604,0.13587228243016258,-0.22974835788521214,False
MAX,50,BROAD136,BUDGET,0.1,skip,25,0.13380895392668601,0.3540895213867876,0.03854594117602288,0.13758346487610718,-0.2202805674601016,False
MAX,50,BROAD136,BUDGET,0.2,half,10,0.013115520709434336,0.058889076595500855,0.006195226462941445,0.017712156394210865,-0.04577355588606652,False
MAX,50,BROAD136,BUDGET,0.2,half,25,0.053573707270202386,0.09170206630487038,0.008373286384045933,0.025122522143705805,-0.03812835903466799,False
