panel,cost,fam,arm,sleeve,pick_leg,pick_f,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_CAGR,base_Sharpe,base_MaxDD,spy_CAGR,spy_Sharpe,spy_MaxDD,OOS_4a,OOS_4b,OOS_both,full_both
broad,10.0,C133,band3-dg,S3,EWall,0.5,1.2083174586397518,0.056664623906495404,1.2258064378776763,-0.0678291872171245,0.07983337481604336,1.1185082795688426,-0.12240793860208021,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,False,False
broad,10.0,C133,band3-dg,S4,EWall,0.25,1.133093171406426,0.07100062930381523,1.2137564724055059,-0.09635659871658997,0.07983337481604336,1.1185082795688426,-0.12240793860208021,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,False,False,False
broad,10.0,C133,band3-rw,S3,EWall,0.5,1.2864251012966976,0.09254378209852288,1.29306235047606,-0.10194165966061497,0.07983337481604336,1.1185082795688426,-0.12240793860208021,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,False,False,False
broad,10.0,C133,band3-rw,S4,EWall,0.5,1.1829390746332473,0.09681092045889739,1.3149479286083892,-0.10782516887842297,0.07983337481604336,1.1185082795688426,-0.12240793860208021,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,False,False,False
broad,10.0,C133,control,S3,EWall,0.5,1.458561958822983,0.09054008032653038,1.3062269450631951,-0.12615593317983764,0.07983337481604336,1.1185082795688426,-0.12240793860208021,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,False,False
broad,10.0,C133,control,S4,EWall,0.5,1.3280602284061132,0.09570543492886996,1.3082648271534763,-0.13484768166998662,0.07983337481604336,1.1185082795688426,-0.12240793860208021,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,False,False
broad,10.0,C135,band3-dg,S3,R20,0.5,1.209339039143916,0.0829796091890338,1.0014352372067645,-0.12506226839307044,0.07983337481604336,1.1185082795688426,-0.12240793860208021,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,False,False
broad,10.0,C135,band3-dg,S4,EWall,0.25,1.1213223801012888,0.06953437583037281,1.2347695236102267,-0.09739071796298282,0.07983337481604336,1.1185082795688426,-0.12240793860208021,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,False,False,False
broad,10.0,C135,band3-rw,S3,R20,0.5,1.2277896067317031,0.0835527797743647,1.0012005029021176,-0.1252315946707928,0.07983337481604336,1.1185082795688426,-0.12240793860208021,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,False,False
broad,10.0,C135,band3-rw,S4,R20,0.25,1.1289773912629832,0.11831220608617943,0.9810486193835468,-0.1727724688236555,0.07983337481604336,1.1185082795688426,-0.12240793860208021,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,True,False,False
broad,10.0,C135,control,S3,EWall,0.5,1.3769402276416485,0.08079583130876866,1.2380118193635214,-0.13377587255259793,0.07983337481604336,1.1185082795688426,-0.12240793860208021,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,False,False
broad,10.0,C135,control,S4,EWall,0.5,1.2232970636979246,0.08914706383104631,1.3060570356555534,-0.13552457308742238,0.07983337481604336,1.1185082795688426,-0.12240793860208021,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,False,False
broad,25.0,C133,band3-dg,S3,EWall,0.25,1.122861000370567,0.06512468208659028,1.1345770694138173,-0.0946075482987977,0.07643420182382155,1.0740236940215924,-0.12284879701089035,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,False,False,False
broad,25.0,C133,band3-dg,S4,EWall,0.25,1.0666116186779901,0.06669813565132543,1.1440433343831746,-0.09687320420370682,0.07643420182382155,1.0740236940215924,-0.12284879701089035,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,False,False,False
broad,25.0,C133,band3-rw,S3,EWall,0.5,1.1799004210437773,0.08428109447013887,1.1841586876279144,-0.1035976116489935,0.07643420182382155,1.0740236940215924,-0.12284879701089035,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,False,False,False
broad,25.0,C133,band3-rw,S4,EWall,0.5,1.0747215071729266,0.08825885363163821,1.205666455535589,-0.10953978260128938,0.07643420182382155,1.0740236940215924,-0.12284879701089035,0.1545044425578177,0.8820239235972316,-0.3371595330739301,True,False,False,False
broad,25.0,C133,control,S3,EWall,0.5,1.353192360410129,0.08460705638393118,1.2255080534695382,-0.12690527278505703,0.07643420182382155,1.0740236940215924,-0.12284879701089035,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,False,False
broad,25.0,C133,control,S4,EWall,0.5,1.2325183864087035,0.08958899120681219,1.2297351640015313,-0.13561129343180434,0.07643420182382155,1.0740236940215924,-0.12284879701089035,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,False,False
broad,25.0,C135,band3-dg,S3,EWall,0.25,1.1080386418282313,0.06034708860250526,1.1096060466326296,-0.09696300258224644,0.07643420182382155,1.0740236940215924,-0.12284879701089035,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,False,False
broad,25.0,C135,band3-dg,S4,EWall,0.0,1.0524638689243497,0.07643420182382155,1.0740236940215924,-0.12284879701089035,0.07643420182382155,1.0740236940215924,-0.12284879701089035,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,False,False
broad,25.0,C135,band3-rw,S3,EWall,0.25,1.0537574772649754,0.08727250958483768,1.0443740902169674,-0.14599750139196455,0.07643420182382155,1.0740236940215924,-0.12284879701089035,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,False,False
broad,25.0,C135,band3-rw,S4,EWall,0.0,0.9934623968696452,0.11199630421691165,1.0096448187449245,-0.18745349090203722,0.07643420182382155,1.0740236940215924,-0.12284879701089035,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,True,False,False
broad,25.0,C135,control,S3,EWall,0.5,1.2542203501125466,0.07480736575775015,1.1513050690166924,-0.1343187847873205,0.07643420182382155,1.0740236940215924,-0.12284879701089035,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,False,False,False
broad,25.0,C135,control,S4,EWall,0.25,1.1566139599976915,0.11057833908994774,1.1559895495576566,-0.19544728889153273,0.07643420182382155,1.0740236940215924,-0.12284879701089035,0.1545044425578177,0.8820239235972316,-0.3371595330739301,False,True,False,False
u56,10.0,C133,band3-dg,S3,R20,0.5,1.1991948326502158,0.0977526860965523,1.2180882282513643,-0.1125395000090742,0.09534815248934558,1.2850846619485738,-0.12054946768671182,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,False,False,False
u56,10.0,C133,band3-dg,S4,R20,0.25,1.1375824626318805,0.13273959932108848,1.2202510127276116,-0.15941213603841897,0.09534815248934558,1.2850846619485738,-0.12054946768671182,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,True,False,False
u56,10.0,C133,band3-rw,S3,EWall,0.5,1.2700856678886612,0.10054147753196174,1.3777939327842348,-0.10146788011896823,0.09534815248934558,1.2850846619485738,-0.12054946768671182,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,False,False,False
u56,10.0,C133,band3-rw,S4,EWall,0.5,1.17132746703368,0.10549869601302864,1.397903223158831,-0.10737746773244616,0.09534815248934558,1.2850846619485738,-0.12054946768671182,0.15450717694493354,0.8820109845896832,-0.33717289200673795,True,False,False,False
u56,10.0,C133,control,S3,EWall,0.5,1.3996791696997162,0.089620967942172,1.3150266035804234,-0.12032231434875906,0.09534815248934558,1.2850846619485738,-0.12054946768671182,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,False,False,False
u56,10.0,C133,control,S4,EWall,0.5,1.268782464729718,0.0949475485062945,1.319202728599679,-0.1287020794214494,0.09534815248934558,1.2850846619485738,-0.12054946768671182,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,False,False,False
u56,10.0,C135,band3-dg,S3,EWall,0.25,1.1932235890918916,0.07686329649973755,1.3392828088470887,-0.09504430539521103,0.09534815248934558,1.2850846619485738,-0.12054946768671182,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,False,False,False
u56,10.0,C135,band3-dg,S4,R20,0.25,1.1359647973698723,0.12960038091577086,1.2446506692862764,-0.15899597845884628,0.09534815248934558,1.2850846619485738,-0.12054946768671182,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,True,False,False
u56,10.0,C135,band3-rw,S3,R20,0.25,1.1908420969710438,0.1253045459821318,1.2201255032207117,-0.1593363073010332,0.09534815248934558,1.2850846619485738,-0.12054946768671182,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,True,False,False
u56,10.0,C135,band3-rw,S4,R20,0.25,1.136202397026441,0.12956113377508194,1.2389777929843626,-0.16023470461270795,0.09534815248934558,1.2850846619485738,-0.12054946768671182,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,True,False,False
u56,10.0,C135,control,S3,EWall,0.5,1.2998924239819916,0.07995295624887544,1.2484180263977769,-0.12749040630898323,0.09534815248934558,1.2850846619485738,-0.12054946768671182,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,False,False,False
u56,10.0,C135,control,S4,R20,0.25,1.2094055146010902,0.13454574354347182,1.2254346587224043,-0.17559497374058974,0.09534815248934558,1.2850846619485738,-0.12054946768671182,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,True,False,False
u56,25.0,C133,band3-dg,S3,EWall,0.25,1.1197344503539586,0.07699178305542231,1.285489526292486,-0.09360924639940327,0.09241429872042128,1.2482558034007076,-0.12092635506895344,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,False,False,False
u56,25.0,C133,band3-dg,S4,EWall,0.0,1.0656893217788863,0.09241429872042128,1.2482558034007076,-0.12092635506895344,0.09241429872042128,1.2482558034007076,-0.12092635506895344,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,False,False,False
