panel,cost,fam,arm,sleeve,pick_leg,pick_f,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_CAGR,base_Sharpe,base_MaxDD,spy_CAGR,spy_Sharpe,spy_MaxDD,OOS_4a,OOS_4b,OOS_both,full_both
u56,25.0,C133,band3-rw,S3,EWall,0.5,1.1667373606760478,0.0927581090036882,1.277304893077366,-0.10287836755449742,0.09241429872042128,1.2482558034007076,-0.12092635506895344,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,False,False,False
u56,25.0,C133,band3-rw,S4,EWall,0.25,1.08464682019879,0.11390001611841893,1.2270007208003677,-0.14416436938475996,0.09241429872042128,1.2482558034007076,-0.12092635506895344,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,True,False,False
u56,25.0,C133,control,S3,EWall,0.5,1.2882459524159895,0.08376330528197595,1.2340025889619863,-0.12106419752487285,0.09241429872042128,1.2482558034007076,-0.12092635506895344,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,False,False,False
u56,25.0,C133,control,S4,EWall,0.5,1.1677756089157132,0.08890559933837827,1.2403545785455563,-0.1294562994664693,0.09241429872042128,1.2482558034007076,-0.12092635506895344,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,False,False,False
u56,25.0,C135,band3-dg,S3,EWall,0.25,1.0922570374399767,0.07213558110935492,1.2612298664840664,-0.0955049836343036,0.09241429872042128,1.2482558034007076,-0.12092635506895344,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,False,False,False
u56,25.0,C135,band3-dg,S4,EWall,0.0,1.0656893217788863,0.09241429872042128,1.2482558034007076,-0.12092635506895344,0.09241429872042128,1.2482558034007076,-0.12092635506895344,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,False,False,False
u56,25.0,C135,band3-rw,S3,EWall,0.25,1.0772399667480073,0.09816836533108897,1.1674933647361692,-0.1437394833533001,0.09241429872042128,1.2482558034007076,-0.12092635506895344,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,False,False,False
u56,25.0,C135,band3-rw,S4,EWall,0.0,1.0414319614158531,0.1267918343199348,1.1427074825418093,-0.17890574353599753,0.09241429872042128,1.2482558034007076,-0.12092635506895344,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,True,False,False
u56,25.0,C135,control,S3,EWall,0.25,1.171260055518053,0.10552200713502957,1.1600409735745927,-0.1730595115373016,0.09241429872042128,1.2482558034007076,-0.12092635506895344,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,False,False,False
u56,25.0,C135,control,S4,EWall,0.25,1.1075053636666756,0.10959918436874938,1.1813006268002302,-0.17394261412278023,0.09241429872042128,1.2482558034007076,-0.12092635506895344,0.15450717694493354,0.8820109845896832,-0.33717289200673795,False,True,False,False
