book,arm,stateful,obs_gap,null_n,null_mean,null_max,pct
TOP20,abs12-dg,False,0.0,66,0.0234848484848485,0.050000000000000044,0.14393939393939395
TOP20,abs12-rw,False,0.1,66,0.06325757575757576,0.17500000000000002,0.803030303030303
TOP20,band3-dg,False,0.0,66,0.0,0.0,0.5
TOP20,band3-rw,False,0.0,66,0.0,0.0,0.5
TOP20,ddctl-8/.5/high,True,0.0,66,0.0,0.0,0.5
TOP20,ddctl-8/.5/recover,True,0.0,66,0.0,0.0,0.5
TOP20,ebud-0.10,True,0.050000000000000044,66,0.03787878787878786,0.125,0.7878787878787878
TOP20,ebud-0.20,True,0.050000000000000044,66,0.09848484848484847,0.3,0.32575757575757575
TOP20,g200-dg,False,0.0,66,0.0,0.0,0.5
TOP20,g200-rw,False,0.0,66,0.0,0.0,0.5
TOP20,stop15,True,0.02500000000000001,66,0.05151515151515152,0.15,0.36363636363636365
TOP20,stop25,True,0.0,66,0.0,0.0,0.5
TOP20,v1gate-dg,False,0.0,66,0.0,0.0,0.5
TOP20,v1gate-rw,False,0.0,66,0.0,0.0,0.5
TOP20,vol60-dg,False,0.0,66,0.0,0.0,0.5
TOP20,vol60-rw,False,0.0,66,0.0,0.0,0.5
TOPALL,abs12-dg,False,0.0,66,0.0,0.0,0.5
TOPALL,abs12-rw,False,0.025000000000000022,66,0.031818181818181794,0.09999999999999998,0.5606060606060607
TOPALL,band3-dg,False,0.0,66,0.0,0.0,0.5
TOPALL,band3-rw,False,0.0,66,0.0,0.0,0.5
TOPALL,ddctl-8/.5/high,True,0.0,66,0.0,0.0,0.5
TOPALL,ddctl-8/.5/recover,True,0.0,66,0.0,0.0,0.5
TOPALL,ebud-0.10,True,0.225,66,0.09621212121212121,0.25,0.9848484848484849
TOPALL,ebud-0.20,True,0.425,66,0.08901515151515152,0.25,1.0
TOPALL,g200-dg,False,0.0,66,0.0,0.0,0.5
TOPALL,g200-rw,False,0.0,66,0.0,0.0,0.5
TOPALL,stop15,True,0.025000000000000022,66,0.08106060606060606,0.27499999999999997,0.22727272727272727
TOPALL,stop25,True,0.0,66,0.0,0.0,0.5
TOPALL,v1gate-dg,False,0.0,66,0.0,0.0,0.5
TOPALL,v1gate-rw,False,0.0,66,0.00416666666666667,0.025000000000000022,0.4166666666666667
TOPALL,vol60-dg,False,0.0,66,0.0,0.0,0.5
TOPALL,vol60-rw,False,0.0,66,0.0,0.0,0.5
