panel,N,gross,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_Sharpe,spy_Sharpe,keep4a,keep4b,keep4b_no_oos,leg_s_h1,leg_s_h2,leg_s_oos,leg_dd,leg_cagr
U56,5,0.45,0.13960737719074423,1.143823762963074,-0.1786133353462016,1.318237794009402,1.0394776454404335,1.3251468778776798,0.14063842767208068,1.0477532897120916,-0.1786133353462016,1.2017892948478177,0.8849225790643692,False,True,True,True,True,True,True,True
U56,5,0.5,0.1553231293427113,1.1443923946036667,-0.1969730327223862,1.3187532499459274,1.0401246755010172,1.3255331787612388,0.1562719488127926,1.048460989712211,-0.1969730327223862,1.2017892948478177,0.8849225790643692,False,True,True,True,True,True,True,True
U56,5,0.55,0.1710617512044994,1.144950928289723,-0.21504627463516346,1.3192560577378518,1.0407652646551635,1.325906863276316,0.171882839006946,1.0491615915951897,-0.21504627463516346,1.2017892948478177,0.8849225790643692,False,False,False,True,True,True,False,True
U56,5,0.6,0.1868176634547558,1.1454976751168513,-0.232836628827786,1.3197440212503941,1.0413980757050434,1.3262653987984245,0.18746387868252667,1.0498539161778906,-0.23283662882778577,1.2017892948478177,0.8849225790643692,False,False,False,True,True,True,False,True
U56,5,0.65,0.2025849160963087,1.146030202616721,-0.2503470404835779,1.320217004630596,1.0420189909962738,1.3266088986517144,0.2030069941507584,1.0505339376549683,-0.25034704048357825,1.2017892948478177,0.8849225790643692,False,False,False,True,True,True,False,True
U56,5,0.7,0.2183582924357641,1.146550741947568,-0.2675809945115655,1.3206777069332434,1.0426299811233903,1.3269403072454873,0.21850511359584113,1.0512035066148333,-0.26758099451156536,1.2017892948478177,0.8849225790643692,False,False,False,True,True,True,False,True
U56,5,0.75,0.23413205274277216,1.1470590157315002,-0.2845403696314448,1.3211262251666225,1.0432305673552171,1.3272595749546612,0.23395064540028998,1.0518622698535158,-0.2845403696314448,1.2017892948478177,0.8849225790643692,False,False,False,True,True,True,False,True
U56,5,0.8,0.2498997611048912,1.1475525601259207,-0.30122769732902277,1.3215590989090564,1.0438191127275198,1.3275624153437993,0.2493356246504539,1.0525089842148343,-0.30122769732902255,1.2017892948478177,0.8849225790643692,False,False,False,True,True,True,False,True
U56,5,0.85,0.26565586874018576,1.1480332557375537,-0.31764571315857915,1.3219812582436712,1.0443953084445696,1.3278541488378541,0.2646520826963912,1.053143406427939,-0.31764571315857915,1.2017892948478177,0.8849225790643692,False,False,False,True,True,True,False,True
U56,5,0.9,0.28139512183891413,1.1485037419143944,-0.3337971942755317,1.3223932122104702,1.0449634856084749,1.3281352040137788,0.2798934522306964,1.0537696556333447,-0.33379719427553156,1.2017892948478177,0.8849225790643692,False,False,False,True,True,True,False,True
U56,5,0.95,0.2971110313598384,1.1489627972857042,-0.34968660353045333,1.3227921757089995,1.045523735549687,1.3284033306420109,0.2950517363423444,1.0543872981882676,-0.34968660353045344,1.2017892948478177,0.8849225790643692,False,False,False,True,True,True,False,True
U56,8,0.45,0.10047458476999416,1.0071366814221212,-0.14816892095531065,1.1049951191212848,0.947746579918111,1.059144197300422,0.10718393194299458,0.9838442622949992,-0.14816892095531076,1.2017892948478177,0.8849225790643692,False,False,False,True,True,True,True,False
U56,8,0.5,0.11162154707679517,1.007619169493277,-0.1635896693744916,1.105460589136003,0.9482593701820923,1.0595169262149364,0.11903212670269636,0.9844059824074209,-0.1635896693744917,1.2017892948478177,0.8849225790643692,False,True,True,True,True,True,True,True
U56,8,0.55,0.12275436357631375,1.0080903716839107,-0.17880913140574495,1.1059156961969392,0.9487608190863491,1.0598790493253523,0.1308542578969909,0.9849563485190516,-0.17880913140574484,1.2017892948478177,0.8849225790643692,False,True,True,True,True,True,True,True
U56,8,0.6,0.13386992710620982,1.0085501519805633,-0.1938287176980058,1.1063586248176507,0.9492520518370732,1.0602300177308155,0.14264637834922622,0.98549548332298,-0.19382871769800547,1.2017892948478177,0.8849225790643692,False,True,True,True,True,True,True,True
U56,8,0.65,0.1449650856599216,1.0089984560288765,-0.20865047547602267,1.1067894207799494,0.9497329291337693,1.0605698334335945,0.15440444502268513,0.9860232888961271,-0.20865047547602256,1.2017892948478177,0.8849225790643692,False,False,False,True,True,True,False,True
