k,n,selector,label,draw,g,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_margin,OOS_fails,v1_OOS_CAGR,v1_OOS_Sharpe,v1_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,d_vs_v1,d_vs_spy,f4a,f4b,pass4a,pass4b
20,5,S0,S0 do-nothing (full B136),-1,0.75,0.9808729595969661,0.16050924299153935,0.8138426077132945,-0.23360448342667006,-0.2319015169601072,"H1,OOS,DD",0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.23759206990947124,-0.06818131588393705,DD,"H2,OOS,DD",False,False
20,5,S1,S1 IS-Sharpe argmax,39,0.75,1.3591597827212156,0.15279189008150396,0.9076977445288523,-0.21006408810281696,-0.12301818070324427,"H1,DD",0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.33144720672502903,0.02567382093162074,-,DD,True,False
20,5,S2,S2 IS-reachability (9 adm),39,0.75,1.3591597827212156,0.15279189008150396,0.9076977445288523,-0.21006408810281696,-0.12301818070324427,"H1,DD",0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.33144720672502903,0.02567382093162074,-,DD,True,False
20,5,S3,S3 price the gross,39,0.4,1.3578425619386663,0.08253959843884973,0.9047357126946237,-0.11557060563314947,-0.23682639732915978,"H1,CAGR",0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.3284851748908004,0.022711789097392132,-,CAGR,True,False
20,20,S0,S0 do-nothing (full B136),-1,0.75,1.043837850225855,0.12486792010130943,0.8919165372280256,-0.2005204833110832,-0.06744893057436152,H1,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.31566599942420226,0.009892613630793967,-,H2,True,False
20,20,S1,S1 IS-Sharpe argmax,19,0.75,1.3228890348164943,0.0836671928954773,1.1044581300449343,-0.10539828313352739,-0.22640048855212977,CAGR,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.528207592241111,0.22243420644770273,-,CAGR,True,False
20,20,S2,S2 IS-reachability (19 adm),19,0.75,1.3228890348164943,0.0836671928954773,1.1044581300449343,-0.10539828313352739,-0.22640048855212977,CAGR,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.528207592241111,0.22243420644770273,-,CAGR,True,False
20,20,S3,S3 price the gross,19,0.9,1.323245485142555,0.10042284817169267,1.1036698376931484,-0.12583852618799296,-0.07147516732302689,CAGR,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.5274192998893251,0.22164591409591683,-,-,True,True
40,5,S0,S0 do-nothing (full B136),-1,0.75,0.9808729595969661,0.16050924299153935,0.8138426077132945,-0.23360448342667006,-0.2319015169601072,"H1,OOS,DD",0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.23759206990947124,-0.06818131588393705,DD,"H2,OOS,DD",False,False
40,5,S1,S1 IS-Sharpe argmax,44,0.75,1.2784214549557433,0.11519559571742666,0.7712454144415303,-0.23968963187852788,-0.1848477667394046,"H1,H2,OOS,DD",0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.19499487663770698,-0.11077850915570131,DD,"H2,OOS,DD",False,False
40,5,S2,S2 IS-reachability (6 adm),44,0.75,1.2784214549557433,0.11519559571742666,0.7712454144415303,-0.23968963187852788,-0.1848477667394046,"H1,H2,OOS,DD",0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.19499487663770698,-0.11077850915570131,DD,"H2,OOS,DD",False,False
40,5,S3,S3 price the gross,44,0.5,1.2769663274332745,0.07814977549091995,0.7701891068897115,-0.16182653640491618,-0.27741536380857296,"H1,H2,OOS,CAGR",0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.19393856908588825,-0.11183481670752005,-,"H2,OOS,CAGR",True,False
40,20,S0,S0 do-nothing (full B136),-1,0.75,1.043837850225855,0.12486792010130943,0.8919165372280256,-0.2005204833110832,-0.06744893057436152,H1,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.31566599942420226,0.009892613630793967,-,H2,True,False
40,20,S1,S1 IS-Sharpe argmax,42,0.75,1.2114583090024023,0.12300033887217277,1.0677059070844952,-0.1962556139210887,0.029857803852283513,-,0.05941502665859644,0.5762505378038233,-0.2119126361153264,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.4914553692806719,0.1856819834872636,-,-,True,True
